Orthogroup	DSUP.longest_only	DYAK.longest_only
OG0001616	LOC119546403|XP_037708589.1|DSUP	LOC6527331|XP_002088423.1|DYAK
OG0001617	LOC119546042|XP_037707990.1|DSUP	LOC6529759|XP_002090749.1|DYAK
OG0001618	LOC119547284|XP_037709996.1|DSUP	LOC6528024|XP_002089091.2|DYAK
OG0001619	LOC119548510|XP_037711725.1|DSUP	LOC6527820|XP_002088893.1|DYAK
OG0001620	LOC119551598|XP_037716928.1|DSUP	LOC6531896|XP_002092683.1|DYAK
OG0001621	LOC119550978|XP_037715941.1|DSUP	LOC6531487|XP_002092286.1|DYAK
OG0001622	LOC119556117|XP_037723920.1|DSUP	LOC6525238|XP_002101076.1|DYAK
OG0001623	LOC119546563|XP_037708861.1|DSUP	LOC6526313|XP_002087435.1|DYAK
OG0001624	LOC119546154|XP_037708191.1|DSUP	LOC6527084|XP_002088177.1|DYAK
OG0001625	LOC119546437|XP_037708635.1|DSUP	LOC6529202|XP_002090209.1|DYAK
OG0001626	LOC119548356|XP_037711499.1|DSUP	LOC6527645|XP_002088733.1|DYAK
OG0001627	LOC119551705|XP_037717109.1|DSUP	LOC6537213|XP_015048201.1|DYAK
OG0001628	LOC119553927|XP_037720547.1|DSUP	LOC6538398|XP_002098922.1|DYAK
OG0001629	LOC119553225|XP_037719413.1|DSUP	LOC6529130|XP_002090141.2|DYAK
OG0001630	LOC119563069|XP_037732212.1|DSUP	LOC6538758|XP_002099272.1|DYAK
OG0001631	LOC119559927|XP_037729059.1|DSUP	LOC6535307|XP_039232763.1|DYAK
OG0001632	LOC119547856|XP_037710815.1|DSUP	LOC6527916|XP_002088984.1|DYAK
OG0001633	LOC119548253|XP_037711328.1|DSUP	LOC6537432|XP_002097988.1|DYAK
OG0001634	LOC119559042|XP_037728097.1|DSUP	LOC26535976|XP_015046979.1|DYAK
OG0001635	LOC119553322|XP_037719583.1|DSUP	LOC6538443|XP_002098967.2|DYAK
OG0001636	LOC119559951|XP_037729109.1|DSUP	LOC6536089|XP_002096698.2|DYAK
OG0001637	LOC119548411|XP_037711582.1|DSUP	LOC6536346|XP_002096928.1|DYAK
OG0001638	LOC119556278|XP_037724256.1|DSUP	LOC6524418|XP_002100276.1|DYAK
OG0001639	LOC119559407|XP_037728404.1|DSUP	LOC6529090|XP_039226490.1|DYAK
OG0001640	LOC119560088|XP_037729334.1|DSUP	LOC6536103|XP_002096711.1|DYAK
OG0001641	LOC119555584|XP_037722990.1|DSUP	LOC6537385|XP_002097941.1|DYAK
OG0001642	LOC119558273|XP_037727574.1|DSUP	LOC6525351|XP_002101187.1|DYAK
OG0001643	LOC119548432|XP_037711606.1|DSUP	LOC6526889|XP_002087989.1|DYAK
OG0001644	LOC119555107|XP_037722259.1|DSUP	LOC6534003|XP_015050362.1|DYAK
OG0001645	LOC119550463|XP_037715076.1|DSUP	LOC6530523|XP_002091438.1|DYAK
OG0001646	LOC119552188|XP_037717963.1|DSUP	LOC6531686|XP_015051484.1|DYAK
OG0001647	LOC119550551|XP_037715210.1|DSUP	LOC6528407|XP_039227465.1|DYAK
OG0001648	LOC119554758|XP_037721713.1|DSUP	LOC6534098|XP_015050438.1|DYAK
OG0001649	LOC119549800|XP_037713994.1|DSUP	LOC6530361|XP_002091287.1|DYAK
OG0001650	LOC119550313|XP_037714845.1|DSUP	LOC6530966|XP_039227795.1|DYAK
OG0001651	LOC119550210|XP_037714690.1|DSUP	LOC6531317|XP_015051240.1|DYAK
OG0001652	LOC119555519|XP_037722872.1|DSUP	LOC6534276|XP_002094957.2|DYAK
OG0001653	LOC119552993|XP_037718939.1|DSUP	LOC6534596|XP_002095272.1|DYAK
OG0001654	LOC119550233|XP_037714729.1|DSUP	LOC6531253|XP_002092062.1|DYAK
OG0001655	LOC119551574|XP_037716902.1|DSUP	LOC6528780|XP_002089814.2|DYAK
OG0001656	LOC119548305|XP_037711405.1|DSUP	LOC6526630|XP_002087738.1|DYAK
OG0001657	LOC119554770|XP_037721739.1|DSUP	LOC6534480|XP_002095157.2|DYAK
OG0001658	LOC119554092|XP_037720768.1|DSUP	LOC6533792|XP_002094493.1|DYAK
OG0001659	LOC119553117|XP_037719227.1|DSUP	LOC6534024|XP_002094711.1|DYAK
OG0001660	LOC119555184|XP_037722364.1|DSUP	LOC6532397|XP_002093148.1|DYAK
OG0001661	LOC119563340|XP_037732616.1|DSUP, LOC119559287|XP_037728292.1|DSUP	LOC6536562|XP_002097138.1|DYAK
OG0001662	LOC119553240|XP_037719438.1|DSUP	LOC6532763|XP_002093505.1|DYAK
OG0001663	LOC119562987|XP_037732094.1|DSUP	LOC6536908|XP_002097477.2|DYAK
OG0001664	LOC119550567|XP_037715284.1|DSUP	LOC6530951|XP_002091789.1|DYAK
OG0001666	LOC119547432|XP_037710220.1|DSUP	LOC6526700|XP_002087803.1|DYAK
OG0001667	LOC119551676|XP_037717059.1|DSUP	LOC6531180|XP_002092009.1|DYAK
OG0001668	LOC119555626|XP_037723075.1|DSUP	LOC6533151|XP_002093877.2|DYAK
OG0001670	LOC119557073|XP_037725553.1|DSUP, LOC119557180|XP_037725722.1|DSUP	LOC6526031|XP_002101848.1|DYAK
OG0001670	LOC119559458|XP_037728492.1|DSUP	LOC6529074|XP_015054193.1|DYAK
OG0001671	LOC119558301|XP_037727627.1|DSUP, LOC119557507|XP_037726208.1|DSUP	LOC6526223|XP_002102032.2|DYAK
OG0001672	LOC119550084|XP_037714487.1|DSUP	LOC6531124|XP_002091958.1|DYAK, LOC6531125|XP_002091959.1|DYAK, LOC6531126|XP_002091960.1|DYAK
OG0001673	LOC119549347|XP_037713261.1|DSUP	LOC26535617|XP_015052914.1|DYAK
OG0001673	LOC119549348|XP_037713262.1|DSUP	LOC26535945|XP_015052939.1|DYAK, LOC26536408|XP_039228144.1|DYAK
OG0001674	LOC119559838|XP_037728863.1|DSUP	LOC6536791|XP_002097361.1|DYAK
OG0001675	LOC119551974|XP_037717620.1|DSUP	LOC6538464|XP_002098988.1|DYAK
OG0001675	LOC119561602|XP_037731130.1|DSUP	LOC6538465|XP_002098989.1|DYAK
OG0001677	LOC119546900|XP_037709450.1|DSUP	LOC6526534|XP_002087644.1|DYAK, LOC120320569|XP_039226491.1|DYAK
OG0001677	LOC119547966|XP_037710944.1|DSUP	LOC6526536|XP_002087646.1|DYAK
OG0001678	LOC119555920|XP_037723546.1|DSUP	LOC6525684|XP_002101506.2|DYAK
OG0001679	LOC119557428|XP_037726108.1|DSUP	LOC6525501|XP_002101336.1|DYAK
OG0001680	LOC119556628|XP_037724879.1|DSUP	LOC6525411|XP_039228835.1|DYAK
OG0001681	LOC119556546|XP_037724757.1|DSUP	LOC6525938|XP_002101758.1|DYAK
OG0001682	LOC119556526|XP_037724731.1|DSUP	LOC6525746|XP_015046472.1|DYAK
OG0001683	LOC119547693|XP_037710589.1|DSUP	LOC6527715|XP_002088799.1|DYAK
OG0001684	LOC119563147|XP_037732374.1|DSUP	LOC6523726|XP_002099601.1|DYAK
OG0001685	LOC119547107|XP_037709745.1|DSUP	LOC6528930|XP_002089962.1|DYAK
OG0001686	LOC119557139|XP_037725649.1|DSUP	LOC6525843|XP_002101663.1|DYAK
OG0001687	LOC119557302|XP_037725940.1|DSUP	LOC6523795|XP_002099670.1|DYAK
OG0001688	LOC119557396|XP_037726068.1|DSUP	LOC6525494|XP_002101329.1|DYAK
OG0001689	LOC119555866|XP_037723447.1|DSUP	LOC6525545|XP_002101380.2|DYAK
OG0001690	LOC119555090|XP_037722236.1|DSUP	LOC6533112|XP_002093838.1|DYAK
OG0001691	LOC119547299|XP_037710017.1|DSUP	LOC6526893|XP_002087992.1|DYAK
OG0001692	LOC119561065|XP_037730834.1|DSUP	LOC6535612|XP_039231210.1|DYAK
OG0001693	LOC119557591|XP_037726321.1|DSUP	LOC6524597|XP_015045767.1|DYAK
OG0001694	LOC119563294|XP_037732554.1|DSUP	LOC6535584|XP_039231295.1|DYAK
OG0001695	LOC119549491|XP_037713522.1|DSUP	LOC6531057|XP_002091891.1|DYAK
OG0001696	LOC119545814|XP_037707637.1|DSUP	LOC6536493|XP_015047766.1|DYAK
OG0001697	LOC119551256|XP_037716441.1|DSUP	LOC6538604|XP_002099126.1|DYAK
OG0001698	LOC119556003|XP_037723665.1|DSUP	LOC6526057|XP_039230233.1|DYAK
OG0001699	LOC119562407|XP_037731532.1|DSUP	LOC6536526|XP_002097102.1|DYAK
OG0001700	LOC119548716|XP_037712121.1|DSUP	LOC6536393|XP_015047728.1|DYAK
OG0001701	LOC119560486|XP_037729877.1|DSUP	LOC6537549|XP_002098095.2|DYAK
OG0001702	LOC119548141|XP_037711167.1|DSUP	LOC6527938|XP_002089005.1|DYAK
OG0001703	LOC119554970|XP_037722030.1|DSUP	LOC6537826|XP_002098367.2|DYAK
OG0001704	LOC119553572|XP_037719951.1|DSUP	LOC6537827|XP_002098368.1|DYAK
OG0001705	LOC119561105|XP_037730931.1|DSUP	LOC6537994|XP_015048602.1|DYAK
OG0001706	LOC119562209|XP_037731333.1|DSUP	LOC6529114|XP_015054172.1|DYAK
OG0001707	LOC119545771|XP_037707546.1|DSUP	LOC6537866|XP_039231170.1|DYAK
OG0001708	LOC119560679|XP_037730181.1|DSUP	LOC6536998|XP_039232272.1|DYAK
OG0001709	LOC119554541|XP_037721427.1|DSUP	LOC6532954|XP_002093689.1|DYAK
OG0001710	LOC119560683|XP_037730185.1|DSUP	LOC6537661|XP_039232835.1|DYAK
OG0001711	LOC119560973|XP_037730672.1|DSUP	LOC6537742|XP_015048478.1|DYAK
OG0001712	LOC119549228|XP_037713045.1|DSUP	LOC6538797|XP_002099310.1|DYAK
OG0001713	LOC119562032|XP_037731319.1|DSUP	LOC6536624|XP_002097196.1|DYAK
OG0001714	LOC119560966|XP_037730647.1|DSUP	LOC6535367|XP_039232025.1|DYAK
OG0001715	LOC119556064|XP_037723802.1|DSUP	LOC6525596|XP_002101431.2|DYAK
OG0001716	LOC119557777|XP_037726605.1|DSUP	LOC6525347|XP_002101183.1|DYAK
OG0001717	LOC119563428|XP_037732741.1|DSUP	LOC6537970|XP_002098507.2|DYAK
OG0001718	LOC119545836|XP_037707717.1|DSUP	LOC6537784|XP_039232755.1|DYAK
OG0001719	LOC119554866|XP_037721879.1|DSUP	LOC6537872|XP_039231044.1|DYAK
OG0001720	LOC119559272|XP_037728269.1|DSUP, LOC119549852|XP_037714079.1|DSUP	LOC6536555|XP_039232796.1|DYAK
OG0001721	LOC119560706|XP_037730227.1|DSUP	LOC6536187|XP_002096778.1|DYAK
OG0001722	LOC119552857|XP_037718661.1|DSUP	LOC6539549|XP_015045106.2|DYAK
OG0001723	LOC119550005|XP_037714355.1|DSUP, LOC119559155|XP_037728152.1|DSUP	LOC6529108|XP_002090121.1|DYAK
OG0001724	LOC119548992|XP_037712519.1|DSUP	LOC6530621|XP_039228677.1|DYAK
OG0001725	LOC119550401|XP_037714982.1|DSUP	LOC6528870|XP_015054095.1|DYAK
OG0001726	LOC119552584|XP_037718146.1|DSUP	LOC6534724|XP_002095399.1|DYAK
OG0001727	LOC119563111|XP_037732282.1|DSUP	LOC6537769|XP_002098310.1|DYAK
OG0001728	LOC119549196|XP_037712953.1|DSUP	LOC6530222|XP_002091159.1|DYAK
OG0001729	LOC119551450|XP_037716721.1|DSUP	LOC6532157|XP_039228994.1|DYAK
OG0001730	LOC119547038|XP_037709640.1|DSUP	LOC6527343|XP_002088435.1|DYAK
OG0001731	LOC119549334|XP_037713242.1|DSUP	LOC6530011|XP_039228078.1|DYAK
OG0001732	LOC119561855|XP_037731263.1|DSUP	LOC6527125|XP_002088219.1|DYAK
OG0001733	LOC119549988|XP_037714322.1|DSUP	LOC6530654|XP_002091552.1|DYAK
OG0001734	LOC119550634|XP_037715398.1|DSUP	LOC6528690|XP_002089732.1|DYAK
OG0001735	LOC119552904|XP_037718757.1|DSUP	LOC6534649|XP_002095324.2|DYAK
OG0001736	LOC119551747|XP_037717196.1|DSUP	LOC6531026|XP_002091863.1|DYAK
OG0001737	LOC119558805|XP_037727997.1|DSUP, LOC119549189|XP_037712945.1|DSUP	LOC6531873|XP_002092660.2|DYAK
OG0001738	LOC119554971|XP_037722027.1|DSUP	LOC6534349|XP_002095028.1|DYAK
OG0001739	LOC119561846|XP_037731254.1|DSUP	LOC26536353|XP_015045318.1|DYAK
OG0001740	LOC119552170|XP_037717922.1|DSUP	LOC6531814|XP_002092601.1|DYAK
OG0001741	LOC119563275|XP_037732525.1|DSUP	LOC6539040|XP_002099542.1|DYAK
OG0001742	LOC119550885|XP_037715801.1|DSUP	LOC6528872|XP_002089904.1|DYAK
OG0001743	LOC119555242|XP_037722453.1|DSUP	LOC6532441|XP_002093188.1|DYAK
OG0001744	LOC119551339|XP_037716569.1|DSUP	LOC6528316|XP_039226740.1|DYAK
OG0001745	LOC119549385|XP_037713353.1|DSUP	LOC6531327|XP_039228422.1|DYAK
OG0001746	LOC119553700|XP_037720188.1|DSUP	LOC6533610|XP_002094318.1|DYAK
OG0001747	LOC119549312|XP_037713215.1|DSUP	LOC6531184|XP_039228291.1|DYAK
OG0001748	LOC119553149|XP_037719292.1|DSUP	LOC6532644|XP_002093388.2|DYAK
OG0001749	LOC119548989|XP_037712517.1|DSUP	LOC6532075|XP_002092852.1|DYAK
OG0001750	LOC119548987|XP_037712515.1|DSUP	LOC6532073|XP_002092850.1|DYAK
OG0001751	LOC119555294|XP_037722538.1|DSUP	LOC6534338|XP_015050580.1|DYAK
OG0001752	LOC119553726|XP_037720240.1|DSUP	LOC6533128|XP_002093854.1|DYAK
OG0001753	LOC119552813|XP_037718583.1|DSUP	LOC6532831|XP_015049628.2|DYAK
OG0001754	LOC119549084|XP_037712728.1|DSUP	LOC6530076|XP_015052583.2|DYAK
OG0001755	LOC119554433|XP_037721255.1|DSUP	LOC6532841|XP_015049649.1|DYAK
OG0001756	LOC119552058|XP_037717747.1|DSUP	LOC6531481|XP_002092280.1|DYAK
OG0001757	LOC119551939|XP_037717527.1|DSUP	LOC6531086|XP_002091920.1|DYAK
OG0001758	LOC119553043|XP_037719036.1|DSUP	LOC6534033|XP_015050384.1|DYAK
OG0001759	LOC119552047|XP_037717718.1|DSUP	LOC6531651|XP_002092448.3|DYAK
OG0001760	LOC119550058|XP_037714445.1|DSUP	LOC6528723|XP_002089758.1|DYAK
OG0001761	LOC119549987|XP_037714318.1|DSUP	LOC6530656|XP_002091554.2|DYAK
OG0001762	LOC119547761|XP_037710695.1|DSUP	LOC6527046|XP_015053579.1|DYAK
OG0001763	LOC119546045|XP_037707997.1|DSUP	LOC6527020|XP_002088115.2|DYAK
OG0001764	LOC119555211|XP_037722403.1|DSUP	LOC6537029|XP_002097596.2|DYAK
OG0001765	LOC119550916|XP_037715858.1|DSUP	LOC6528766|XP_039227560.1|DYAK
OG0001766	LOC119546369|XP_037708525.1|DSUP	LOC6527761|XP_015053795.1|DYAK
OG0001767	LOC119548359|XP_037711502.1|DSUP	LOC6526693|XP_002087797.2|DYAK
OG0001768	LOC119548211|XP_037711273.1|DSUP	LOC6526304|XP_002087426.1|DYAK
OG0001769	LOC119547446|XP_037710234.1|DSUP	LOC6528096|XP_002089163.1|DYAK
OG0001770	LOC119547021|XP_037709619.1|DSUP	LOC6527199|XP_002088293.1|DYAK
OG0001771	LOC119548393|XP_037711547.1|DSUP	LOC6526731|XP_002087834.1|DYAK
OG0001772	LOC119547575|XP_037710404.1|DSUP	LOC6528015|XP_002089082.1|DYAK
OG0001773	LOC119547619|XP_037710473.1|DSUP	LOC6527945|XP_002089012.3|DYAK
OG0001774	LOC119550767|XP_037715621.1|DSUP	LOC120322342|XP_039233324.1|DYAK, LOC6532112|XP_002092888.2|DYAK
OG0001775	LOC119558065|XP_037727162.1|DSUP	LOC6525013|XP_002100852.1|DYAK
OG0001776	LOC119548709|XP_037712102.1|DSUP	LOC6527078|XP_002088171.1|DYAK
OG0001777	LOC119548064|XP_037711078.1|DSUP	LOC6526949|XP_002088045.1|DYAK
OG0001778	LOC119548799|XP_037712305.1|DSUP	LOC6528924|XP_002089956.1|DYAK
OG0001779	LOC119548666|XP_037712023.1|DSUP	LOC6527958|XP_039226979.1|DYAK
OG0001780	LOC119559145|XP_037728141.1|DSUP	LOC6529106|XP_002090119.1|DYAK
OG0001781	LOC119547634|XP_037710499.1|DSUP	LOC6529789|XP_039229228.1|DYAK
OG0001782	LOC119546679|XP_037709071.1|DSUP	LOC6527519|XP_015053705.1|DYAK
OG0001783	LOC119548479|XP_037711678.1|DSUP	LOC6527800|XP_002088873.1|DYAK
OG0001784	LOC119545999|XP_037707925.1|DSUP	LOC6526434|XP_002087553.1|DYAK
OG0001785	LOC119549766|XP_037713950.1|DSUP	LOC6528775|XP_002089809.1|DYAK
OG0001786	LOC119546511|XP_037708762.1|DSUP	LOC6526971|XP_002088067.1|DYAK
OG0001787	LOC119546412|XP_037708599.1|DSUP	LOC6526969|XP_002088065.2|DYAK
OG0001788	LOC119559449|XP_037728480.1|DSUP	LOC6529898|XP_002090855.1|DYAK
OG0001789	LOC119550869|XP_037715777.1|DSUP	LOC6531765|XP_002092552.1|DYAK
OG0001790	LOC119548481|XP_037711682.1|DSUP	LOC6526953|XP_002088049.1|DYAK
OG0001791	LOC119552052|XP_037717723.1|DSUP	LOC6530270|XP_039229130.1|DYAK
OG0001792	LOC119546001|XP_037707929.1|DSUP	LOC6529618|XP_015052092.1|DYAK
OG0001793	LOC119549620|XP_037713721.1|DSUP	LOC6530368|XP_015052658.1|DYAK
OG0001794	LOC119548801|XP_037712306.1|DSUP	LOC6528923|XP_002089955.1|DYAK
OG0001795	LOC119546709|XP_037709118.1|DSUP	LOC6529544|XP_015052105.1|DYAK
OG0001796	LOC119557056|XP_037725532.1|DSUP	LOC6525593|XP_002101428.1|DYAK
OG0001797	LOC119558948|XP_037728075.1|DSUP	LOC6523713|XP_039233042.1|DYAK
OG0001798	LOC119550358|XP_037714910.1|DSUP	LOC6531641|XP_002092438.1|DYAK
OG0001799	LOC119556580|XP_037724807.1|DSUP	LOC6526142|XP_002101956.2|DYAK
OG0001800	LOC119546379|XP_037708541.1|DSUP	LOC6526943|XP_002088041.2|DYAK
OG0001801	LOC119553095|XP_037719179.1|DSUP	LOC6532511|XP_002093257.2|DYAK
OG0001802	LOC119560821|XP_037730394.1|DSUP, LOC119563193|XP_037732408.1|DSUP	LOC6536248|XP_002096834.1|DYAK
OG0001803	LOC119560001|XP_037729201.1|DSUP	LOC6535965|XP_039231787.1|DYAK
OG0001804	LOC119560989|XP_037730695.1|DSUP	LOC6537472|XP_002098028.2|DYAK
OG0001805	LOC119552829|XP_037718612.1|DSUP	LOC6532739|XP_002093481.1|DYAK
OG0001806	LOC119545785|XP_037707585.1|DSUP	LOC6538699|XP_002099214.1|DYAK
OG0001807	LOC119549840|XP_037714067.1|DSUP	LOC6537207|XP_002097765.1|DYAK
OG0001808	LOC119563002|XP_037732117.1|DSUP	LOC6536643|XP_015047865.1|DYAK
OG0001809	LOC119560601|XP_037730057.1|DSUP	LOC6535310|XP_015047048.2|DYAK
OG0001810	LOC119554847|XP_037721856.1|DSUP	LOC6537850|XP_002098391.1|DYAK
OG0001811	LOC119551713|XP_037717115.1|DSUP	LOC6528522|XP_002089568.3|DYAK
OG0001812	LOC119557714|XP_037726524.1|DSUP	LOC6525188|XP_015046148.1|DYAK
OG0001813	LOC119559918|XP_037729048.1|DSUP	LOC6535695|XP_039231150.1|DYAK
OG0001814	LOC119561062|XP_037730826.1|DSUP	LOC6535998|XP_039231592.1|DYAK
OG0001815	LOC119560618|XP_037730084.1|DSUP	LOC6537498|XP_002098046.1|DYAK
OG0001816	LOC119551877|XP_037717400.1|DSUP	LOC6529928|XP_002090884.1|DYAK
OG0001817	LOC119551152|XP_037716273.1|DSUP	LOC6528821|XP_039226531.1|DYAK
OG0001818	LOC119556912|XP_037725327.1|DSUP	LOC6525087|XP_039226098.1|DYAK
OG0001819	LOC119551135|XP_037716253.1|DSUP	LOC6531584|XP_002092382.1|DYAK
OG0001820	LOC119556573|XP_037724800.1|DSUP	LOC6525439|XP_002101274.1|DYAK
OG0001821	LOC119550267|XP_037714773.1|DSUP	LOC6532093|XP_002092869.1|DYAK
OG0001822	LOC119550155|XP_037714594.1|DSUP	LOC6531730|XP_002092520.1|DYAK
OG0001823	LOC119553527|XP_037719880.1|DSUP	LOC6533669|XP_002094375.1|DYAK
OG0001824	LOC119548175|XP_037711216.1|DSUP	LOC6526447|XP_002087566.1|DYAK
OG0001825	LOC119549532|XP_037713580.1|DSUP	LOC6530918|XP_039228589.1|DYAK
OG0001826	LOC119551314|XP_037716537.1|DSUP	LOC6529359|XP_002090364.1|DYAK
OG0001827	LOC119551400|XP_037716663.1|DSUP	LOC6531696|XP_015051490.1|DYAK
OG0001828	LOC119555924|XP_037723551.1|DSUP	LOC6524613|XP_002100470.1|DYAK
OG0001829	LOC119551793|XP_037717268.1|DSUP	LOC6530195|XP_002091133.1|DYAK
OG0001830	LOC119551153|XP_037716275.1|DSUP	LOC6531758|XP_002092548.1|DYAK
OG0001831	LOC119553523|XP_037719874.1|DSUP	LOC6534266|XP_002094947.1|DYAK
OG0001832	LOC119556871|XP_037725273.1|DSUP	LOC6524003|XP_015045421.1|DYAK
OG0001833	LOC119550194|XP_037714666.1|DSUP	LOC6531931|XP_002092717.2|DYAK
OG0001834	LOC119560916|XP_037730546.1|DSUP	LOC6537260|XP_002097818.1|DYAK
OG0001837	LOC119553483|XP_037719821.1|DSUP	LOC6532267|XP_002093039.2|DYAK
OG0001838	LOC119550985|XP_037715947.1|DSUP	LOC6529963|XP_002090910.1|DYAK
OG0001839	LOC119547566|XP_037710395.1|DSUP	LOC6526346|XP_002087468.1|DYAK
OG0001839	LOC119550968|XP_037715931.1|DSUP	LOC6530779|XP_002091666.1|DYAK
OG0001840	LOC119548025|XP_037711027.1|DSUP	LOC26535364|XP_015052898.1|DYAK
OG0001840	LOC119548019|XP_037711019.1|DSUP	LOC26535710|XP_039228125.1|DYAK
OG0001841	LOC119553974|XP_037720606.1|DSUP	LOC6532297|XP_002093057.2|DYAK
OG0001841	LOC119553715|XP_037720223.1|DSUP	LOC6532296|XP_002093056.1|DYAK
OG0001842	LOC119554217|XP_037720971.1|DSUP	LOC6533503|XP_002094214.1|DYAK
OG0001842	LOC119546707|XP_037709115.1|DSUP, LOC119546920|XP_037709479.1|DSUP	LOC6526930|XP_002088028.1|DYAK
OG0001843	LOC119555133|XP_037722287.1|DSUP, LOC119555135|XP_037722290.1|DSUP, LOC119555134|XP_037722288.1|DSUP, LOC119555137|XP_037722292.1|DSUP	LOC6534942|XP_002095612.1|DYAK
OG0001844	LOC119554121|XP_037720819.1|DSUP, LOC119554398|XP_037721211.1|DSUP	LOC6534142|XP_002094826.1|DYAK, LOC6534143|XP_002094827.1|DYAK
OG0001845	LOC119547511|XP_037710332.1|DSUP	LOC6529433|XP_002090437.2|DYAK
OG0001845	LOC119550639|XP_037715405.1|DSUP	LOC6531797|XP_002092584.1|DYAK
OG0001846	LOC119561869|XP_037731276.1|DSUP	LOC6537451|XP_002098007.1|DYAK
OG0001846	LOC119561728|XP_037731141.1|DSUP	LOC120321824|XP_039231726.1|DYAK, LOC6537449|XP_002098005.3|DYAK
OG0001848	LOC119562301|XP_037731387.1|DSUP	LOC26535568|XP_039233334.1|DYAK
OG0001849	LOC119562886|XP_037731930.1|DSUP	LOC6538812|XP_002099325.1|DYAK
OG0001850	LOC119549524|XP_037713612.1|DSUP	LOC6523746|XP_039232891.1|DYAK
OG0001851	LOC119548726|XP_037712201.1|DSUP	LOC6523728|XP_039232878.1|DYAK
OG0001852	LOC119552698|XP_037718362.1|DSUP	LOC6532234|XP_039229372.1|DYAK
OG0001853	LOC119545835|XP_037707692.1|DSUP	LOC6538383|XP_039231982.1|DYAK
OG0001854	LOC119555885|XP_037723475.1|DSUP	LOC6524813|XP_002100655.2|DYAK
OG0001855	LOC119549686|XP_037713829.1|DSUP, LOC119551311|XP_037716534.1|DSUP	LOC6531359|XP_002092162.1|DYAK
OG0001856	LOC119557162|XP_037725690.1|DSUP	LOC6525264|XP_002101100.1|DYAK
OG0001857	LOC119556188|XP_037724059.1|DSUP	LOC6526091|XP_002101908.1|DYAK
OG0001858	LOC119557658|XP_037726441.1|DSUP	LOC6525823|XP_002101643.1|DYAK
OG0001859	LOC119557815|XP_037726681.1|DSUP	LOC6526196|XP_002102005.1|DYAK
OG0001860	LOC119554752|XP_037721708.1|DSUP	LOC6534246|XP_002094928.1|DYAK
OG0001861	LOC119562215|XP_037731347.1|DSUP	LOC6538349|XP_002098874.1|DYAK
OG0001862	LOC119557696|XP_037726497.1|DSUP	LOC6526135|XP_002101952.2|DYAK
OG0001863	LOC119553176|XP_037719344.1|DSUP, LOC119556297|XP_037724299.1|DSUP	LOC6524650|XP_002100507.1|DYAK
OG0001864	LOC119560954|XP_037730625.1|DSUP	LOC6537274|XP_015048245.1|DYAK
OG0001865	LOC119556160|XP_037723990.1|DSUP	LOC6525601|XP_002101436.1|DYAK
OG0001866	LOC119563300|XP_037732557.1|DSUP	LOC6536913|XP_015048008.1|DYAK
OG0001867	LOC119555648|XP_037723134.1|DSUP	LOC6534316|XP_015050569.1|DYAK
OG0001868	LOC119547928|XP_037710901.1|DSUP	LOC6529230|XP_039228821.1|DYAK
OG0001869	LOC119562962|XP_037732065.1|DSUP	LOC6535871|XP_039231370.1|DYAK
OG0001870	LOC119556443|XP_037724605.1|DSUP	LOC6525489|XP_002101324.1|DYAK
OG0001871	LOC119557400|XP_037726073.1|DSUP	LOC6525014|XP_002100853.1|DYAK
OG0001872	LOC119555255|XP_037722485.1|DSUP	LOC6538886|XP_039231533.1|DYAK
OG0001873	LOC119560474|XP_037729862.1|DSUP	LOC6535251|XP_002095907.1|DYAK
OG0001874	LOC119546958|XP_037709533.1|DSUP	LOC6538608|XP_002099130.1|DYAK
OG0001875	LOC119563503|XP_037732874.1|DSUP	LOC6538944|XP_002099448.1|DYAK
OG0001876	LOC119556543|XP_037724754.1|DSUP	LOC6524873|XP_002100713.1|DYAK
OG0001877	LOC119557052|XP_037725526.1|DSUP	LOC6524375|XP_002100233.1|DYAK
OG0001878	LOC119557578|XP_037726308.1|DSUP	LOC6536954|XP_015048029.1|DYAK
OG0001879	LOC119563248|XP_037732487.1|DSUP	LOC6538602|XP_002099124.2|DYAK
OG0001880	LOC119560743|XP_037730285.1|DSUP	LOC6535639|XP_002096267.1|DYAK
OG0001881	LOC119560628|XP_037730099.1|DSUP	LOC6535952|XP_002096568.2|DYAK
OG0001882	LOC119549008|XP_037712578.1|DSUP	LOC6538302|XP_002098829.1|DYAK
OG0001883	LOC119563018|XP_037732140.1|DSUP	LOC6537841|XP_015048540.1|DYAK
OG0001884	LOC119563524|XP_037732922.1|DSUP, LOC119561850|XP_037731260.1|DSUP	LOC6535853|XP_002096472.2|DYAK
OG0001885	LOC119548485|XP_037711686.1|DSUP	LOC6527341|XP_002088433.1|DYAK
OG0001886	LOC119555843|XP_037723403.1|DSUP	LOC6536352|XP_002096934.1|DYAK
OG0001887	LOC119551374|XP_037716623.1|DSUP	LOC6529342|XP_002090347.1|DYAK
OG0001888	LOC119560090|XP_037729337.1|DSUP	LOC6535378|XP_015047097.1|DYAK
OG0001889	LOC119557816|XP_037726682.1|DSUP	LOC6525245|XP_002101082.1|DYAK
OG0001890	LOC119555264|XP_037722495.1|DSUP	LOC6539743|XP_002086623.1|DYAK
OG0001891	LOC119545747|XP_037707507.1|DSUP	LOC6535791|XP_015047354.2|DYAK
OG0001892	LOC119562488|XP_037731620.1|DSUP	LOC6539976|XP_002086851.1|DYAK
