Orthogroup	DSUP.longest_only	DKIK.longest_only
OG0000151	LOC119555510|XP_037722858.1|DSUP	LOC108075025|XP_017022768.1|DKIK
OG0000151	LOC119554730|XP_037721677.1|DSUP	LOC108073775|XP_017021031.1|DKIK, LOC108073776|XP_017021032.1|DKIK
OG0000152	LOC119563445|XP_037732767.1|DSUP	LOC108070721|XP_017016804.1|DKIK
OG0000152	LOC119547091|XP_037709723.1|DSUP, LOC119555351|XP_037722620.1|DSUP	LOC108075504|XP_017023460.1|DKIK
OG0000152	LOC119563444|XP_037732766.1|DSUP	LOC108070720|XP_017016803.1|DKIK
OG0000152	LOC119553148|XP_037719296.1|DSUP	LOC108070636|XP_017016691.1|DKIK
OG0000153	LOC119561111|XP_037730948.1|DSUP	LOC108075707|XP_017023727.1|DKIK
OG0000153	LOC119561112|XP_037730951.1|DSUP	LOC108075706|XP_017023724.1|DKIK, LOC108075658|XP_017023698.1|DKIK
OG0000153	LOC119561110|XP_037730947.1|DSUP	LOC108075703|XP_017023719.1|DKIK, LOC108075705|XP_017023723.1|DKIK
OG0000154	LOC119550964|XP_037715928.1|DSUP	LOC108073559|XP_017020734.1|DKIK
OG0000154	LOC119550973|XP_037715939.1|DSUP	LOC108073558|XP_017020733.1|DKIK
OG0000154	LOC119553162|XP_037719324.1|DSUP	LOC108072718|XP_017019464.1|DKIK
OG0000155	LOC119554318|XP_037721108.1|DSUP	LOC108078113|XP_017027210.1|DKIK
OG0000155	LOC119554751|XP_037721707.1|DSUP	LOC108078122|XP_017027238.1|DKIK
OG0000155	LOC119554018|XP_037720662.1|DSUP	LOC108078116|XP_017027224.1|DKIK
OG0000156	LOC119559667|XP_037728652.1|DSUP, LOC119562444|XP_037731557.1|DSUP, LOC119548160|XP_037711192.1|DSUP	LOC108076185|XP_017024406.1|DKIK, LOC108077789|XP_017026782.1|DKIK
OG0000157	LOC119550533|XP_037715181.1|DSUP	LOC108078511|XP_017027902.1|DKIK, LOC108078510|XP_017027901.1|DKIK
OG0000157	LOC119550347|XP_037714894.1|DSUP	LOC108078512|XP_017027903.1|DKIK
OG0000158	LOC119549779|XP_037713969.1|DSUP	LOC108084037|XP_017035546.1|DKIK
OG0000158	LOC119554453|XP_037721293.1|DSUP	LOC108071493|XP_017017744.1|DKIK
OG0000158	LOC119555406|XP_037722691.1|DSUP	LOC108071548|XP_017017814.1|DKIK
OG0000159	LOC119553047|XP_037719082.1|DSUP	LOC108083323|XP_017034554.1|DKIK
OG0000159	LOC119553123|XP_037719240.1|DSUP	LOC108080686|XP_017031009.1|DKIK
OG0000159	LOC119553840|XP_037720408.1|DSUP	LOC108083108|XP_017034255.1|DKIK
OG0000160	LOC119559270|XP_037728268.1|DSUP, LOC119560765|XP_037730315.1|DSUP	LOC108073540|XP_017020713.1|DKIK
OG0000161	LOC119553925|XP_037720542.1|DSUP	LOC108080257|XP_017030406.1|DKIK, LOC108080406|XP_017030627.1|DKIK, LOC108072666|XP_017019391.1|DKIK
OG0000161	LOC119553591|XP_037719970.1|DSUP	LOC108073895|XP_017021173.1|DKIK
OG0000161	LOC119557914|XP_037726849.1|DSUP	LOC108080517|XP_017030789.1|DKIK
OG0000162	LOC119553631|XP_037720030.1|DSUP	LOC108070381|XP_017016320.1|DKIK, LOC108070382|XP_017016321.1|DKIK
OG0000162	LOC119555557|XP_037722930.1|DSUP	LOC108074971|XP_017022693.1|DKIK
OG0000162	LOC119547161|XP_037709815.1|DSUP	LOC108081847|XP_017032576.1|DKIK
OG0000162	LOC119546294|XP_037708403.1|DSUP	LOC108086259|XP_017038632.1|DKIK
OG0000163	LOC119552703|XP_037718372.1|DSUP	LOC108077980|XP_017027012.1|DKIK, LOC108078725|XP_017028218.1|DKIK
OG0000163	LOC119547182|XP_037709845.1|DSUP, LOC119547696|XP_037710596.1|DSUP	LOC108073848|XP_017021118.1|DKIK
OG0000164	LOC119549438|XP_037713459.1|DSUP	LOC108085133|XP_017037130.1|DKIK
OG0000165	LOC119556348|XP_037724378.1|DSUP, LOC119556359|XP_037724449.1|DSUP, LOC119556387|XP_037724490.1|DSUP	LOC108084663|XP_017036473.1|DKIK
OG0000165	LOC119553548|XP_037719914.1|DSUP	LOC108072437|XP_017019048.1|DKIK
OG0000166	LOC119551348|XP_037716594.1|DSUP	LOC108078362|XP_017027672.1|DKIK
OG0000166	LOC119550152|XP_037714591.1|DSUP	LOC108078410|XP_017027755.1|DKIK
OG0000166	LOC119550289|XP_037714808.1|DSUP	LOC108078364|XP_017027674.1|DKIK
OG0000167	LOC119554624|XP_037721548.1|DSUP	LOC108077485|XP_017026297.1|DKIK
OG0000167	LOC119555235|XP_037722443.1|DSUP	LOC108077501|XP_017026318.1|DKIK
OG0000167	LOC119555025|XP_037722099.1|DSUP, LOC119555024|XP_037722098.1|DSUP	LOC108077487|XP_017026299.1|DKIK
OG0000167	LOC119553562|XP_037719936.1|DSUP	LOC108077494|XP_017026308.1|DKIK
OG0000168	LOC119550908|XP_037715825.1|DSUP	LOC108085103|XP_017037064.1|DKIK
OG0000168	LOC119562881|XP_037731923.1|DSUP	LOC108080889|XP_017031281.1|DKIK
OG0000168	LOC119563178|XP_037732378.1|DSUP	LOC108080999|XP_017031414.1|DKIK
OG0000168	LOC119552545|XP_037718096.1|DSUP	LOC108080890|XP_017031282.1|DKIK
OG0000169	LOC119545788|XP_037707588.1|DSUP	LOC108084558|XP_017036302.1|DKIK
OG0000169	LOC119553174|XP_037719341.1|DSUP	LOC108078733|XP_017028224.1|DKIK
OG0000169	LOC119560731|XP_037730273.1|DSUP	LOC108085703|XP_017037906.1|DKIK
OG0000170	LOC119548004|XP_037710994.1|DSUP	LOC108079562|XP_017029391.1|DKIK
OG0000170	LOC119548003|XP_037710993.1|DSUP	LOC108079543|XP_017029368.1|DKIK
OG0000170	LOC119547006|XP_037709602.1|DSUP	LOC108079561|XP_017029390.1|DKIK
OG0000171	LOC119548455|XP_037711647.1|DSUP	LOC108075455|XP_017023402.1|DKIK
OG0000171	LOC119546769|XP_037709248.1|DSUP	LOC108077094|XP_017025759.1|DKIK
OG0000171	LOC119557754|XP_037726569.1|DSUP	LOC108079344|XP_017029138.1|DKIK
OG0000172	LOC119553055|XP_037719095.1|DSUP	LOC108079826|XP_017029808.1|DKIK
OG0000173	LOC119549710|XP_037713870.1|DSUP, LOC119549707|XP_037713862.1|DSUP, LOC119551369|XP_037716619.1|DSUP	LOC108076238|XP_017024473.1|DKIK
OG0000173	LOC119551540|XP_037716857.1|DSUP	LOC108076546|XP_017024947.1|DKIK
OG0000174	LOC119549553|XP_037713631.1|DSUP	LOC108081304|XP_017031879.1|DKIK
OG0000174	LOC119547824|XP_037710774.1|DSUP	LOC108082140|XP_017032932.1|DKIK
OG0000174	LOC119550609|XP_037715361.1|DSUP	LOC108078063|XP_017027117.1|DKIK
OG0000175	LOC119548039|XP_037711047.1|DSUP	LOC108077633|XP_017026536.1|DKIK
OG0000175	LOC119549888|XP_037714127.1|DSUP	LOC108077812|XP_017026819.1|DKIK
OG0000176	LOC119555600|XP_037723024.1|DSUP	LOC108078826|XP_017028402.1|DKIK
OG0000176	LOC119555601|XP_037723025.1|DSUP	LOC108078827|XP_017028404.1|DKIK
OG0000176	LOC119552853|XP_037718657.1|DSUP	LOC108078830|XP_017028410.1|DKIK
OG0000176	LOC119552543|XP_037718091.1|DSUP	LOC108078833|XP_017028412.1|DKIK
OG0000177	LOC119556355|XP_037724390.1|DSUP	LOC108083492|XP_017034781.1|DKIK
OG0000177	LOC119555767|XP_037723351.1|DSUP	LOC108077686|XP_017026607.1|DKIK
OG0000177	LOC119555252|XP_037722478.1|DSUP	LOC108075170|XP_017022966.1|DKIK, LOC108083001|XP_017034114.1|DKIK
OG0000178	LOC119558206|XP_037727431.1|DSUP	LOC108080090|XP_017030191.1|DKIK
OG0000179	LOC119550231|XP_037714726.1|DSUP	LOC108078379|XP_017027703.1|DKIK
OG0000179	LOC119549122|XP_037712813.1|DSUP	LOC108082597|XP_017033553.1|DKIK
OG0000179	LOC119547668|XP_037710551.1|DSUP	LOC108072544|XP_017019210.1|DKIK
OG0000180	LOC119551550|XP_037716873.1|DSUP	LOC108076807|XP_017025323.1|DKIK
OG0000180	LOC119551551|XP_037716874.1|DSUP, LOC119551549|XP_037716872.1|DSUP	LOC108074458|XP_017022008.1|DKIK
OG0000180	LOC119551548|XP_037716871.1|DSUP	LOC108074471|XP_017022028.1|DKIK
OG0000181	LOC119560446|XP_037729820.1|DSUP	LOC108084606|XP_017036378.1|DKIK
OG0000181	LOC119547143|XP_037709789.1|DSUP	LOC108083988|XP_017035489.1|DKIK
OG0000181	LOC119553513|XP_037719867.1|DSUP	LOC108085564|XP_017037692.1|DKIK
OG0000182	LOC119560773|XP_037730326.1|DSUP	LOC108085450|XP_017037551.1|DKIK
OG0000182	LOC119560771|XP_037730323.1|DSUP	LOC108085449|XP_017037550.1|DKIK
OG0000182	LOC119560772|XP_037730324.1|DSUP	LOC108083205|XP_017034399.1|DKIK
OG0000183	LOC119557416|XP_037726091.1|DSUP, LOC119563144|XP_037732329.1|DSUP	LOC108079966|XP_017030020.1|DKIK
OG0000183	LOC119553931|XP_037720548.1|DSUP	LOC108079034|XP_017028703.1|DKIK
OG0000183	LOC119554484|XP_037721339.1|DSUP	LOC108078920|XP_017028550.1|DKIK
OG0000184	LOC119548328|XP_037711445.1|DSUP	LOC108073642|XP_017020850.1|DKIK
OG0000184	LOC119548327|XP_037711444.1|DSUP	LOC108073612|XP_017020793.1|DKIK, LOC108073641|XP_017020849.1|DKIK
OG0000185	LOC119551983|XP_037717633.1|DSUP	LOC108077885|XP_017026910.1|DKIK
OG0000185	LOC119549594|XP_037713682.1|DSUP	LOC108076748|XP_017025231.1|DKIK
OG0000186	LOC119557710|XP_037726519.1|DSUP	LOC108079257|XP_017029035.1|DKIK
OG0000186	LOC119555878|XP_037723461.1|DSUP	LOC108085246|XP_017037280.1|DKIK, LOC108079263|XP_017029043.1|DKIK
OG0000187	LOC119556906|XP_037725320.1|DSUP	LOC108071666|XP_017017960.1|DKIK
OG0000188	LOC119563258|XP_037732500.1|DSUP, LOC119559280|XP_037728276.1|DSUP	LOC108071394|XP_017017626.1|DKIK
OG0000188	LOC119557359|XP_037726024.1|DSUP	LOC108078894|XP_017028516.1|DKIK
OG0000188	LOC119557862|XP_037726788.1|DSUP	LOC108079169|XP_017028908.1|DKIK
OG0000189	LOC119548858|XP_037712412.1|DSUP	LOC108075936|XP_017024064.1|DKIK
OG0000189	LOC119557089|XP_037725572.1|DSUP	LOC108083820|XP_017035261.1|DKIK
OG0000189	LOC119558348|XP_037727757.1|DSUP	LOC108079963|XP_017030012.1|DKIK
OG0000190	LOC119551966|XP_037717595.1|DSUP	LOC108076164|XP_017024378.1|DKIK
OG0000190	LOC119558382|XP_037727832.1|DSUP	LOC108076092|XP_017024300.1|DKIK
OG0000190	LOC119551571|XP_037716899.1|DSUP	LOC108076165|XP_017024379.1|DKIK
OG0000191	LOC119549557|XP_037713634.1|DSUP	LOC108080725|XP_017031068.1|DKIK
OG0000191	LOC119551659|XP_037717025.1|DSUP	LOC108072956|XP_017019872.1|DKIK
OG0000192	LOC119553728|XP_037720248.1|DSUP	LOC108082797|XP_017033839.1|DKIK
OG0000192	LOC119555494|XP_037722835.1|DSUP	LOC108074978|XP_017022700.1|DKIK
OG0000192	LOC119553298|XP_037719543.1|DSUP	LOC108075138|XP_017022910.1|DKIK
OG0000193	LOC119548289|XP_037711383.1|DSUP	LOC108079564|XP_017029394.1|DKIK
OG0000193	LOC119548291|XP_037711384.1|DSUP	LOC108079566|XP_017029397.1|DKIK
OG0000193	LOC119554708|XP_037721647.1|DSUP	LOC108075063|XP_017022832.1|DKIK
OG0000194	LOC119558626|XP_037727960.1|DSUP, LOC119551231|XP_037716397.1|DSUP, LOC119558625|XP_037727959.1|DSUP, LOC119550760|XP_037715612.1|DSUP	LOC108074647|XP_017022251.1|DKIK
OG0000194	LOC119549460|XP_037713487.1|DSUP	LOC108074648|XP_017022252.1|DKIK, LOC108074646|XP_017022250.1|DKIK, LOC108074631|XP_017022235.1|DKIK
OG0000195	LOC119550338|XP_037714886.1|DSUP, LOC119558632|XP_037727965.1|DSUP	LOC108076533|XP_017024933.1|DKIK
OG0000195	LOC119558089|XP_037727225.1|DSUP	LOC108076001|XP_017024144.1|DKIK
OG0000195	LOC119550341|XP_037714889.1|DSUP	LOC108082616|XP_017033585.1|DKIK
OG0000196	LOC119548017|XP_037711016.1|DSUP	LOC108076916|XP_017025448.1|DKIK
OG0000196	LOC119547906|XP_037710872.1|DSUP	LOC108076920|XP_017025453.1|DKIK
OG0000196	LOC119548091|XP_037711106.1|DSUP	LOC108077207|XP_017025944.1|DKIK
OG0000197	LOC119558229|XP_037727476.1|DSUP	LOC108079186|XP_017028926.1|DKIK
OG0000197	LOC119558239|XP_037727491.1|DSUP	LOC108079196|XP_017028947.1|DKIK
OG0000197	LOC119558226|XP_037727472.1|DSUP	LOC108079181|XP_017028922.1|DKIK
OG0000198	LOC119549476|XP_037713504.1|DSUP	LOC108076131|XP_017024347.1|DKIK, LOC108076132|XP_017024349.1|DKIK
OG0000198	LOC119551690|XP_037717086.1|DSUP, LOC119549560|XP_037713638.1|DSUP, LOC119549566|XP_037713645.1|DSUP, LOC119549565|XP_037713644.1|DSUP	LOC108077913|XP_017026941.1|DKIK, LOC108077911|XP_017026939.1|DKIK, LOC108077912|XP_017026940.1|DKIK, LOC108077915|XP_017026944.1|DKIK, LOC108077914|XP_017026943.1|DKIK
OG0000199	LOC119551443|XP_037716714.1|DSUP	LOC108078008|XP_017027052.1|DKIK, LOC108078007|XP_017027051.1|DKIK
OG0000199	LOC119550263|XP_037714769.1|DSUP	LOC108078061|XP_017027115.1|DKIK
OG0000199	LOC119551442|XP_037716713.1|DSUP	LOC108078009|XP_017027053.1|DKIK
OG0000200	LOC119560543|XP_037729977.1|DSUP	LOC108075742|XP_017023781.1|DKIK
OG0000201	LOC119555244|XP_037722459.1|DSUP	LOC108073340|XP_017020394.1|DKIK
OG0000201	LOC119563438|XP_037732757.1|DSUP	LOC108073307|XP_017020354.1|DKIK
OG0000202	LOC119563491|XP_037732854.1|DSUP	LOC108083225|XP_017034425.1|DKIK
OG0000202	LOC119553900|XP_037720498.1|DSUP	LOC108070398|XP_017016338.1|DKIK
OG0000202	LOC119554123|XP_037720824.1|DSUP	LOC108070397|XP_017016337.1|DKIK
OG0000203	LOC119551568|XP_037716893.1|DSUP	LOC108073055|XP_017020011.1|DKIK
OG0000203	LOC119551446|XP_037716716.1|DSUP	LOC108073050|XP_017020004.1|DKIK, LOC108073051|XP_017020005.1|DKIK
OG0000204	LOC119551070|XP_037716121.1|DSUP	LOC108078068|XP_017027121.1|DKIK
OG0000204	LOC119553287|XP_037719526.1|DSUP, LOC119553286|XP_037719525.1|DSUP	LOC108071581|XP_017017850.1|DKIK, LOC108071583|XP_017017853.1|DKIK, LOC108071582|XP_017017852.1|DKIK
OG0000204	LOC119553284|XP_037719522.1|DSUP, LOC119553285|XP_037719523.1|DSUP	LOC108071580|XP_017017849.1|DKIK
OG0000205	LOC119561941|XP_037731294.1|DSUP	LOC108081028|XP_017031478.1|DKIK
OG0000205	LOC119559825|XP_037728843.1|DSUP	LOC108085697|XP_017037898.1|DKIK
OG0000206	LOC119550537|XP_037715187.1|DSUP	LOC108072239|XP_017018789.1|DKIK
OG0000206	LOC119546776|XP_037709256.1|DSUP	LOC108082243|XP_017033071.1|DKIK
OG0000206	LOC119550479|XP_037715095.1|DSUP	LOC108072372|XP_017018961.1|DKIK
OG0000207	LOC119553026|XP_037719010.1|DSUP	LOC108072652|XP_017019373.1|DKIK
OG0000207	LOC119553798|XP_037720337.1|DSUP	LOC108070455|XP_017016425.1|DKIK
OG0000208	LOC119549584|XP_037713670.1|DSUP, LOC119549587|XP_037713673.1|DSUP	LOC108077918|XP_017026947.1|DKIK, LOC108077919|XP_017026948.1|DKIK, LOC108077922|XP_017026950.1|DKIK, LOC108077920|XP_017026949.1|DKIK
OG0000208	LOC119549597|XP_037713685.1|DSUP	LOC108077917|XP_017026946.1|DKIK
OG0000208	LOC119549582|XP_037713668.1|DSUP, LOC119549581|XP_037713666.1|DSUP, LOC119550707|XP_037715514.1|DSUP, LOC119549583|XP_037713669.1|DSUP, LOC119549580|XP_037713665.1|DSUP	LOC108077923|XP_017026951.1|DKIK
OG0000209	LOC119552063|XP_037717756.1|DSUP	LOC108080731|XP_017031079.1|DKIK
OG0000210	LOC119551500|XP_037716793.1|DSUP	LOC108072386|XP_017018979.1|DKIK
OG0000210	LOC119546293|XP_037708402.1|DSUP, LOC119546295|XP_037708407.1|DSUP	LOC108086049|XP_017038357.1|DKIK, LOC108086052|XP_017038359.1|DKIK, LOC108086053|XP_017038360.1|DKIK, LOC108075772|XP_017023820.1|DKIK, LOC108076881|XP_017025400.1|DKIK, LOC108086051|XP_017038358.1|DKIK
OG0000210	LOC119556835|XP_037725228.1|DSUP	LOC108079368|XP_017029167.1|DKIK
OG0000211	LOC119554245|XP_037721010.1|DSUP	LOC108077847|XP_017026866.1|DKIK, LOC108077613|XP_017026509.1|DKIK
OG0000211	LOC119560862|XP_037730458.1|DSUP	LOC108077689|XP_017026610.1|DKIK
OG0000212	LOC119546991|XP_037709580.1|DSUP	LOC108079651|XP_017029534.1|DKIK
OG0000212	LOC119548563|XP_037711797.1|DSUP	LOC108073630|XP_017020821.1|DKIK, LOC108073632|XP_017020828.1|DKIK
OG0000212	LOC119551439|XP_037716710.1|DSUP	LOC108079542|XP_017029366.1|DKIK
OG0000212	LOC119548999|XP_037712534.1|DSUP, LOC119547701|XP_037710603.1|DSUP	LOC108075771|XP_017023818.1|DKIK
OG0000213	LOC119555282|XP_037722513.1|DSUP	LOC108073915|XP_017021201.1|DKIK
OG0000213	LOC119562592|XP_037731743.1|DSUP	LOC108076415|XP_017024748.1|DKIK
OG0000214	LOC119556269|XP_037724247.1|DSUP	LOC108080136|XP_017030258.1|DKIK
OG0000214	LOC119549960|XP_037714278.1|DSUP	LOC108073110|XP_017020093.1|DKIK
OG0000214	LOC119557984|XP_037727004.1|DSUP	LOC108072153|XP_017018685.1|DKIK
OG0000215	LOC119552555|XP_037718103.1|DSUP	LOC108075115|XP_017022887.1|DKIK
OG0000215	LOC119555030|XP_037722103.1|DSUP	LOC108075318|XP_017023213.1|DKIK
OG0000215	LOC119553982|XP_037720616.1|DSUP	LOC108075256|XP_017023106.1|DKIK
OG0000216	LOC119555290|XP_037722534.1|DSUP	LOC108078790|XP_017028336.1|DKIK
OG0000216	LOC119557204|XP_037725788.1|DSUP	LOC108072519|XP_017019179.1|DKIK
OG0000217	LOC119556741|XP_037725080.1|DSUP	LOC108076101|XP_017024312.1|DKIK
OG0000217	LOC119556740|XP_037725079.1|DSUP	LOC108080724|XP_017031066.1|DKIK
OG0000218	LOC119548149|XP_037711177.1|DSUP	LOC108082102|XP_017032887.1|DKIK
OG0000218	LOC119547488|XP_037710305.1|DSUP, LOC119546545|XP_037708825.1|DSUP	LOC108082101|XP_017032886.1|DKIK
OG0000219	LOC119552146|XP_037717871.1|DSUP	LOC108080705|XP_017031031.1|DKIK
OG0000219	LOC119552147|XP_037717872.1|DSUP	LOC108080734|XP_017031083.1|DKIK
OG0000219	LOC119550003|XP_037714357.1|DSUP, LOC119552145|XP_037717870.1|DSUP	LOC108082386|XP_017033218.1|DKIK, LOC108080738|XP_017031087.1|DKIK
OG0000220	LOC119553737|XP_037720259.1|DSUP	LOC108078634|XP_017028049.1|DKIK
OG0000220	LOC119553623|XP_037720020.1|DSUP	LOC108078618|XP_017028031.1|DKIK
OG0000220	LOC119553622|XP_037720018.1|DSUP	LOC108078613|XP_017028025.1|DKIK
OG0000221	LOC119552074|XP_037717776.1|DSUP	LOC108081800|XP_017032522.1|DKIK
OG0000221	LOC119560566|XP_037730012.1|DSUP	LOC108075711|XP_017023731.1|DKIK
OG0000221	LOC119552072|XP_037717772.1|DSUP	LOC108081798|XP_017032517.1|DKIK
OG0000222	LOC119545971|XP_037707867.1|DSUP	LOC108075444|XP_017023391.1|DKIK
OG0000222	LOC119545968|XP_037707863.1|DSUP	LOC108075420|XP_017023337.1|DKIK
OG0000223	LOC119554701|XP_037721633.1|DSUP	LOC108078895|XP_017028517.1|DKIK
OG0000223	LOC119554669|XP_037721598.1|DSUP	LOC108083719|XP_017035114.1|DKIK
OG0000223	LOC119555113|XP_037722265.1|DSUP, LOC119554840|XP_037721843.1|DSUP	LOC108078976|XP_017028634.1|DKIK, LOC108078975|XP_017028633.1|DKIK
OG0000224	LOC119550143|XP_037714579.1|DSUP	LOC108080913|XP_017031306.1|DKIK
OG0000224	LOC119550772|XP_037715629.1|DSUP	LOC108078338|XP_017027629.1|DKIK
OG0000225	LOC119545684|XP_037707351.1|DSUP	LOC108073187|XP_017020188.1|DKIK
OG0000225	LOC119563447|XP_037732769.1|DSUP	LOC108073196|XP_017020200.1|DKIK
OG0000225	LOC119563467|XP_037732805.1|DSUP	LOC108073186|XP_017020187.1|DKIK
OG0000226	LOC119555617|XP_037723064.1|DSUP	LOC108078589|XP_017027997.1|DKIK
OG0000226	LOC119555620|XP_037723066.1|DSUP	LOC108078952|XP_017028593.1|DKIK
OG0000226	LOC119555616|XP_037723063.1|DSUP, LOC119555622|XP_037723069.1|DSUP	LOC108078795|XP_017028347.1|DKIK
OG0000227	LOC119553734|XP_037720252.1|DSUP, LOC119550555|XP_037715268.1|DSUP	LOC108073860|XP_017021131.1|DKIK
OG0000227	LOC119554617|XP_037721539.1|DSUP	LOC108073888|XP_017021162.1|DKIK, LOC108073885|XP_017021159.1|DKIK
OG0000227	LOC119554619|XP_037721540.1|DSUP	LOC108073866|XP_017021141.1|DKIK
OG0000228	LOC119560929|XP_037730592.1|DSUP	LOC108075515|XP_017023492.1|DKIK
OG0000228	LOC119556927|XP_037725343.1|DSUP, LOC119547364|XP_037710108.1|DSUP	LOC108086194|XP_017038545.1|DKIK
OG0000229	LOC119557242|XP_037725858.1|DSUP	LOC108083967|XP_017035462.1|DKIK
OG0000229	LOC119561078|XP_037730862.1|DSUP	LOC108084819|XP_017036670.1|DKIK
OG0000230	LOC119550353|XP_037714903.1|DSUP, LOC119550354|XP_037714906.1|DSUP	LOC108077939|XP_017026966.1|DKIK
OG0000231	LOC119546099|XP_037708109.1|DSUP	LOC108076892|XP_017025413.1|DKIK
OG0000231	LOC119546094|XP_037708102.1|DSUP, LOC119547044|XP_037709651.1|DSUP	LOC108076858|XP_017025376.1|DKIK, LOC108076857|XP_017025375.1|DKIK
OG0000232	LOC119563257|XP_037732499.1|DSUP	LOC108071369|XP_017017601.1|DKIK
OG0000232	LOC119551341|XP_037716586.1|DSUP	LOC108086088|XP_017038394.1|DKIK
OG0000232	LOC119550737|XP_037715581.1|DSUP	LOC108086057|XP_017038364.1|DKIK
OG0000233	LOC119555594|XP_037723017.1|DSUP	LOC108073466|XP_017020595.1|DKIK
OG0000233	LOC119557880|XP_037726811.1|DSUP	LOC108072087|XP_017018589.1|DKIK
OG0000233	LOC119557871|XP_037726800.1|DSUP	LOC108075629|XP_017023655.1|DKIK
OG0000234	LOC119551558|XP_037716882.1|DSUP	LOC108074681|XP_017022290.1|DKIK
OG0000234	LOC119551887|XP_037717413.1|DSUP	LOC108074680|XP_017022289.1|DKIK
OG0000235	LOC119557757|XP_037726581.1|DSUP	LOC108077749|XP_017026710.1|DKIK
OG0000235	LOC119563346|XP_037732621.1|DSUP	LOC108077562|XP_017026446.1|DKIK
OG0000235	LOC119554003|XP_037720642.1|DSUP	LOC108077698|XP_017026629.1|DKIK
OG0000236	LOC119546689|XP_037709094.1|DSUP	LOC108081296|XP_017031872.1|DKIK
OG0000236	LOC119546664|XP_037709051.1|DSUP	LOC108073609|XP_017020789.1|DKIK
OG0000236	LOC119556694|XP_037725018.1|DSUP	LOC108084469|XP_017036172.1|DKIK
OG0000237	LOC119550524|XP_037715161.1|DSUP	LOC108070526|XP_017016529.1|DKIK
OG0000237	LOC119547569|XP_037710397.1|DSUP	LOC108083798|XP_017035213.1|DKIK, LOC108079357|XP_017029154.1|DKIK
OG0000238	LOC119546420|XP_037708614.1|DSUP	LOC108074777|XP_017022444.1|DKIK
OG0000238	LOC119546419|XP_037708612.1|DSUP	LOC108074869|XP_017022575.1|DKIK
OG0000238	LOC119546422|XP_037708615.1|DSUP	LOC108074781|XP_017022447.1|DKIK
OG0000239	LOC119545779|XP_037707577.1|DSUP	LOC108081505|XP_017032212.1|DKIK
OG0000239	LOC119560451|XP_037729828.1|DSUP	LOC108081219|XP_017031785.1|DKIK
OG0000240	LOC119563106|XP_037732276.1|DSUP	LOC108080444|XP_017030669.1|DKIK
OG0000240	LOC119562933|XP_037732013.1|DSUP	LOC108080454|XP_017030680.1|DKIK
OG0000240	LOC119560084|XP_037729329.1|DSUP	LOC108080483|XP_017030725.1|DKIK
OG0000241	LOC119554258|XP_037721025.1|DSUP	LOC108083050|XP_017034167.1|DKIK
OG0000241	LOC119553031|XP_037719022.1|DSUP	LOC108075325|XP_017023219.1|DKIK, LOC108083740|XP_017035142.1|DKIK
OG0000242	LOC119562325|XP_037731410.1|DSUP, LOC119558924|XP_037728053.1|DSUP, LOC119548400|XP_037711556.1|DSUP, LOC119562501|XP_037731639.1|DSUP	LOC108073979|XP_017021318.1|DKIK, LOC108085742|XP_017037966.1|DKIK
OG0000243	LOC119560284|XP_037729583.1|DSUP, LOC119560952|XP_037730619.1|DSUP	LOC108080871|XP_017031263.1|DKIK
OG0000243	LOC119555203|XP_037722386.1|DSUP	LOC108078595|XP_017028004.1|DKIK, LOC108070516|XP_017016504.1|DKIK
OG0000243	LOC119554664|XP_037721594.1|DSUP	LOC108078594|XP_017028003.1|DKIK
OG0000244	LOC119560197|XP_037729487.1|DSUP, LOC119560189|XP_037729481.1|DSUP	LOC108075761|XP_017023809.1|DKIK, LOC108075701|XP_017023714.1|DKIK
OG0000244	LOC119560094|XP_037729343.1|DSUP	LOC108075759|XP_017023806.1|DKIK
OG0000246	LOC119552184|XP_037717957.1|DSUP	LOC108076294|XP_017024554.1|DKIK
OG0000247	LOC119552785|XP_037718538.1|DSUP	LOC108073760|XP_017021014.1|DKIK, LOC108073841|XP_017021111.1|DKIK, LOC108073761|XP_017021015.1|DKIK
OG0000247	LOC119552786|XP_037718539.1|DSUP	LOC108074009|XP_017021360.1|DKIK, LOC108073995|XP_017021337.1|DKIK
OG0000248	LOC119553507|XP_037719858.1|DSUP	LOC108071937|XP_017018391.1|DKIK
OG0000249	LOC119546839|XP_037709360.1|DSUP	LOC108079637|XP_017029512.1|DKIK
OG0000249	LOC119546838|XP_037709359.1|DSUP	LOC108079636|XP_017029511.1|DKIK
OG0000249	LOC119546837|XP_037709358.1|DSUP	LOC108079527|XP_017029353.1|DKIK
OG0000250	LOC119546401|XP_037708584.1|DSUP	LOC108077217|XP_017025961.1|DKIK
OG0000250	LOC119548035|XP_037711039.1|DSUP, LOC119547036|XP_037709638.1|DSUP	LOC108077227|XP_017025974.1|DKIK
OG0000250	LOC119546400|XP_037708583.1|DSUP	LOC108077296|XP_017026064.1|DKIK
OG0000251	LOC119556074|XP_037723824.1|DSUP	LOC108079280|XP_017029065.1|DKIK
OG0000251	LOC119550640|XP_037715406.1|DSUP	LOC108070772|XP_017016860.1|DKIK
OG0000251	LOC119552909|XP_037718763.1|DSUP	LOC108077502|XP_017026320.1|DKIK
OG0000252	LOC119550750|XP_037715599.1|DSUP	LOC108072272|XP_017018828.1|DKIK
OG0000252	LOC119551764|XP_037717218.1|DSUP, LOC119551903|XP_037717445.1|DSUP	LOC108072253|XP_017018805.1|DKIK
