Orthogroup	DSUP.longest_only	AAEG.longest_only
OG0000566	LOC119563384|XP_037732664.1|DSUP, LOC119553056|XP_037719100.1|DSUP	LOC5579820|XP_001651051.1|AAEG
OG0000567	LOC119557794|XP_037726625.1|DSUP	LOC5570128|XP_001653107.2|AAEG
OG0000567	LOC119557882|XP_037726810.1|DSUP	LOC5570126|XP_001653106.2|AAEG
OG0000568	LOC119556926|XP_037725342.1|DSUP, LOC119560858|XP_037730449.1|DSUP	LOC5577017|XP_001656302.2|AAEG
OG0000569	LOC119560297|XP_037729596.1|DSUP, LOC119558776|XP_037727992.1|DSUP	LOC5565055|XP_021705510.1|AAEG
OG0000570	LOC119563330|XP_037732602.1|DSUP, LOC119563105|XP_037732275.1|DSUP	LOC5576289|XP_001662579.2|AAEG
OG0000571	LOC119562897|XP_037731944.1|DSUP, LOC119548884|XP_037712461.1|DSUP	LOC5571436|XP_021693888.1|AAEG
OG0000572	LOC119555588|XP_037723003.1|DSUP, LOC119563091|XP_037732250.1|DSUP	LOC5570663|XP_021695778.1|AAEG
OG0000573	LOC119553735|XP_037720257.1|DSUP, LOC119552032|XP_037717699.1|DSUP	LOC5574096|XP_021696111.1|AAEG
OG0000574	LOC119554151|XP_037720867.1|DSUP, LOC119560014|XP_037729226.1|DSUP	LOC5572198|XP_021698798.1|AAEG
OG0000575	LOC119554674|XP_037721604.1|DSUP, LOC119553127|XP_037719247.1|DSUP	LOC5569243|XP_021699828.1|AAEG
OG0000576	LOC119560366|XP_037729700.1|DSUP, LOC119560201|XP_037729492.1|DSUP, LOC119548150|XP_037711178.1|DSUP	LOC5568781|XP_021700712.1|AAEG
OG0000577	LOC119546139|XP_037708173.1|DSUP	LOC5575668|XP_001662127.2|AAEG
OG0000578	LOC119546980|XP_037709557.1|DSUP, LOC119551660|XP_037717026.1|DSUP	LOC5564323|XP_021710053.1|AAEG
OG0000579	LOC119560442|XP_037729813.1|DSUP, LOC119554913|XP_037721944.1|DSUP	LOC5577308|XP_021707576.1|AAEG, LOC5579901|XP_001657881.1|AAEG
OG0000580	LOC119563049|XP_037732185.1|DSUP, LOC119563050|XP_037732186.1|DSUP	LOC23687878|XP_011493518.1|AAEG
OG0000581	LOC119559900|XP_037728991.1|DSUP	LOC5574667|XP_021708899.1|AAEG
OG0000582	LOC119552793|XP_037718553.1|DSUP, LOC119549725|XP_037713891.1|DSUP	LOC5575223|XP_021710179.1|AAEG
OG0000583	LOC119550799|XP_037715660.1|DSUP, LOC119550798|XP_037715658.1|DSUP	LOC5578117|XP_001656815.1|AAEG
OG0000589	LOC119556116|XP_037723915.1|DSUP	LOC5563768|XP_021695117.1|AAEG
OG0000590	LOC119557405|XP_037726080.1|DSUP	LOC110675318|XP_021695560.1|AAEG, LOC5574244|XP_001661299.1|AAEG
OG0000592	LOC119549721|XP_037713887.1|DSUP, LOC119550800|XP_037715661.1|DSUP	LOC5567565|XP_001657556.2|AAEG
OG0000593	LOC119561141|XP_037730971.1|DSUP, LOC119557143|XP_037725654.1|DSUP	LOC5569992|XP_001658881.1|AAEG, LOC110678504|XP_021707160.1|AAEG
OG0000594	LOC119557200|XP_037725786.1|DSUP, LOC119555682|XP_037723237.1|DSUP	LOC5567423|XP_001657403.1|AAEG
OG0000595	LOC119560478|XP_037729865.1|DSUP, LOC119556221|XP_037724137.1|DSUP	LOC5573372|XP_021712996.1|AAEG
OG0000596	LOC119557996|XP_037727027.1|DSUP, LOC119563033|XP_037732162.1|DSUP	LOC5569242|XP_021713275.1|AAEG
OG0000597	LOC119551077|XP_037716164.1|DSUP, LOC119563479|XP_037732831.1|DSUP	LOC5580165|XP_021692926.1|AAEG
OG0000598	LOC119563508|XP_037732885.1|DSUP	LOC5564380|XP_001648725.1|AAEG, LOC5564382|XP_001648727.1|AAEG, LOC5564381|XP_001648726.1|AAEG
OG0000599	LOC119553487|XP_037719824.1|DSUP, LOC119555413|XP_037722699.1|DSUP	LOC5574457|XP_001661473.2|AAEG, LOC5563655|XP_021709330.1|AAEG
OG0000600	LOC119550130|XP_037714554.1|DSUP, LOC119551468|XP_037716749.1|DSUP	LOC5574458|XP_001661472.1|AAEG
OG0000601	LOC119546803|XP_037709310.1|DSUP, LOC119547122|XP_037709760.1|DSUP	LOC110676327|XP_021699471.1|AAEG
OG0000602	LOC119547301|XP_037710021.1|DSUP, LOC119547302|XP_037710022.1|DSUP	LOC5565773|XP_001650121.1|AAEG
OG0000603	LOC119553292|XP_037719539.1|DSUP, LOC119546907|XP_037709460.1|DSUP, LOC119548848|XP_037712397.1|DSUP	LOC5569072|XP_021703041.1|AAEG
OG0000604	LOC119547125|XP_037709763.1|DSUP, LOC119548324|XP_037711433.1|DSUP	LOC5566987|XP_001651390.1|AAEG
OG0000605	LOC119546270|XP_037708371.1|DSUP	LOC5568178|XP_021703896.1|AAEG, LOC5568172|XP_001652108.2|AAEG, LOC5568173|XP_001652109.1|AAEG, LOC5568169|XP_021703894.1|AAEG, LOC5568164|XP_001652105.2|AAEG
OG0000606	LOC119557328|XP_037725981.1|DSUP	LOC5570005|XP_001658888.1|AAEG
OG0000607	LOC119553787|XP_037720329.1|DSUP, LOC119559274|XP_037728270.1|DSUP, LOC119559931|XP_037729066.1|DSUP	LOC5570154|XP_001658956.1|AAEG
OG0000608	LOC119555935|XP_037723569.1|DSUP, LOC119545687|XP_037707360.1|DSUP	LOC5567031|XP_001651423.1|AAEG
OG0000609	LOC119556057|XP_037723790.1|DSUP, LOC119546810|XP_037709321.1|DSUP	LOC5574870|XP_021709064.1|AAEG
OG0000610	LOC119554927|XP_037721961.1|DSUP, LOC119550951|XP_037715905.1|DSUP	LOC5579045|XP_011493105.1|AAEG
OG0000611	LOC119551644|XP_037717003.1|DSUP, LOC119551866|XP_037717385.1|DSUP	LOC5572224|XP_021705793.1|AAEG
OG0000615	LOC119557045|XP_037725518.1|DSUP, LOC119560796|XP_037730356.1|DSUP	LOC5569196|XP_021699444.1|AAEG
OG0000616	LOC119556396|XP_037724502.1|DSUP, LOC119558362|XP_037727793.1|DSUP, LOC119557817|XP_037726684.1|DSUP	LOC5564988|XP_001649322.2|AAEG
OG0000617	LOC119546006|XP_037707940.1|DSUP, LOC119560427|XP_037729791.1|DSUP	LOC5577523|XP_001656544.2|AAEG, LOC110674002|XP_021711205.1|AAEG
OG0000618	LOC119554052|XP_037720719.1|DSUP	LOC5566485|XP_001650875.1|AAEG
OG0000619	LOC119549093|XP_037712752.1|DSUP	LOC5566457|XP_001650838.1|AAEG
OG0000620	LOC119556992|XP_037725452.1|DSUP, LOC119555388|XP_037722660.1|DSUP	LOC5570947|XP_001653412.2|AAEG
OG0000621	LOC119545750|XP_037707512.1|DSUP, LOC119556062|XP_037723798.1|DSUP	LOC5568436|XP_001652269.1|AAEG
OG0000622	LOC119554820|XP_037721822.1|DSUP, LOC119554213|XP_037720946.1|DSUP	LOC5569846|XP_021696307.1|AAEG
OG0000623	LOC119554687|XP_037721617.1|DSUP, LOC119552919|XP_037718787.1|DSUP	LOC5572347|XP_001660306.2|AAEG
OG0000624	LOC119551109|XP_037716217.1|DSUP, LOC119551108|XP_037716216.1|DSUP	LOC5569174|XP_001658351.2|AAEG
OG0000625	LOC119555376|XP_037722647.1|DSUP, LOC119555378|XP_037722649.1|DSUP	LOC5564078|XP_021698835.1|AAEG
OG0000626	LOC119550611|XP_037715363.1|DSUP, LOC119550825|XP_037715697.1|DSUP	LOC5569119|XP_001652722.1|AAEG
OG0000627	LOC119554654|XP_037721583.1|DSUP, LOC119557968|XP_037726941.1|DSUP	LOC5564979|XP_001649333.2|AAEG
OG0000628	LOC119546971|XP_037709547.1|DSUP, LOC119546127|XP_037708151.1|DSUP	LOC5565869|XP_001650228.1|AAEG
OG0000629	LOC119555619|XP_037723070.1|DSUP, LOC119548807|XP_037712320.1|DSUP	LOC5580315|XP_001663037.1|AAEG
OG0000630	LOC119548358|XP_037711501.1|DSUP, LOC119548258|XP_037711331.1|DSUP	LOC5575168|XP_021702281.1|AAEG
OG0000631	LOC119546519|XP_037708777.1|DSUP, LOC119548347|XP_037711490.1|DSUP	LOC5569442|XP_021702401.1|AAEG
OG0000632	LOC119548395|XP_037711549.1|DSUP, LOC119546376|XP_037708536.1|DSUP	LOC5573892|XP_021703330.1|AAEG
OG0000635	LOC119552173|XP_037717932.1|DSUP, LOC119557515|XP_037726216.1|DSUP	LOC5572315|XP_001654005.2|AAEG
OG0000636	LOC119547478|XP_037710290.1|DSUP, LOC119547486|XP_037710303.1|DSUP	LOC5578295|XP_001656875.1|AAEG
OG0000637	LOC119557510|XP_037726210.1|DSUP, LOC119557508|XP_037726209.1|DSUP	LOC5564774|XP_021704609.1|AAEG
OG0000638	LOC119554816|XP_037721821.1|DSUP, LOC119557901|XP_037726835.1|DSUP	LOC5573827|XP_021706608.1|AAEG
OG0000639	LOC119555690|XP_037723269.1|DSUP	LOC5567245|XP_021710885.1|AAEG
OG0000646	LOC119556923|XP_037725341.1|DSUP, LOC119546358|XP_037708517.1|DSUP	LOC110674862|XP_021695067.1|AAEG
OG0000647	LOC119560456|XP_037729831.1|DSUP, LOC119557890|XP_037726819.1|DSUP	LOC5579005|XP_021694209.1|AAEG
OG0000648	LOC119556488|XP_037724673.1|DSUP	LOC5570655|XP_021706985.1|AAEG
OG0000649	LOC119556268|XP_037724246.1|DSUP, LOC119558303|XP_037727630.1|DSUP	LOC5571800|XP_001659930.2|AAEG
OG0000650	LOC119558876|XP_037728028.1|DSUP	LOC5573407|XP_001654581.2|AAEG
OG0000651	LOC119554191|XP_037720915.1|DSUP, LOC119555631|XP_037723078.1|DSUP	LOC5565048|XP_001649404.1|AAEG
OG0000652	LOC119549577|XP_037713662.1|DSUP, LOC119557194|XP_037725774.1|DSUP	LOC5573370|XP_001660865.1|AAEG
OG0000653	LOC119561053|XP_037730814.1|DSUP, LOC119560391|XP_037729745.1|DSUP	LOC5576350|XP_021693310.1|AAEG, LOC5576348|XP_001656086.1|AAEG, LOC5576346|XP_001656087.2|AAEG
OG0000654	LOC119555106|XP_037722253.1|DSUP	LOC5568292|XP_021697103.1|AAEG
OG0000655	LOC119551292|XP_037716498.1|DSUP, LOC119548308|XP_037711410.1|DSUP	LOC5575242|XP_001655652.1|AAEG
OG0000656	LOC119551546|XP_037716870.1|DSUP, LOC119551567|XP_037716897.1|DSUP	LOC5574633|XP_001661549.2|AAEG
OG0000657	LOC119552712|XP_037718389.1|DSUP, LOC119548214|XP_037711275.1|DSUP	LOC5580250|XP_001662649.1|AAEG
OG0000658	LOC119557221|XP_037725818.1|DSUP, LOC119560634|XP_037730114.1|DSUP	LOC5578313|XP_001656889.1|AAEG
OG0000659	LOC119546362|XP_037708519.1|DSUP, LOC119546796|XP_037709298.1|DSUP	LOC5576865|XP_001662960.1|AAEG
OG0000660	LOC119548113|XP_037711135.1|DSUP	LOC5565850|XP_001650194.1|AAEG
OG0000661	LOC119553002|XP_037718950.1|DSUP, LOC119546097|XP_037708108.1|DSUP	LOC5567335|XP_001651759.1|AAEG
OG0000662	LOC119554314|XP_037721103.1|DSUP, LOC119559921|XP_037729052.1|DSUP	LOC5568430|XP_001652258.1|AAEG
OG0000663	LOC119549412|XP_037713412.1|DSUP	LOC5568431|XP_001652261.2|AAEG
OG0000664	LOC119556153|XP_037723982.1|DSUP	LOC5572517|XP_001660456.1|AAEG
OG0000665	LOC119563213|XP_037732438.1|DSUP	LOC5575634|XP_001655779.1|AAEG, LOC110681162|XP_021712622.1|AAEG
OG0000666	LOC119551146|XP_037716265.1|DSUP, LOC119558244|XP_037727496.1|DSUP	LOC5567515|XP_021710706.1|AAEG
OG0000667	LOC119556821|XP_037725200.1|DSUP, LOC119563051|XP_037732187.1|DSUP	LOC5564165|XP_021705035.1|AAEG
OG0000668	LOC119554381|XP_037721190.1|DSUP, LOC119560546|XP_037729979.1|DSUP	LOC5573885|XP_001654923.1|AAEG
OG0000669	LOC119558232|XP_037727480.1|DSUP, LOC119558235|XP_037727482.1|DSUP	LOC5563963|XP_021710654.1|AAEG
OG0000670	LOC119556829|XP_037725214.1|DSUP, LOC119557868|XP_037726796.1|DSUP	LOC110680765|XP_021712244.1|AAEG, LOC5572992|XP_001654319.1|AAEG
OG0000671	LOC119560551|XP_037729985.1|DSUP, LOC119561542|XP_037731123.1|DSUP	LOC5572082|XP_001660161.1|AAEG
OG0000672	LOC119556868|XP_037725270.1|DSUP, LOC119556099|XP_037723890.1|DSUP	LOC5568965|XP_001652618.1|AAEG
OG0000673	LOC119557650|XP_037726430.1|DSUP, LOC119553626|XP_037720024.1|DSUP	LOC5564117|XP_001648452.3|AAEG
OG0000677	LOC119554842|XP_037721846.1|DSUP, LOC119557134|XP_037725645.1|DSUP	LOC110674775|XP_021694756.1|AAEG
OG0000678	LOC119545843|XP_037707736.1|DSUP, LOC119547334|XP_037710072.1|DSUP	LOC5573033|XP_001654349.2|AAEG
OG0000679	LOC119557776|XP_037726604.1|DSUP	LOC5572891|XP_001654245.2|AAEG, LOC5572888|XP_001654244.1|AAEG, LOC5576067|XP_021713213.1|AAEG, LOC5568749|XP_001658126.1|AAEG, LOC5568745|XP_001658124.1|AAEG, LOC5568746|XP_021698051.1|AAEG, LOC5568744|XP_021698049.1|AAEG
OG0000680	LOC119556824|XP_037725205.1|DSUP, LOC119557055|XP_037725531.1|DSUP	LOC5570450|XP_021696861.1|AAEG
OG0000681	LOC119560348|XP_037729674.1|DSUP, LOC119557347|XP_037726012.1|DSUP	LOC5571511|XP_021704098.1|AAEG
OG0000683	LOC119563455|XP_037732790.1|DSUP	LOC5567780|XP_021712292.1|AAEG, LOC5567781|XP_001657682.1|AAEG, LOC5567779|XP_001657680.2|AAEG, LOC5565951|XP_021693916.1|AAEG
OG0000684	LOC119557284|XP_037725906.1|DSUP, LOC119563031|XP_037732159.1|DSUP	LOC110681498|XP_021713031.1|AAEG, LOC5572598|XP_021711785.1|AAEG
OG0000685	LOC119556242|XP_037724204.1|DSUP, LOC119559803|XP_037728813.1|DSUP	LOC5565927|XP_001650303.1|AAEG
OG0000686	LOC119551344|XP_037716588.1|DSUP, LOC119556738|XP_037725075.1|DSUP	LOC5573238|XP_001660815.1|AAEG
OG0000687	LOC119550783|XP_037715643.1|DSUP, LOC119553129|XP_037719250.1|DSUP	LOC5571869|XP_001659976.1|AAEG, LOC110681189|XP_021712657.1|AAEG
OG0000688	LOC119551677|XP_037717060.1|DSUP	LOC5579438|XP_021697177.1|AAEG
OG0000689	LOC119551614|XP_037716954.1|DSUP, LOC119551613|XP_037716951.1|DSUP	LOC5575898|XP_001655893.1|AAEG
OG0000690	LOC119557520|XP_037726222.1|DSUP	LOC5563622|XP_001647922.2|AAEG, LOC5576180|XP_001655977.1|AAEG, LOC5563613|XP_001647923.1|AAEG, LOC5563595|XP_001647921.1|AAEG
OG0000691	LOC119548792|XP_037712296.1|DSUP, LOC119553581|XP_037719958.1|DSUP	LOC5577893|XP_001663600.1|AAEG
OG0000692	LOC119555119|XP_037722272.1|DSUP, LOC119555317|XP_037722569.1|DSUP	LOC5577134|XP_021699126.1|AAEG
OG0000693	LOC119557022|XP_037725487.1|DSUP, LOC119560705|XP_037730224.1|DSUP	LOC110676378|XP_021699721.1|AAEG
OG0000694	LOC119558396|XP_037727851.1|DSUP, LOC119553869|XP_037720449.1|DSUP	LOC5569581|XP_001658647.1|AAEG
OG0000695	LOC119562399|XP_037731519.1|DSUP	LOC110675169|XP_021695251.1|AAEG, LOC5575443|XP_021700367.1|AAEG
OG0000696	LOC119555365|XP_037722630.1|DSUP, LOC119545979|XP_037707884.1|DSUP	LOC5570960|XP_001659424.1|AAEG
OG0000697	LOC119557436|XP_037726124.1|DSUP, LOC119562576|XP_037731719.1|DSUP	LOC5569502|XP_001658586.1|AAEG
OG0000698	LOC119546872|XP_037709406.1|DSUP, LOC119546672|XP_037709059.1|DSUP	LOC5572825|XP_001654210.2|AAEG
OG0000699	LOC119547751|XP_037710675.1|DSUP, LOC119559154|XP_037728154.1|DSUP	LOC5572903|XP_021702732.1|AAEG
OG0000700	LOC119547709|XP_037710612.1|DSUP, LOC119547977|XP_037710957.1|DSUP	LOC5572373|XP_021695335.1|AAEG
OG0000701	LOC119550067|XP_037714459.1|DSUP, LOC119556451|XP_037724617.1|DSUP	LOC5572067|XP_001653834.1|AAEG
OG0000702	LOC119552826|XP_037718700.1|DSUP, LOC119552880|XP_037718803.1|DSUP	LOC5576021|XP_021711648.1|AAEG
OG0000703	LOC119546014|XP_037707947.1|DSUP, LOC119552097|XP_037717807.1|DSUP	LOC5579187|XP_021706766.1|AAEG
OG0000704	LOC119555853|XP_037723412.1|DSUP, LOC119546404|XP_037708593.1|DSUP	LOC5566167|XP_021710754.1|AAEG
OG0000705	LOC119553361|XP_037719635.1|DSUP, LOC119553360|XP_037719633.1|DSUP	LOC5575011|XP_021708260.1|AAEG
OG0000706	LOC119546976|XP_037709552.1|DSUP, LOC119557575|XP_037726299.1|DSUP	LOC5564887|XP_001649217.2|AAEG, LOC110677898|XP_021705469.1|AAEG
OG0000707	LOC119550688|XP_037715481.1|DSUP, LOC119556089|XP_037723870.1|DSUP	LOC5576097|XP_001662443.1|AAEG
OG0000708	LOC119557318|XP_037725957.1|DSUP, LOC119558211|XP_037727442.1|DSUP	LOC5575809|XP_021705328.1|AAEG
OG0000709	LOC119556093|XP_037723880.1|DSUP, LOC119556357|XP_037724446.1|DSUP	LOC5563960|XP_001648293.2|AAEG
OG0000710	LOC119559795|XP_037728804.1|DSUP, LOC119550977|XP_037715940.1|DSUP	LOC5570014|XP_001658903.1|AAEG
OG0000711	LOC119553656|XP_037720070.1|DSUP, LOC119556629|XP_037724880.1|DSUP	LOC5577132|XP_021709303.1|AAEG
OG0000712	LOC119559971|XP_037729135.1|DSUP, LOC119560644|XP_037730126.1|DSUP	LOC5573740|XP_001654768.2|AAEG
OG0000713	LOC119560831|XP_037730406.1|DSUP, LOC119549997|XP_037714338.1|DSUP	LOC5574816|XP_001655376.1|AAEG
OG0000714	LOC119555888|XP_037723481.1|DSUP, LOC119555598|XP_037723022.1|DSUP	LOC5566058|XP_001650424.1|AAEG
OG0000715	LOC119554209|XP_037720938.1|DSUP, LOC119554412|XP_037721230.1|DSUP	LOC5566056|XP_001650428.1|AAEG
OG0000716	LOC119556945|XP_037725366.1|DSUP, LOC119553497|XP_037719837.1|DSUP	LOC5578121|XP_001656819.1|AAEG
OG0000724	LOC119556956|XP_037725391.1|DSUP, LOC119562734|XP_037731865.1|DSUP	LOC5565085|XP_001649429.1|AAEG
OG0000726	LOC119555093|XP_037722240.1|DSUP, LOC119555100|XP_037722250.1|DSUP	LOC5577130|XP_021712611.1|AAEG
OG0000727	LOC119560649|XP_037730134.1|DSUP, LOC119560912|XP_037730541.1|DSUP	LOC5565705|XP_021713193.1|AAEG
OG0000728	LOC119558141|XP_037727301.1|DSUP, LOC119563243|XP_037732478.1|DSUP	LOC5573065|XP_021693529.1|AAEG
OG0000729	LOC119562955|XP_037732056.1|DSUP, LOC119563441|XP_037732760.1|DSUP	LOC5568367|XP_001658021.2|AAEG
OG0000730	LOC119556899|XP_037725311.1|DSUP, LOC119546491|XP_037708716.1|DSUP	LOC5570667|XP_001659264.1|AAEG
OG0000731	LOC119554839|XP_037721841.1|DSUP, LOC119551725|XP_037717155.1|DSUP	LOC5579031|XP_001664210.1|AAEG
OG0000732	LOC119554153|XP_037720869.1|DSUP, LOC119554152|XP_037720868.1|DSUP	LOC5572199|XP_001653865.1|AAEG
OG0000733	LOC119557492|XP_037726194.1|DSUP, LOC119552874|XP_037718702.1|DSUP	LOC5575492|XP_001662013.1|AAEG
OG0000734	LOC119558038|XP_037727114.1|DSUP, LOC119552949|XP_037718853.1|DSUP	LOC5578486|XP_021699525.1|AAEG
OG0000735	LOC119556841|XP_037725240.1|DSUP, LOC119548147|XP_037711175.1|DSUP	LOC5573851|XP_001654878.1|AAEG
OG0000736	LOC119547917|XP_037710885.1|DSUP, LOC119548672|XP_037712039.1|DSUP	LOC5568814|XP_001658180.2|AAEG
OG0000738	LOC119547765|XP_037710701.1|DSUP, LOC119547185|XP_037709848.1|DSUP	LOC5577544|XP_001656560.1|AAEG
OG0000739	LOC119560301|XP_037729600.1|DSUP, LOC119560781|XP_037730335.1|DSUP	LOC5575848|XP_001662256.1|AAEG
OG0000740	LOC119560320|XP_037729629.1|DSUP	LOC5572569|XP_001654085.2|AAEG
OG0000741	LOC119555838|XP_037723394.1|DSUP, LOC119559213|XP_037728215.1|DSUP	LOC23687536|XP_021705281.1|AAEG
OG0000742	LOC119557057|XP_037725533.1|DSUP, LOC119557278|XP_037725891.1|DSUP	LOC5570003|XP_021705592.1|AAEG
OG0000743	LOC119554683|XP_037721613.1|DSUP, LOC119551431|XP_037716701.1|DSUP, LOC119550561|XP_037715277.1|DSUP	LOC5574874|XP_001655398.1|AAEG, LOC110681160|XP_021712620.1|AAEG
OG0000744	LOC119550507|XP_037715139.1|DSUP	LOC5565206|XP_001649565.2|AAEG, LOC5565220|XP_001649576.2|AAEG
OG0000745	LOC119550952|XP_037715906.1|DSUP, LOC119550455|XP_037715063.1|DSUP	LOC5578669|XP_001657064.2|AAEG
OG0000746	LOC119550651|XP_037715420.1|DSUP, LOC119549955|XP_037714266.1|DSUP	LOC110679049|XP_021708670.1|AAEG, LOC5569724|XP_001652949.1|AAEG
OG0000753	LOC119560347|XP_037729671.1|DSUP, LOC119553970|XP_037720602.1|DSUP	LOC5574701|XP_021698366.1|AAEG
OG0000754	LOC119556179|XP_037724046.1|DSUP, LOC119557663|XP_037726450.1|DSUP	LOC23687751|XP_021706737.1|AAEG
OG0000755	LOC119550523|XP_037715165.1|DSUP, LOC119551647|XP_037717014.1|DSUP	LOC5578924|XP_001657210.3|AAEG
OG0000756	LOC119559442|XP_037728473.1|DSUP	LOC5576731|XP_001656241.1|AAEG
OG0000756	LOC119558920|XP_037728051.1|DSUP	LOC5576736|XP_001656242.2|AAEG
OG0000757	LOC119555074|XP_037722211.1|DSUP	LOC5573994|XP_001661080.1|AAEG
OG0000758	LOC119553353|XP_037719623.1|DSUP, LOC119553352|XP_037719618.1|DSUP	LOC5573302|XP_021698645.1|AAEG
OG0000759	LOC119554831|XP_037721833.1|DSUP, LOC119554508|XP_037721374.1|DSUP	LOC5567691|XP_001651852.3|AAEG
OG0000761	LOC119547483|XP_037710297.1|DSUP, LOC119548303|XP_037711399.1|DSUP	LOC5569446|XP_021702395.1|AAEG
OG0000762	LOC119548193|XP_037711248.1|DSUP, LOC119547513|XP_037710334.1|DSUP	LOC5569068|XP_001658297.1|AAEG
OG0000763	LOC119548184|XP_037711227.1|DSUP, LOC119548185|XP_037711228.1|DSUP	LOC5568174|XP_021703903.1|AAEG
OG0000764	LOC119559812|XP_037728825.1|DSUP, LOC119558353|XP_037727780.1|DSUP	LOC5567685|XP_021708653.1|AAEG
OG0000765	LOC119554622|XP_037721544.1|DSUP, LOC119557365|XP_037726034.1|DSUP	LOC5576262|XP_001656034.2|AAEG
OG0000766	LOC119547617|XP_037710470.1|DSUP, LOC119557788|XP_037726616.1|DSUP	LOC5571467|XP_001659718.2|AAEG
OG0000767	LOC119560339|XP_037729659.1|DSUP, LOC119553433|XP_037719750.1|DSUP	LOC5568661|XP_021705791.1|AAEG
OG0000768	LOC119554688|XP_037721618.1|DSUP	LOC5577816|XP_001663586.1|AAEG
OG0000769	LOC119556301|XP_037724309.1|DSUP, LOC119557315|XP_037725955.1|DSUP	LOC5572989|XP_021706132.1|AAEG
OG0000770	LOC119551612|XP_037716950.1|DSUP	LOC5579099|XP_001657293.2|AAEG, LOC110680759|XP_021712238.1|AAEG, LOC5579095|XP_001657289.2|AAEG, LOC5579094|XP_001657288.2|AAEG
OG0000771	LOC119554103|XP_037720781.1|DSUP, LOC119554420|XP_037721237.1|DSUP	LOC5565457|XP_001649766.2|AAEG
OG0000778	LOC119552863|XP_037718677.1|DSUP, LOC119554281|XP_037721063.1|DSUP	LOC5572380|XP_021694486.1|AAEG
OG0000779	LOC119556439|XP_037724600.1|DSUP	LOC5576071|XP_001662401.2|AAEG, LOC5576070|XP_001662400.2|AAEG, LOC5567791|XP_021712201.1|AAEG, LOC5569560|XP_001658622.2|AAEG, LOC5564166|XP_001648508.2|AAEG
OG0000780	LOC119550420|XP_037715011.1|DSUP	LOC5564012|XP_001648334.2|AAEG, LOC5564011|XP_021697098.1|AAEG
OG0000781	LOC119558190|XP_037727397.1|DSUP, LOC119552605|XP_037718195.1|DSUP	LOC5576472|XP_021700484.1|AAEG
OG0000782	LOC119552799|XP_037718559.1|DSUP, LOC119556575|XP_037724802.1|DSUP	LOC5565070|XP_001649412.1|AAEG
OG0000783	LOC119554729|XP_037721676.1|DSUP, LOC119557271|XP_037725886.1|DSUP	LOC5565051|XP_001649399.1|AAEG
OG0000784	LOC119554322|XP_037721111.1|DSUP, LOC119556313|XP_037724326.1|DSUP	LOC5566654|XP_001651019.1|AAEG
OG0000785	LOC119551175|XP_037716306.1|DSUP, LOC119551164|XP_037716293.1|DSUP, LOC119547124|XP_037709767.1|DSUP	LOC5567616|XP_021713394.1|AAEG
OG0000786	LOC119559749|XP_037728742.1|DSUP	LOC5575790|XP_021693483.1|AAEG
OG0000787	LOC119555711|XP_037723317.1|DSUP, LOC119557024|XP_037725492.1|DSUP	LOC5574159|XP_001655068.1|AAEG
OG0000788	LOC119547460|XP_037710267.1|DSUP, LOC119552879|XP_037718707.1|DSUP	LOC5575938|XP_021699162.1|AAEG
OG0000789	LOC119546356|XP_037708512.1|DSUP, LOC119548569|XP_037711815.1|DSUP	LOC5570933|XP_001659405.2|AAEG
OG0000790	LOC119548080|XP_037711093.1|DSUP, LOC119548078|XP_037711092.1|DSUP	LOC5572784|XP_001654187.2|AAEG
OG0000791	LOC119552657|XP_037718292.1|DSUP, LOC119563058|XP_037732201.1|DSUP	LOC5577917|XP_021702814.1|AAEG
OG0000792	LOC119546677|XP_037709067.1|DSUP, LOC119546676|XP_037709066.1|DSUP	LOC110675237|XP_021695378.1|AAEG
OG0000793	LOC119561096|XP_037730917.1|DSUP, LOC119558110|XP_037727263.1|DSUP	LOC5570063|XP_001653054.1|AAEG
OG0000794	LOC119548660|XP_037712007.1|DSUP, LOC119558029|XP_037727091.1|DSUP	LOC5578434|XP_001656949.2|AAEG, LOC5578484|XP_001656950.2|AAEG, LOC5578432|XP_021705735.1|AAEG
OG0000795	LOC119556113|XP_037723913.1|DSUP, LOC119557314|XP_037725956.1|DSUP	LOC5568843|XP_001652571.1|AAEG
OG0000796	LOC119560254|XP_037729546.1|DSUP, LOC119557864|XP_037726790.1|DSUP	LOC5568998|XP_021709572.1|AAEG
OG0000797	LOC119563396|XP_037732683.1|DSUP, LOC119563398|XP_037732685.1|DSUP	LOC5571755|XP_001653781.1|AAEG
OG0000798	LOC119551274|XP_037716465.1|DSUP, LOC119549207|XP_037712977.1|DSUP	LOC5573757|XP_021708658.1|AAEG
OG0000799	LOC119557970|XP_037726951.1|DSUP, LOC119556044|XP_037723766.1|DSUP	LOC5575386|XP_001655738.1|AAEG
OG0000800	LOC119554919|XP_037721951.1|DSUP	LOC5563996|XP_021707646.1|AAEG
OG0000801	LOC119550907|XP_037715824.1|DSUP, LOC119551654|XP_037717018.1|DSUP	LOC5568707|XP_001652531.1|AAEG
OG0000802	LOC119556672|XP_037724963.1|DSUP, LOC119557697|XP_037726498.1|DSUP	LOC5567358|XP_001657370.2|AAEG
OG0000810	LOC119551246|XP_037716417.1|DSUP	LOC5578919|XP_001657205.2|AAEG
OG0000811	LOC119560021|XP_037729237.1|DSUP, LOC119550597|XP_037715335.1|DSUP	LOC5566120|XP_001650490.2|AAEG
