Orthogroup	DSUP.longest_only	DMIR.longest_only
OG0000689	LOC119551613|XP_037716951.1|DSUP	LOC108157985|XP_033251705.1|DMIR
OG0000690	LOC119557520|XP_037726222.1|DSUP	LOC108153194|XP_017138504.1|DMIR
OG0000691	LOC119548792|XP_037712296.1|DSUP	LOC108163455|XP_017154233.1|DMIR
OG0000691	LOC119553581|XP_037719958.1|DSUP	LOC108153043|XP_017138292.1|DMIR
OG0000692	LOC119555119|XP_037722272.1|DSUP	LOC108150859|XP_017134651.1|DMIR
OG0000692	LOC119555317|XP_037722569.1|DSUP	LOC108150954|XP_017134777.2|DMIR
OG0000693	LOC119557022|XP_037725487.1|DSUP	LOC108152152|XP_017136761.1|DMIR
OG0000693	LOC119560705|XP_037730224.1|DSUP	LOC108157534|XP_017145126.1|DMIR
OG0000694	LOC119558396|XP_037727851.1|DSUP	LOC108164638|XP_017155974.1|DMIR
OG0000694	LOC119553869|XP_037720449.1|DSUP	LOC108150755|XP_017134538.1|DMIR
OG0000695	LOC119562399|XP_037731519.1|DSUP	LOC108162129|XP_017152197.2|DMIR
OG0000696	LOC119555365|XP_037722630.1|DSUP	LOC108163873|XP_033249391.1|DMIR
OG0000696	LOC119545979|XP_037707884.1|DSUP	LOC108162702|XP_017153046.1|DMIR, LOC108161285|XP_017150995.1|DMIR, LOC108161295|XP_017151005.1|DMIR, LOC117189087|XP_033249955.1|DMIR, LOC117189089|XP_033249961.1|DMIR
OG0000697	LOC119557436|XP_037726124.1|DSUP	LOC108164016|XP_017155084.1|DMIR
OG0000697	LOC119562576|XP_037731719.1|DSUP	LOC108162960|XP_017153447.1|DMIR
OG0000698	LOC119546872|XP_037709406.1|DSUP	LOC108164055|XP_017155124.1|DMIR
OG0000698	LOC119546672|XP_037709059.1|DSUP	LOC108161709|XP_017151517.1|DMIR
OG0000699	LOC119547751|XP_037710675.1|DSUP	LOC108163515|XP_033249235.1|DMIR
OG0000699	LOC119559154|XP_037728154.1|DSUP	LOC108153995|XP_017139578.1|DMIR
OG0000700	LOC119547709|XP_037710612.1|DSUP	LOC108164059|XP_017155132.1|DMIR
OG0000700	LOC119547977|XP_037710957.1|DSUP	LOC108164146|XP_033249315.1|DMIR
OG0000701	LOC119550067|XP_037714459.1|DSUP	LOC108157945|XP_017145578.1|DMIR
OG0000701	LOC119556451|XP_037724617.1|DSUP	LOC108165313|XP_017156840.1|DMIR
OG0000702	LOC119552826|XP_037718700.1|DSUP	LOC108155972|XP_017142646.2|DMIR
OG0000702	LOC119552880|XP_037718803.1|DSUP	LOC108155971|XP_017142638.1|DMIR
OG0000703	LOC119546014|XP_037707947.1|DSUP	LOC108163906|XP_017154922.1|DMIR
OG0000703	LOC119552097|XP_037717807.1|DSUP	LOC117185710|XP_033253958.1|DMIR, LOC108158883|XP_017147146.1|DMIR
OG0000704	LOC119555853|XP_037723412.1|DSUP	LOC108156039|XP_033247370.1|DMIR
OG0000704	LOC119546404|XP_037708593.1|DSUP	LOC108156236|XP_017143073.1|DMIR
OG0000705	LOC119553361|XP_037719635.1|DSUP	LOC108151646|XP_017135841.1|DMIR, LOC108153154|XP_017138446.1|DMIR
OG0000705	LOC119553360|XP_037719633.1|DSUP	LOC108151645|XP_017135839.1|DMIR
OG0000706	LOC119546976|XP_037709552.1|DSUP	LOC108164196|XP_017155308.1|DMIR
OG0000706	LOC119557575|XP_037726299.1|DSUP	LOC108152724|XP_017137753.1|DMIR
OG0000707	LOC119556089|XP_037723870.1|DSUP	LOC108156087|XP_017142868.1|DMIR
OG0000708	LOC119557318|XP_037725957.1|DSUP	LOC108160052|XP_017149328.1|DMIR
OG0000708	LOC119558211|XP_037727442.1|DSUP	LOC108154386|XP_017140142.1|DMIR
OG0000709	LOC119556093|XP_037723880.1|DSUP	LOC108156029|XP_017142770.1|DMIR
OG0000709	LOC119556357|XP_037724446.1|DSUP	LOC108152105|XP_017136649.1|DMIR
OG0000710	LOC119559795|XP_037728804.1|DSUP	LOC108157165|XP_017144565.1|DMIR
OG0000710	LOC119550977|XP_037715940.1|DSUP	LOC117193603|XP_033254239.1|DMIR, LOC108159495|XP_017148327.1|DMIR
OG0000711	LOC119553656|XP_037720070.1|DSUP	LOC108153724|XP_017139341.1|DMIR
OG0000711	LOC119556629|XP_037724880.1|DSUP	LOC108161471|XP_017151230.1|DMIR
OG0000712	LOC119559971|XP_037729135.1|DSUP	LOC108155533|XP_017141890.1|DMIR
OG0000712	LOC119560644|XP_037730126.1|DSUP	LOC108156812|XP_017143995.1|DMIR
OG0000713	LOC119560831|XP_037730406.1|DSUP	LOC108154497|XP_017140286.1|DMIR
OG0000713	LOC119549997|XP_037714338.1|DSUP	LOC108158941|XP_017147250.1|DMIR, LOC117193359|XP_033253965.1|DMIR
OG0000714	LOC119555888|XP_037723481.1|DSUP	LOC108157368|XP_017144902.1|DMIR
OG0000714	LOC119555598|XP_037723022.1|DSUP	LOC108152615|XP_017137575.1|DMIR
OG0000715	LOC119554412|XP_037721230.1|DSUP	LOC117189004|XP_033249734.1|DMIR, LOC108150803|XP_033243435.1|DMIR, LOC117186986|XP_033244401.1|DMIR, LOC108154230|XP_017139946.1|DMIR, LOC108154286|XP_017140025.1|DMIR, LOC117189155|XP_033250114.1|DMIR, LOC108161445|XP_017151195.1|DMIR, LOC117188569|XP_033248442.1|DMIR
OG0000716	LOC119556945|XP_037725366.1|DSUP	LOC108150822|XP_017134622.1|DMIR
OG0000716	LOC119553497|XP_037719837.1|DSUP	LOC108152960|XP_017138150.1|DMIR
OG0000717	LOC119554879|XP_037721893.1|DSUP	LOC108165355|XP_017156878.1|DMIR
OG0000718	LOC119550917|XP_037715884.1|DSUP	LOC108164497|XP_033250308.1|DMIR
OG0000718	LOC119556025|XP_037723775.1|DSUP	LOC108164412|XP_017155572.1|DMIR
OG0000719	LOC119554108|XP_037720802.1|DSUP	LOC108152640|XP_017137620.1|DMIR
OG0000719	LOC119554476|XP_037721320.1|DSUP	LOC108152971|XP_017138183.2|DMIR
OG0000720	LOC119557676|XP_037726476.1|DSUP, LOC119560839|XP_037730418.1|DSUP, LOC119560283|XP_037729582.1|DSUP, LOC119560285|XP_037729584.1|DSUP, LOC119554260|XP_037721034.1|DSUP	LOC108154901|XP_017140840.1|DMIR
OG0000721	LOC119546993|XP_037709585.1|DSUP	LOC108164212|XP_017155333.1|DMIR
OG0000722	LOC119550165|XP_037714628.1|DSUP, LOC119550329|XP_037714863.1|DSUP, LOC119549850|XP_037714074.1|DSUP	LOC108158073|XP_017145712.2|DMIR
OG0000723	LOC119551691|XP_037717088.1|DSUP	LOC108160925|XP_017150698.1|DMIR, LOC117190403|XP_033251371.1|DMIR, LOC108160924|XP_017150697.1|DMIR
OG0000724	LOC119556956|XP_037725391.1|DSUP	LOC108163040|XP_017153585.1|DMIR
OG0000724	LOC119562734|XP_037731865.1|DSUP	LOC108155953|XP_017142606.1|DMIR
OG0000726	LOC119555093|XP_037722240.1|DSUP	LOC108154125|XP_017139744.1|DMIR
OG0000726	LOC119555100|XP_037722250.1|DSUP	LOC108154123|XP_017139743.1|DMIR
OG0000727	LOC119560649|XP_037730134.1|DSUP	LOC108153848|XP_017139435.1|DMIR
OG0000727	LOC119560912|XP_037730541.1|DSUP	LOC117187387|XP_033245830.1|DMIR
OG0000728	LOC119558141|XP_037727301.1|DSUP	LOC108153169|XP_017138467.1|DMIR
OG0000728	LOC119563243|XP_037732478.1|DSUP	LOC108156275|XP_017143134.1|DMIR
OG0000729	LOC119562955|XP_037732056.1|DSUP	LOC108155651|XP_017142091.2|DMIR
OG0000729	LOC119563441|XP_037732760.1|DSUP	LOC108155652|XP_017142092.1|DMIR
OG0000730	LOC119556899|XP_037725311.1|DSUP	LOC108163042|XP_017153582.1|DMIR
OG0000730	LOC119546491|XP_037708716.1|DSUP	LOC108163030|XP_017153563.1|DMIR
OG0000731	LOC119554839|XP_037721841.1|DSUP	LOC108152601|XP_017137546.1|DMIR
OG0000731	LOC119551725|XP_037717155.1|DSUP	LOC108160996|XP_017150793.1|DMIR
OG0000732	LOC119554153|XP_037720869.1|DSUP	LOC108151599|XP_017135767.1|DMIR
OG0000732	LOC119554152|XP_037720868.1|DSUP	LOC108151597|XP_017135765.1|DMIR
OG0000733	LOC119557492|XP_037726194.1|DSUP	LOC108157645|XP_017145281.1|DMIR
OG0000733	LOC119552874|XP_037718702.1|DSUP	LOC108151477|XP_017135599.1|DMIR
OG0000734	LOC119558038|XP_037727114.1|DSUP	LOC108164819|XP_017156229.1|DMIR
OG0000734	LOC119552949|XP_037718853.1|DSUP	LOC108152969|XP_017138171.1|DMIR
OG0000735	LOC119556841|XP_037725240.1|DSUP	LOC108151098|XP_017134981.1|DMIR
OG0000735	LOC119548147|XP_037711175.1|DSUP	LOC108161794|XP_017151632.1|DMIR
OG0000736	LOC119547917|XP_037710885.1|DSUP	LOC108162261|XP_017152397.1|DMIR
OG0000736	LOC119548672|XP_037712039.1|DSUP	LOC108162262|XP_017152398.1|DMIR
OG0000737	LOC119549271|XP_037713110.1|DSUP	LOC117190076|XP_033251049.1|DMIR, LOC108159498|XP_017148331.1|DMIR
OG0000738	LOC119547765|XP_037710701.1|DSUP	LOC108163789|XP_017154761.1|DMIR
OG0000738	LOC119547185|XP_037709848.1|DSUP	LOC108162441|XP_017152668.1|DMIR
OG0000739	LOC119560301|XP_037729600.1|DSUP	LOC108155982|XP_017142660.1|DMIR
OG0000739	LOC119560781|XP_037730335.1|DSUP	LOC108155983|XP_017142662.1|DMIR
OG0000740	LOC119560320|XP_037729629.1|DSUP	LOC108157510|XP_033245116.1|DMIR
OG0000741	LOC119555838|XP_037723394.1|DSUP, LOC119559213|XP_037728215.1|DSUP	LOC108156391|XP_017143298.1|DMIR, LOC108160112|XP_033243600.1|DMIR
OG0000742	LOC119557057|XP_037725533.1|DSUP	LOC108165009|XP_017156532.1|DMIR
OG0000742	LOC119557278|XP_037725891.1|DSUP	LOC108164936|XP_017156414.2|DMIR
OG0000743	LOC119554683|XP_037721613.1|DSUP	LOC108151199|XP_017135159.1|DMIR
OG0000744	LOC119550507|XP_037715139.1|DSUP	LOC108158491|XP_017146291.1|DMIR
OG0000745	LOC119550952|XP_037715906.1|DSUP	LOC117192096|XP_033252689.1|DMIR, LOC108158293|XP_017146021.1|DMIR
OG0000745	LOC119550455|XP_037715063.1|DSUP	LOC117192684|XP_033253304.1|DMIR, LOC108159618|XP_017148562.2|DMIR
OG0000746	LOC119550651|XP_037715420.1|DSUP, LOC119549955|XP_037714266.1|DSUP	LOC108160300|XP_017149701.1|DMIR
OG0000747	LOC119554430|XP_037721250.1|DSUP	LOC108152881|XP_017138003.1|DMIR
OG0000747	LOC119554982|XP_037722043.1|DSUP	LOC108153498|XP_017139038.1|DMIR
OG0000748	LOC119547354|XP_037710096.1|DSUP	LOC117194864|XP_033255221.1|DMIR, LOC117194775|XP_033255158.1|DMIR, LOC117188716|XP_033248875.1|DMIR, LOC117194430|XP_033254888.1|DMIR, LOC117195181|XP_033255714.1|DMIR, LOC117194429|XP_033254887.1|DMIR, LOC117194428|XP_033254884.1|DMIR, LOC117195180|XP_033255712.1|DMIR, LOC117194427|XP_033254882.1|DMIR, LOC117195206|XP_033255737.1|DMIR, LOC108161506|XP_017151271.2|DMIR, LOC117195137|XP_033255680.1|DMIR
OG0000748	LOC119557235|XP_037725847.1|DSUP	LOC108151462|XP_033243846.1|DMIR
OG0000750	LOC119549828|XP_037714035.1|DSUP, LOC119549829|XP_037714036.1|DSUP	LOC117191683|XP_033252375.1|DMIR, LOC108157994|XP_017145626.1|DMIR
OG0000750	LOC119562920|XP_037731997.1|DSUP	LOC108155774|XP_033245458.1|DMIR
OG0000751	LOC119551885|XP_037717409.1|DSUP	LOC117193597|XP_033254224.1|DMIR, LOC108160933|XP_017150709.1|DMIR
OG0000751	LOC119551722|XP_037717151.1|DSUP	LOC108160025|XP_017149252.1|DMIR
OG0000752	LOC119558397|XP_037727853.1|DSUP, LOC119563204|XP_037732423.1|DSUP, LOC119547222|XP_037709910.1|DSUP, LOC119547189|XP_037709851.1|DSUP, LOC119547141|XP_037709784.1|DSUP, LOC119547295|XP_037710011.1|DSUP, LOC119547427|XP_037710214.1|DSUP, LOC119546219|XP_037708287.1|DSUP, LOC119546213|XP_037708277.1|DSUP, LOC119546212|XP_037708276.1|DSUP	LOC117188387|XP_033248072.1|DMIR, LOC108155615|XP_017142033.1|DMIR
OG0000753	LOC119560347|XP_037729671.1|DSUP	LOC108154828|XP_017140720.1|DMIR
OG0000753	LOC119553970|XP_037720602.1|DSUP	LOC108153861|XP_033244549.1|DMIR
OG0000754	LOC119556179|XP_037724046.1|DSUP	LOC108164938|XP_017156419.1|DMIR
OG0000754	LOC119557663|XP_037726450.1|DSUP	LOC108161858|XP_017151723.1|DMIR
OG0000755	LOC119550523|XP_037715165.1|DSUP	LOC108157633|XP_017145262.1|DMIR
OG0000755	LOC119551647|XP_037717014.1|DSUP	LOC108157742|XP_017145409.1|DMIR
OG0000756	LOC119559442|XP_037728473.1|DSUP	LOC108155442|XP_017141748.1|DMIR
OG0000757	LOC119555074|XP_037722211.1|DSUP	LOC108153490|XP_017139020.1|DMIR
OG0000758	LOC119553353|XP_037719623.1|DSUP	LOC108151275|XP_017135291.1|DMIR
OG0000759	LOC119554831|XP_037721833.1|DSUP	LOC108153150|XP_017138441.1|DMIR
OG0000759	LOC119554508|XP_037721374.1|DSUP	LOC108153151|XP_017138442.2|DMIR
OG0000760	LOC119551249|XP_037716421.1|DSUP	LOC108160854|XP_033247757.1|DMIR, LOC117190140|XP_033251114.1|DMIR, LOC117191793|XP_033252445.1|DMIR
OG0000761	LOC119547483|XP_037710297.1|DSUP	LOC108163000|XP_033249547.1|DMIR
OG0000761	LOC119548303|XP_037711399.1|DSUP	LOC108163382|XP_033249551.1|DMIR
OG0000762	LOC119548193|XP_037711248.1|DSUP	LOC108162195|XP_017152290.1|DMIR
OG0000763	LOC119548184|XP_037711227.1|DSUP	LOC108164166|XP_017155266.2|DMIR
OG0000763	LOC119548185|XP_037711228.1|DSUP	LOC108164167|XP_017155267.2|DMIR
OG0000764	LOC119558353|XP_037727780.1|DSUP	LOC117188395|XP_033248122.1|DMIR, LOC108164660|XP_017156002.2|DMIR, LOC117188751|XP_033248956.1|DMIR
OG0000765	LOC119554622|XP_037721544.1|DSUP	LOC108150829|XP_017134626.1|DMIR
OG0000765	LOC119557365|XP_037726034.1|DSUP	LOC108153020|XP_017138259.1|DMIR
OG0000766	LOC119547617|XP_037710470.1|DSUP	LOC108161230|XP_017150943.1|DMIR
OG0000766	LOC119557788|XP_037726616.1|DSUP	LOC108165064|XP_017156601.1|DMIR
OG0000767	LOC119560339|XP_037729659.1|DSUP, LOC119553433|XP_037719750.1|DSUP	LOC108151209|XP_017135175.1|DMIR
OG0000768	LOC119554688|XP_037721618.1|DSUP	LOC117195292|XP_033255791.1|DMIR, LOC117186831|XP_033244020.1|DMIR, LOC117195290|XP_033255789.1|DMIR, LOC117186421|XP_033243098.1|DMIR, LOC117195291|XP_033255790.1|DMIR, LOC117186417|XP_033243079.1|DMIR, LOC117186200|XP_033242398.1|DMIR, LOC117186202|XP_033242399.1|DMIR, LOC117186830|XP_033244019.1|DMIR, LOC117186404|XP_033243049.1|DMIR, LOC117186829|XP_033244018.1|DMIR, LOC117195266|XP_033255776.1|DMIR, LOC117195289|XP_033255788.1|DMIR, LOC117186419|XP_033243091.1|DMIR, LOC108160313|XP_033255785.1|DMIR, LOC117186383|XP_033243000.1|DMIR, LOC117186420|XP_033243095.1|DMIR
OG0000769	LOC119556301|XP_037724309.1|DSUP	LOC108157569|XP_017145177.1|DMIR
OG0000769	LOC119557315|XP_037725955.1|DSUP	LOC108160584|XP_017150171.1|DMIR
OG0000770	LOC119551612|XP_037716950.1|DSUP	LOC117190859|XP_033251782.1|DMIR, LOC108160937|XP_017150714.1|DMIR
OG0000771	LOC119554103|XP_037720781.1|DSUP	LOC108152306|XP_017137023.1|DMIR
OG0000771	LOC119554420|XP_037721237.1|DSUP	LOC108152305|XP_017137020.1|DMIR
OG0000772	LOC119551455|XP_037716731.1|DSUP	LOC108159894|XP_017149005.1|DMIR
OG0000772	LOC119552098|XP_037717810.1|DSUP	LOC108158884|XP_033253959.1|DMIR, LOC117185711|XP_033247665.1|DMIR
OG0000773	LOC119550290|XP_037714809.1|DSUP	LOC117191020|XP_033251888.1|DMIR, LOC108159442|XP_017148219.1|DMIR
OG0000774	LOC119552087|XP_037717792.1|DSUP, LOC119552085|XP_037717790.1|DSUP, LOC119552086|XP_037717791.1|DSUP	LOC117185762|XP_033246893.1|DMIR, LOC108158898|XP_017147174.2|DMIR
OG0000775	LOC119549842|XP_037714062.1|DSUP	LOC108158426|XP_017146195.1|DMIR
OG0000775	LOC119549108|XP_037712777.1|DSUP	LOC117185964|XP_033253347.1|DMIR, LOC108158122|XP_017145791.1|DMIR, LOC108159924|XP_017149053.1|DMIR, LOC117190812|XP_033251743.1|DMIR
OG0000776	LOC119560665|XP_037730167.1|DSUP, LOC119552945|XP_037718840.1|DSUP, LOC119552944|XP_037718833.1|DSUP	LOC108156063|XP_033244347.1|DMIR, LOC108156062|XP_017142834.1|DMIR
OG0000777	LOC119563520|XP_037732916.1|DSUP, LOC119553538|XP_037719904.1|DSUP, LOC119563317|XP_037732580.1|DSUP, LOC119563350|XP_037732626.1|DSUP	LOC108154529|XP_017140321.1|DMIR, LOC108154553|XP_017140345.2|DMIR
OG0000778	LOC119552863|XP_037718677.1|DSUP	LOC108165315|XP_017156838.2|DMIR
OG0000778	LOC119554281|XP_037721063.1|DSUP	LOC117187272|XP_033245502.1|DMIR
OG0000779	LOC119556439|XP_037724600.1|DSUP	LOC108156156|XP_017142973.1|DMIR
OG0000780	LOC119550420|XP_037715011.1|DSUP	LOC117193913|XP_033254475.1|DMIR, LOC108158493|XP_017146293.2|DMIR, LOC117192574|XP_033253184.1|DMIR, LOC108158492|XP_017146292.1|DMIR
OG0000781	LOC119558190|XP_037727397.1|DSUP	LOC108152604|XP_017137553.1|DMIR
OG0000781	LOC119552605|XP_037718195.1|DSUP	LOC108153668|XP_017139271.1|DMIR
OG0000782	LOC119552799|XP_037718559.1|DSUP	LOC108152770|XP_017137836.1|DMIR
OG0000782	LOC119556575|XP_037724802.1|DSUP	LOC108158478|XP_017146275.1|DMIR
OG0000783	LOC119554729|XP_037721676.1|DSUP	LOC108153643|XP_017139236.1|DMIR
OG0000783	LOC119557271|XP_037725886.1|DSUP	LOC108153601|XP_017139181.1|DMIR
OG0000784	LOC119554322|XP_037721111.1|DSUP	LOC108150799|XP_017134592.1|DMIR
OG0000784	LOC119556313|XP_037724326.1|DSUP	LOC108164388|XP_017155495.1|DMIR
OG0000785	LOC119551175|XP_037716306.1|DSUP, LOC119551164|XP_037716293.1|DSUP	LOC108156504|XP_017143493.1|DMIR
OG0000785	LOC119547124|XP_037709767.1|DSUP	LOC108156874|XP_017144092.1|DMIR
OG0000786	LOC119558831|XP_037728027.1|DSUP	LOC108164908|XP_017156381.1|DMIR
OG0000786	LOC119559749|XP_037728742.1|DSUP	LOC108155631|XP_017142056.1|DMIR
OG0000787	LOC119555711|XP_037723317.1|DSUP	LOC108151594|XP_017135762.1|DMIR
OG0000787	LOC119557024|XP_037725492.1|DSUP	LOC117186035|XP_033241980.1|DMIR, LOC108165573|XP_033241979.1|DMIR
OG0000788	LOC119547460|XP_037710267.1|DSUP	LOC108163842|XP_017154845.1|DMIR
OG0000788	LOC119552879|XP_037718707.1|DSUP	LOC108152357|XP_017137118.1|DMIR, LOC108154415|XP_017140176.1|DMIR
OG0000789	LOC119546356|XP_037708512.1|DSUP	LOC108161149|XP_017150860.1|DMIR
OG0000789	LOC119548569|XP_037711815.1|DSUP	LOC108161749|XP_017151571.1|DMIR
OG0000790	LOC119548080|XP_037711093.1|DSUP	LOC108161846|XP_017151700.1|DMIR
OG0000790	LOC119548078|XP_037711092.1|DSUP	LOC108161844|XP_017151699.1|DMIR
OG0000791	LOC119552657|XP_037718292.1|DSUP	LOC108164301|XP_017155439.1|DMIR
OG0000791	LOC119563058|XP_037732201.1|DSUP	LOC108156357|XP_017143248.1|DMIR
OG0000792	LOC119546677|XP_037709067.1|DSUP, LOC119546676|XP_037709066.1|DSUP	LOC108164318|XP_033249835.1|DMIR
OG0000793	LOC119561096|XP_037730917.1|DSUP, LOC119558110|XP_037727263.1|DSUP	LOC108155185|XP_017141345.1|DMIR, LOC108154372|XP_033253442.1|DMIR, LOC108151572|XP_017135737.1|DMIR
OG0000794	LOC119548660|XP_037712007.1|DSUP, LOC119558029|XP_037727091.1|DSUP	LOC108153801|XP_017139421.1|DMIR
OG0000795	LOC119556113|XP_037723913.1|DSUP	LOC108164796|XP_017156209.1|DMIR
OG0000795	LOC119557314|XP_037725956.1|DSUP	LOC108157438|XP_017144981.1|DMIR
OG0000796	LOC119560254|XP_037729546.1|DSUP	LOC108157752|XP_017145422.1|DMIR
OG0000796	LOC119557864|XP_037726790.1|DSUP	LOC108155269|XP_017141468.1|DMIR
OG0000797	LOC119563396|XP_037732683.1|DSUP	LOC108157426|XP_017144964.2|DMIR
OG0000797	LOC119563398|XP_037732685.1|DSUP	LOC108157804|XP_017145486.1|DMIR
OG0000798	LOC119551274|XP_037716465.1|DSUP	LOC117189871|XP_033250835.1|DMIR, LOC108159253|XP_017147868.1|DMIR
OG0000798	LOC119549207|XP_037712977.1|DSUP	LOC108159251|XP_017147862.1|DMIR, LOC117185765|XP_033250832.1|DMIR
OG0000799	LOC119557970|XP_037726951.1|DSUP	LOC108157758|XP_017145428.1|DMIR
OG0000799	LOC119556044|XP_037723766.1|DSUP	LOC108156249|XP_017143092.1|DMIR
OG0000800	LOC119554919|XP_037721951.1|DSUP	LOC108152168|XP_017136778.1|DMIR, LOC108152011|XP_017136477.1|DMIR
OG0000801	LOC119550907|XP_037715824.1|DSUP	LOC108161365|XP_033248820.1|DMIR
OG0000801	LOC119551654|XP_037717018.1|DSUP	LOC108160486|XP_017149997.1|DMIR, LOC117192062|XP_033252667.1|DMIR, LOC117192063|XP_033252668.1|DMIR, LOC117189957|XP_033250928.1|DMIR
OG0000802	LOC119556672|XP_037724963.1|DSUP, LOC119557697|XP_037726498.1|DSUP	LOC108165039|XP_017156566.1|DMIR
OG0000803	LOC119547648|XP_037710517.1|DSUP	LOC108162930|XP_017153401.2|DMIR
OG0000803	LOC119554271|XP_037721050.1|DSUP	LOC108153527|XP_033243204.1|DMIR
OG0000804	LOC119550585|XP_037715307.1|DSUP	LOC117187774|XP_033246497.1|DMIR, LOC108159797|XP_017148850.2|DMIR
OG0000804	LOC119560083|XP_037729328.1|DSUP	LOC108157298|XP_017144789.1|DMIR
OG0000805	LOC119550356|XP_037714908.1|DSUP	LOC117191742|XP_033252417.1|DMIR, LOC117191741|XP_033252416.1|DMIR, LOC108160725|XP_017150394.1|DMIR, LOC117191680|XP_033252372.1|DMIR
OG0000806	LOC119548551|XP_037711775.1|DSUP	LOC117187446|XP_033246032.1|DMIR, LOC117187477|XP_033246145.1|DMIR, LOC117187012|XP_033244503.1|DMIR, LOC117187023|XP_033244548.1|DMIR, LOC117187002|XP_033244443.1|DMIR, LOC117187046|XP_033244649.1|DMIR, LOC117187042|XP_033244639.1|DMIR, LOC117187028|XP_033244574.1|DMIR, LOC117187050|XP_033244669.1|DMIR, LOC117187406|XP_033245904.1|DMIR, LOC117187409|XP_033245912.1|DMIR, LOC117187405|XP_033245898.1|DMIR, LOC117187395|XP_033245885.1|DMIR, LOC117187401|XP_033245895.1|DMIR, LOC117187398|XP_033245890.1|DMIR, LOC117187436|XP_033246007.1|DMIR, LOC117187474|XP_033246134.1|DMIR, LOC117187435|XP_033245998.1|DMIR, LOC108157386|XP_017144916.2|DMIR, LOC117187428|XP_033245978.1|DMIR, LOC117187047|XP_033244653.1|DMIR, LOC117187414|XP_033245940.1|DMIR, LOC117187415|XP_033245946.1|DMIR, LOC117187412|XP_033245930.1|DMIR, LOC117187407|XP_033245908.1|DMIR, LOC117187410|XP_033245922.1|DMIR, LOC117187029|XP_033244576.1|DMIR, LOC117187008|XP_033244460.1|DMIR, LOC108162837|XP_033244414.1|DMIR, LOC117186985|XP_033244360.1|DMIR, LOC117187430|XP_033245981.1|DMIR, LOC117188907|XP_033249371.1|DMIR, LOC117188904|XP_033249368.1|DMIR, LOC117187036|XP_033244620.1|DMIR
OG0000807	LOC119553671|XP_037720112.1|DSUP, LOC119547847|XP_037710805.1|DSUP	LOC108163806|XP_017154785.1|DMIR
OG0000808	LOC119554177|XP_037720898.1|DSUP	LOC108155691|XP_017142153.1|DMIR, LOC108154069|XP_033245638.1|DMIR
OG0000808	LOC119554166|XP_037720887.1|DSUP	LOC108155692|XP_017142154.1|DMIR, LOC108155695|XP_017142158.1|DMIR, LOC108157754|XP_033245639.1|DMIR, LOC108154070|XP_017139651.2|DMIR, LOC108155694|XP_017142155.1|DMIR
OG0000810	LOC119551246|XP_037716417.1|DSUP	LOC117187683|XP_033246252.1|DMIR, LOC108157954|XP_017145588.1|DMIR
OG0000811	LOC119560021|XP_037729237.1|DSUP	LOC108157816|XP_017145505.1|DMIR
OG0000811	LOC119550597|XP_037715335.1|DSUP	LOC117189394|XP_033250406.1|DMIR, LOC108158768|XP_017146881.1|DMIR
OG0000812	LOC119557281|XP_037725896.1|DSUP	LOC117186465|XP_033243222.1|DMIR, LOC117186304|XP_033242784.1|DMIR
OG0000812	LOC119552778|XP_037718517.1|DSUP	LOC108151435|XP_033243694.1|DMIR
OG0000813	LOC119552075|XP_037717778.1|DSUP	LOC108159415|XP_017148153.2|DMIR, LOC108159089|XP_017147534.1|DMIR
OG0000814	LOC119546553|XP_037708840.1|DSUP	LOC108161394|XP_017151131.1|DMIR
OG0000815	LOC119547747|XP_037710671.1|DSUP	LOC108162311|XP_033249743.1|DMIR
OG0000816	LOC119556463|XP_037724638.1|DSUP	LOC108162665|XP_017152998.1|DMIR
OG0000816	LOC119559793|XP_037728801.1|DSUP	LOC108156711|XP_017143848.1|DMIR
OG0000817	LOC119563282|XP_037732534.1|DSUP	LOC108154500|XP_017140289.1|DMIR
OG0000817	LOC119563283|XP_037732536.1|DSUP	LOC108154587|XP_017140380.1|DMIR
OG0000818	LOC119556705|XP_037725030.1|DSUP	LOC108164987|XP_017156502.1|DMIR
OG0000819	LOC119557002|XP_037725461.1|DSUP	LOC108150974|XP_017134806.1|DMIR
OG0000819	LOC119556436|XP_037724597.1|DSUP	LOC108165041|XP_017156568.1|DMIR
OG0000820	LOC119550974|XP_037715936.1|DSUP	LOC117187997|XP_033246976.1|DMIR, LOC108159961|XP_017149121.2|DMIR
OG0000821	LOC119560947|XP_037730617.1|DSUP	LOC108154356|XP_017140111.1|DMIR
OG0000821	LOC119551770|XP_037717225.1|DSUP	LOC117190613|XP_033251555.1|DMIR, LOC108160162|XP_017149470.1|DMIR
OG0000822	LOC119552533|XP_037718080.1|DSUP	LOC108165327|XP_017156849.1|DMIR
OG0000822	LOC119548798|XP_037712301.1|DSUP	LOC108163500|XP_017154314.1|DMIR
OG0000823	LOC119560496|XP_037729895.1|DSUP, LOC119560607|XP_037730067.1|DSUP	LOC108156333|XP_017143217.1|DMIR
OG0000824	LOC119546742|XP_037709168.1|DSUP	LOC108161276|XP_017150984.1|DMIR, LOC108165118|XP_017156666.1|DMIR, LOC117186698|XP_033243673.1|DMIR, LOC108165151|XP_033255735.1|DMIR, LOC108164942|XP_033241997.1|DMIR
OG0000825	LOC119552532|XP_037718079.1|DSUP	LOC108150946|XP_017134769.1|DMIR
OG0000825	LOC119547412|XP_037710189.1|DSUP	LOC108164260|XP_017155389.2|DMIR
