Orthogroup	DSUP.longest_only	DMEL.longest_only
OG0000813	LOC119552075|XP_037717778.1|DSUP	bic|NP_476853.1|DMEL
OG0000814	LOC119546553|XP_037708840.1|DSUP	jhamt|NP_609793.2|DMEL
OG0000815	LOC119547747|XP_037710671.1|DSUP	CG12512|NP_608924.1|DMEL
OG0000816	LOC119556463|XP_037724638.1|DSUP	CG2076|NP_572681.1|DMEL
OG0000816	LOC119559793|XP_037728801.1|DSUP	Mics1|NP_649725.2|DMEL
OG0000817	LOC119563282|XP_037732534.1|DSUP	CG6503|NP_001189297.1|DMEL
OG0000817	LOC119563283|XP_037732536.1|DSUP	CG34291|NP_001097938.1|DMEL
OG0000818	LOC119556705|XP_037725030.1|DSUP	CG13369|NP_569850.1|DMEL
OG0000818	LOC119548649|XP_037711992.1|DSUP	CG17010|NP_609560.2|DMEL
OG0000819	LOC119557002|XP_037725461.1|DSUP	OdsH|NP_523389.3|DMEL
OG0000819	LOC119556436|XP_037724597.1|DSUP	unc-4|NP_001285389.1|DMEL
OG0000820	LOC119556108|XP_037723907.1|DSUP	CG12231|NP_573390.1|DMEL
OG0000820	LOC119550974|XP_037715936.1|DSUP	CG7222|NP_610613.1|DMEL
OG0000821	LOC119560947|XP_037730617.1|DSUP	CG10909|NP_650236.1|DMEL
OG0000821	LOC119551770|XP_037717225.1|DSUP	Fib|NP_523817.1|DMEL
OG0000822	LOC119552533|XP_037718080.1|DSUP	CG13727|NP_648969.1|DMEL
OG0000822	LOC119548798|XP_037712301.1|DSUP	CG13386|NP_609226.1|DMEL
OG0000823	LOC119560496|XP_037729895.1|DSUP, LOC119560607|XP_037730067.1|DSUP	CG11600|NP_650217.2|DMEL
OG0000824	LOC119546742|XP_037709168.1|DSUP	Pkd2|NP_609561.2|DMEL
OG0000825	LOC119552532|XP_037718079.1|DSUP	Or74a|NP_524123.1|DMEL
OG0000825	LOC119547412|XP_037710189.1|DSUP	Or35a|NP_723916.1|DMEL
OG0000826	LOC119552046|XP_037717717.1|DSUP	Lhr|NP_611210.3|DMEL
OG0000827	LOC119553996|XP_037720631.1|DSUP, LOC119553892|XP_037720487.1|DSUP, LOC119554101|XP_037720778.1|DSUP, LOC119553738|XP_037720260.1|DSUP	Lcp65Ab1|NP_524814.2|DMEL, Lcp65Ab2|NP_788469.1|DMEL
OG0000828	LOC119562972|XP_037732076.1|DSUP	CG42822|NP_001189243.1|DMEL
OG0000828	LOC119562971|XP_037732075.1|DSUP	CG42821|NP_001034060.2|DMEL
OG0000830	LOC119556322|XP_037724337.1|DSUP	AnxB10|NP_001162804.1|DMEL
OG0000831	LOC119553781|XP_037720316.1|DSUP	Lsp2|NP_524816.1|DMEL
OG0000832	LOC119551843|XP_037717344.1|DSUP	EMC7|NP_611078.1|DMEL
OG0000833	LOC119555527|XP_037722880.1|DSUP	Ir75d|NP_649074.2|DMEL
OG0000834	LOC119556825|XP_037725212.1|DSUP	CG15515|NP_001263088.1|DMEL
OG0000835	LOC119555686|XP_037723248.1|DSUP	Dscam2|NP_001261500.1|DMEL
OG0000836	LOC119546921|XP_037709480.1|DSUP	CG2528|NP_610129.3|DMEL
OG0000836	LOC119546215|XP_037708280.1|DSUP	CG5355|NP_609397.2|DMEL
OG0000837	LOC119551124|XP_037716235.1|DSUP	fzr2|NP_611854.1|DMEL
OG0000837	LOC119557450|XP_037726143.1|DSUP	fzr|NP_524852.2|DMEL
OG0000838	LOC119546557|XP_037708849.1|DSUP	CG42502|NP_001163011.1|DMEL
OG0000838	LOC119546558|XP_037708850.1|DSUP	CG42305|NP_001137837.1|DMEL
OG0000839	LOC119560707|XP_037730228.1|DSUP	Atu|NP_524240.1|DMEL
OG0000839	LOC119560326|XP_037729636.1|DSUP	CG10887|NP_650866.1|DMEL
OG0000840	LOC119559469|XP_037728507.1|DSUP	tomboy40|NP_610213.1|DMEL
OG0000840	LOC119557438|XP_037726128.1|DSUP	Tom40|NP_652003.2|DMEL
OG0000841	LOC119562331|XP_037731418.1|DSUP	CG42402|NP_001287642.1|DMEL
OG0000842	LOC119550281|XP_037714798.1|DSUP, LOC119550149|XP_037714587.1|DSUP	Sep5|NP_651961.1|DMEL
OG0000842	LOC119547884|XP_037710853.1|DSUP	Sep2|NP_524417.1|DMEL
OG0000843	LOC119551213|XP_037716376.1|DSUP	thoc5|NP_611856.1|DMEL
OG0000844	LOC119549890|XP_037714125.1|DSUP	Mlp60A|NP_001137750.1|DMEL
OG0000844	LOC119559947|XP_037729102.1|DSUP	Mlp84B|NP_477122.1|DMEL
OG0000845	LOC119557928|XP_037726865.1|DSUP	CG11695|NP_572732.1|DMEL
OG0000845	LOC119557304|XP_037725942.1|DSUP	CG11696|NP_572731.1|DMEL
OG0000846	LOC119556817|XP_037725199.1|DSUP	Obp99c|NP_651711.1|DMEL
OG0000847	LOC119549781|XP_037713971.1|DSUP	Cyp9h1|NP_610820.1|DMEL
OG0000847	LOC119552009|XP_037717667.1|DSUP	Cyp9c1|NP_523850.1|DMEL
OG0000848	LOC119546388|XP_037708556.1|DSUP, LOC119548331|XP_037711449.1|DSUP	CG4267|NP_608661.1|DMEL
OG0000848	LOC119547075|XP_037709690.1|DSUP	CG6675|NP_610132.3|DMEL
OG0000849	LOC119547068|XP_037709681.1|DSUP	CG6614|NP_609511.3|DMEL
OG0000849	LOC119546972|XP_037709548.1|DSUP	CG14339|NP_608566.1|DMEL
OG0000850	LOC119551003|XP_037715985.1|DSUP	CG30268|NP_611712.2|DMEL
OG0000850	LOC119551002|XP_037715983.1|DSUP	CG30275|NP_788430.3|DMEL
OG0000851	LOC119550812|XP_037715681.1|DSUP	CG34460|NP_001097349.1|DMEL
OG0000852	LOC119551582|XP_037716912.1|DSUP	CG44434|NP_788406.2|DMEL
OG0000854	LOC119556126|XP_037723941.1|DSUP	CG3097|NP_572259.1|DMEL
OG0000854	LOC119556124|XP_037723938.1|DSUP	CG3108|NP_572262.1|DMEL
OG0000855	LOC119556918|XP_037725333.1|DSUP	CG3740|NP_569932.1|DMEL
OG0000855	LOC119560653|XP_037730146.1|DSUP	Nazo|NP_649778.1|DMEL
OG0000856	LOC119556944|XP_037725364.1|DSUP	CG5347|NP_572970.1|DMEL
OG0000856	LOC119553907|XP_037720506.1|DSUP	Mkrn1|NP_524704.1|DMEL
OG0000857	LOC119556007|XP_037723699.1|DSUP	Mgstl|NP_524696.2|DMEL
OG0000858	LOC119546751|XP_037709186.1|DSUP	yellow-f|NP_524335.1|DMEL
OG0000858	LOC119546743|XP_037709172.1|DSUP	yellow-f2|NP_650247.1|DMEL
OG0000860	LOC119552494|XP_037718024.1|DSUP	CG5078|NP_649238.3|DMEL
OG0000860	LOC119552622|XP_037718216.1|DSUP	CG11537|NP_001097489.1|DMEL
OG0000861	LOC119551190|XP_037716320.1|DSUP, LOC119550584|XP_037715306.1|DSUP, LOC119558812|XP_037728006.1|DSUP	St3|NP_001261155.1|DMEL
OG0000862	LOC119551252|XP_037716425.1|DSUP	CG15653|NP_611540.1|DMEL
OG0000862	LOC119546890|XP_037709438.1|DSUP	CG31913|NP_723119.1|DMEL
OG0000863	LOC119560369|XP_037729703.1|DSUP	CG18596|NP_651031.1|DMEL
OG0000864	LOC119547503|XP_037710323.1|DSUP	CG16848|NP_609653.1|DMEL
OG0000864	LOC119557822|XP_037726690.1|DSUP	CG4407|NP_572837.1|DMEL
OG0000865	LOC119558265|XP_037727544.1|DSUP	CG34334|NP_001097042.1|DMEL
OG0000865	LOC119561712|XP_037731140.1|DSUP	RnpS1|NP_649903.1|DMEL
OG0000866	LOC119548658|XP_037712000.1|DSUP	CG4887|NP_608582.2|DMEL
OG0000866	LOC119548659|XP_037712002.1|DSUP	CG4896|NP_608583.5|DMEL
OG0000867	LOC119547358|XP_037710103.1|DSUP	CG4701|NP_609721.1|DMEL
OG0000867	LOC119548502|XP_037711709.1|DSUP	nmd|NP_609373.1|DMEL
OG0000868	LOC119557784|XP_037726611.1|DSUP	CG2061|NP_572682.1|DMEL
OG0000869	LOC119560343|XP_037729667.1|DSUP	CG14609|NP_649704.3|DMEL
OG0000870	LOC119549962|XP_037714281.1|DSUP	CG13562|NP_001246484.1|DMEL
OG0000871	LOC119551015|XP_037715997.1|DSUP	Smyd4-4|NP_610730.1|DMEL
OG0000872	LOC119556700|XP_037725024.1|DSUP	CG6873|NP_573321.1|DMEL
OG0000872	LOC119549224|XP_037713034.1|DSUP	tsr|NP_477034.1|DMEL
OG0000873	LOC119553214|XP_037719399.1|DSUP	olf413|NP_730711.3|DMEL
OG0000874	LOC119556963|XP_037725398.1|DSUP	CG6978|NP_572188.1|DMEL
OG0000874	LOC119549428|XP_037713439.1|DSUP	Picot|NP_725600.1|DMEL
OG0000875	LOC119553249|XP_037719454.1|DSUP	Tom20|NP_649169.3|DMEL
OG0000877	LOC119553150|XP_037719298.1|DSUP	ms_3_76Cc|NP_649136.1|DMEL
OG0000877	LOC119557005|XP_037725464.1|DSUP	CG12470|NP_569838.1|DMEL
OG0000878	LOC119551820|XP_037717309.1|DSUP	CG9861|NP_611778.1|DMEL
OG0000878	LOC119547136|XP_037709776.1|DSUP	CG13127|NP_609338.1|DMEL
OG0000879	LOC119551910|XP_037717453.1|DSUP	CG10822|NP_611450.1|DMEL
OG0000880	LOC119556878|XP_037725281.1|DSUP	Or92a|NP_524414.2|DMEL
OG0000880	LOC119553971|XP_037720604.1|DSUP	Or67c|NP_524018.2|DMEL
OG0000881	LOC119553841|XP_037720413.1|DSUP	Sems|NP_649270.1|DMEL
OG0000881	LOC119553911|XP_037720515.1|DSUP	CG10587|NP_001137989.2|DMEL
OG0000881	LOC119555104|XP_037722251.1|DSUP	CG11037|NP_649272.1|DMEL
OG0000882	LOC119556981|XP_037725428.1|DSUP	CG34325|NP_001097003.1|DMEL
OG0000882	LOC119547657|XP_037710533.1|DSUP	CG31624|NP_724318.1|DMEL, CG31988|NP_610098.1|DMEL
OG0000883	LOC119556418|XP_037724558.1|DSUP	CG9400|NP_572957.1|DMEL
OG0000884	LOC119547630|XP_037710488.1|DSUP	CG3251|NP_608851.1|DMEL
OG0000884	LOC119558338|XP_037727730.1|DSUP	otu|NP_511089.2|DMEL
OG0000885	LOC119560244|XP_037729534.1|DSUP	euc|NP_001247188.1|DMEL
OG0000886	LOC119563324|XP_037732594.1|DSUP	CG14305|NP_650732.1|DMEL
OG0000887	LOC119556695|XP_037725020.1|DSUP	CG42249|NP_572684.2|DMEL
OG0000888	LOC119553388|XP_037719673.1|DSUP	RhoGEF3|NP_612024.4|DMEL
OG0000889	LOC119554130|XP_037720832.1|DSUP	CG11370|NP_649408.1|DMEL
OG0000890	LOC119562479|XP_037731601.1|DSUP, LOC119551169|XP_037716295.1|DSUP	CycB|NP_726244.1|DMEL
OG0000891	LOC119546926|XP_037709489.1|DSUP	CG9254|NP_609664.1|DMEL
OG0000891	LOC119547849|XP_037710807.1|DSUP	dmGlut|NP_620115.2|DMEL
OG0000892	LOC119555231|XP_037722439.1|DSUP	CG6168|NP_648459.1|DMEL
OG0000892	LOC119555435|XP_037722732.1|DSUP	isoQC|NP_788550.1|DMEL
OG0000893	LOC119560177|XP_037729465.1|DSUP	Ir84a|NP_649720.2|DMEL
OG0000894	LOC119559946|XP_037729100.1|DSUP	Tailor|NP_001262327.1|DMEL
OG0000895	LOC119551844|XP_037717345.1|DSUP	JhI-26|NP_523761.2|DMEL
OG0000896	LOC119549864|XP_037714087.1|DSUP	CG15710|NP_611122.1|DMEL
OG0000896	LOC119556046|XP_037723767.1|DSUP	CG3847|NP_572317.2|DMEL
OG0000897	LOC119562942|XP_037732026.1|DSUP	E_spl_m8-HLH|NP_524513.1|DMEL
OG0000897	LOC119562927|XP_037732006.1|DSUP	E_spl_m5-HLH|NP_524511.1|DMEL
OG0000898	LOC119550049|XP_037714431.1|DSUP	CG4927|NP_001033953.1|DMEL
OG0000898	LOC119549937|XP_037714243.1|DSUP	CG3700|NP_611736.1|DMEL
OG0000899	LOC119560139|XP_037729419.1|DSUP	CG7800|NP_649770.1|DMEL
OG0000899	LOC119560680|XP_037730182.1|DSUP	CG18249|NP_001163549.1|DMEL
OG0000900	LOC119551005|XP_037715987.1|DSUP	Obp58c|NP_611710.1|DMEL
OG0000900	LOC119551871|XP_037717393.1|DSUP	Obp58b|NP_611709.1|DMEL
OG0000901	LOC119551893|XP_037717423.1|DSUP	Gr58b|NP_523808.2|DMEL
OG0000901	LOC119551441|XP_037716712.1|DSUP	Gr58a|NP_726135.2|DMEL
OG0000902	LOC119555822|XP_037723368.1|DSUP	Ir7e|NP_001138176.1|DMEL
OG0000902	LOC119555821|XP_037723367.1|DSUP	Ir7f|NP_001138177.1|DMEL
OG0000903	LOC119554788|XP_037721763.1|DSUP	Acbp3|NP_648083.1|DMEL
OG0000903	LOC119553462|XP_037719793.1|DSUP	Acbp4|NP_648081.1|DMEL
OG0000904	LOC119553061|XP_037719114.1|DSUP	CG42494|NP_001163333.1|DMEL
OG0000904	LOC119552542|XP_037718090.1|DSUP, LOC119552541|XP_037718089.1|DSUP	CG14957|NP_647781.1|DMEL
OG0000906	LOC119550784|XP_037715644.1|DSUP	CG34227|NP_001097269.1|DMEL
OG0000907	LOC119551214|XP_037716378.1|DSUP	CG16787|NP_611857.3|DMEL
OG0000909	LOC119547375|XP_037710127.1|DSUP	TfIIA-S-2|NP_569877.1|DMEL
OG0000909	LOC119563414|XP_037732710.1|DSUP	TfIIA-S|NP_524467.1|DMEL
OG0000910	LOC119555638|XP_037723092.1|DSUP	Rbp1|NP_731510.1|DMEL
OG0000911	LOC119551874|XP_037717396.1|DSUP	sub|NP_611260.1|DMEL
OG0000913	LOC119552939|XP_037718820.1|DSUP	sowah|NP_001137943.2|DMEL
OG0000914	LOC119550754|XP_037715605.1|DSUP	Cpr49Ag|NP_610776.1|DMEL
OG0000915	LOC119551017|XP_037715999.1|DSUP	CG15708|NP_611104.3|DMEL
OG0000915	LOC119557018|XP_037725482.1|DSUP	CG12684|NP_572173.1|DMEL
OG0000916	LOC119546262|XP_037708351.1|DSUP	Pvr|NP_001162911.1|DMEL
OG0000917	LOC119560884|XP_037730489.1|DSUP	Pzl|NP_001303493.1|DMEL
OG0000917	LOC119548724|XP_037712157.1|DSUP	Piezo|NP_001303314.1|DMEL
OG0000918	LOC119562707|XP_037731821.1|DSUP	CG17508|NP_652101.2|DMEL
OG0000918	LOC119548676|XP_037712047.1|DSUP	CG15403|NP_608749.2|DMEL
OG0000920	LOC119558006|XP_037727041.1|DSUP	CG15347|NP_001188562.1|DMEL
OG0000921	LOC119556415|XP_037724538.1|DSUP, LOC119556149|XP_037723974.1|DSUP	ph-p|NP_476871.2|DMEL, ph-d|NP_524794.2|DMEL
OG0000922	LOC119553367|XP_037719640.1|DSUP, LOC119553366|XP_037719639.1|DSUP	CG1299|NP_647862.1|DMEL
OG0000923	LOC119553619|XP_037720012.1|DSUP	CG5103|NP_649036.1|DMEL
OG0000923	LOC119559886|XP_037728951.1|DSUP, LOC119558281|XP_037727587.1|DSUP	CG8036|NP_649812.2|DMEL
OG0000924	LOC119556173|XP_037724021.1|DSUP	Tis11|NP_511141.2|DMEL
OG0000925	LOC119554725|XP_037721672.1|DSUP	Npc2h|NP_651824.1|DMEL
OG0000925	LOC119553857|XP_037720439.1|DSUP	Npc2g|NP_651823.1|DMEL
OG0000926	LOC119560986|XP_037730691.1|DSUP	CG34297|NP_001097696.1|DMEL
OG0000926	LOC119562864|XP_037731906.1|DSUP	CG34274|NP_001097807.1|DMEL
OG0000927	LOC119558541|XP_037727947.1|DSUP	TwdlP|NP_651485.1|DMEL
OG0000927	LOC119556073|XP_037723823.1|DSUP	TwdlO|NP_651487.1|DMEL
OG0000928	LOC119548511|XP_037711726.1|DSUP	CG17906|NP_609266.1|DMEL
OG0000928	LOC119547287|XP_037710000.1|DSUP	CG9555|NP_609265.1|DMEL
OG0000929	LOC119547660|XP_037710537.1|DSUP	Cyp309a2|NP_608689.2|DMEL
OG0000929	LOC119547661|XP_037710539.1|DSUP	Cyp309a1|NP_608688.3|DMEL
OG0000930	LOC119555637|XP_037723087.1|DSUP	CG33258|NP_001034027.2|DMEL
OG0000930	LOC119555633|XP_037723081.1|DSUP	CG13075|NP_648831.1|DMEL
OG0000931	LOC119550696|XP_037715489.1|DSUP	CG13544|NP_611761.1|DMEL
OG0000931	LOC119547303|XP_037710023.1|DSUP	CG31735|NP_723938.1|DMEL
OG0000932	LOC119555507|XP_037722854.1|DSUP	CG7298|NP_649187.3|DMEL
OG0000932	LOC119555508|XP_037722856.1|DSUP	CG7290|NP_649188.1|DMEL
OG0000933	LOC119551148|XP_037716267.1|DSUP	CG17999|NP_611517.1|DMEL
OG0000933	LOC119551149|XP_037716268.1|DSUP	CG9993|NP_611518.1|DMEL
OG0000934	LOC119551378|XP_037716628.1|DSUP, LOC119551334|XP_037716562.1|DSUP	Lcp4|NP_476622.1|DMEL, Lcp3|NP_476621.1|DMEL
OG0000935	LOC119556611|XP_037724919.1|DSUP	Doa|NP_001014681.2|DMEL
OG0000936	LOC119559037|XP_037728092.1|DSUP	CG41128|NP_001015402.3|DMEL
OG0000936	LOC119557557|XP_037726270.1|DSUP	CG12479|NP_652484.1|DMEL
OG0000937	LOC119561248|XP_037730977.1|DSUP	spz|NP_524526.1|DMEL
OG0000938	LOC119550759|XP_037715611.1|DSUP	RpL37b|NP_611757.1|DMEL
OG0000938	LOC119556470|XP_037724646.1|DSUP	RpL37a|NP_573005.1|DMEL
OG0000939	LOC119548744|XP_037712187.1|DSUP	r2d2|NP_609152.1|DMEL
OG0000940	LOC119556967|XP_037725405.1|DSUP	CG15035|NP_572396.1|DMEL
OG0000940	LOC119554614|XP_037721536.1|DSUP	CG12091|NP_647619.1|DMEL
OG0000941	LOC119560101|XP_037729372.1|DSUP	RpS28a|NP_651764.1|DMEL
OG0000941	LOC119557678|XP_037726475.1|DSUP	RpS28b|NP_572568.1|DMEL
OG0000942	LOC119552580|XP_037718139.1|DSUP	CG33054|NP_788553.1|DMEL
OG0000943	LOC119549167|XP_037712888.1|DSUP	Tret1-1|NP_610693.1|DMEL
OG0000944	LOC119557307|XP_037725947.1|DSUP	ben|NP_511150.1|DMEL
OG0000944	LOC119547313|XP_037710038.1|DSUP	CG3473|NP_609715.1|DMEL
OG0000945	LOC119555578|XP_037722977.1|DSUP	CG9119|NP_612081.1|DMEL
OG0000945	LOC119555579|XP_037722979.1|DSUP	CG32335|NP_728575.2|DMEL
OG0000946	LOC119547898|XP_037710862.1|DSUP	Spn28Dc|NP_609172.1|DMEL
OG0000947	LOC119549382|XP_037713350.1|DSUP	EbpIII|NP_524966.1|DMEL
OG0000948	LOC119553954|XP_037720576.1|DSUP	CycJ|NP_523903.1|DMEL
OG0000949	LOC119558032|XP_037727093.1|DSUP	IP3K2|NP_572873.2|DMEL
OG0000950	LOC119560419|XP_037729784.1|DSUP	CG2616|NP_649731.1|DMEL
OG0000951	LOC119560429|XP_037729793.1|DSUP	Prosalpha2|NP_524328.1|DMEL
OG0000952	LOC119546764|XP_037709239.1|DSUP	CG34164|NP_001097152.1|DMEL
OG0000954	LOC119559396|XP_037728385.1|DSUP	CG8343|NP_610207.1|DMEL
OG0000955	LOC119562923|XP_037732001.1|DSUP	Ir94d|NP_001138099.1|DMEL
OG0000955	LOC119545672|XP_037707327.1|DSUP	Ir94e|NP_001097885.2|DMEL
OG0000956	LOC119560908|XP_037730536.1|DSUP	CG16727|NP_650818.1|DMEL
OG0000956	LOC119560361|XP_037729693.1|DSUP	CG7333|NP_650814.2|DMEL
OG0000957	LOC119549860|XP_037714084.1|DSUP	CG14491|NP_611276.1|DMEL
OG0000957	LOC119549859|XP_037714083.1|DSUP	CG14492|NP_611275.2|DMEL
OG0000958	LOC119563534|XP_037732939.1|DSUP	CG14384|NP_650241.1|DMEL
OG0000958	LOC119550645|XP_037715413.1|DSUP	CG43106|NP_001246518.1|DMEL
OG0000959	LOC119553624|XP_037720022.1|DSUP	HipHop|NP_649061.1|DMEL
OG0000959	LOC119560159|XP_037729448.1|DSUP	ms_3_K81|NP_651510.1|DMEL
OG0000960	LOC119556989|XP_037725448.1|DSUP	CG3795|NP_569939.2|DMEL
OG0000961	LOC119555468|XP_037722802.1|DSUP	CG17027|NP_648823.1|DMEL
OG0000961	LOC119555470|XP_037722804.1|DSUP	CG17026|NP_648820.1|DMEL
OG0000962	LOC119553222|XP_037719412.1|DSUP	Ugt303B3|NP_651152.1|DMEL
OG0000962	LOC119553212|XP_037719401.1|DSUP	Ugt303B2|NP_651154.1|DMEL
OG0000963	LOC119556831|XP_037725217.1|DSUP	CG15043|NP_573300.1|DMEL
OG0000964	LOC119557012|XP_037725474.1|DSUP	CG15042|NP_573308.1|DMEL
OG0000964	LOC119551585|XP_037716913.1|DSUP	krimp|NP_611103.2|DMEL
OG0000965	LOC119558131|XP_037727291.1|DSUP	t|NP_572543.1|DMEL
OG0000966	LOC119559404|XP_037728400.1|DSUP	DJ-1alpha|NP_610916.1|DMEL
OG0000966	LOC119548757|XP_037712216.1|DSUP	dj-1beta|NP_651825.4|DMEL
OG0000968	LOC119553492|XP_037719828.1|DSUP	Mipp1|NP_524109.2|DMEL
OG0000969	LOC119549956|XP_037714267.1|DSUP	Prosalpha3|NP_476691.1|DMEL
OG0000969	LOC119557232|XP_037725846.1|DSUP	Prosalpha3T|NP_651843.1|DMEL
OG0000970	LOC119562064|XP_037731321.1|DSUP	mil|NP_651592.2|DMEL
OG0000971	LOC119548340|XP_037711475.1|DSUP	CG31810|NP_724023.1|DMEL, CG31809|NP_001097168.1|DMEL
OG0000971	LOC119548170|XP_037711210.1|DSUP	CG13284|NP_724022.2|DMEL
OG0000972	LOC119555624|XP_037723072.1|DSUP	CG13295|NP_648021.1|DMEL
OG0000972	LOC119557926|XP_037726862.1|DSUP	CG2854|NP_569999.1|DMEL
OG0000973	LOC119557255|XP_037725867.1|DSUP	CG3526|NP_726832.2|DMEL
OG0000974	LOC119553488|XP_037719825.1|DSUP	Gr64b|NP_728921.1|DMEL
OG0000975	LOC119548237|XP_037711307.1|DSUP	sea|NP_001027175.1|DMEL
OG0000977	LOC119562196|XP_037731331.1|DSUP	CG42404|NP_650437.4|DMEL
OG0000978	LOC119549669|XP_037713802.1|DSUP	CG11825|NP_001260865.1|DMEL
OG0000979	LOC119550096|XP_037714504.1|DSUP	qkr58E-3|NP_477306.3|DMEL
OG0000980	LOC119563369|XP_037732647.1|DSUP	Gr97a|NP_001287551.1|DMEL
OG0000980	LOC119551410|XP_037716681.1|DSUP	Gr94a|NP_732816.1|DMEL
OG0000981	LOC119557605|XP_037726336.1|DSUP	CG7423|NP_573347.1|DMEL
OG0000981	LOC119546845|XP_037709367.1|DSUP	CG31715|NP_723568.1|DMEL
OG0000982	LOC119562519|XP_037731644.1|DSUP	I-t|NP_524323.2|DMEL
OG0000982	LOC119560695|XP_037730205.1|DSUP	CG5509|NP_650204.1|DMEL
OG0000984	LOC119550071|XP_037714470.1|DSUP	Muc96D|NP_733106.2|DMEL
OG0000984	LOC119559169|XP_037728159.1|DSUP	Muc26B|NP_652552.1|DMEL
OG0000985	LOC119552201|XP_037717987.1|DSUP	CG42561|NP_001163180.1|DMEL
OG0000985	LOC119552203|XP_037717988.1|DSUP, LOC119549857|XP_037714081.1|DSUP	CG42562|NP_611245.2|DMEL
OG0000986	LOC119546712|XP_037709126.1|DSUP	CG31815|NP_723979.1|DMEL
OG0000986	LOC119547085|XP_037709713.1|DSUP	CG11629|NP_610125.1|DMEL
OG0000987	LOC119548242|XP_037711310.1|DSUP	CG31609|NP_723444.2|DMEL
OG0000987	LOC119563041|XP_037732173.1|DSUP	CG31515|NP_732865.2|DMEL
OG0000988	LOC119547538|XP_037710363.1|DSUP	zuc|NP_609530.1|DMEL
OG0000990	LOC119545778|XP_037707572.1|DSUP	RpS10a|NP_651576.1|DMEL
OG0000990	LOC119556106|XP_037723904.1|DSUP	RpS10b|NP_608324.1|DMEL
OG0000991	LOC119558339|XP_037727736.1|DSUP	CG33181|NP_001096908.1|DMEL
OG0000992	LOC119549663|XP_037713795.1|DSUP	CG33474|NP_995800.1|DMEL
OG0000992	LOC119545774|XP_037707552.1|DSUP	CG13827|NP_001247263.1|DMEL
OG0000993	LOC119554359|XP_037721157.1|DSUP	Rpp14a|NP_001097977.1|DMEL
OG0000993	LOC119554348|XP_037721146.1|DSUP	Rpp14b|NP_651769.1|DMEL
OG0000994	LOC119557994|XP_037727025.1|DSUP	CG4666|NP_572292.1|DMEL
OG0000995	LOC119557430|XP_037726110.1|DSUP	qjt|NP_648987.1|DMEL, CG42300|NP_727865.2|DMEL, CG42299|NP_727866.2|DMEL, cerv|NP_573043.1|DMEL
OG0000996	LOC119549374|XP_037713339.1|DSUP	PI31|NP_610715.1|DMEL
OG0000997	LOC119551566|XP_037716892.1|DSUP	Drl-2|NP_610835.2|DMEL
OG0000998	LOC119552704|XP_037718373.1|DSUP	mthl10|NP_788446.2|DMEL
OG0000999	LOC119550660|XP_037715434.1|DSUP	RpL22-like|NP_611771.1|DMEL
OG0000999	LOC119556084|XP_037723863.1|DSUP	RpL22|NP_477134.1|DMEL
OG0001000	LOC119559635|XP_037728606.1|DSUP	conu|NP_001036454.1|DMEL
OG0001001	LOC119549775|XP_037713962.1|DSUP	unc-5|NP_611033.2|DMEL
OG0001002	LOC119548230|XP_037711297.1|DSUP	Ugt301D1|NP_609882.1|DMEL
OG0001003	LOC119559049|XP_037728103.1|DSUP	UQCR-11|NP_001163852.1|DMEL
OG0001003	LOC119552167|XP_037717918.1|DSUP	UQCR-11L|NP_724697.1|DMEL
OG0001004	LOC119560570|XP_037730017.1|DSUP	p24-2|NP_788617.1|DMEL, eca|NP_788616.1|DMEL
OG0001005	LOC119546353|XP_037708509.1|DSUP	CG10700|NP_609942.1|DMEL
OG0001005	LOC119555975|XP_037723630.1|DSUP	CG4199|NP_569976.1|DMEL
OG0001006	LOC119556886|XP_037725296.1|DSUP	RpL10Aa|NP_650410.1|DMEL
OG0001006	LOC119554336|XP_037721129.1|DSUP	RpL10Ab|NP_648514.1|DMEL
OG0001007	LOC119550014|XP_037714365.1|DSUP	eEF5|NP_611878.1|DMEL
OG0001008	LOC119561990|XP_037731310.1|DSUP	UQCR-14L|NP_651614.1|DMEL
OG0001008	LOC119556484|XP_037724667.1|DSUP	UQCR-14|NP_573110.1|DMEL
OG0001009	LOC119562921|XP_037731998.1|DSUP	RpL34b|NP_649887.1|DMEL
OG0001009	LOC119562911|XP_037731982.1|DSUP	RpL34a|NP_651460.2|DMEL
OG0001010	LOC119557808|XP_037726666.1|DSUP	CG12662|NP_001356935.1|DMEL
OG0001010	LOC119548577|XP_037711823.1|DSUP	ovm|NP_722607.1|DMEL
OG0001011	LOC119556839|XP_037725236.1|DSUP	BthD|NP_572903.3|DMEL
OG0001011	LOC119547965|XP_037710943.1|DSUP	CG15147|NP_609854.1|DMEL
OG0001012	LOC119557789|XP_037726617.1|DSUP	CG15646|NP_573051.1|DMEL
OG0001012	LOC119557739|XP_037726552.1|DSUP	CG12708|NP_001138199.1|DMEL
OG0001013	LOC119552797|XP_037718557.1|DSUP	CG5897|NP_001356901.1|DMEL
OG0001013	LOC119554379|XP_037721188.1|DSUP	CG6933|NP_730495.1|DMEL
OG0001014	LOC119553332|XP_037719591.1|DSUP	CG34116|NP_001036616.1|DMEL
OG0001014	LOC119554682|XP_037721612.1|DSUP	CG11560|NP_001303392.1|DMEL
OG0001015	LOC119557704|XP_037726506.1|DSUP	CG1889|NP_727376.2|DMEL
OG0001015	LOC119557501|XP_037726201.1|DSUP	CG1791|NP_572591.1|DMEL
