Orthogroup	DSUP.longest_only	DSEC.longest_only
OG0000355	LOC119550656|XP_037715428.1|DSUP	LOC6608108|XP_002032856.1|DSEC
OG0000355	LOC119550325|XP_037714859.1|DSUP	LOC6619139|XP_002043379.1|DSEC
OG0000358	LOC119560224|XP_037729513.1|DSUP	LOC6619276|XP_002043493.1|DSEC, LOC116802592|XP_032582912.1|DSEC
OG0000358	LOC119561002|XP_037730750.1|DSUP	LOC6619265|XP_002043482.1|DSEC
OG0000358	LOC119563475|XP_037732827.1|DSUP	LOC6619261|XP_002043478.1|DSEC
OG0000359	LOC119554785|XP_037721759.1|DSUP	LOC6605808|XP_002030623.1|DSEC
OG0000359	LOC119554558|XP_037721457.1|DSUP	LOC6605809|XP_002030624.1|DSEC
OG0000359	LOC119554901|XP_037721931.1|DSUP	LOC6605815|XP_002030630.1|DSEC
OG0000360	LOC119555993|XP_037723655.1|DSUP	LOC6619697|XP_002043912.1|DSEC
OG0000360	LOC119563409|XP_037732704.1|DSUP	LOC6619695|XP_032579431.1|DSEC
OG0000360	LOC119553546|XP_037719916.1|DSUP	LOC6619694|XP_032579434.1|DSEC
OG0000361	LOC119555916|XP_037723545.1|DSUP	LOC6616782|XP_002041119.1|DSEC
OG0000361	LOC119560168|XP_037729455.1|DSUP	LOC116801515|XP_032577605.1|DSEC
OG0000361	LOC119559346|XP_037728322.1|DSUP, LOC119548445|XP_037711635.1|DSUP	LOC6617797|XP_002042109.1|DSEC
OG0000362	LOC119552668|XP_037718347.1|DSUP	LOC6620114|XP_002044326.1|DSEC
OG0000362	LOC119552847|XP_037718643.1|DSUP	LOC6616605|XP_032575440.1|DSEC
OG0000363	LOC119547186|XP_037709852.1|DSUP	LOC6616936|XP_032577303.1|DSEC
OG0000363	LOC119553817|XP_037720366.1|DSUP	LOC6606055|XP_032573403.1|DSEC
OG0000364	LOC119554814|XP_037721794.1|DSUP	LOC6610444|XP_032575195.1|DSEC
OG0000365	LOC119550914|XP_037715834.1|DSUP	LOC6610120|XP_002034729.1|DSEC
OG0000365	LOC119548405|XP_037711569.1|DSUP	LOC6612085|XP_032581946.1|DSEC
OG0000366	LOC119556170|XP_037724017.1|DSUP	LOC6617644|XP_032580993.1|DSEC
OG0000366	LOC119548850|XP_037712403.1|DSUP	LOC6616979|XP_032579362.1|DSEC
OG0000367	LOC119555393|XP_037722668.1|DSUP	LOC6605117|XP_002029958.1|DSEC
OG0000367	LOC119549132|XP_037712829.1|DSUP	LOC6609939|XP_032572386.1|DSEC
OG0000368	LOC119553184|XP_037719355.1|DSUP	LOC6605304|XP_032574141.1|DSEC
OG0000368	LOC119553186|XP_037719361.1|DSUP	LOC6605305|XP_002030143.1|DSEC
OG0000370	LOC119554272|XP_037721051.1|DSUP	LOC6604994|XP_002029837.1|DSEC
OG0000370	LOC119553257|XP_037719471.1|DSUP	LOC6618369|XP_002042639.1|DSEC
OG0000370	LOC119549387|XP_037713362.1|DSUP	LOC6615593|XP_002039967.2|DSEC
OG0000371	LOC119557078|XP_037725559.1|DSUP	LOC6617553|XP_002041866.2|DSEC
OG0000371	LOC119551281|XP_037716475.1|DSUP	LOC6608615|XP_002033349.1|DSEC
OG0000371	LOC119546562|XP_037708865.1|DSUP	LOC6618758|XP_002043016.2|DSEC
OG0000372	LOC119557698|XP_037726500.1|DSUP	LOC116802209|XP_032581813.1|DSEC
OG0000372	LOC119552814|XP_037718586.1|DSUP	LOC116800943|XP_032573615.1|DSEC
OG0000372	LOC119547224|XP_037709913.1|DSUP	LOC6618167|XP_002042445.2|DSEC, LOC6618165|XP_002042443.1|DSEC, LOC6618166|XP_002042444.1|DSEC
OG0000372	LOC119547223|XP_037709911.1|DSUP	LOC116803530|XP_032583113.1|DSEC
OG0000373	LOC119550744|XP_037715592.1|DSUP	LOC6609981|XP_002034617.1|DSEC
OG0000374	LOC119549660|XP_037713792.1|DSUP, LOC119555091|XP_037722237.1|DSUP	LOC6619347|XP_032574542.1|DSEC
OG0000375	LOC119553106|XP_037719204.1|DSUP	LOC6605077|XP_002029918.2|DSEC
OG0000375	LOC119553108|XP_037719207.1|DSUP, LOC119553107|XP_037719205.1|DSUP	LOC6605075|XP_002029916.1|DSEC
OG0000376	LOC119556388|XP_037724491.1|DSUP	LOC6620259|XP_002044467.1|DSEC
OG0000377	LOC119557124|XP_037725636.1|DSUP	LOC6620309|XP_032580791.1|DSEC
OG0000377	LOC119560957|XP_037730633.1|DSUP	LOC6606358|XP_002031163.1|DSEC
OG0000378	LOC119550111|XP_037714520.1|DSUP	LOC6609687|XP_002034345.1|DSEC
OG0000378	LOC119557385|XP_037726058.1|DSUP	LOC6618942|XP_002043191.2|DSEC
OG0000379	LOC119549991|XP_037714328.1|DSUP	LOC6608048|XP_002032796.1|DSEC
OG0000379	LOC119549908|XP_037714156.1|DSUP	LOC6608047|XP_032572007.1|DSEC
OG0000379	LOC119549184|XP_037712931.1|DSUP	LOC6608049|XP_002032797.1|DSEC
OG0000380	LOC119559414|XP_037728436.1|DSUP	LOC6609029|XP_002033732.2|DSEC
OG0000380	LOC119554199|XP_037720927.1|DSUP	LOC6611012|XP_002035569.2|DSEC
OG0000381	LOC119547683|XP_037710570.1|DSUP	LOC6608130|XP_002032877.1|DSEC
OG0000381	LOC119546749|XP_037709177.1|DSUP	LOC6611762|XP_032569870.1|DSEC
OG0000382	LOC119555075|XP_037722213.1|DSUP	LOC6616587|XP_032574705.1|DSEC
OG0000383	LOC119548376|XP_037711522.1|DSUP	LOC6613088|XP_032573000.1|DSEC
OG0000383	LOC119546383|XP_037708547.1|DSUP	LOC6614431|XP_002038864.1|DSEC
OG0000384	LOC119549845|XP_037714065.1|DSUP	LOC6608682|XP_002033411.1|DSEC
OG0000384	LOC119551674|XP_037717056.1|DSUP	LOC6608680|XP_032571613.1|DSEC
OG0000385	LOC119557725|XP_037726535.1|DSUP	LOC6612560|XP_032581866.1|DSEC
OG0000385	LOC119557035|XP_037725509.1|DSUP	LOC6612558|XP_032581865.1|DSEC
OG0000386	LOC119553894|XP_037720489.1|DSUP	LOC6610816|XP_002035382.1|DSEC
OG0000386	LOC119553842|XP_037720414.1|DSUP	LOC6610817|XP_002035383.2|DSEC
OG0000386	LOC119563059|XP_037732202.1|DSUP	LOC6612709|XP_002037212.1|DSEC
OG0000387	LOC119547345|XP_037710085.1|DSUP, LOC119546390|XP_037708558.1|DSUP, LOC119556840|XP_037725238.1|DSUP, LOC119547407|XP_037710184.1|DSUP	LOC6613069|XP_002037552.1|DSEC, LOC6613070|XP_002037553.2|DSEC, LOC6611262|XP_002035817.1|DSEC
OG0000388	LOC119553474|XP_037719811.1|DSUP	LOC6610448|XP_002035029.2|DSEC
OG0000388	LOC119553475|XP_037719812.1|DSUP, LOC119553476|XP_037719814.1|DSUP	LOC6610447|XP_002035028.1|DSEC
OG0000388	LOC119553664|XP_037720103.1|DSUP	LOC6610450|XP_002035031.1|DSEC
OG0000389	LOC119560017|XP_037729231.1|DSUP	LOC6620438|XP_032573842.1|DSEC
OG0000389	LOC119554027|XP_037720671.1|DSUP	LOC6604991|XP_032574351.1|DSEC
OG0000390	LOC119546509|XP_037708759.1|DSUP, LOC119547695|XP_037710595.1|DSUP	LOC6612098|XP_002036615.1|DSEC
OG0000391	LOC119551111|XP_037716219.1|DSUP	LOC116800611|XP_032572391.1|DSEC
OG0000391	LOC119550814|XP_037715683.1|DSUP	LOC6609885|XP_032571871.1|DSEC
OG0000392	LOC119548478|XP_037711677.1|DSUP	LOC6613482|XP_002037951.1|DSEC
OG0000392	LOC119546875|XP_037709410.1|DSUP	LOC6613478|XP_002037948.1|DSEC
OG0000393	LOC119547457|XP_037710248.1|DSUP	LOC6614508|XP_032583503.1|DSEC
OG0000393	LOC119547459|XP_037710263.1|DSUP	LOC6614509|XP_032583511.1|DSEC
OG0000394	LOC119556496|XP_037724684.1|DSUP	LOC6617633|XP_002041946.1|DSEC
OG0000394	LOC119556495|XP_037724682.1|DSUP	LOC6617632|XP_002041945.2|DSEC
OG0000395	LOC119555542|XP_037722903.1|DSUP	LOC6605380|XP_002030213.1|DSEC
OG0000395	LOC119555384|XP_037722656.1|DSUP	LOC6605376|XP_002030209.2|DSEC
OG0000395	LOC119555385|XP_037722657.1|DSUP	LOC6605377|XP_002030210.1|DSEC
OG0000396	LOC119548566|XP_037711810.1|DSUP	LOC6611558|XP_032569759.1|DSEC, LOC6611557|XP_032569766.1|DSEC
OG0000398	LOC119549391|XP_037713369.1|DSUP	LOC6615595|XP_002039969.1|DSEC
OG0000399	LOC119563056|XP_037732197.1|DSUP	LOC6617103|XP_032577470.1|DSEC
OG0000399	LOC119551789|XP_037717263.1|DSUP	LOC6615627|XP_002040001.1|DSEC
OG0000400	LOC119556453|XP_037724621.1|DSUP	LOC6618441|XP_002042711.1|DSEC
OG0000400	LOC119557100|XP_037725605.1|DSUP	LOC6618442|XP_002042712.1|DSEC
OG0000401	LOC119553683|XP_037720161.1|DSUP	LOC116800984|XP_032573885.1|DSEC
OG0000401	LOC119556330|XP_037724347.1|DSUP	LOC6614964|XP_032582524.1|DSEC
OG0000402	LOC119557469|XP_037726163.1|DSUP	LOC6619884|XP_002044096.1|DSEC
OG0000403	LOC119545637|XP_037707276.1|DSUP	LOC6612746|XP_002037249.1|DSEC
OG0000403	LOC119549817|XP_037714023.1|DSUP	LOC6615736|XP_002040107.1|DSEC
OG0000404	LOC119545650|XP_037707303.1|DSUP	LOC6612848|XP_002037342.1|DSEC
OG0000404	LOC119545651|XP_037707304.1|DSUP	LOC6612849|XP_032577617.1|DSEC
OG0000405	LOC119557502|XP_037726203.1|DSUP	LOC6612548|XP_002037056.1|DSEC
OG0000405	LOC119559889|XP_037728955.1|DSUP	LOC6607028|XP_002031817.1|DSEC
OG0000406	LOC119554505|XP_037721370.1|DSUP	LOC6606052|XP_002030863.1|DSEC
OG0000406	LOC119549895|XP_037714132.1|DSUP	LOC6608624|XP_032571764.1|DSEC
OG0000407	LOC119555101|XP_037722247.1|DSUP	LOC6604978|XP_002029821.1|DSEC
OG0000407	LOC119555099|XP_037722244.1|DSUP	LOC6604979|XP_002029822.1|DSEC
OG0000408	LOC119562080|XP_037731322.1|DSUP	LOC6606568|XP_002031369.1|DSEC
OG0000408	LOC119548120|XP_037711144.1|DSUP	LOC6613497|XP_002037966.1|DSEC
OG0000409	LOC119550517|XP_037715154.1|DSUP	LOC6609210|XP_002033901.1|DSEC
OG0000409	LOC119551014|XP_037715996.1|DSUP	LOC6608297|XP_032572942.1|DSEC
OG0000410	LOC119548863|XP_037712418.1|DSUP	LOC6614497|XP_002038930.2|DSEC
OG0000410	LOC119546841|XP_037709363.1|DSUP	LOC6614498|XP_032583307.1|DSEC
OG0000410	LOC119547080|XP_037709701.1|DSUP	LOC6614499|XP_002038932.1|DSEC
OG0000411	LOC119545800|XP_037707611.1|DSUP	LOC6607222|XP_002032006.2|DSEC
OG0000411	LOC119546640|XP_037709012.1|DSUP	LOC6611798|XP_002036320.1|DSEC
OG0000412	LOC119549146|XP_037712853.1|DSUP	LOC6621089|XP_032570877.1|DSEC
OG0000412	LOC119554858|XP_037721865.1|DSUP	LOC6605668|XP_032573504.1|DSEC
OG0000413	LOC119560345|XP_037729669.1|DSUP	LOC6607245|XP_002032024.1|DSEC
OG0000413	LOC119560335|XP_037729655.1|DSUP	LOC6613940|XP_032576210.1|DSEC
OG0000414	LOC119556951|XP_037725378.1|DSUP	LOC6608721|XP_002033445.2|DSEC
OG0000414	LOC119559427|XP_037728451.1|DSUP	LOC6619146|XP_002043386.1|DSEC
OG0000415	LOC119549103|XP_037712766.1|DSUP	LOC6621023|XP_002045217.1|DSEC, LOC6621331|XP_002045502.2|DSEC, LOC6615431|XP_032572433.1|DSEC
OG0000415	LOC119549104|XP_037712769.1|DSUP	LOC6615429|XP_032572435.1|DSEC
OG0000416	LOC119556380|XP_037724480.1|DSUP	LOC6615858|XP_032581293.1|DSEC
OG0000416	LOC119556401|XP_037724505.1|DSUP	LOC6619867|XP_002044080.1|DSEC
OG0000417	LOC119563234|XP_037732467.1|DSUP	LOC6607814|XP_032577581.1|DSEC
OG0000417	LOC119557738|XP_037726555.1|DSUP	LOC6612889|XP_002037381.1|DSEC
OG0000418	LOC119556822|XP_037725201.1|DSUP	LOC6620588|XP_032582238.1|DSEC
OG0000418	LOC119557471|XP_037726167.1|DSUP	LOC6614876|XP_002039294.1|DSEC
OG0000419	LOC119552103|XP_037717816.1|DSUP	LOC6609279|XP_002033969.1|DSEC
OG0000419	LOC119556660|XP_037724931.1|DSUP	LOC6619951|XP_032582416.1|DSEC
OG0000421	LOC119546111|XP_037708126.1|DSUP	LOC6611329|XP_032572238.1|DSEC
OG0000421	LOC119548325|XP_037711434.1|DSUP	LOC6611550|XP_032574832.1|DSEC
OG0000422	LOC119562340|XP_037731434.1|DSUP, LOC119562330|XP_037731416.1|DSUP	LOC6620584|XP_032576054.1|DSEC
OG0000423	LOC119549820|XP_037714026.1|DSUP	LOC6609809|XP_002034463.1|DSEC
OG0000423	LOC119550725|XP_037715551.1|DSUP	LOC6609808|XP_002034462.1|DSEC
OG0000424	LOC119547017|XP_037709618.1|DSUP	LOC6619528|XP_002043743.1|DSEC
OG0000424	LOC119551327|XP_037716549.1|DSUP	LOC6609892|XP_032572392.1|DSEC
OG0000425	LOC119550190|XP_037714659.1|DSUP	LOC6610054|XP_032572020.1|DSEC
OG0000426	LOC119549662|XP_037713794.1|DSUP, LOC119549661|XP_037713793.1|DSUP	LOC6608513|XP_002033247.2|DSEC, LOC6608512|XP_002033246.1|DSEC, LOC6608509|XP_002033243.1|DSEC
OG0000428	LOC119554368|XP_037721174.1|DSUP	LOC6616384|XP_032575299.1|DSEC
OG0000428	LOC119554367|XP_037721171.1|DSUP	LOC6616383|XP_032575101.1|DSEC
OG0000428	LOC119554366|XP_037721168.1|DSUP	LOC6616382|XP_002040742.1|DSEC
OG0000429	LOC119549733|XP_037713903.1|DSUP	LOC6608646|XP_002033380.2|DSEC
OG0000430	LOC119560996|XP_037730721.1|DSUP	LOC6612898|XP_032577120.1|DSEC
OG0000430	LOC119561094|XP_037730919.1|DSUP	LOC116801464|XP_032577121.1|DSEC
OG0000430	LOC119563315|XP_037732578.1|DSUP	LOC6616658|XP_002041015.1|DSEC
OG0000431	LOC119547593|XP_037710441.1|DSUP	LOC6614749|XP_032569909.1|DSEC
OG0000431	LOC119547592|XP_037710440.1|DSUP	LOC6614750|XP_002039169.2|DSEC
OG0000431	LOC119546718|XP_037709133.1|DSUP, LOC119547112|XP_037709750.1|DSUP, LOC119546717|XP_037709132.1|DSUP	LOC116800334|XP_032570331.1|DSEC
OG0000433	LOC119558311|XP_037727641.1|DSUP	LOC6614817|XP_032581823.1|DSEC
OG0000433	LOC119555375|XP_037722646.1|DSUP	LOC6610940|XP_002035497.1|DSEC
OG0000434	LOC119563256|XP_037732498.1|DSUP	LOC6618699|XP_002042958.1|DSEC
OG0000435	LOC119557652|XP_037726434.1|DSUP	LOC6617501|XP_032582116.1|DSEC
OG0000437	LOC119547341|XP_037710081.1|DSUP	LOC6612001|XP_002036518.1|DSEC
OG0000437	LOC119547982|XP_037710966.1|DSUP	LOC6612051|XP_002036568.1|DSEC
OG0000438	LOC119555094|XP_037722239.1|DSUP, LOC119555085|XP_037722229.1|DSUP	LOC6619356|XP_002043573.1|DSEC
OG0000438	LOC119554319|XP_037721112.1|DSUP	LOC6612811|XP_002037312.1|DSEC
OG0000439	LOC119547797|XP_037710741.1|DSUP	LOC6611747|XP_002036270.2|DSEC
OG0000439	LOC119553151|XP_037719299.1|DSUP	LOC6605646|XP_002030464.1|DSEC
OG0000440	LOC119550131|XP_037714555.1|DSUP	LOC6615529|XP_032572211.1|DSEC
OG0000440	LOC119549331|XP_037713239.1|DSUP	LOC6608970|XP_002033684.1|DSEC
OG0000441	LOC119551999|XP_037717651.1|DSUP	LOC6615373|XP_002039755.1|DSEC
OG0000441	LOC119550691|XP_037715484.1|DSUP	LOC6615374|XP_002039756.1|DSEC
OG0000442	LOC119555154|XP_037722307.1|DSUP	LOC6610676|XP_002035242.2|DSEC
OG0000443	LOC119553469|XP_037719800.1|DSUP	LOC6610209|XP_032574636.1|DSEC
OG0000443	LOC119553297|XP_037719542.1|DSUP	LOC6610208|XP_002034815.1|DSEC
OG0000444	LOC119546225|XP_037708292.1|DSUP	LOC6611727|XP_002036256.2|DSEC
OG0000444	LOC119548125|XP_037711150.1|DSUP	LOC6611729|XP_032583399.1|DSEC
OG0000446	LOC119557516|XP_037726217.1|DSUP	LOC116802007|XP_032580731.1|DSEC
OG0000446	LOC119556216|XP_037724128.1|DSUP	LOC6621156|XP_032581236.1|DSEC
OG0000446	LOC119550543|XP_037715201.1|DSUP	LOC116800494|XP_032571722.1|DSEC
OG0000447	LOC119555487|XP_037722825.1|DSUP	LOC6610388|XP_002034970.1|DSEC
OG0000448	LOC119556193|XP_037724070.1|DSUP	LOC6612945|XP_002037437.1|DSEC
OG0000448	LOC119563196|XP_037732411.1|DSUP	LOC6612948|XP_002037440.2|DSEC
OG0000449	LOC119554650|XP_037721579.1|DSUP	LOC6606113|XP_002030921.1|DSEC
OG0000449	LOC119546864|XP_037709396.1|DSUP	LOC6614716|XP_032575759.1|DSEC
OG0000450	LOC119558415|XP_037727876.1|DSUP	LOC6617578|XP_032580056.1|DSEC
OG0000450	LOC119556428|XP_037724576.1|DSUP	LOC6618095|XP_032580913.1|DSEC
OG0000451	LOC119557243|XP_037725855.1|DSUP	LOC6615992|XP_002040359.2|DSEC
OG0000451	LOC119557245|XP_037725859.1|DSUP	LOC6615990|XP_032582121.1|DSEC
OG0000453	LOC119560069|XP_037729304.1|DSUP	LOC6606463|XP_002031266.2|DSEC
OG0000453	LOC119560958|XP_037730634.1|DSUP	LOC6606466|XP_002031269.1|DSEC
OG0000454	LOC119560282|XP_037729581.1|DSUP	LOC6614057|XP_002038511.1|DSEC
OG0000454	LOC119555486|XP_037722824.1|DSUP	LOC6610386|XP_002034968.1|DSEC
OG0000455	LOC119551915|XP_037717464.1|DSUP	LOC6608873|XP_032571362.1|DSEC
OG0000455	LOC119551914|XP_037717463.1|DSUP	LOC6608872|XP_032570664.1|DSEC
OG0000456	LOC119549981|XP_037714352.1|DSUP	LOC6620122|XP_032579973.1|DSEC
OG0000456	LOC119546515|XP_037708769.1|DSUP	LOC6611257|XP_032571490.1|DSEC
OG0000457	LOC119546756|XP_037709215.1|DSUP	LOC6611780|XP_032583320.1|DSEC
OG0000457	LOC119559010|XP_037728078.1|DSUP	LOC6613620|XP_032574431.1|DSEC
OG0000458	LOC119546566|XP_037708867.1|DSUP	LOC6617773|XP_032583419.1|DSEC
OG0000460	LOC119546740|XP_037709167.1|DSUP	LOC6617384|XP_002041709.2|DSEC
OG0000462	LOC119559835|XP_037728858.1|DSUP	LOC6619083|XP_002043323.1|DSEC
OG0000462	LOC119559834|XP_037728857.1|DSUP	LOC6619082|XP_002043322.2|DSEC
OG0000462	LOC119560153|XP_037729435.1|DSUP	LOC6619081|XP_002043321.1|DSEC
OG0000463	LOC119545731|XP_037707479.1|DSUP	LOC6607579|XP_002032348.2|DSEC
OG0000463	LOC119558194|XP_037727408.1|DSUP	LOC6615246|XP_032580020.1|DSEC
OG0000463	LOC119545729|XP_037707477.1|DSUP	LOC6607580|XP_032579337.1|DSEC
OG0000464	LOC119546568|XP_037708886.1|DSUP	LOC6617772|XP_032583432.1|DSEC
OG0000464	LOC119547646|XP_037710515.1|DSUP	LOC6617771|XP_032571069.1|DSEC
OG0000464	LOC119548375|XP_037711521.1|DSUP	LOC6613080|XP_002037563.2|DSEC
OG0000465	LOC119553937|XP_037720558.1|DSUP	LOC116801643|XP_032578373.1|DSEC
OG0000465	LOC119551019|XP_037716006.1|DSUP	LOC6607792|XP_032576372.1|DSEC
OG0000466	LOC119556223|XP_037724135.1|DSUP	LOC6619860|XP_032581501.1|DSEC
OG0000466	LOC119547429|XP_037710216.1|DSUP	LOC6617203|XP_002041530.1|DSEC
OG0000467	LOC119549785|XP_037713975.1|DSUP	LOC6607968|XP_032570033.1|DSEC
OG0000467	LOC119551145|XP_037716264.1|DSUP	LOC6607951|XP_002032699.2|DSEC
OG0000468	LOC119546514|XP_037708773.1|DSUP	LOC6619517|XP_032578733.1|DSEC
OG0000468	LOC119549197|XP_037712954.1|DSUP	LOC6608727|XP_002033450.2|DSEC
OG0000469	LOC119548647|XP_037711978.1|DSUP	LOC6617731|XP_032569998.1|DSEC
OG0000469	LOC119548833|XP_037712378.1|DSUP	LOC6617729|XP_032569951.1|DSEC
OG0000470	LOC119553299|XP_037719544.1|DSUP	LOC116801223|XP_032575317.1|DSEC
OG0000470	LOC119554542|XP_037721428.1|DSUP	LOC6616337|XP_002040697.1|DSEC
OG0000471	LOC119553517|XP_037719868.1|DSUP, LOC119547807|XP_037710752.1|DSUP	LOC6610390|XP_032575814.1|DSEC
OG0000471	LOC119547024|XP_037709623.1|DSUP	LOC6613093|XP_002037576.1|DSEC
OG0000473	LOC119558127|XP_037727287.1|DSUP	LOC6621160|XP_002045335.2|DSEC
OG0000473	LOC119556920|XP_037725334.1|DSUP	LOC6616114|XP_032580380.1|DSEC
OG0000474	LOC119556157|XP_037723986.1|DSUP	LOC6618009|XP_002042317.1|DSEC
OG0000474	LOC119553891|XP_037720485.1|DSUP	LOC6605267|XP_032574250.1|DSEC
OG0000475	LOC119559750|XP_037728746.1|DSUP	LOC6607407|XP_002032180.1|DSEC
OG0000475	LOC119560370|XP_037729704.1|DSUP	LOC6607408|XP_002032181.2|DSEC
OG0000476	LOC119562906|XP_037731975.1|DSUP, LOC119562907|XP_037731976.1|DSUP	LOC6607110|XP_002031898.1|DSEC
OG0000476	LOC119562908|XP_037731977.1|DSUP	LOC6607109|XP_032576894.1|DSEC
OG0000477	LOC119560825|XP_037730399.1|DSUP	LOC6607320|XP_002032094.1|DSEC
OG0000477	LOC119560902|XP_037730528.1|DSUP	LOC6607319|XP_002032093.1|DSEC
OG0000478	LOC119558374|XP_037727818.1|DSUP	LOC6618425|XP_002042695.2|DSEC
OG0000478	LOC119548777|XP_037712256.1|DSUP	LOC6617033|XP_002041361.2|DSEC
OG0000479	LOC119563043|XP_037732176.1|DSUP	LOC6607134|XP_002031920.1|DSEC
OG0000479	LOC119551584|XP_037716916.1|DSUP	LOC6607135|XP_032577633.1|DSEC
OG0000480	LOC119547784|XP_037710722.1|DSUP	LOC6613139|XP_002037620.1|DSEC
OG0000480	LOC119547155|XP_037709804.1|DSUP	LOC6613137|XP_002037618.1|DSEC
OG0000481	LOC119562485|XP_037731614.1|DSUP, LOC119550080|XP_037714482.1|DSUP, LOC119562492|XP_037731624.1|DSUP	LOC116800294|XP_032570089.1|DSEC, LOC116800605|XP_032572363.1|DSEC, LOC116801124|XP_032574756.1|DSEC
OG0000482	LOC119563408|XP_037732703.1|DSUP	LOC6606716|XP_002031515.1|DSEC
OG0000482	LOC119560879|XP_037730484.1|DSUP	LOC6621004|XP_032577425.1|DSEC, LOC6619028|XP_002043273.1|DSEC, LOC116801500|XP_032577424.1|DSEC
OG0000483	LOC119563480|XP_037732832.1|DSUP	LOC6607741|XP_002032504.1|DSEC
OG0000483	LOC119563478|XP_037732830.1|DSUP	LOC6607742|XP_032578824.1|DSEC
OG0000484	LOC119559833|XP_037728856.1|DSUP	LOC6619078|XP_032576478.1|DSEC
OG0000484	LOC119559831|XP_037728852.1|DSUP	LOC6619079|XP_002043319.1|DSEC
OG0000485	LOC119555018|XP_037722089.1|DSUP	LOC6618306|XP_002042579.2|DSEC
OG0000485	LOC119555017|XP_037722088.1|DSUP	LOC6618307|XP_032575115.1|DSEC
OG0000486	LOC119550087|XP_037714492.1|DSUP, LOC119558810|XP_037728003.1|DSUP	LOC6615747|XP_032571061.1|DSEC
OG0000486	LOC119558807|XP_037728000.1|DSUP, LOC119550085|XP_037714488.1|DSUP	LOC6615745|XP_032571066.1|DSEC
OG0000487	LOC119550372|XP_037714946.1|DSUP	LOC116800579|XP_032572221.1|DSEC
OG0000487	LOC119550950|XP_037715904.1|DSUP	LOC116800310|XP_032570260.1|DSEC
OG0000488	LOC119547188|XP_037709850.1|DSUP	LOC6614664|XP_032583600.1|DSEC
OG0000489	LOC119551509|XP_037716821.1|DSUP	LOC6619535|XP_002043750.1|DSEC
OG0000489	LOC119555836|XP_037723392.1|DSUP	LOC6617649|XP_002041962.2|DSEC
OG0000490	LOC119557601|XP_037726331.1|DSUP	LOC6612581|XP_002037086.1|DSEC
OG0000490	LOC119557466|XP_037726156.1|DSUP	LOC6615244|XP_032581623.1|DSEC
OG0000491	LOC119549546|XP_037713623.1|DSUP	LOC6608737|XP_002033460.1|DSEC
OG0000491	LOC119549758|XP_037713930.1|DSUP	LOC6608736|XP_032571015.1|DSEC
OG0000491	LOC119549545|XP_037713622.1|DSUP	LOC6608738|XP_002033461.1|DSEC
OG0000492	LOC119550103|XP_037714511.1|DSUP	LOC6608344|XP_002033081.1|DSEC
OG0000492	LOC119547796|XP_037710740.1|DSUP	LOC6613658|XP_002038128.1|DSEC
OG0000493	LOC119557094|XP_037725588.1|DSUP	LOC6618751|XP_002043009.1|DSEC
OG0000494	LOC119556132|XP_037723953.1|DSUP	LOC6619660|XP_002043875.2|DSEC
OG0000494	LOC119546064|XP_037708061.1|DSUP	LOC6611332|XP_002035879.1|DSEC
OG0000495	LOC119556486|XP_037724669.1|DSUP	LOC6618960|XP_002043205.2|DSEC
OG0000495	LOC119551816|XP_037717304.1|DSUP	LOC6609332|XP_032572100.1|DSEC
OG0000496	LOC119546888|XP_037709433.1|DSUP	LOC6613525|XP_032583242.1|DSEC
OG0000496	LOC119547342|XP_037710082.1|DSUP	LOC6617774|XP_002042086.1|DSEC
OG0000497	LOC119548544|XP_037711767.1|DSUP	LOC6611499|XP_032583126.1|DSEC
OG0000497	LOC119547261|XP_037709967.1|DSUP	LOC6611500|XP_032580667.1|DSEC
OG0000498	LOC119562975|XP_037732079.1|DSUP	LOC6607747|XP_032577724.1|DSEC
OG0000498	LOC119563177|XP_037732377.1|DSUP	LOC6607749|XP_002032512.1|DSEC
OG0000499	LOC119550018|XP_037714370.1|DSUP	LOC6609298|XP_032570449.1|DSEC
OG0000499	LOC119555971|XP_037723626.1|DSUP	LOC6616159|XP_032581091.1|DSEC
OG0000500	LOC119553258|XP_037719474.1|DSUP	LOC6618311|XP_002042584.1|DSEC
OG0000500	LOC119554832|XP_037721834.1|DSUP	LOC6618309|XP_002042582.1|DSEC
OG0000501	LOC119546206|XP_037708270.1|DSUP	LOC6611847|XP_002036369.2|DSEC
OG0000502	LOC119549426|XP_037713436.1|DSUP	LOC6615313|XP_002039717.1|DSEC
OG0000503	LOC119549899|XP_037714136.1|DSUP	LOC6615653|XP_002040024.1|DSEC
OG0000504	LOC119552586|XP_037718148.1|DSUP	LOC6606006|XP_002030817.1|DSEC
OG0000505	LOC119556844|XP_037725243.1|DSUP	LOC6616219|XP_032581074.1|DSEC
OG0000505	LOC119557494|XP_037726193.1|DSUP	LOC6616217|XP_002040582.1|DSEC
OG0000506	LOC119555341|XP_037722609.1|DSUP	LOC6619677|XP_002043892.1|DSEC
OG0000506	LOC119552108|XP_037717825.1|DSUP	LOC6619678|XP_002043893.2|DSEC
OG0000507	LOC119556852|XP_037725251.1|DSUP	LOC6617587|XP_002041900.1|DSEC
OG0000507	LOC119556075|XP_037723826.1|DSUP	LOC6617588|XP_032582491.1|DSEC
OG0000508	LOC119553979|XP_037720614.1|DSUP	LOC6610318|XP_032574573.1|DSEC
OG0000508	LOC119555548|XP_037722914.1|DSUP	LOC6610131|XP_032575239.1|DSEC
