Orthogroup	DSUP.longest_only	DMAU.longest_only
OG0002425	LOC119556449|XP_037724616.1|DSUP	LOC117146905|XP_033169406.1|DMAU
OG0002426	LOC119553714|XP_037720222.1|DSUP	LOC117140523|XP_033159393.1|DMAU
OG0002427	LOC119548590|XP_037711894.1|DSUP	LOC117146304|XP_033168234.1|DMAU
OG0002428	LOC119558076|XP_037727183.1|DSUP	LOC117148820|XP_033172358.1|DMAU
OG0002429	LOC119555190|XP_037722371.1|DSUP	LOC117139709|XP_033158116.1|DMAU
OG0002430	LOC119551054|XP_037716101.1|DSUP	LOC117138383|XP_033156343.1|DMAU
OG0002431	LOC119551030|XP_037716019.1|DSUP	LOC117138527|XP_033156556.1|DMAU
OG0002432	LOC119557760|XP_037726583.1|DSUP	LOC117148848|XP_033172398.1|DMAU
OG0002433	LOC119560871|XP_037730472.1|DSUP	LOC117146109|XP_033167985.1|DMAU
OG0002434	LOC119550024|XP_037714379.1|DSUP	LOC117143056|XP_033163395.1|DMAU
OG0002435	LOC119556233|XP_037724187.1|DSUP	LOC117146372|XP_033168419.1|DMAU
OG0002436	LOC119549849|XP_037714073.1|DSUP	LOC117135825|XP_033152224.1|DMAU
OG0002437	LOC119559383|XP_037728368.1|DSUP	LOC117136420|XP_033153222.1|DMAU
OG0002438	LOC119556020|XP_037723727.1|DSUP	LOC117146990|XP_033169552.1|DMAU
OG0002439	LOC119558496|XP_037727929.1|DSUP	LOC117135150|XP_033151099.1|DMAU
OG0002440	LOC119553122|XP_037719238.1|DSUP	LOC117140022|XP_033158643.1|DMAU
OG0002441	LOC119550137|XP_037714565.1|DSUP	LOC117137564|XP_033154960.1|DMAU, LOC117137563|XP_033154958.1|DMAU
OG0002442	LOC119550234|XP_037714731.1|DSUP	LOC117137180|XP_033154393.1|DMAU
OG0002443	LOC119549124|XP_037712814.1|DSUP	LOC117135552|XP_033151742.1|DMAU
OG0002444	LOC119551131|XP_037716243.1|DSUP	LOC117135452|XP_033151527.1|DMAU
OG0002445	LOC119559455|XP_037728486.1|DSUP	LOC117135496|XP_033151609.1|DMAU
OG0002446	LOC119549035|XP_037712646.1|DSUP	LOC117137944|XP_033155597.1|DMAU
OG0002447	LOC119552759|XP_037718480.1|DSUP	LOC117139419|XP_033157589.1|DMAU
OG0002448	LOC119551268|XP_037716456.1|DSUP	LOC117136219|XP_033152885.1|DMAU
OG0002449	LOC119551976|XP_037717618.1|DSUP	LOC117137906|XP_033155542.1|DMAU
OG0002450	LOC119560050|XP_037729287.1|DSUP	LOC117144611|XP_033165794.1|DMAU
OG0002451	LOC119551382|XP_037716633.1|DSUP	LOC117137394|XP_033154705.1|DMAU
OG0002452	LOC119550099|XP_037714507.1|DSUP	LOC117135980|XP_033152485.1|DMAU
OG0002453	LOC119550834|XP_037715713.1|DSUP	LOC117135969|XP_033152466.1|DMAU
OG0002454	LOC119554355|XP_037721150.1|DSUP	LOC117139638|XP_033157989.1|DMAU
OG0002455	LOC119554354|XP_037721148.1|DSUP	LOC117139637|XP_033157988.1|DMAU
OG0002456	LOC119562271|XP_037731373.1|DSUP, LOC119551888|XP_037717414.1|DSUP	LOC117136876|XP_033153870.1|DMAU
OG0002457	LOC119552069|XP_037717763.1|DSUP	LOC117136650|XP_033153536.1|DMAU
OG0002458	LOC119562380|XP_037731469.1|DSUP	LOC117150446|XP_033173223.1|DMAU
OG0002459	LOC119549598|XP_037713687.1|DSUP	LOC117135942|XP_033152413.1|DMAU
OG0002460	LOC119551794|XP_037717269.1|DSUP	LOC117137521|XP_033154896.1|DMAU
OG0002461	LOC119552183|XP_037717956.1|DSUP	LOC117138571|XP_033156634.1|DMAU
OG0002462	LOC119550359|XP_037714911.1|DSUP	LOC117136162|XP_033152775.1|DMAU
OG0002463	LOC119549376|XP_037713342.1|DSUP	LOC117136232|XP_033152905.1|DMAU
OG0002464	LOC119550236|XP_037714733.1|DSUP	LOC117137182|XP_033154395.1|DMAU
OG0002465	LOC119559443|XP_037728470.1|DSUP	LOC117137215|XP_033154462.1|DMAU
OG0002466	LOC119552486|XP_037718055.1|DSUP	LOC117146344|XP_033168372.1|DMAU
OG0002467	LOC119553541|XP_037719906.1|DSUP	LOC117141462|XP_033160810.1|DMAU
OG0002468	LOC119554786|XP_037721760.1|DSUP	LOC117140006|XP_033158611.1|DMAU
OG0002469	LOC119559848|XP_037728880.1|DSUP	LOC117144065|XP_033164965.1|DMAU
OG0002470	LOC119551865|XP_037717384.1|DSUP	LOC117138201|XP_033156022.1|DMAU
OG0002471	LOC119551480|XP_037716771.1|DSUP	LOC117137386|XP_033154691.1|DMAU
OG0002472	LOC119549120|XP_037712806.1|DSUP	LOC117137522|XP_033154897.1|DMAU
OG0002473	LOC119551359|XP_037716608.1|DSUP	LOC117137044|XP_033154144.1|DMAU
OG0002474	LOC119555718|XP_037723334.1|DSUP	LOC117141904|XP_033161501.1|DMAU
OG0002475	LOC119545653|XP_037707307.1|DSUP	LOC117142295|XP_033162073.1|DMAU
OG0002476	LOC119549292|XP_037713169.1|DSUP	LOC117136008|XP_033152515.1|DMAU
OG0002477	LOC119552176|XP_037717934.1|DSUP	LOC117138100|XP_033155848.1|DMAU
OG0002478	LOC119551899|XP_037717440.1|DSUP	LOC117136687|XP_033153591.1|DMAU
OG0002479	LOC119550757|XP_037715608.1|DSUP	LOC117136375|XP_033153156.1|DMAU
OG0002480	LOC119559595|XP_037728536.1|DSUP	LOC117138285|XP_033156147.1|DMAU
OG0002481	LOC119556028|XP_037723735.1|DSUP	LOC117146626|XP_033168850.1|DMAU
OG0002482	LOC119559431|XP_037728457.1|DSUP	LOC117137010|XP_033154090.1|DMAU
OG0002483	LOC119551057|XP_037716106.1|DSUP	LOC117137162|XP_033154364.1|DMAU
OG0002484	LOC119551037|XP_037716074.1|DSUP	LOC117137474|XP_033154839.1|DMAU
OG0002485	LOC119549227|XP_037713038.1|DSUP	LOC117135898|XP_033152335.1|DMAU
OG0002486	LOC119554989|XP_037722055.1|DSUP	LOC117140703|XP_033159659.1|DMAU
OG0002487	LOC119559724|XP_037728716.1|DSUP	LOC117136694|XP_033153605.1|DMAU
OG0002488	LOC119551052|XP_037716099.1|DSUP	LOC117135675|XP_033151963.1|DMAU
OG0002489	LOC119552644|XP_037718266.1|DSUP	LOC117140763|XP_033159735.1|DMAU
OG0002490	LOC119552177|XP_037717935.1|DSUP	LOC117136682|XP_033153583.1|DMAU
OG0002491	LOC119552764|XP_037718495.1|DSUP	LOC117139150|XP_033157199.1|DMAU
OG0002492	LOC119550614|XP_037715369.1|DSUP	LOC117135667|XP_033151950.1|DMAU
OG0002493	LOC119551862|XP_037717380.1|DSUP	LOC117138544|XP_033156593.1|DMAU
OG0002494	LOC119563092|XP_037732251.1|DSUP	LOC117144785|XP_033166044.1|DMAU
OG0002495	LOC119550618|XP_037715373.1|DSUP	LOC117137702|XP_033155162.1|DMAU
OG0002496	LOC119558308|XP_037727639.1|DSUP	LOC117144039|XP_033164898.1|DMAU
OG0002497	LOC119554733|XP_037721681.1|DSUP	LOC117141109|XP_033160322.1|DMAU
OG0002498	LOC119553530|XP_037719884.1|DSUP	LOC117141619|XP_033161030.1|DMAU
OG0002499	LOC119553180|XP_037719347.1|DSUP	LOC117139918|XP_033158491.1|DMAU
OG0002500	LOC119563175|XP_037732372.1|DSUP	LOC117146655|XP_033168881.1|DMAU, LOC117145530|XP_033167115.1|DMAU
OG0002501	LOC119546913|XP_037709470.1|DSUP	LOC117150732|XP_033173655.1|DMAU
OG0002502	LOC119552026|XP_037717692.1|DSUP, LOC119552028|XP_037717694.1|DSUP, LOC119552024|XP_037717689.1|DSUP	LOC117137717|XP_033155181.1|DMAU
OG0002504	LOC119553960|XP_037720584.1|DSUP	LOC117139974|XP_033158566.1|DMAU
OG0002505	LOC119550074|XP_037714471.1|DSUP	LOC117137203|XP_033154447.1|DMAU
OG0002506	LOC119561173|XP_037730973.1|DSUP	LOC117147948|XP_033170983.1|DMAU, LOC117148279|XP_033171484.1|DMAU, LOC117148281|XP_033171486.1|DMAU, LOC117148280|XP_033171485.1|DMAU, LOC117147955|XP_033170989.1|DMAU, LOC117147956|XP_033170991.1|DMAU, LOC117147962|XP_033170998.1|DMAU, LOC117147963|XP_033170999.1|DMAU, LOC117144329|XP_033165333.1|DMAU
OG0002507	LOC119546426|XP_037708622.1|DSUP	LOC117139121|XP_033157158.1|DMAU
OG0002508	LOC119556033|XP_037723744.1|DSUP	LOC117148800|XP_033172304.1|DMAU
OG0002509	LOC119551141|XP_037716259.1|DSUP	LOC117137082|XP_033154201.1|DMAU
OG0002510	LOC119557648|XP_037726427.1|DSUP	LOC117147785|XP_033170719.1|DMAU
OG0002511	LOC119559864|XP_037728899.1|DSUP	LOC117142906|XP_033163079.1|DMAU
OG0002512	LOC119560367|XP_037729742.1|DSUP	LOC117146258|XP_033168103.1|DMAU
OG0002513	LOC119560296|XP_037729595.1|DSUP	LOC117143813|XP_033164550.1|DMAU
OG0002514	LOC119555344|XP_037722608.1|DSUP	LOC117140149|XP_033158809.1|DMAU
OG0002516	LOC119552730|XP_037718415.1|DSUP	LOC117145119|XP_033166530.1|DMAU
OG0002517	LOC119557097|XP_037725590.1|DSUP	LOC117148730|XP_033172178.1|DMAU
OG0002518	LOC119562879|XP_037731922.1|DSUP	LOC117145681|XP_033167314.1|DMAU
OG0002519	LOC119551643|XP_037717001.1|DSUP	LOC117138618|XP_033156718.1|DMAU
OG0002520	LOC119557584|XP_037726313.1|DSUP	LOC117148192|XP_033171353.1|DMAU
OG0002521	LOC119556395|XP_037724499.1|DSUP	LOC117148320|XP_033171543.1|DMAU
OG0002522	LOC119560976|XP_037730680.1|DSUP	LOC117143356|XP_033163920.1|DMAU
OG0002523	LOC119562000|XP_037731316.1|DSUP	LOC117142923|XP_033163111.1|DMAU
OG0002524	LOC119557730|XP_037726541.1|DSUP	LOC117146915|XP_033169431.1|DMAU
OG0002525	LOC119554559|XP_037721458.1|DSUP	LOC117140716|XP_033159673.1|DMAU
OG0002526	LOC119555900|XP_037723521.1|DSUP	LOC117143274|XP_033163744.1|DMAU
OG0002527	LOC119551026|XP_037716018.1|DSUP	LOC117144950|XP_033166296.1|DMAU
OG0002528	LOC119558418|XP_037727895.1|DSUP	LOC117147925|XP_033170938.1|DMAU
OG0002529	LOC119545842|XP_037707735.1|DSUP	LOC117143292|XP_033163778.1|DMAU
OG0002530	LOC119548240|XP_037711308.1|DSUP	LOC117147264|XP_033169983.1|DMAU
OG0002531	LOC119562389|XP_037731507.1|DSUP	LOC117135154|XP_033151105.1|DMAU
OG0002532	LOC119561884|XP_037731284.1|DSUP	LOC117141097|XP_033160304.1|DMAU
OG0002533	LOC119556282|XP_037724262.1|DSUP	LOC117146493|XP_033168628.1|DMAU
OG0002534	LOC119551543|XP_037716861.1|DSUP	LOC117138362|XP_033156320.1|DMAU
OG0002535	LOC119554967|XP_037722024.1|DSUP	LOC117139978|XP_033158572.1|DMAU
OG0002536	LOC119563228|XP_037732461.1|DSUP	LOC117144812|XP_033166079.1|DMAU
OG0002537	LOC119549375|XP_037713341.1|DSUP	LOC117136230|XP_033152901.1|DMAU
OG0002539	LOC119549974|XP_037714301.1|DSUP	LOC117138058|XP_033155771.1|DMAU
OG0002540	LOC119548684|XP_037712061.1|DSUP	LOC117143276|XP_033163746.1|DMAU
OG0002541	LOC119557513|XP_037726214.1|DSUP	LOC117147259|XP_033169971.1|DMAU
OG0002542	LOC119556101|XP_037723898.1|DSUP	LOC117147399|XP_033170161.1|DMAU
OG0002543	LOC119556646|XP_037724906.1|DSUP	LOC117148128|XP_033171244.1|DMAU
OG0002544	LOC119560186|XP_037729476.1|DSUP	LOC117143836|XP_033164578.1|DMAU
OG0002545	LOC119557238|XP_037725850.1|DSUP	LOC117146517|XP_033168675.1|DMAU
OG0002547	LOC119556872|XP_037725276.1|DSUP	LOC117148546|XP_033171871.1|DMAU
OG0002548	LOC119557664|XP_037726452.1|DSUP	LOC117147594|XP_033170434.1|DMAU
OG0002549	LOC119557148|XP_037725664.1|DSUP	LOC117146650|XP_033168874.1|DMAU
OG0002550	LOC119558020|XP_037727064.1|DSUP	LOC117146752|XP_033169123.1|DMAU
OG0002551	LOC119545670|XP_037707325.1|DSUP	LOC117145784|XP_033167454.1|DMAU
OG0002552	LOC119546944|XP_037709512.1|DSUP	LOC117135706|XP_033152019.1|DMAU
OG0002553	LOC119557541|XP_037726240.1|DSUP	LOC117146492|XP_033168621.1|DMAU
OG0002554	LOC119556334|XP_037724353.1|DSUP, LOC119562319|XP_037731405.1|DSUP	LOC117148646|XP_033172038.1|DMAU
OG0002555	LOC119558161|XP_037727351.1|DSUP	LOC117148950|XP_033172582.1|DMAU
OG0002556	LOC119562408|XP_037731529.1|DSUP	LOC117135158|XP_033151109.1|DMAU
OG0002557	LOC119556577|XP_037724805.1|DSUP	LOC117147485|XP_033170274.1|DMAU
OG0002558	LOC119561794|XP_037731209.1|DSUP	LOC117145076|XP_033166484.1|DMAU
OG0002559	LOC119559041|XP_037728096.1|DSUP	LOC117139092|XP_033157103.1|DMAU
OG0002560	LOC119561077|XP_037730865.1|DSUP	LOC117145238|XP_033166705.1|DMAU
OG0002561	LOC119559741|XP_037728723.1|DSUP	LOC117142391|XP_033162224.1|DMAU
OG0002562	LOC119557401|XP_037726074.1|DSUP	LOC117148202|XP_033171376.1|DMAU
OG0002563	LOC119558220|XP_037727461.1|DSUP	LOC117148496|XP_033171769.1|DMAU
OG0002564	LOC119554118|XP_037720818.1|DSUP	LOC117145641|XP_033167252.1|DMAU
OG0002565	LOC119560253|XP_037729549.1|DSUP	LOC117143906|XP_033164705.1|DMAU
OG0002566	LOC119555263|XP_037722498.1|DSUP	LOC117143443|XP_033164042.1|DMAU
OG0002567	LOC119557151|XP_037725670.1|DSUP	LOC117148193|XP_033171354.1|DMAU
OG0002568	LOC119563382|XP_037732662.1|DSUP	LOC117145113|XP_033166524.1|DMAU
OG0002569	LOC119555176|XP_037722353.1|DSUP	LOC117140318|XP_033159057.1|DMAU
OG0002570	LOC119563513|XP_037732888.1|DSUP	LOC117143089|XP_033163457.1|DMAU
OG0002571	LOC119563336|XP_037732615.1|DSUP	LOC117143097|XP_033163467.1|DMAU
OG0002572	LOC119549782|XP_037713972.1|DSUP	LOC117137131|XP_033154321.1|DMAU
OG0002573	LOC119549416|XP_037713420.1|DSUP	LOC117143176|XP_033163581.1|DMAU
OG0002574	LOC119563387|XP_037732667.1|DSUP	LOC117143354|XP_033163918.1|DMAU
OG0002575	LOC119545738|XP_037707489.1|DSUP	LOC117143304|XP_033163802.1|DMAU
OG0002576	LOC119558914|XP_037728043.1|DSUP	LOC117148908|XP_033172509.1|DMAU
OG0002577	LOC119555298|XP_037722542.1|DSUP	LOC117141446|XP_033160791.1|DMAU
OG0002578	LOC119546641|XP_037709014.1|DSUP	LOC117142691|XP_033162742.1|DMAU
OG0002579	LOC119546467|XP_037708677.1|DSUP	LOC117146520|XP_033168680.1|DMAU
OG0002580	LOC119551591|XP_037716920.1|DSUP	LOC117137559|XP_033154953.1|DMAU
OG0002581	LOC119547057|XP_037709669.1|DSUP	LOC117142211|XP_033161933.1|DMAU
OG0002582	LOC119560717|XP_037730257.1|DSUP	LOC117145775|XP_033167442.1|DMAU
OG0002583	LOC119549470|XP_037713503.1|DSUP	LOC117145928|XP_033167682.1|DMAU
OG0002584	LOC119553962|XP_037720586.1|DSUP	LOC117139783|XP_033158288.1|DMAU
OG0002585	LOC119553963|XP_037720587.1|DSUP	LOC117139785|XP_033158290.1|DMAU
OG0002586	LOC119560241|XP_037729532.1|DSUP	LOC117143300|XP_033163796.1|DMAU
OG0002587	LOC119560983|XP_037730689.1|DSUP	LOC117142868|XP_033163027.1|DMAU
OG0002588	LOC119560800|XP_037730361.1|DSUP	LOC117142480|XP_033162389.1|DMAU
OG0002589	LOC119549377|XP_037713347.1|DSUP	LOC117143057|XP_033163397.1|DMAU
OG0002590	LOC119556965|XP_037725402.1|DSUP	LOC117147015|XP_033169590.1|DMAU
OG0002591	LOC119548750|XP_037712202.1|DSUP	LOC117142669|XP_033162693.1|DMAU
OG0002592	LOC119552720|XP_037718402.1|DSUP	LOC117144121|XP_033165034.1|DMAU
OG0002593	LOC119546280|XP_037708389.1|DSUP	LOC117144704|XP_033165924.1|DMAU
OG0002594	LOC119559938|XP_037729073.1|DSUP	LOC117143338|XP_033163891.1|DMAU
OG0002595	LOC119561074|XP_037730858.1|DSUP	LOC117143102|XP_033163473.1|DMAU
OG0002596	LOC119560507|XP_037729909.1|DSUP	LOC117143494|XP_033164099.1|DMAU
OG0002597	LOC119548868|XP_037712426.1|DSUP	LOC117143019|XP_033163288.1|DMAU
OG0002598	LOC119557320|XP_037725971.1|DSUP	LOC117144462|XP_033165513.1|DMAU
OG0002599	LOC119560885|XP_037730499.1|DSUP	LOC117144927|XP_033166270.1|DMAU
OG0002600	LOC119550415|XP_037715004.1|DSUP	LOC117137375|XP_033154677.1|DMAU
OG0002601	LOC119560211|XP_037729498.1|DSUP	LOC117143425|XP_033164022.1|DMAU
OG0002602	LOC119547369|XP_037710121.1|DSUP	LOC117143623|XP_033164280.1|DMAU
OG0002603	LOC119549992|XP_037714334.1|DSUP	LOC117143554|XP_033164187.1|DMAU
OG0002604	LOC119554338|XP_037721136.1|DSUP	LOC117143555|XP_033164188.1|DMAU
OG0002605	LOC119560641|XP_037730122.1|DSUP	LOC117145288|XP_033166768.1|DMAU
OG0002606	LOC119560527|XP_037729931.1|DSUP	LOC117142745|XP_033162806.1|DMAU
OG0002607	LOC119560133|XP_037729411.1|DSUP	LOC117145794|XP_033167471.1|DMAU
OG0002608	LOC119548656|XP_037711999.1|DSUP	LOC117145974|XP_033167770.1|DMAU
OG0002609	LOC119549547|XP_037713625.1|DSUP, LOC119553468|XP_037719799.1|DSUP	LOC117135768|XP_033152125.1|DMAU
OG0002610	LOC119559768|XP_037728771.1|DSUP	LOC117145699|XP_033167331.1|DMAU
OG0002611	LOC119562873|XP_037731916.1|DSUP	LOC117142438|XP_033162292.1|DMAU
OG0002612	LOC119563247|XP_037732486.1|DSUP	LOC117144722|XP_033165953.1|DMAU
OG0002613	LOC119558908|XP_037728033.1|DSUP	LOC117142346|XP_033162153.1|DMAU
OG0002614	LOC119545831|XP_037707672.1|DSUP	LOC117145960|XP_033167747.1|DMAU
OG0002615	LOC119552842|XP_037718632.1|DSUP	LOC117139161|XP_033157210.1|DMAU
OG0002616	LOC119549143|XP_037712852.1|DSUP	LOC117142533|XP_033162470.1|DMAU, LOC117142536|XP_033162473.1|DMAU
OG0002617	LOC119554756|XP_037721716.1|DSUP	LOC117143492|XP_033164096.1|DMAU
OG0002618	LOC119559757|XP_037728755.1|DSUP	LOC117143042|XP_033163376.1|DMAU
OG0002619	LOC119553661|XP_037720101.1|DSUP	LOC117145057|XP_033166458.1|DMAU
OG0002620	LOC119551307|XP_037716533.1|DSUP	LOC117142282|XP_033162056.1|DMAU
OG0002621	LOC119551362|XP_037716615.1|DSUP	LOC117144431|XP_033165468.1|DMAU
OG0002622	LOC119552953|XP_037718863.1|DSUP	LOC117140519|XP_033159388.1|DMAU
OG0002623	LOC119563400|XP_037732687.1|DSUP	LOC117144577|XP_033165727.1|DMAU
OG0002624	LOC119559884|XP_037728949.1|DSUP	LOC117144265|XP_033165258.1|DMAU
OG0002625	LOC119560585|XP_037730037.1|DSUP	LOC117142742|XP_033162804.1|DMAU
OG0002626	LOC119557499|XP_037726199.1|DSUP	LOC117146415|XP_033168506.1|DMAU
OG0002627	LOC119545690|XP_037707361.1|DSUP	LOC117143254|XP_033163705.1|DMAU
OG0002628	LOC119560720|XP_037730262.1|DSUP	LOC117143023|XP_033163294.1|DMAU
OG0002629	LOC119550594|XP_037715331.1|DSUP	LOC117145954|XP_033167730.1|DMAU
OG0002630	LOC119545850|XP_037707748.1|DSUP	LOC117145226|XP_033166690.1|DMAU
OG0002631	LOC119563331|XP_037732604.1|DSUP	LOC117143743|XP_033164445.1|DMAU
OG0002632	LOC119560828|XP_037730402.1|DSUP	LOC117144621|XP_033165806.1|DMAU
OG0002633	LOC119545783|XP_037707582.1|DSUP	LOC117146074|XP_033167908.1|DMAU
OG0002634	LOC119559797|XP_037728806.1|DSUP	LOC117143339|XP_033163893.1|DMAU
OG0002635	LOC119559839|XP_037728860.1|DSUP	LOC117142585|XP_033162546.1|DMAU
OG0002636	LOC119561117|XP_037730966.1|DSUP	LOC117144064|XP_033164964.1|DMAU
OG0002637	LOC119547037|XP_037709639.1|DSUP	LOC117150671|XP_033173562.1|DMAU
OG0002638	LOC119545745|XP_037707500.1|DSUP	LOC117142543|XP_033162482.1|DMAU
OG0002639	LOC119555556|XP_037722933.1|DSUP	LOC117142795|XP_033162885.1|DMAU
OG0002640	LOC119560544|XP_037729976.1|DSUP	LOC117144793|XP_033166060.1|DMAU
OG0002641	LOC119560755|XP_037730302.1|DSUP	LOC117145088|XP_033166497.1|DMAU
OG0002642	LOC119560754|XP_037730300.1|DSUP	LOC117143731|XP_033164432.1|DMAU
OG0002643	LOC119560655|XP_037730151.1|DSUP	LOC117143730|XP_033164429.1|DMAU
OG0002644	LOC119560317|XP_037729623.1|DSUP	LOC117145251|XP_033166723.1|DMAU
OG0002645	LOC119560578|XP_037730027.1|DSUP	LOC117145442|XP_033166990.1|DMAU
OG0002646	LOC119563223|XP_037732453.1|DSUP	LOC117144881|XP_033166184.1|DMAU
OG0002647	LOC119560010|XP_037729219.1|DSUP	LOC117143952|XP_033164777.1|DMAU
OG0002648	LOC119560625|XP_037730094.1|DSUP	LOC117144569|XP_033165714.1|DMAU
OG0002649	LOC119560033|XP_037729261.1|DSUP	LOC117143909|XP_033164714.1|DMAU
OG0002650	LOC119560009|XP_037729217.1|DSUP	LOC117143951|XP_033164775.1|DMAU
OG0002651	LOC119552187|XP_037717966.1|DSUP	LOC117142913|XP_033163089.1|DMAU
OG0002652	LOC119560250|XP_037729543.1|DSUP	LOC117143728|XP_033164423.1|DMAU
OG0002653	LOC119545642|XP_037707284.1|DSUP	LOC117142662|XP_033162681.1|DMAU
OG0002654	LOC119546552|XP_037708843.1|DSUP	LOC117142661|XP_033162680.1|DMAU
OG0002655	LOC119546754|XP_037709217.1|DSUP	LOC117145984|XP_033167784.1|DMAU
OG0002656	LOC119551483|XP_037716777.1|DSUP	LOC117143847|XP_033164595.1|DMAU
OG0002657	LOC119559837|XP_037728859.1|DSUP	LOC117142583|XP_033162545.1|DMAU
OG0002658	LOC119563131|XP_037732309.1|DSUP	LOC117145806|XP_033167498.1|DMAU
OG0002659	LOC119561860|XP_037731271.1|DSUP	LOC117143988|XP_033164822.1|DMAU
OG0002660	LOC119557332|XP_037725982.1|DSUP	LOC117147587|XP_033170424.1|DMAU
OG0002661	LOC119563468|XP_037732806.1|DSUP	LOC117145492|XP_033167060.1|DMAU
OG0002662	LOC119549973|XP_037714296.1|DSUP	LOC117138060|XP_033155773.1|DMAU
OG0002663	LOC119550254|XP_037714762.1|DSUP	LOC117142682|XP_033162717.1|DMAU
OG0002664	LOC119546813|XP_037709324.1|DSUP	LOC117135814|XP_033152215.1|DMAU
OG0002665	LOC119551884|XP_037717408.1|DSUP	LOC117137503|XP_033154875.1|DMAU
OG0002666	LOC119552171|XP_037717923.1|DSUP	LOC117138649|XP_033156759.1|DMAU
OG0002667	LOC119551848|XP_037717350.1|DSUP	LOC117137484|XP_033154854.1|DMAU
OG0002668	LOC119555485|XP_037722820.1|DSUP	LOC117140460|XP_033159291.1|DMAU
OG0002669	LOC119548043|XP_037711049.1|DSUP	LOC117147397|XP_033170162.1|DMAU
OG0002670	LOC119555369|XP_037722639.1|DSUP	LOC117140545|XP_033159429.1|DMAU
OG0002671	LOC119555225|XP_037722432.1|DSUP	LOC117140955|XP_033160065.1|DMAU
OG0002672	LOC119551460|XP_037716736.1|DSUP	LOC117135480|XP_033151587.1|DMAU
OG0002673	LOC119549381|XP_037713349.1|DSUP	LOC117136237|XP_033152913.1|DMAU
OG0002674	LOC119551608|XP_037716943.1|DSUP	LOC117135828|XP_033152229.1|DMAU
OG0002675	LOC119553275|XP_037719494.1|DSUP	LOC117141073|XP_033160261.1|DMAU
OG0002676	LOC119549248|XP_037713078.1|DSUP	LOC117135721|XP_033152049.1|DMAU
OG0002677	LOC119551826|XP_037717315.1|DSUP	LOC117136268|XP_033152981.1|DMAU
OG0002678	LOC119551526|XP_037716841.1|DSUP	LOC117138325|XP_033156254.1|DMAU
OG0002679	LOC119550606|XP_037715352.1|DSUP	LOC117136146|XP_033152745.1|DMAU
OG0002680	LOC119556555|XP_037724773.1|DSUP	LOC117148884|XP_033172477.1|DMAU
OG0002681	LOC119549061|XP_037712693.1|DSUP	LOC117135681|XP_033151970.1|DMAU
OG0002682	LOC119554429|XP_037721249.1|DSUP	LOC117139003|XP_033156987.1|DMAU
OG0002683	LOC119560846|XP_037730431.1|DSUP	LOC117144848|XP_033166141.1|DMAU
OG0002684	LOC119558073|XP_037727174.1|DSUP	LOC117147190|XP_033169883.1|DMAU
OG0002685	LOC119553012|XP_037718981.1|DSUP	LOC117140004|XP_033158606.1|DMAU
OG0002686	LOC119554157|XP_037720873.1|DSUP	LOC117141995|XP_033161734.1|DMAU
OG0002687	LOC119552596|XP_037718180.1|DSUP	LOC117140450|XP_033159268.1|DMAU
OG0002688	LOC119553819|XP_037720374.1|DSUP	LOC117141419|XP_033160738.1|DMAU
OG0002689	LOC119557125|XP_037725638.1|DSUP, LOC119556921|XP_037725336.1|DSUP	LOC117147520|XP_033170327.1|DMAU
OG0002690	LOC119554920|XP_037721953.1|DSUP	LOC117141147|XP_033160371.1|DMAU
OG0002691	LOC119551253|XP_037716428.1|DSUP	LOC117136056|XP_033152594.1|DMAU
OG0002692	LOC119550142|XP_037714577.1|DSUP	LOC117138454|XP_033156471.1|DMAU
OG0002693	LOC119553515|XP_037719865.1|DSUP	LOC117142119|XP_033161905.1|DMAU
OG0002694	LOC119551945|XP_037717562.1|DSUP	LOC117137787|XP_033155332.1|DMAU
OG0002695	LOC119554147|XP_037720851.1|DSUP	LOC117140929|XP_033160015.1|DMAU
OG0002696	LOC119554227|XP_037720984.1|DSUP	LOC117139791|XP_033158295.1|DMAU
OG0002697	LOC119554921|XP_037721954.1|DSUP	LOC117140262|XP_033158974.1|DMAU
OG0002698	LOC119552678|XP_037718315.1|DSUP	LOC117139213|XP_033157281.1|DMAU
OG0002699	LOC119553276|XP_037719497.1|DSUP	LOC117141079|XP_033160268.1|DMAU
OG0002700	LOC119555038|XP_037722113.1|DSUP	LOC117141957|XP_033161607.1|DMAU
OG0002701	LOC119549038|XP_037712653.1|DSUP	LOC117138555|XP_033156605.1|DMAU
OG0002702	LOC119552029|XP_037717695.1|DSUP	LOC117136181|XP_033152816.1|DMAU
OG0002703	LOC119562649|XP_037731803.1|DSUP	LOC117138432|XP_033156431.1|DMAU
OG0002704	LOC119549959|XP_037714273.1|DSUP	LOC117138655|XP_033156776.1|DMAU
OG0002705	LOC119552971|XP_037718911.1|DSUP	LOC117141971|XP_033161661.1|DMAU
OG0002706	LOC119551527|XP_037716842.1|DSUP	LOC117138327|XP_033156255.1|DMAU
OG0002707	LOC119555546|XP_037722909.1|DSUP	LOC117141188|XP_033160417.1|DMAU
OG0002708	LOC119554383|XP_037721191.1|DSUP	LOC117141427|XP_033160756.1|DMAU
OG0002709	LOC119552133|XP_037717850.1|DSUP	LOC117137829|XP_033155407.1|DMAU
OG0002710	LOC119550859|XP_037715763.1|DSUP	LOC117137233|XP_033154483.1|DMAU
OG0002711	LOC119551409|XP_037716677.1|DSUP	LOC117137729|XP_033155196.1|DMAU
