Orthogroup	DSUP.longest_only	DNOV.longest_only
OG0000739	LOC119560781|XP_037730335.1|DSUP	LOC115764718|XP_030563777.1|DNOV
OG0000740	LOC119560320|XP_037729629.1|DSUP	LOC115766145|XP_030565840.1|DNOV
OG0000741	LOC119555838|XP_037723394.1|DSUP, LOC119559213|XP_037728215.1|DSUP	LOC115765269|XP_030564618.1|DNOV
OG0000742	LOC119557057|XP_037725533.1|DSUP	LOC115764314|XP_030563112.1|DNOV
OG0000742	LOC119557278|XP_037725891.1|DSUP	LOC115764380|XP_030563201.1|DNOV
OG0000743	LOC119554683|XP_037721613.1|DSUP	LOC115769862|XP_030570720.1|DNOV
OG0000743	LOC119551431|XP_037716701.1|DSUP, LOC119550561|XP_037715277.1|DSUP	LOC115766565|XP_030566405.1|DNOV
OG0000744	LOC119550507|XP_037715139.1|DSUP	LOC115758878|XP_030555536.1|DNOV, LOC115765428|XP_030564837.1|DNOV, LOC115772042|XP_030573842.1|DNOV
OG0000745	LOC119550952|XP_037715906.1|DSUP	LOC115762188|XP_030560171.1|DNOV
OG0000746	LOC119550651|XP_037715420.1|DSUP, LOC119549955|XP_037714266.1|DSUP	LOC115759535|XP_030556350.1|DNOV
OG0000747	LOC119554430|XP_037721250.1|DSUP	LOC115771562|XP_030573172.1|DNOV
OG0000747	LOC119554982|XP_037722043.1|DSUP	LOC115771507|XP_030573096.1|DNOV
OG0000748	LOC119547354|XP_037710096.1|DSUP	LOC115759171|XP_030555903.1|DNOV
OG0000748	LOC119557235|XP_037725847.1|DSUP	LOC115768456|XP_030568879.1|DNOV
OG0000750	LOC119549828|XP_037714035.1|DSUP, LOC119549829|XP_037714036.1|DSUP	LOC115760681|XP_030558007.1|DNOV
OG0000750	LOC119562920|XP_037731997.1|DSUP	LOC115761941|XP_030559835.1|DNOV
OG0000751	LOC119551885|XP_037717409.1|DSUP	LOC115762100|XP_030560061.1|DNOV
OG0000751	LOC119551722|XP_037717151.1|DSUP	LOC115762098|XP_030560058.1|DNOV, LOC115762099|XP_030560060.1|DNOV
OG0000752	LOC119558397|XP_037727853.1|DSUP, LOC119563204|XP_037732423.1|DSUP, LOC119547222|XP_037709910.1|DSUP, LOC119547189|XP_037709851.1|DSUP, LOC119547141|XP_037709784.1|DSUP, LOC119547295|XP_037710011.1|DSUP, LOC119547427|XP_037710214.1|DSUP, LOC119546219|XP_037708287.1|DSUP, LOC119546213|XP_037708277.1|DSUP, LOC119546212|XP_037708276.1|DSUP	LOC115765619|XP_030565129.1|DNOV
OG0000753	LOC119560347|XP_037729671.1|DSUP	LOC115771734|XP_030573420.1|DNOV
OG0000753	LOC119553970|XP_037720602.1|DSUP	LOC115762833|XP_030561060.1|DNOV
OG0000754	LOC119556179|XP_037724046.1|DSUP	LOC115767236|XP_030567297.1|DNOV
OG0000754	LOC119557663|XP_037726450.1|DSUP	LOC115768063|XP_030568366.1|DNOV
OG0000755	LOC119550523|XP_037715165.1|DSUP	LOC115761466|XP_030559092.1|DNOV
OG0000755	LOC119551647|XP_037717014.1|DSUP	LOC115761465|XP_030559091.1|DNOV
OG0000757	LOC119555074|XP_037722211.1|DSUP	LOC115766959|XP_030566907.1|DNOV
OG0000758	LOC119553353|XP_037719623.1|DSUP	LOC115762699|XP_030560883.1|DNOV
OG0000758	LOC119553352|XP_037719618.1|DSUP	LOC115762607|XP_030560763.1|DNOV
OG0000759	LOC119554831|XP_037721833.1|DSUP	LOC115769665|XP_030570438.1|DNOV
OG0000759	LOC119554508|XP_037721374.1|DSUP	LOC115769803|XP_030570631.1|DNOV
OG0000760	LOC119551249|XP_037716421.1|DSUP	LOC115764035|XP_030562748.1|DNOV
OG0000761	LOC119547483|XP_037710297.1|DSUP	LOC115763290|XP_030561638.1|DNOV
OG0000761	LOC119548303|XP_037711399.1|DSUP	LOC115763289|XP_030561634.1|DNOV
OG0000762	LOC119548193|XP_037711248.1|DSUP	LOC115758576|XP_030555153.1|DNOV
OG0000762	LOC119547513|XP_037710334.1|DSUP	LOC115758625|XP_030555219.1|DNOV
OG0000763	LOC119548184|XP_037711227.1|DSUP	LOC115758418|XP_030554926.1|DNOV
OG0000763	LOC119548185|XP_037711228.1|DSUP	LOC115758420|XP_030554929.1|DNOV
OG0000764	LOC119558353|XP_037727780.1|DSUP	LOC115766828|XP_030566724.1|DNOV
OG0000765	LOC119554622|XP_037721544.1|DSUP	LOC115765810|XP_030565392.1|DNOV
OG0000765	LOC119557365|XP_037726034.1|DSUP	LOC115764248|XP_030563026.1|DNOV
OG0000766	LOC119547617|XP_037710470.1|DSUP	LOC115763247|XP_030561585.1|DNOV
OG0000766	LOC119557788|XP_037726616.1|DSUP	LOC115765161|XP_030564431.1|DNOV
OG0000767	LOC119560339|XP_037729659.1|DSUP	LOC115759491|XP_030556289.1|DNOV
OG0000767	LOC119553433|XP_037719750.1|DSUP	LOC115771502|XP_030573088.1|DNOV
OG0000768	LOC119554688|XP_037721618.1|DSUP	LOC115770428|XP_030571556.1|DNOV
OG0000769	LOC119556301|XP_037724309.1|DSUP	LOC115761515|XP_030559144.1|DNOV
OG0000769	LOC119557315|XP_037725955.1|DSUP	LOC115765262|XP_030564601.1|DNOV
OG0000771	LOC119554420|XP_037721237.1|DSUP	LOC115767118|XP_030567133.1|DNOV
OG0000772	LOC119551455|XP_037716731.1|DSUP, LOC119552098|XP_037717810.1|DSUP	LOC115760514|XP_030557737.1|DNOV, LOC115770784|XP_030572064.1|DNOV
OG0000773	LOC119550290|XP_037714809.1|DSUP, LOC119559957|XP_037729118.1|DSUP	LOC115763309|XP_030561668.1|DNOV
OG0000774	LOC119552087|XP_037717792.1|DSUP, LOC119552085|XP_037717790.1|DSUP, LOC119552086|XP_037717791.1|DSUP	LOC115760712|XP_030558043.1|DNOV
OG0000775	LOC119549842|XP_037714062.1|DSUP	LOC115758196|XP_030554600.1|DNOV
OG0000775	LOC119549108|XP_037712777.1|DSUP	LOC115765055|XP_030564300.1|DNOV
OG0000776	LOC119560665|XP_037730167.1|DSUP, LOC119552945|XP_037718840.1|DSUP, LOC119552944|XP_037718833.1|DSUP	LOC115763157|XP_030561468.1|DNOV, LOC115767438|XP_030567592.1|DNOV
OG0000778	LOC119554281|XP_037721063.1|DSUP	LOC115761486|XP_030559113.1|DNOV, LOC115760371|XP_030557524.1|DNOV
OG0000779	LOC119556439|XP_037724600.1|DSUP	LOC115765327|XP_030564688.1|DNOV
OG0000780	LOC119550420|XP_037715011.1|DSUP	LOC115761471|XP_030559101.1|DNOV
OG0000781	LOC119558190|XP_037727397.1|DSUP	LOC115768601|XP_030569112.1|DNOV
OG0000781	LOC119552605|XP_037718195.1|DSUP	LOC115770411|XP_030571532.1|DNOV
OG0000782	LOC119552799|XP_037718559.1|DSUP	LOC115770378|XP_030571487.1|DNOV
OG0000782	LOC119556575|XP_037724802.1|DSUP	LOC115768800|XP_030569356.1|DNOV
OG0000783	LOC119554729|XP_037721676.1|DSUP	LOC115757668|XP_030553846.1|DNOV
OG0000783	LOC119557271|XP_037725886.1|DSUP	LOC115768769|XP_030569319.1|DNOV
OG0000784	LOC119554322|XP_037721111.1|DSUP	LOC115771010|XP_030572376.1|DNOV
OG0000784	LOC119556313|XP_037724326.1|DSUP	LOC115767011|XP_030566993.1|DNOV
OG0000785	LOC119551175|XP_037716306.1|DSUP, LOC119551164|XP_037716293.1|DSUP, LOC119547124|XP_037709767.1|DSUP	LOC115764812|XP_030563918.1|DNOV
OG0000786	LOC119558831|XP_037728027.1|DSUP	LOC115769035|XP_030569602.1|DNOV
OG0000786	LOC119559749|XP_037728742.1|DSUP	LOC115761690|XP_030559416.1|DNOV
OG0000787	LOC119555711|XP_037723317.1|DSUP	LOC115769980|XP_030570901.1|DNOV
OG0000788	LOC119547460|XP_037710267.1|DSUP, LOC119552879|XP_037718707.1|DSUP	LOC115771250|XP_030572710.1|DNOV
OG0000789	LOC119546356|XP_037708512.1|DSUP	LOC115759306|XP_030556071.1|DNOV
OG0000789	LOC119548569|XP_037711815.1|DSUP	LOC115759311|XP_030556081.1|DNOV
OG0000790	LOC119548080|XP_037711093.1|DSUP	LOC115765455|XP_030564879.1|DNOV
OG0000791	LOC119563058|XP_037732201.1|DSUP	LOC115764900|XP_030564051.1|DNOV
OG0000792	LOC119546677|XP_037709067.1|DSUP, LOC119546676|XP_037709066.1|DSUP	LOC115758943|XP_030555602.1|DNOV
OG0000793	LOC119561096|XP_037730917.1|DSUP, LOC119558110|XP_037727263.1|DSUP	LOC115763802|XP_030562406.1|DNOV, LOC115763806|XP_030562409.1|DNOV, LOC115763805|XP_030562408.1|DNOV
OG0000794	LOC119548660|XP_037712007.1|DSUP, LOC119558029|XP_037727091.1|DSUP	LOC115768823|XP_030569380.1|DNOV
OG0000795	LOC119556113|XP_037723913.1|DSUP	LOC115768361|XP_030568789.1|DNOV
OG0000795	LOC119557314|XP_037725956.1|DSUP	LOC115767914|XP_030568144.1|DNOV
OG0000796	LOC119560254|XP_037729546.1|DSUP	LOC115759457|XP_030556249.1|DNOV
OG0000796	LOC119557864|XP_037726790.1|DSUP	LOC115768315|XP_030568724.1|DNOV
OG0000797	LOC119563396|XP_037732683.1|DSUP	LOC115761700|XP_030559433.1|DNOV
OG0000798	LOC119551274|XP_037716465.1|DSUP, LOC119549207|XP_037712977.1|DSUP	LOC115764575|XP_030563573.1|DNOV
OG0000799	LOC119556044|XP_037723766.1|DSUP	LOC115766475|XP_030566280.1|DNOV
OG0000800	LOC119554919|XP_037721951.1|DSUP	LOC115769587|XP_030570323.1|DNOV, LOC115769807|XP_030570635.1|DNOV, LOC115769806|XP_030570634.1|DNOV
OG0000801	LOC119550907|XP_037715824.1|DSUP	LOC115766552|XP_030566388.1|DNOV
OG0000801	LOC119551654|XP_037717018.1|DSUP	LOC115766537|XP_030566365.1|DNOV
OG0000802	LOC119556672|XP_037724963.1|DSUP, LOC119557697|XP_037726498.1|DSUP	LOC115767572|XP_030567718.1|DNOV
OG0000803	LOC119547648|XP_037710517.1|DSUP	LOC115760118|XP_030557173.1|DNOV
OG0000803	LOC119554271|XP_037721050.1|DSUP	LOC115770208|XP_030571262.1|DNOV
OG0000804	LOC119550585|XP_037715307.1|DSUP	LOC115757940|XP_030554271.1|DNOV
OG0000804	LOC119560083|XP_037729328.1|DSUP	LOC115763734|XP_030562293.1|DNOV, LOC115763730|XP_030562285.1|DNOV
OG0000805	LOC119550356|XP_037714908.1|DSUP	LOC115760979|XP_030558442.1|DNOV
OG0000805	LOC119550492|XP_037715112.1|DSUP	LOC115759042|XP_030555725.1|DNOV
OG0000806	LOC119548551|XP_037711775.1|DSUP	LOC115759138|XP_030555846.1|DNOV
OG0000807	LOC119555082|XP_037722224.1|DSUP, LOC119546365|XP_037708522.1|DSUP, LOC119553671|XP_037720112.1|DSUP, LOC119547847|XP_037710805.1|DSUP, LOC119546013|XP_037707945.1|DSUP	LOC115761917|XP_030559795.1|DNOV
OG0000808	LOC119554177|XP_037720898.1|DSUP, LOC119554166|XP_037720887.1|DSUP	LOC115757753|XP_030554018.1|DNOV
OG0000810	LOC119551246|XP_037716417.1|DSUP	LOC115762104|XP_030560066.1|DNOV
OG0000811	LOC119560021|XP_037729237.1|DSUP	LOC115772069|XP_030573880.1|DNOV
OG0000811	LOC119550597|XP_037715335.1|DSUP	LOC115762513|XP_030560618.1|DNOV
OG0000812	LOC119557281|XP_037725896.1|DSUP	LOC115766315|XP_030566058.1|DNOV
OG0000813	LOC119552075|XP_037717778.1|DSUP	LOC115759557|XP_030556384.1|DNOV
OG0000814	LOC119546553|XP_037708840.1|DSUP	LOC115760150|XP_030557221.1|DNOV
OG0000815	LOC119547747|XP_037710671.1|DSUP	LOC115765914|XP_030565520.1|DNOV
OG0000816	LOC119556463|XP_037724638.1|DSUP	LOC115768189|XP_030568559.1|DNOV
OG0000816	LOC119559793|XP_037728801.1|DSUP	LOC115761327|XP_030558920.1|DNOV
OG0000817	LOC119563282|XP_037732534.1|DSUP	LOC115770564|XP_030571736.1|DNOV, LOC115762540|XP_030560674.1|DNOV
OG0000817	LOC119563283|XP_037732536.1|DSUP	LOC115770567|XP_030571740.1|DNOV
OG0000818	LOC119556705|XP_037725030.1|DSUP	LOC115768231|XP_030568617.1|DNOV
OG0000818	LOC119548649|XP_037711992.1|DSUP	LOC115760223|XP_030557336.1|DNOV
OG0000819	LOC119557002|XP_037725461.1|DSUP	LOC115766883|XP_030566813.1|DNOV
OG0000819	LOC119556436|XP_037724597.1|DSUP	LOC115766885|XP_030566816.1|DNOV
OG0000820	LOC119550974|XP_037715936.1|DSUP	LOC115760401|XP_030557564.1|DNOV
OG0000821	LOC119560947|XP_037730617.1|DSUP	LOC115761388|XP_030559000.1|DNOV
OG0000821	LOC119551770|XP_037717225.1|DSUP	LOC115757990|XP_030554343.1|DNOV
OG0000822	LOC119548798|XP_037712301.1|DSUP	LOC115763575|XP_030562053.1|DNOV
OG0000824	LOC119546742|XP_037709168.1|DSUP	LOC115760176|XP_030557260.1|DNOV
OG0000825	LOC119552532|XP_037718079.1|DSUP	LOC115771178|XP_030572623.1|DNOV
OG0000825	LOC119547412|XP_037710189.1|DSUP	LOC115763109|XP_030561413.1|DNOV
OG0000826	LOC119552046|XP_037717717.1|DSUP	LOC115769894|XP_030570811.1|DNOV
OG0000828	LOC119562972|XP_037732076.1|DSUP	LOC115771967|XP_030573739.1|DNOV
OG0000830	LOC119556322|XP_037724337.1|DSUP	LOC115768221|XP_030568606.1|DNOV
OG0000831	LOC119553781|XP_037720316.1|DSUP	LOC115757845|XP_030554139.1|DNOV
OG0000832	LOC119551843|XP_037717344.1|DSUP	LOC115760755|XP_030558093.1|DNOV
OG0000832	LOC119546226|XP_037708293.1|DSUP	LOC115758705|XP_030555313.1|DNOV
OG0000833	LOC119555527|XP_037722880.1|DSUP	LOC115771385|XP_030572930.1|DNOV
OG0000834	LOC119556825|XP_037725212.1|DSUP	LOC115765002|XP_030564208.1|DNOV, LOC115764991|XP_030564187.1|DNOV
OG0000835	LOC119555686|XP_037723248.1|DSUP	LOC115770265|XP_030571343.1|DNOV
OG0000836	LOC119546921|XP_037709480.1|DSUP, LOC119546215|XP_037708280.1|DSUP	LOC115759923|XP_030556919.1|DNOV
OG0000837	LOC119557450|XP_037726143.1|DSUP	LOC115765308|XP_030564663.1|DNOV
OG0000838	LOC119546557|XP_037708849.1|DSUP	LOC115759831|XP_030556783.1|DNOV
OG0000838	LOC119546558|XP_037708850.1|DSUP	LOC115760019|XP_030557041.1|DNOV
OG0000839	LOC119560707|XP_037730228.1|DSUP	LOC115763825|XP_030562438.1|DNOV
OG0000839	LOC119560326|XP_037729636.1|DSUP	LOC115762547|XP_030560680.1|DNOV, LOC115770700|XP_030571954.1|DNOV
OG0000840	LOC119559469|XP_037728507.1|DSUP, LOC119557438|XP_037726128.1|DSUP	LOC115768813|XP_030569370.1|DNOV
OG0000841	LOC119562331|XP_037731418.1|DSUP, LOC119562338|XP_037731433.1|DSUP	LOC115772088|XP_030573907.1|DNOV
OG0000842	LOC119547884|XP_037710853.1|DSUP	LOC115772086|XP_030573904.1|DNOV
OG0000843	LOC119551213|XP_037716376.1|DSUP	LOC115761035|XP_030558512.1|DNOV
OG0000844	LOC119559947|XP_037729102.1|DSUP	LOC115759435|XP_030556210.1|DNOV
OG0000845	LOC119557928|XP_037726865.1|DSUP, LOC119557304|XP_037725942.1|DSUP	LOC115766887|XP_030566818.1|DNOV
OG0000846	LOC119556817|XP_037725199.1|DSUP	LOC115764958|XP_030564140.1|DNOV
OG0000847	LOC119549781|XP_037713971.1|DSUP, LOC119552009|XP_037717667.1|DSUP	LOC115758681|XP_030555282.1|DNOV, LOC115761151|XP_030558681.1|DNOV
OG0000848	LOC119546388|XP_037708556.1|DSUP, LOC119548331|XP_037711449.1|DSUP	LOC115760134|XP_030557194.1|DNOV
OG0000848	LOC119547075|XP_037709690.1|DSUP	LOC115758866|XP_030555515.1|DNOV
OG0000849	LOC119547068|XP_037709681.1|DSUP	LOC115758922|XP_030555581.1|DNOV
OG0000849	LOC119546972|XP_037709548.1|DSUP	LOC115765975|XP_030565591.1|DNOV
OG0000850	LOC119551003|XP_037715985.1|DSUP	LOC115758786|XP_030555421.1|DNOV
OG0000850	LOC119551002|XP_037715983.1|DSUP	LOC115758772|XP_030555401.1|DNOV
OG0000851	LOC119550811|XP_037715679.1|DSUP	LOC115759814|XP_030556769.1|DNOV, LOC115760990|XP_030558461.1|DNOV
OG0000852	LOC119551582|XP_037716912.1|DSUP	LOC115757739|XP_030553987.1|DNOV
OG0000854	LOC119556126|XP_037723941.1|DSUP	LOC115768795|XP_030569351.1|DNOV
OG0000854	LOC119556124|XP_037723938.1|DSUP	LOC115768796|XP_030569352.1|DNOV
OG0000855	LOC119556918|XP_037725333.1|DSUP	LOC115768902|XP_030569479.1|DNOV
OG0000856	LOC119553907|XP_037720506.1|DSUP	LOC115771525|XP_030573120.1|DNOV
OG0000857	LOC119556007|XP_037723699.1|DSUP	LOC115766317|XP_030566066.1|DNOV
OG0000858	LOC119546751|XP_037709186.1|DSUP, LOC119546743|XP_037709172.1|DSUP	LOC115761304|XP_030558891.1|DNOV
OG0000860	LOC119552622|XP_037718216.1|DSUP	LOC115762781|XP_030560992.1|DNOV
OG0000861	LOC119551190|XP_037716320.1|DSUP, LOC119550584|XP_037715306.1|DSUP, LOC119558812|XP_037728006.1|DSUP	LOC115760922|XP_030558357.1|DNOV
OG0000862	LOC119551252|XP_037716425.1|DSUP, LOC119546890|XP_037709438.1|DSUP	LOC115761000|XP_030558470.1|DNOV
OG0000863	LOC119560369|XP_037729703.1|DSUP	LOC115771950|XP_030573713.1|DNOV
OG0000863	LOC119560306|XP_037729607.1|DSUP	LOC115770693|XP_030571945.1|DNOV, LOC115764544|XP_030563518.1|DNOV
OG0000864	LOC119547503|XP_037710323.1|DSUP	LOC115769205|XP_030569772.1|DNOV
OG0000864	LOC119557822|XP_037726690.1|DSUP	LOC115767328|XP_030567431.1|DNOV
OG0000865	LOC119561712|XP_037731140.1|DSUP	LOC115761578|XP_030559226.1|DNOV
OG0000866	LOC119548658|XP_037712000.1|DSUP, LOC119548659|XP_037712002.1|DSUP	LOC115758781|XP_030555412.1|DNOV
OG0000867	LOC119547358|XP_037710103.1|DSUP	LOC115759116|XP_030555818.1|DNOV
OG0000867	LOC119548502|XP_037711709.1|DSUP	LOC115763942|XP_030562595.1|DNOV, LOC115763943|XP_030562596.1|DNOV
OG0000868	LOC119557784|XP_037726611.1|DSUP	LOC115768195|XP_030568566.1|DNOV
OG0000869	LOC119560343|XP_037729667.1|DSUP	LOC115761661|XP_030559362.1|DNOV
OG0000870	LOC119549962|XP_037714281.1|DSUP	LOC115762875|XP_030561113.1|DNOV
OG0000871	LOC119551015|XP_037715997.1|DSUP	LOC115757820|XP_030554104.1|DNOV
OG0000872	LOC119556700|XP_037725024.1|DSUP	LOC115766309|XP_030566052.1|DNOV
OG0000872	LOC119549224|XP_037713034.1|DSUP	LOC115761701|XP_030559437.1|DNOV
OG0000873	LOC119553214|XP_037719399.1|DSUP	LOC115771552|XP_030573157.1|DNOV
OG0000874	LOC119556963|XP_037725398.1|DSUP	LOC115764308|XP_030563106.1|DNOV
OG0000874	LOC119549428|XP_037713439.1|DSUP	LOC115766620|XP_030566470.1|DNOV
OG0000875	LOC119553249|XP_037719454.1|DSUP	LOC115770149|XP_030571162.1|DNOV
OG0000877	LOC119553150|XP_037719298.1|DSUP	LOC115771580|XP_030573197.1|DNOV
OG0000877	LOC119557005|XP_037725464.1|DSUP	LOC115771356|XP_030572888.1|DNOV
OG0000878	LOC119551820|XP_037717309.1|DSUP	LOC115766505|XP_030566318.1|DNOV
OG0000878	LOC119547136|XP_037709776.1|DSUP	LOC115763531|XP_030562006.1|DNOV
OG0000879	LOC119551910|XP_037717453.1|DSUP	LOC115758255|XP_030554671.1|DNOV
OG0000880	LOC119556878|XP_037725281.1|DSUP	LOC115765172|XP_030564452.1|DNOV
OG0000880	LOC119553971|XP_037720604.1|DSUP	LOC115770339|XP_030571436.1|DNOV
OG0000881	LOC119553841|XP_037720413.1|DSUP, LOC119553911|XP_037720515.1|DSUP, LOC119555104|XP_037722251.1|DSUP	LOC115762675|XP_030560850.1|DNOV
OG0000882	LOC119556981|XP_037725428.1|DSUP	LOC115767212|XP_030567266.1|DNOV
OG0000884	LOC119558338|XP_037727730.1|DSUP	LOC115771324|XP_030572849.1|DNOV
OG0000885	LOC119560244|XP_037729534.1|DSUP	LOC115771781|XP_030573501.1|DNOV
OG0000886	LOC119563324|XP_037732594.1|DSUP	LOC115761711|XP_030559446.1|DNOV, LOC115761712|XP_030559447.1|DNOV
OG0000887	LOC119556695|XP_037725020.1|DSUP	LOC115768208|XP_030568581.1|DNOV
OG0000888	LOC119553388|XP_037719673.1|DSUP	LOC115768071|XP_030568386.1|DNOV
OG0000889	LOC119554130|XP_037720832.1|DSUP	LOC115770289|XP_030571384.1|DNOV
OG0000890	LOC119562479|XP_037731601.1|DSUP, LOC119551169|XP_037716295.1|DSUP	LOC115762706|XP_030560894.1|DNOV
OG0000891	LOC119547849|XP_037710807.1|DSUP	LOC115759711|XP_030556571.1|DNOV
OG0000892	LOC119555435|XP_037722732.1|DSUP	LOC115770507|XP_030571666.1|DNOV
OG0000893	LOC119560177|XP_037729465.1|DSUP	LOC115761506|XP_030559134.1|DNOV
OG0000894	LOC119560741|XP_037730283.1|DSUP	LOC115763763|XP_030562337.1|DNOV
OG0000894	LOC119559946|XP_037729100.1|DSUP	LOC115759580|XP_030556408.1|DNOV
OG0000895	LOC119551844|XP_037717345.1|DSUP	LOC115761432|XP_030559062.1|DNOV, LOC115761425|XP_030559049.1|DNOV, LOC115766562|XP_030566434.1|DNOV
OG0000896	LOC119556046|XP_037723767.1|DSUP	LOC115766476|XP_030566283.1|DNOV
OG0000897	LOC119562942|XP_037732026.1|DSUP	LOC115765748|XP_030565270.1|DNOV
OG0000897	LOC119562927|XP_037732006.1|DSUP	LOC115765750|XP_030565272.1|DNOV
OG0000898	LOC119550049|XP_037714431.1|DSUP, LOC119549937|XP_037714243.1|DSUP	LOC115760862|XP_030558276.1|DNOV, LOC115760951|XP_030558395.1|DNOV
OG0000899	LOC119560139|XP_037729419.1|DSUP, LOC119560680|XP_037730182.1|DSUP	LOC115771858|XP_030573598.1|DNOV
OG0000900	LOC119551005|XP_037715987.1|DSUP	LOC115763697|XP_030562248.1|DNOV
OG0000900	LOC119551871|XP_037717393.1|DSUP	LOC115763601|XP_030562091.1|DNOV
OG0000901	LOC119551893|XP_037717423.1|DSUP	LOC115760753|XP_030558095.1|DNOV
OG0000902	LOC119555822|XP_037723368.1|DSUP	LOC115768513|XP_030568959.1|DNOV
OG0000902	LOC119555821|XP_037723367.1|DSUP	LOC115768501|XP_030568947.1|DNOV
OG0000903	LOC119553462|XP_037719793.1|DSUP	LOC115769745|XP_030570546.1|DNOV
OG0000904	LOC119553061|XP_037719114.1|DSUP, LOC119552542|XP_037718090.1|DSUP, LOC119552541|XP_037718089.1|DSUP	LOC115769354|XP_030569988.1|DNOV
OG0000906	LOC119551615|XP_037716956.1|DSUP	LOC115762240|XP_030560243.1|DNOV, LOC115762347|XP_030560374.1|DNOV
OG0000907	LOC119551214|XP_037716378.1|DSUP	LOC115761045|XP_030558522.1|DNOV
OG0000909	LOC119563414|XP_037732710.1|DSUP	LOC115764668|XP_030563716.1|DNOV
OG0000910	LOC119556290|XP_037724275.1|DSUP, LOC119555638|XP_037723092.1|DSUP	LOC115768798|XP_030569354.1|DNOV
OG0000911	LOC119551874|XP_037717396.1|DSUP	LOC115761073|XP_030558552.1|DNOV
OG0000912	LOC119555476|XP_037722812.1|DSUP, LOC119555477|XP_037722813.1|DSUP	LOC115769805|XP_030570633.1|DNOV
OG0000913	LOC119552939|XP_037718820.1|DSUP	LOC115770359|XP_030571461.1|DNOV
OG0000914	LOC119550754|XP_037715605.1|DSUP	LOC115761058|XP_030558533.1|DNOV
OG0000915	LOC119551017|XP_037715999.1|DSUP	LOC115760600|XP_030557939.1|DNOV
OG0000916	LOC119546262|XP_037708351.1|DSUP	LOC115759735|XP_030556616.1|DNOV
OG0000917	LOC119560884|XP_037730489.1|DSUP	LOC115768651|XP_030569187.1|DNOV
OG0000917	LOC119548724|XP_037712157.1|DSUP	LOC115758376|XP_030554838.1|DNOV
OG0000918	LOC119562707|XP_037731821.1|DSUP, LOC119548676|XP_037712047.1|DSUP	LOC115763612|XP_030562099.1|DNOV
OG0000920	LOC119558006|XP_037727041.1|DSUP	LOC115771319|XP_030572843.1|DNOV
OG0000921	LOC119556415|XP_037724538.1|DSUP, LOC119556149|XP_037723974.1|DSUP	LOC115768470|XP_030568903.1|DNOV
OG0000922	LOC119553367|XP_037719640.1|DSUP, LOC119553366|XP_037719639.1|DSUP	LOC115762555|XP_030560691.1|DNOV
OG0000923	LOC119553619|XP_037720012.1|DSUP, LOC119559886|XP_037728951.1|DSUP, LOC119558281|XP_037727587.1|DSUP	LOC115763642|XP_030562137.1|DNOV
OG0000924	LOC119556173|XP_037724021.1|DSUP	LOC115767794|XP_030567985.1|DNOV
OG0000925	LOC119554725|XP_037721672.1|DSUP, LOC119553857|XP_037720439.1|DSUP	LOC115771831|XP_030573571.1|DNOV, LOC115771841|XP_030573583.1|DNOV
OG0000926	LOC119560986|XP_037730691.1|DSUP	LOC115765608|XP_030565119.1|DNOV
OG0000926	LOC119562864|XP_037731906.1|DSUP	LOC115766110|XP_030565790.1|DNOV
OG0000927	LOC119558541|XP_037727947.1|DSUP	LOC115764025|XP_030562717.1|DNOV
OG0000927	LOC119556073|XP_037723823.1|DSUP	LOC115764029|XP_030562720.1|DNOV
OG0000928	LOC119548511|XP_037711726.1|DSUP, LOC119547287|XP_037710000.1|DSUP	LOC115763256|XP_030561596.1|DNOV
OG0000929	LOC119547660|XP_037710537.1|DSUP	LOC115759065|XP_030555753.1|DNOV
OG0000929	LOC119547661|XP_037710539.1|DSUP	LOC115759109|XP_030555809.1|DNOV
OG0000930	LOC119555637|XP_037723087.1|DSUP, LOC119555633|XP_037723081.1|DSUP	LOC115770397|XP_030571509.1|DNOV, LOC115770419|XP_030571545.1|DNOV
OG0000931	LOC119550696|XP_037715489.1|DSUP	LOC115766594|XP_030566441.1|DNOV
OG0000932	LOC119555507|XP_037722854.1|DSUP	LOC115765522|XP_030565000.1|DNOV
OG0000933	LOC119551148|XP_037716267.1|DSUP	LOC115762318|XP_030560344.1|DNOV
OG0000933	LOC119551149|XP_037716268.1|DSUP	LOC115762317|XP_030560343.1|DNOV
OG0000934	LOC119551378|XP_037716628.1|DSUP, LOC119551334|XP_037716562.1|DSUP	LOC115771300|XP_030572798.1|DNOV
OG0000935	LOC119556611|XP_037724919.1|DSUP	LOC115757716|XP_030553938.1|DNOV
OG0000936	LOC119557557|XP_037726270.1|DSUP	LOC115765169|XP_030564449.1|DNOV
OG0000937	LOC119561248|XP_037730977.1|DSUP	LOC115772064|XP_030573870.1|DNOV
OG0000938	LOC119556470|XP_037724646.1|DSUP	LOC115767738|XP_030567910.1|DNOV
OG0000939	LOC119548744|XP_037712187.1|DSUP	LOC115758914|XP_030555571.1|DNOV
OG0000940	LOC119556967|XP_037725405.1|DSUP	LOC115764425|XP_030563283.1|DNOV
OG0000940	LOC119554614|XP_037721536.1|DSUP	LOC115765814|XP_030565396.1|DNOV
OG0000941	LOC119557678|XP_037726475.1|DSUP	LOC115765440|XP_030564865.1|DNOV
OG0000942	LOC119552580|XP_037718139.1|DSUP	LOC115767526|XP_030567676.1|DNOV
OG0000943	LOC119549167|XP_037712888.1|DSUP	LOC115765305|XP_030564672.1|DNOV
