Orthogroup	DSUP.longest_only	DELE.longest_only
OG0000264	LOC119555380|XP_037722655.1|DSUP	LOC108144045|XP_017124174.1|DELE
OG0000265	LOC119552038|XP_037717707.1|DSUP, LOC119552036|XP_037717705.1|DSUP	LOC108149676|XP_017132912.1|DELE
OG0000265	LOC119552706|XP_037718384.1|DSUP, LOC119552707|XP_037718385.1|DSUP	LOC108146371|XP_017127845.1|DELE
OG0000265	LOC119549870|XP_037714096.1|DSUP	LOC108145750|XP_017126803.1|DELE
OG0000266	LOC119551045|XP_037716083.1|DSUP	LOC108138996|XP_017117079.1|DELE
OG0000266	LOC119548603|XP_037711888.1|DSUP	LOC108141813|XP_017120879.1|DELE
OG0000266	LOC119551043|XP_037716082.1|DSUP	LOC108145576|XP_017126617.1|DELE, LOC108138986|XP_017117066.1|DELE
OG0000267	LOC119556078|XP_037723854.1|DSUP	LOC108148448|XP_017130972.1|DELE
OG0000267	LOC119554298|XP_037721090.1|DSUP	LOC108148968|XP_017131795.1|DELE
OG0000268	LOC119559990|XP_037729182.1|DSUP	LOC108148202|XP_017130598.1|DELE
OG0000268	LOC119559982|XP_037729168.1|DSUP	LOC108148201|XP_017130596.1|DELE
OG0000269	LOC119545773|XP_037707551.1|DSUP	LOC108148907|XP_017131711.1|DELE
OG0000269	LOC119553179|XP_037719351.1|DSUP, LOC119553185|XP_037719365.1|DSUP	LOC108136947|XP_017113918.1|DELE
OG0000269	LOC119560426|XP_037729794.1|DSUP	LOC108136747|XP_017113579.1|DELE
OG0000270	LOC119550202|XP_037714679.1|DSUP, LOC119558806|XP_037727999.1|DSUP	LOC108143427|XP_017123330.1|DELE
OG0000271	LOC119562583|XP_037731732.1|DSUP	LOC108148250|XP_017130659.1|DELE
OG0000271	LOC119549441|XP_037713462.1|DSUP	LOC108144494|XP_017124915.1|DELE
OG0000271	LOC119551720|XP_037717149.1|DSUP	LOC108144348|XP_017124585.1|DELE
OG0000272	LOC119553078|XP_037719136.1|DSUP	LOC108142208|XP_017121386.1|DELE
OG0000272	LOC119547069|XP_037709722.1|DSUP	LOC108134960|XP_017110973.1|DELE
OG0000273	LOC119563192|XP_037732407.1|DSUP	LOC108140571|XP_017118931.1|DELE
OG0000273	LOC119547220|XP_037709907.1|DSUP	LOC108135333|XP_017111513.1|DELE
OG0000273	LOC119560514|XP_037729917.1|DSUP	LOC108141020|XP_017119590.1|DELE
OG0000274	LOC119549030|XP_037712642.1|DSUP, LOC119549029|XP_037712641.1|DSUP, LOC119549031|XP_037712643.1|DSUP	LOC108149764|XP_017133076.1|DELE, LOC108149763|XP_017133075.1|DELE
OG0000274	LOC119550987|XP_037715951.1|DSUP	LOC108149047|XP_017131878.1|DELE
OG0000276	LOC119555131|XP_037722289.1|DSUP	LOC108135072|XP_017111118.1|DELE
OG0000276	LOC119550386|XP_037714965.1|DSUP	LOC108143716|XP_017123740.1|DELE
OG0000276	LOC119550698|XP_037715492.1|DSUP	LOC108143697|XP_017123714.1|DELE
OG0000276	LOC119550720|XP_037715544.1|DSUP, LOC119549544|XP_037713621.1|DSUP	LOC108143655|XP_017123656.1|DELE
OG0000277	LOC119560314|XP_037729620.1|DSUP	LOC108143812|XP_017123823.1|DELE, LOC108134841|XP_017110792.1|DELE
OG0000277	LOC119560424|XP_037729789.1|DSUP	LOC108143808|XP_017123820.1|DELE
OG0000277	LOC119560422|XP_037729787.1|DSUP	LOC108143818|XP_017123845.1|DELE
OG0000278	LOC119547591|XP_037710439.1|DSUP, LOC119546304|XP_037708424.1|DSUP	LOC108149859|XP_017133227.1|DELE, LOC108140682|XP_017119121.1|DELE, LOC108137427|XP_017114579.1|DELE
OG0000278	LOC119554224|XP_037720980.1|DSUP	LOC108144426|XP_017124780.1|DELE
OG0000278	LOC119555957|XP_037723604.1|DSUP, LOC119550482|XP_037715099.1|DSUP, LOC119550867|XP_037715774.1|DSUP, LOC119549504|XP_037713543.1|DSUP, LOC119549503|XP_037713542.1|DSUP	LOC108149041|XP_017131874.1|DELE
OG0000278	LOC119555907|XP_037723526.1|DSUP	LOC108135435|XP_017111663.1|DELE
OG0000278	LOC119556943|XP_037725363.1|DSUP, LOC119557195|XP_037725776.1|DSUP	LOC108148100|XP_017130431.1|DELE
OG0000278	LOC119556523|XP_037724727.1|DSUP	LOC108137271|XP_017114355.1|DELE
OG0000279	LOC119554005|XP_037720640.1|DSUP	LOC108147442|XP_017129456.1|DELE
OG0000279	LOC119554006|XP_037720641.1|DSUP	LOC108147443|XP_017129457.1|DELE
OG0000280	LOC119555128|XP_037722282.1|DSUP	LOC108146064|XP_017127366.1|DELE
OG0000280	LOC119555129|XP_037722283.1|DSUP	LOC108146065|XP_017127367.1|DELE
OG0000280	LOC119555127|XP_037722281.1|DSUP	LOC108146062|XP_017127365.1|DELE
OG0000281	LOC119562376|XP_037731466.1|DSUP, LOC119553767|XP_037720302.1|DSUP	LOC108142701|XP_017122205.1|DELE
OG0000281	LOC119556996|XP_037725454.1|DSUP	LOC108147635|XP_017129780.1|DELE
OG0000281	LOC119556544|XP_037724755.1|DSUP	LOC108134834|XP_017110782.1|DELE
OG0000282	LOC119553486|XP_037719823.1|DSUP	LOC108146356|XP_017127822.1|DELE
OG0000282	LOC119556718|XP_037725043.1|DSUP	LOC108136162|XP_017112648.1|DELE
OG0000282	LOC119555257|XP_037722483.1|DSUP	LOC108146358|XP_017127824.1|DELE
OG0000283	LOC119550607|XP_037715358.1|DSUP	LOC108144445|XP_017124820.1|DELE
OG0000283	LOC119545703|XP_037707384.1|DSUP	LOC108148670|XP_017131293.1|DELE
OG0000284	LOC119546200|XP_037708256.1|DSUP	LOC108138218|XP_017115826.1|DELE
OG0000284	LOC119546678|XP_037709069.1|DSUP	LOC108150537|XP_017134259.1|DELE
OG0000285	LOC119551646|XP_037717009.1|DSUP	LOC108145190|XP_017125921.1|DELE
OG0000285	LOC119551247|XP_037716418.1|DSUP	LOC108145187|XP_017125917.1|DELE
OG0000286	LOC119545969|XP_037707864.1|DSUP	LOC108149319|XP_017132267.1|DELE
OG0000286	LOC119545970|XP_037707865.1|DSUP	LOC108149321|XP_017132270.1|DELE
OG0000287	LOC119556617|XP_037724864.1|DSUP	LOC108147675|XP_017129861.1|DELE
OG0000287	LOC119556620|XP_037724868.1|DSUP	LOC108147678|XP_017129864.1|DELE
OG0000287	LOC119556621|XP_037724869.1|DSUP	LOC108147679|XP_017129865.1|DELE
OG0000288	LOC119546165|XP_037708212.1|DSUP	LOC108149360|XP_017132347.1|DELE
OG0000288	LOC119546931|XP_037709495.1|DSUP	LOC108149357|XP_017132344.1|DELE
OG0000288	LOC119546166|XP_037708213.1|DSUP	LOC108149362|XP_017132349.1|DELE
OG0000288	LOC119546930|XP_037709494.1|DSUP	LOC108149358|XP_017132345.1|DELE
OG0000289	LOC119555278|XP_037722510.1|DSUP	LOC108145621|XP_017126646.1|DELE
OG0000289	LOC119552544|XP_037718092.1|DSUP	LOC108146507|XP_017128032.1|DELE
OG0000289	LOC119555271|XP_037722503.1|DSUP	LOC108146295|XP_017127730.1|DELE
OG0000290	LOC119549667|XP_037713798.1|DSUP	LOC108150085|XP_017133538.1|DELE
OG0000290	LOC119549664|XP_037713796.1|DSUP	LOC108150083|XP_017133537.1|DELE
OG0000290	LOC119549465|XP_037713495.1|DSUP	LOC108138414|XP_017116100.1|DELE
OG0000291	LOC119553903|XP_037720501.1|DSUP	LOC108150142|XP_017133600.1|DELE
OG0000291	LOC119554806|XP_037721785.1|DSUP	LOC108142879|XP_017122443.1|DELE
OG0000291	LOC119552658|XP_037718291.1|DSUP	LOC108150126|XP_017133581.1|DELE
OG0000291	LOC119553762|XP_037720296.1|DSUP	LOC108142291|XP_017121529.1|DELE
OG0000292	LOC119551580|XP_037716910.1|DSUP	LOC108144840|XP_017125469.1|DELE
OG0000292	LOC119555309|XP_037722556.1|DSUP	LOC108146775|XP_017128404.1|DELE
OG0000293	LOC119560571|XP_037730022.1|DSUP	LOC108150146|XP_017133605.1|DELE
OG0000293	LOC119547401|XP_037710178.1|DSUP	LOC108135337|XP_017111517.1|DELE
OG0000293	LOC119563029|XP_037732155.1|DSUP	LOC108135857|XP_017112244.1|DELE
OG0000294	LOC119548346|XP_037711489.1|DSUP	LOC108150477|XP_017134170.1|DELE
OG0000294	LOC119556226|XP_037724143.1|DSUP	LOC108145587|XP_017126589.1|DELE
OG0000295	LOC119549744|XP_037713914.1|DSUP	LOC108149795|XP_017133148.1|DELE
OG0000295	LOC119550279|XP_037714795.1|DSUP	LOC108144639|XP_017125163.1|DELE
OG0000295	LOC119550641|XP_037715407.1|DSUP	LOC108145495|XP_017126441.1|DELE
OG0000296	LOC119547676|XP_037710564.1|DSUP	LOC108135202|XP_017111315.1|DELE
OG0000296	LOC119553390|XP_037719677.1|DSUP	LOC108145844|XP_017126948.1|DELE
OG0000296	LOC119556856|XP_037725256.1|DSUP	LOC108141518|XP_017120440.1|DELE
OG0000297	LOC119550568|XP_037715285.1|DSUP, LOC119550931|XP_037715883.1|DSUP	LOC108145350|XP_017126229.1|DELE, LOC108145404|XP_017126293.1|DELE
OG0000298	LOC119557563|XP_037726276.1|DSUP	LOC108135904|XP_017112311.1|DELE
OG0000298	LOC119557565|XP_037726277.1|DSUP	LOC108135907|XP_017112313.1|DELE
OG0000298	LOC119557214|XP_037725800.1|DSUP	LOC108147882|XP_017130128.1|DELE
OG0000299	LOC119550548|XP_037715212.1|DSUP	LOC108134917|XP_017110923.1|DELE
OG0000299	LOC119554628|XP_037721555.1|DSUP	LOC108135588|XP_017111880.1|DELE
OG0000299	LOC119554618|XP_037721543.1|DSUP	LOC108135416|XP_017111618.1|DELE
OG0000300	LOC119555430|XP_037722727.1|DSUP	LOC108135478|XP_017111709.1|DELE
OG0000300	LOC119555517|XP_037722869.1|DSUP	LOC108135563|XP_017111809.1|DELE
OG0000300	LOC119555516|XP_037722867.1|DSUP	LOC108135477|XP_017111708.1|DELE
OG0000301	LOC119557972|XP_037727014.1|DSUP	LOC108145309|XP_017126142.1|DELE
OG0000301	LOC119547423|XP_037710205.1|DSUP	LOC108138322|XP_017115970.1|DELE
OG0000302	LOC119553035|XP_037719025.1|DSUP	LOC108142838|XP_017122393.1|DELE
OG0000302	LOC119553036|XP_037719027.1|DSUP	LOC108142703|XP_017122207.1|DELE
OG0000303	LOC119554469|XP_037721312.1|DSUP	LOC108135554|XP_017111790.1|DELE
OG0000303	LOC119556702|XP_037725028.1|DSUP	LOC108136627|XP_017113435.1|DELE
OG0000303	LOC119548434|XP_037711611.1|DSUP	LOC108138277|XP_017115918.1|DELE
OG0000304	LOC119548725|XP_037712149.1|DSUP	LOC108143050|XP_017122748.1|DELE
OG0000304	LOC119548727|XP_037712163.1|DSUP	LOC108143075|XP_017122780.1|DELE
OG0000304	LOC119548733|XP_037712178.1|DSUP	LOC108143073|XP_017122778.1|DELE
OG0000305	LOC119554163|XP_037720880.1|DSUP	LOC108136007|XP_017112421.1|DELE
OG0000305	LOC119554561|XP_037721460.1|DSUP	LOC108136042|XP_017112462.1|DELE
OG0000306	LOC119550377|XP_037714952.1|DSUP	LOC108135362|XP_017111543.1|DELE
OG0000306	LOC119550280|XP_037714797.1|DSUP	LOC108135394|XP_017111582.1|DELE
OG0000306	LOC119556224|XP_037724136.1|DSUP	LOC108144601|XP_017125103.1|DELE
OG0000307	LOC119563457|XP_037732788.1|DSUP	LOC108136825|XP_017113718.1|DELE
OG0000307	LOC119563134|XP_037732313.1|DSUP	LOC108147185|XP_017129018.1|DELE
OG0000308	LOC119547885|XP_037710851.1|DSUP	LOC108141754|XP_017120739.1|DELE
OG0000308	LOC119560637|XP_037730117.1|DSUP	LOC108135798|XP_017112158.1|DELE
OG0000308	LOC119560638|XP_037730118.1|DSUP	LOC108135799|XP_017112159.1|DELE
OG0000308	LOC119547663|XP_037710541.1|DSUP	LOC108141978|XP_017121121.1|DELE
OG0000309	LOC119556877|XP_037725284.1|DSUP	LOC108150029|XP_017133483.1|DELE
OG0000309	LOC119560028|XP_037729255.1|DSUP, LOC119560022|XP_037729243.1|DSUP, LOC119557476|XP_037726176.1|DSUP	LOC108134648|XP_017110532.1|DELE
OG0000310	LOC119558410|XP_037727870.1|DSUP	LOC108138457|XP_017116149.1|DELE
OG0000310	LOC119553995|XP_037720629.1|DSUP	LOC108142336|XP_017121579.1|DELE
OG0000311	LOC119549100|XP_037712775.1|DSUP	LOC108137376|XP_017114516.1|DELE
OG0000311	LOC119559754|XP_037728756.1|DSUP	LOC108140493|XP_017118758.1|DELE
OG0000311	LOC119556049|XP_037723771.1|DSUP	LOC108144439|XP_017124817.1|DELE
OG0000312	LOC119548754|XP_037712203.1|DSUP	LOC108141908|XP_017121010.1|DELE
OG0000312	LOC119547235|XP_037709936.1|DSUP	LOC108134740|XP_017110653.1|DELE
OG0000313	LOC119547230|XP_037709918.1|DSUP	LOC108141889|XP_017120987.1|DELE
OG0000313	LOC119546767|XP_037709242.1|DSUP, LOC119546766|XP_037709241.1|DSUP	LOC108149503|XP_017132614.1|DELE
OG0000314	LOC119546240|XP_037708314.1|DSUP	LOC108138997|XP_017117074.1|DELE, LOC108138954|XP_017117022.1|DELE
OG0000315	LOC119548123|XP_037711147.1|DSUP	LOC108149513|XP_017132632.1|DELE
OG0000316	LOC119551732|XP_037717161.1|DSUP	LOC108145141|XP_017125845.1|DELE, LOC108145151|XP_017125857.1|DELE
OG0000316	LOC119551733|XP_037717162.1|DSUP	LOC108145139|XP_017125843.1|DELE
OG0000317	LOC119557210|XP_037725797.1|DSUP	LOC108147243|XP_017129130.1|DELE
OG0000318	LOC119563037|XP_037732167.1|DSUP	LOC108148970|XP_017131797.1|DELE
OG0000319	LOC119550402|XP_037714988.1|DSUP, LOC119550410|XP_037715000.1|DSUP, LOC119550427|XP_037715026.1|DSUP, LOC119550419|XP_037715013.1|DSUP	LOC108140720|XP_017119176.1|DELE, LOC108140721|XP_017119177.1|DELE
OG0000320	LOC119555629|XP_037723080.1|DSUP	LOC108135071|XP_017111109.1|DELE
OG0000320	LOC119547495|XP_037710313.1|DSUP	LOC108149320|XP_017132272.1|DELE
OG0000320	LOC119560473|XP_037729861.1|DSUP	LOC108139162|XP_017117267.1|DELE
OG0000321	LOC119548734|XP_037712174.1|DSUP	LOC108138079|XP_017115555.1|DELE
OG0000321	LOC119548735|XP_037712177.1|DSUP	LOC108138087|XP_017115562.1|DELE
OG0000322	LOC119560924|XP_037730572.1|DSUP	LOC108140447|XP_017118667.1|DELE
OG0000322	LOC119557233|XP_037725842.1|DSUP	LOC108135914|XP_017112337.1|DELE
OG0000322	LOC119556485|XP_037724668.1|DSUP	LOC108137634|XP_017114916.1|DELE
OG0000323	LOC119547612|XP_037710464.1|DSUP	LOC108149405|XP_017132431.1|DELE
OG0000323	LOC119560269|XP_037729567.1|DSUP	LOC108136837|XP_017113746.1|DELE
OG0000323	LOC119563462|XP_037732802.1|DSUP	LOC108136836|XP_017113745.1|DELE
OG0000324	LOC119549257|XP_037713092.1|DSUP	LOC108149085|XP_017131963.1|DELE
OG0000325	LOC119553256|XP_037719470.1|DSUP	LOC108146534|XP_017128064.1|DELE
OG0000325	LOC119554358|XP_037721153.1|DSUP	LOC108146539|XP_017128069.1|DELE
OG0000327	LOC119551896|XP_037717426.1|DSUP	LOC108149582|XP_017132706.1|DELE
OG0000327	LOC119551833|XP_037717331.1|DSUP	LOC108149674|XP_017132910.1|DELE
OG0000327	LOC119551879|XP_037717402.1|DSUP	LOC108149673|XP_017132908.1|DELE
OG0000328	LOC119549853|XP_037714076.1|DSUP	LOC108144141|XP_017124274.1|DELE, LOC108144140|XP_017124273.1|DELE
OG0000328	LOC119552536|XP_037718083.1|DSUP	LOC108150102|XP_017133555.1|DELE
OG0000328	LOC119553612|XP_037719998.1|DSUP	LOC108150101|XP_017133554.1|DELE
OG0000329	LOC119546773|XP_037709252.1|DSUP	LOC108141681|XP_017120647.1|DELE
OG0000329	LOC119548430|XP_037711602.1|DSUP	LOC108135290|XP_017111463.1|DELE
OG0000329	LOC119548554|XP_037711779.1|DSUP	LOC108135277|XP_017111446.1|DELE
OG0000331	LOC119546909|XP_037709462.1|DSUP	LOC108139058|XP_017117166.1|DELE
OG0000331	LOC119546916|XP_037709473.1|DSUP	LOC108138953|XP_017117021.1|DELE
OG0000332	LOC119546804|XP_037709311.1|DSUP	LOC108142090|XP_017121273.1|DELE
OG0000332	LOC119560276|XP_037729572.1|DSUP, LOC119560281|XP_037729579.1|DSUP, LOC119557897|XP_037726831.1|DSUP	LOC108147743|XP_017129963.1|DELE
OG0000333	LOC119555289|XP_037722531.1|DSUP	LOC108150210|XP_017133715.1|DELE
OG0000333	LOC119554137|XP_037720839.1|DSUP	LOC108150335|XP_017133947.1|DELE
OG0000333	LOC119554240|XP_037721003.1|DSUP	LOC108145925|XP_017127100.1|DELE
OG0000334	LOC119549576|XP_037713661.1|DSUP	LOC108149653|XP_017132882.1|DELE
OG0000334	LOC119557988|XP_037727010.1|DSUP	LOC108134862|XP_017110836.1|DELE
OG0000334	LOC119550790|XP_037715649.1|DSUP	LOC108144751|XP_017125344.1|DELE
OG0000335	LOC119547445|XP_037710233.1|DSUP	LOC108138708|XP_017116547.1|DELE
OG0000335	LOC119546863|XP_037709394.1|DSUP	LOC108138665|XP_017116495.1|DELE
OG0000336	LOC119545643|XP_037707292.1|DSUP	LOC108140621|XP_017119024.1|DELE
OG0000336	LOC119551123|XP_037716238.1|DSUP	LOC108143869|XP_017123925.1|DELE
OG0000336	LOC119551114|XP_037716227.1|DSUP	LOC108143867|XP_017123920.1|DELE
OG0000337	LOC119555125|XP_037722277.1|DSUP, LOC119555126|XP_037722279.1|DSUP	LOC108146061|XP_017127364.1|DELE
OG0000337	LOC119556819|XP_037725197.1|DSUP	LOC108136325|XP_017112916.1|DELE
OG0000337	LOC119553769|XP_037720303.1|DSUP	LOC108135523|XP_017111759.1|DELE
OG0000338	LOC119554236|XP_037720995.1|DSUP	LOC108145975|XP_017127195.1|DELE
OG0000338	LOC119556910|XP_037725325.1|DSUP	LOC108137097|XP_017114110.1|DELE
OG0000338	LOC119549111|XP_037712785.1|DSUP	LOC108134606|XP_017110463.1|DELE
OG0000339	LOC119554320|XP_037721109.1|DSUP	LOC108145766|XP_017126824.1|DELE
OG0000339	LOC119554498|XP_037721359.1|DSUP	LOC108145770|XP_017126828.1|DELE
OG0000340	LOC119551447|XP_037716717.1|DSUP	LOC108144761|XP_017125356.1|DELE
OG0000341	LOC119555196|XP_037722382.1|DSUP	LOC108136051|XP_017112471.1|DELE
OG0000341	LOC119555221|XP_037722421.1|DSUP	LOC108136014|XP_017112430.1|DELE
OG0000342	LOC119557920|XP_037726856.1|DSUP	LOC108141609|XP_017120554.1|DELE
OG0000342	LOC119559800|XP_037728814.1|DSUP	LOC108140498|XP_017118763.1|DELE
OG0000342	LOC119550627|XP_037715384.1|DSUP	LOC108144236|XP_017124405.1|DELE
OG0000343	LOC119555857|XP_037723429.1|DSUP, LOC119555862|XP_037723444.1|DSUP	LOC108143068|XP_017122771.1|DELE
OG0000343	LOC119560936|XP_037730600.1|DSUP	LOC108140964|XP_017119521.1|DELE
OG0000344	LOC119550929|XP_037715874.1|DSUP	LOC108144645|XP_017125176.1|DELE
OG0000344	LOC119563417|XP_037732714.1|DSUP	LOC108148792|XP_017131500.1|DELE
OG0000345	LOC119549289|XP_037713166.1|DSUP	LOC108149933|XP_017133338.1|DELE
OG0000345	LOC119549838|XP_037714045.1|DSUP	LOC108149071|XP_017131916.1|DELE
OG0000346	LOC119551013|XP_037715993.1|DSUP	LOC108144636|XP_017125156.1|DELE
OG0000346	LOC119550259|XP_037714765.1|DSUP	LOC108143574|XP_017123574.1|DELE, LOC108145504|XP_017126500.1|DELE
OG0000346	LOC119549714|XP_037713875.1|DSUP	LOC108134622|XP_017110496.1|DELE
OG0000346	LOC119549559|XP_037713637.1|DSUP, LOC119552051|XP_037717722.1|DSUP, LOC119549626|XP_037713736.1|DSUP, LOC119549622|XP_037713727.1|DSUP	LOC108144132|XP_017124265.1|DELE, LOC108144133|XP_017124266.1|DELE
OG0000347	LOC119554451|XP_037721291.1|DSUP	LOC108147531|XP_017129604.1|DELE
OG0000347	LOC119547755|XP_037710685.1|DSUP	LOC108148000|XP_017130311.1|DELE
OG0000348	LOC119548541|XP_037711764.1|DSUP	LOC108147824|XP_017130067.1|DELE
OG0000348	LOC119546670|XP_037709057.1|DSUP	LOC108138619|XP_017116397.1|DELE
OG0000349	LOC119547767|XP_037710704.1|DSUP, LOC119547766|XP_037710702.1|DSUP	LOC108139012|XP_017117103.1|DELE, LOC108137529|XP_017114739.1|DELE
OG0000350	LOC119555541|XP_037722902.1|DSUP	LOC108142659|XP_017122149.1|DELE
OG0000350	LOC119555372|XP_037722641.1|DSUP	LOC108142660|XP_017122150.1|DELE
OG0000350	LOC119545693|XP_037707373.1|DSUP	LOC108148431|XP_017130954.1|DELE
OG0000351	LOC119550250|XP_037714753.1|DSUP	LOC108143649|XP_017123650.1|DELE
OG0000351	LOC119550738|XP_037715582.1|DSUP	LOC108143654|XP_017123655.1|DELE
OG0000353	LOC119560509|XP_037729911.1|DSUP	LOC108144010|XP_017124122.1|DELE
OG0000353	LOC119562713|XP_037731829.1|DSUP	LOC108137813|XP_017115217.1|DELE
OG0000354	LOC119548388|XP_037711541.1|DSUP	LOC108147916|XP_017130170.1|DELE
OG0000354	LOC119548389|XP_037711542.1|DSUP	LOC108147917|XP_017130171.1|DELE
OG0000355	LOC119550656|XP_037715428.1|DSUP	LOC108145510|XP_017126464.1|DELE
OG0000355	LOC119550325|XP_037714859.1|DSUP	LOC108135393|XP_017111581.1|DELE
OG0000356	LOC119546574|XP_037708899.1|DSUP	LOC108138974|XP_017117047.1|DELE
OG0000356	LOC119546573|XP_037708897.1|DSUP	LOC108139038|XP_017117139.1|DELE
OG0000358	LOC119561002|XP_037730750.1|DSUP	LOC108136741|XP_017113573.1|DELE
OG0000358	LOC119563475|XP_037732827.1|DSUP	LOC108136840|XP_017113750.1|DELE
OG0000359	LOC119554785|XP_037721759.1|DSUP	LOC108136011|XP_017112426.1|DELE
OG0000359	LOC119554558|XP_037721457.1|DSUP	LOC108136013|XP_017112429.1|DELE
OG0000359	LOC119554901|XP_037721931.1|DSUP	LOC108136016|XP_017112431.1|DELE
OG0000360	LOC119555993|XP_037723655.1|DSUP	LOC108144025|XP_017124145.1|DELE
OG0000360	LOC119553546|XP_037719916.1|DSUP	LOC108143946|XP_017124031.1|DELE
OG0000360	LOC119552055|XP_037717741.1|DSUP	LOC108143945|XP_017124029.1|DELE
OG0000361	LOC119555916|XP_037723545.1|DSUP	LOC108140382|XP_017118575.1|DELE
OG0000361	LOC119560168|XP_037729455.1|DSUP	LOC108148257|XP_017130674.1|DELE
OG0000361	LOC119559346|XP_037728322.1|DSUP, LOC119548445|XP_037711635.1|DSUP	LOC108138009|XP_017115468.1|DELE
OG0000362	LOC119552668|XP_037718347.1|DSUP	LOC108134619|XP_017110493.1|DELE
OG0000362	LOC119552847|XP_037718643.1|DSUP	LOC108150565|XP_017134293.1|DELE
OG0000363	LOC119547186|XP_037709852.1|DSUP	LOC108148619|XP_017131203.1|DELE
OG0000363	LOC119553817|XP_037720366.1|DSUP	LOC108146703|XP_017128255.1|DELE
OG0000364	LOC119554814|XP_037721794.1|DSUP	LOC108145643|XP_017126669.1|DELE
OG0000365	LOC119550914|XP_037715834.1|DSUP	LOC108145475|XP_017126418.1|DELE
OG0000365	LOC119548405|XP_037711569.1|DSUP	LOC108134523|XP_017110351.1|DELE
OG0000366	LOC119556170|XP_037724017.1|DSUP	LOC108142419|XP_017121763.1|DELE
OG0000366	LOC119548850|XP_037712403.1|DSUP	LOC108147216|XP_017129070.1|DELE
OG0000367	LOC119555393|XP_037722668.1|DSUP	LOC108150285|XP_017133874.1|DELE
OG0000367	LOC119549132|XP_037712829.1|DSUP	LOC108143494|XP_017123435.1|DELE
OG0000368	LOC119553184|XP_037719355.1|DSUP	LOC108135675|XP_017112002.1|DELE
OG0000368	LOC119553186|XP_037719361.1|DSUP	LOC108135519|XP_017111754.1|DELE
OG0000370	LOC119554272|XP_037721051.1|DSUP	LOC108142294|XP_017121532.1|DELE
OG0000370	LOC119553257|XP_037719471.1|DSUP	LOC108145627|XP_017126652.1|DELE
OG0000370	LOC119549387|XP_037713362.1|DSUP	LOC108137530|XP_017114740.1|DELE
OG0000371	LOC119557078|XP_037725559.1|DSUP	LOC108140847|XP_017119320.1|DELE
OG0000371	LOC119551281|XP_037716475.1|DSUP	LOC108144162|XP_017124309.1|DELE
OG0000371	LOC119546562|XP_037708865.1|DSUP	LOC108148463|XP_017130984.1|DELE
OG0000372	LOC119557698|XP_037726500.1|DSUP	LOC108140709|XP_017119158.1|DELE
OG0000372	LOC119552814|XP_037718586.1|DSUP	LOC108146122|XP_017127451.1|DELE
OG0000372	LOC119547224|XP_037709913.1|DSUP	LOC108141641|XP_017120601.1|DELE, LOC108141817|XP_017120882.1|DELE, LOC108141756|XP_017120741.1|DELE
OG0000372	LOC119547223|XP_037709911.1|DSUP	LOC108141748|XP_017120732.1|DELE
OG0000373	LOC119550744|XP_037715592.1|DSUP	LOC108143341|XP_017123151.1|DELE
OG0000374	LOC119549660|XP_037713792.1|DSUP, LOC119555091|XP_037722237.1|DSUP	LOC108145629|XP_017126654.1|DELE
OG0000375	LOC119553108|XP_037719207.1|DSUP, LOC119553107|XP_037719205.1|DSUP	LOC108150088|XP_017133541.1|DELE, LOC108150193|XP_017133686.1|DELE
OG0000376	LOC119556425|XP_037724572.1|DSUP	LOC108136565|XP_017113363.1|DELE
OG0000376	LOC119556388|XP_037724491.1|DSUP	LOC108136564|XP_017113362.1|DELE
OG0000377	LOC119557124|XP_037725636.1|DSUP	LOC108137757|XP_017115146.1|DELE
OG0000377	LOC119560957|XP_037730633.1|DSUP	LOC108150339|XP_017133958.1|DELE
OG0000378	LOC119550111|XP_037714520.1|DSUP	LOC108144652|XP_017125186.1|DELE
OG0000378	LOC119557385|XP_037726058.1|DSUP	LOC108137579|XP_017114799.1|DELE
OG0000379	LOC119549991|XP_037714328.1|DSUP	LOC108149578|XP_017132701.1|DELE
OG0000379	LOC119549908|XP_037714156.1|DSUP	LOC108149579|XP_017132702.1|DELE
OG0000379	LOC119549184|XP_037712931.1|DSUP	LOC108149616|XP_017132818.1|DELE
OG0000380	LOC119559414|XP_037728436.1|DSUP	LOC108149051|XP_017131883.1|DELE, LOC108136617|XP_017113428.1|DELE
OG0000380	LOC119554199|XP_037720927.1|DSUP	LOC108142790|XP_017122326.1|DELE
OG0000381	LOC119547683|XP_037710570.1|DSUP	LOC108147823|XP_017130066.1|DELE
OG0000381	LOC119546749|XP_037709177.1|DSUP	LOC108141932|XP_017121056.1|DELE
OG0000382	LOC119554122|XP_037720823.1|DSUP, LOC119555075|XP_037722213.1|DSUP	LOC108138374|XP_017116043.1|DELE
OG0000383	LOC119548376|XP_037711522.1|DSUP	LOC108148070|XP_017130412.1|DELE
OG0000383	LOC119546383|XP_037708547.1|DSUP	LOC108150485|XP_017134181.1|DELE
OG0000384	LOC119549845|XP_037714065.1|DSUP	LOC108144878|XP_017125525.1|DELE
OG0000384	LOC119551674|XP_037717056.1|DSUP	LOC108144691|XP_017125251.1|DELE
OG0000385	LOC119557725|XP_037726535.1|DSUP	LOC108137428|XP_017114580.1|DELE
OG0000385	LOC119557035|XP_037725509.1|DSUP	LOC108137418|XP_017114566.1|DELE
OG0000386	LOC119553894|XP_037720489.1|DSUP	LOC108145735|XP_017126786.1|DELE
OG0000386	LOC119553842|XP_037720414.1|DSUP	LOC108145721|XP_017126772.1|DELE
