Orthogroup	DSUP.longest_only	DBIA.longest_only
OG0001247	LOC119562619|XP_037731772.1|DSUP	LOC108036882|XP_016968746.1|DBIA
OG0001248	LOC119553839|XP_037720407.1|DSUP	LOC108031009|XP_016959701.1|DBIA
OG0001249	LOC119557215|XP_037725801.1|DSUP	LOC108036325|XP_016967831.1|DBIA
OG0001251	LOC119559789|XP_037728798.1|DSUP	LOC108027280|XP_016954146.1|DBIA
OG0001251	LOC119559787|XP_037728796.1|DSUP	LOC108027147|XP_016953856.1|DBIA
OG0001252	LOC119556560|XP_037724786.1|DSUP	LOC108024553|XP_016950023.1|DBIA
OG0001252	LOC119545761|XP_037707534.1|DSUP	LOC108024278|XP_016949665.1|DBIA
OG0001252	LOC119556553|XP_037724774.1|DSUP	LOC108024277|XP_016949664.1|DBIA
OG0001253	LOC119550120|XP_037714531.1|DSUP	LOC108022220|XP_016946563.1|DBIA
OG0001254	LOC119551947|XP_037717565.1|DSUP	LOC108022377|XP_016946747.1|DBIA
OG0001254	LOC119549730|XP_037713899.1|DSUP	LOC108022074|XP_016946408.1|DBIA
OG0001255	LOC119549301|XP_037713188.1|DSUP	LOC108030239|XP_016958532.1|DBIA
OG0001256	LOC119551954|XP_037717577.1|DSUP	LOC108022371|XP_016946741.1|DBIA
OG0001257	LOC119546202|XP_037708383.1|DSUP	LOC108035914|XP_016967189.1|DBIA
OG0001258	LOC119560373|XP_037729707.1|DSUP	LOC108031944|XP_016961213.1|DBIA
OG0001259	LOC119557181|XP_037725723.1|DSUP	LOC108023590|XP_016948681.1|DBIA
OG0001260	LOC119560515|XP_037729918.1|DSUP	LOC108031595|XP_016960660.1|DBIA
OG0001261	LOC119556009|XP_037723704.1|DSUP	LOC108027609|XP_016954619.1|DBIA
OG0001262	LOC119552656|XP_037718288.1|DSUP	LOC108028296|XP_016955506.1|DBIA
OG0001263	LOC119562902|XP_037731956.1|DSUP	LOC108031993|XP_016961276.1|DBIA
OG0001264	LOC119547259|XP_037709966.1|DSUP	LOC108029105|XP_016956698.1|DBIA
OG0001265	LOC119556657|XP_037724927.1|DSUP	LOC108023490|XP_016948503.1|DBIA
OG0001266	LOC119551094|XP_037716201.1|DSUP	LOC108026878|XP_016953559.1|DBIA
OG0001267	LOC119560443|XP_037729815.1|DSUP	LOC108031938|XP_016961207.1|DBIA
OG0001268	LOC119552175|XP_037717938.1|DSUP	LOC108023797|XP_016948929.1|DBIA
OG0001269	LOC119549170|XP_037712897.1|DSUP	LOC108030084|XP_016958211.1|DBIA
OG0001270	LOC119560691|XP_037730197.1|DSUP	LOC108027243|XP_016954082.1|DBIA
OG0001271	LOC119550516|XP_037715153.1|DSUP	LOC108022814|XP_016947440.1|DBIA
OG0001272	LOC119553294|XP_037719537.1|DSUP	LOC108035327|XP_016966390.1|DBIA
OG0001273	LOC119559845|XP_037728877.1|DSUP	LOC108024444|XP_016949850.1|DBIA
OG0001274	LOC119553327|XP_037719586.1|DSUP	LOC108028472|XP_016955823.1|DBIA
OG0001275	LOC119556566|XP_037724790.1|DSUP	LOC108025826|XP_016951968.1|DBIA
OG0001276	LOC119553759|XP_037720292.1|DSUP	LOC108035463|XP_016966598.1|DBIA
OG0001277	LOC119553677|XP_037720149.1|DSUP	LOC108034695|XP_016965124.1|DBIA
OG0001278	LOC119555287|XP_037722524.1|DSUP	LOC108034932|XP_016965679.1|DBIA
OG0001279	LOC119554312|XP_037721100.1|DSUP	LOC108028182|XP_016955335.1|DBIA
OG0001280	LOC119555277|XP_037722509.1|DSUP	LOC108029516|XP_016957307.1|DBIA
OG0001281	LOC119553741|XP_037720266.1|DSUP	LOC108035485|XP_016966625.1|DBIA
OG0001282	LOC119546363|XP_037708520.1|DSUP	LOC108027763|XP_016954810.1|DBIA
OG0001283	LOC119552056|XP_037717743.1|DSUP	LOC108036218|XP_016967699.1|DBIA
OG0001284	LOC119561887|XP_037731285.1|DSUP	LOC108027603|XP_016954616.1|DBIA, LOC108027594|XP_016954604.1|DBIA
OG0001285	LOC119554067|XP_037720737.1|DSUP	LOC108030815|XP_016959408.1|DBIA
OG0001286	LOC119547974|XP_037710953.1|DSUP	LOC108034295|XP_016964646.1|DBIA
OG0001287	LOC119563345|XP_037732620.1|DSUP	LOC108032255|XP_016961608.1|DBIA
OG0001288	LOC119547333|XP_037710071.1|DSUP	LOC108029194|XP_016956859.1|DBIA
OG0001289	LOC119547687|XP_037710579.1|DSUP	LOC108033279|XP_016963034.1|DBIA
OG0001290	LOC119548883|XP_037712443.1|DSUP	LOC108028949|XP_016956458.1|DBIA
OG0001291	LOC119549961|XP_037714280.1|DSUP	LOC108026738|XP_016953347.1|DBIA
OG0001292	LOC119549082|XP_037712724.1|DSUP	LOC108036368|XP_016967939.1|DBIA
OG0001293	LOC119557253|XP_037725865.1|DSUP	LOC108021971|XP_016946297.1|DBIA
OG0001294	LOC119553883|XP_037720470.1|DSUP	LOC108034648|XP_016965076.1|DBIA
OG0001294	LOC119563394|XP_037732680.1|DSUP	LOC108024763|XP_016950365.1|DBIA
OG0001295	LOC119557546|XP_037726248.1|DSUP	LOC108033190|XP_016962921.1|DBIA
OG0001296	LOC119559695|XP_037728681.1|DSUP, LOC119559694|XP_037728680.1|DSUP, LOC119559699|XP_037728688.1|DSUP	LOC108030486|XP_016958856.1|DBIA
OG0001297	LOC119550693|XP_037715490.1|DSUP	LOC108031742|XP_016960926.1|DBIA
OG0001298	LOC119560877|XP_037730480.1|DSUP	LOC108027437|XP_016954374.1|DBIA
OG0001299	LOC119553235|XP_037719431.1|DSUP	LOC108035390|XP_016966491.1|DBIA
OG0001300	LOC119563143|XP_037732328.1|DSUP	LOC108024842|XP_016950469.1|DBIA
OG0001301	LOC119546140|XP_037708174.1|DSUP	LOC108033378|XP_016963187.1|DBIA
OG0001302	LOC119551265|XP_037716451.1|DSUP	LOC108029755|XP_016957741.1|DBIA
OG0001303	LOC119545844|XP_037707738.1|DSUP	LOC108025344|XP_016951277.1|DBIA
OG0001304	LOC119549848|XP_037714069.1|DSUP	LOC108030192|XP_016958433.1|DBIA
OG0001305	LOC119560692|XP_037730198.1|DSUP	LOC108027314|XP_016954198.1|DBIA
OG0001306	LOC119563155|XP_037732342.1|DSUP	LOC108025565|XP_016951585.1|DBIA
OG0001307	LOC119555377|XP_037722648.1|DSUP	LOC108028380|XP_016955665.1|DBIA
OG0001308	LOC119556279|XP_037724257.1|DSUP	LOC108023519|XP_016948555.1|DBIA
OG0001309	LOC119563087|XP_037732245.1|DSUP	LOC108024074|XP_016949338.1|DBIA
OG0001310	LOC119557283|XP_037725899.1|DSUP	LOC108024761|XP_016950358.1|DBIA
OG0001311	LOC119557011|XP_037725473.1|DSUP	LOC108035769|XP_016966962.1|DBIA
OG0001312	LOC119554414|XP_037721231.1|DSUP	LOC108028630|XP_016956040.1|DBIA
OG0001313	LOC119550037|XP_037714401.1|DSUP	LOC108022998|XP_016947718.1|DBIA
OG0001314	LOC119546871|XP_037709405.1|DSUP	LOC108032664|XP_016962113.1|DBIA
OG0001315	LOC119556977|XP_037725423.1|DSUP	LOC108023281|XP_016948062.1|DBIA
OG0001316	LOC119549521|XP_037713564.1|DSUP	LOC108030229|XP_016958508.1|DBIA
OG0001316	LOC119549929|XP_037714199.1|DSUP	LOC108030467|XP_016958853.1|DBIA
OG0001316	LOC119549883|XP_037714116.1|DSUP	LOC108036191|XP_016967671.1|DBIA, LOC108036193|XP_016967672.1|DBIA
OG0001317	LOC119546577|XP_037708901.1|DSUP	LOC108029209|XP_016956878.1|DBIA
OG0001318	LOC119546361|XP_037708516.1|DSUP	LOC108027762|XP_016954809.1|DBIA
OG0001319	LOC119546687|XP_037709092.1|DSUP	LOC108033356|XP_016963156.1|DBIA
OG0001319	LOC119546688|XP_037709093.1|DSUP	LOC108033334|XP_016963108.1|DBIA
OG0001320	LOC119549119|XP_037712801.1|DSUP	LOC108022094|XP_016946427.1|DBIA
OG0001321	LOC119551692|XP_037717089.1|DSUP	LOC108029910|XP_016957891.1|DBIA
OG0001322	LOC119563238|XP_037732472.1|DSUP	LOC108026027|XP_016952207.1|DBIA
OG0001322	LOC119560752|XP_037730297.1|DSUP	LOC108032866|XP_016962355.1|DBIA
OG0001323	LOC119547598|XP_037710446.1|DSUP	LOC108029026|XP_016956563.1|DBIA
OG0001324	LOC119547465|XP_037710278.1|DSUP	LOC108033455|XP_016963281.1|DBIA
OG0001325	LOC119561099|XP_037730921.1|DSUP, LOC119559575|XP_037728523.1|DSUP	LOC108031081|XP_016959776.1|DBIA
OG0001325	LOC119559576|XP_037728524.1|DSUP, LOC119561098|XP_037730920.1|DSUP	LOC108031133|XP_016959835.1|DBIA
OG0001326	LOC119549110|XP_037712789.1|DSUP	LOC108025465|XP_016951456.1|DBIA
OG0001328	LOC119557638|XP_037726400.1|DSUP	LOC108025909|XP_016952082.1|DBIA
OG0001329	LOC119557309|XP_037725949.1|DSUP	LOC108024037|XP_016949300.1|DBIA
OG0001330	LOC119558313|XP_037727646.1|DSUP	LOC108023908|XP_016949082.1|DBIA
OG0001331	LOC119557248|XP_037725862.1|DSUP	LOC108023215|XP_016947974.1|DBIA
OG0001332	LOC119557604|XP_037726335.1|DSUP	LOC108033169|XP_016962891.1|DBIA
OG0001333	LOC119548480|XP_037711679.1|DSUP	LOC108035042|XP_016965903.1|DBIA
OG0001334	LOC119556508|XP_037724703.1|DSUP	LOC108025452|XP_016951441.1|DBIA
OG0001335	LOC119558505|XP_037727940.1|DSUP	LOC108031918|XP_016961179.1|DBIA
OG0001336	LOC119553549|XP_037719915.1|DSUP	LOC108034397|XP_016964767.1|DBIA
OG0001337	LOC119557147|XP_037725659.1|DSUP	LOC108033081|XP_016962740.1|DBIA
OG0001338	LOC119552185|XP_037717958.1|DSUP	LOC108022971|XP_016947685.1|DBIA
OG0001339	LOC119549735|XP_037713905.1|DSUP, LOC119551318|XP_037716542.1|DSUP	LOC108022704|XP_016947267.1|DBIA
OG0001340	LOC119561792|XP_037731199.1|DSUP	LOC108036873|XP_016968739.1|DBIA
OG0001341	LOC119563288|XP_037732543.1|DSUP	LOC108031650|XP_016960769.1|DBIA
OG0001342	LOC119563418|XP_037732716.1|DSUP	LOC108025406|XP_016951373.1|DBIA
OG0001343	LOC119560938|XP_037730602.1|DSUP	LOC108027128|XP_016953836.1|DBIA
OG0001344	LOC119562448|XP_037731564.1|DSUP	LOC108025403|XP_016951368.1|DBIA
OG0001345	LOC119560465|XP_037729853.1|DSUP	LOC108032178|XP_016961522.1|DBIA
OG0001346	LOC119563230|XP_037732463.1|DSUP	LOC108032145|XP_016961475.1|DBIA
OG0001347	LOC119557743|XP_037726557.1|DSUP	LOC108028892|XP_016956402.1|DBIA
OG0001348	LOC119555807|XP_037723354.1|DSUP	LOC108033074|XP_016962732.1|DBIA
OG0001349	LOC119552779|XP_037718518.1|DSUP	LOC108035499|XP_016966642.1|DBIA
OG0001350	LOC119555171|XP_037722350.1|DSUP	LOC108028082|XP_016955213.1|DBIA
OG0001351	LOC119550544|XP_037715202.1|DSUP	LOC108036383|XP_016967976.1|DBIA
OG0001351	LOC119550066|XP_037714458.1|DSUP	LOC108036382|XP_016967974.1|DBIA
OG0001352	LOC119559373|XP_037728341.1|DSUP, LOC119559440|XP_037728468.1|DSUP	LOC108024268|XP_016949643.1|DBIA
OG0001353	LOC119554207|XP_037720937.1|DSUP	LOC108030668|XP_016959184.1|DBIA
OG0001354	LOC119558813|XP_037728007.1|DSUP, LOC119550630|XP_037715390.1|DSUP	LOC108022880|XP_016947563.1|DBIA
OG0001355	LOC119549953|XP_037714265.1|DSUP	LOC108026526|XP_016952962.1|DBIA
OG0001356	LOC119545786|XP_037707590.1|DSUP	LOC108024819|XP_016950435.1|DBIA
OG0001357	LOC119553082|XP_037719159.1|DSUP	LOC108034830|XP_016965431.1|DBIA
OG0001358	LOC119555505|XP_037722851.1|DSUP	LOC108035907|XP_016967162.1|DBIA
OG0001359	LOC119548053|XP_037711063.1|DSUP	LOC108033712|XP_016963734.1|DBIA
OG0001360	LOC119550027|XP_037714378.1|DSUP	LOC108036679|XP_016968450.1|DBIA
OG0001361	LOC119553103|XP_037719200.1|DSUP	LOC108034812|XP_016965346.1|DBIA
OG0001362	LOC119555291|XP_037722535.1|DSUP	LOC108034934|XP_016965687.1|DBIA
OG0001363	LOC119560945|XP_037730611.1|DSUP	LOC108031082|XP_016959777.1|DBIA
OG0001364	LOC119550703|XP_037715506.1|DSUP	LOC108022533|XP_016946999.1|DBIA
OG0001365	LOC119552832|XP_037718615.1|DSUP	LOC108034748|XP_016965185.1|DBIA
OG0001366	LOC119552893|XP_037718736.1|DSUP	LOC108034952|XP_016965727.1|DBIA
OG0001367	LOC119549182|XP_037712920.1|DSUP	LOC108026756|XP_016953376.1|DBIA
OG0001368	LOC119550161|XP_037714620.1|DSUP	LOC108036545|XP_016968261.1|DBIA
OG0001369	LOC119557448|XP_037726141.1|DSUP	LOC108024049|XP_016949315.1|DBIA
OG0001369	LOC119556755|XP_037725105.1|DSUP	LOC108032955|XP_016962515.1|DBIA
OG0001370	LOC119549036|XP_037712647.1|DSUP	LOC108022596|XP_016947118.1|DBIA
OG0001372	LOC119549941|XP_037714251.1|DSUP	LOC108026628|XP_016953133.1|DBIA
OG0001373	LOC119548312|XP_037711416.1|DSUP	LOC108034327|XP_016964692.1|DBIA
OG0001374	LOC119551721|XP_037717150.1|DSUP	LOC108036560|XP_016968288.1|DBIA
OG0001375	LOC119560413|XP_037729776.1|DSUP	LOC108032923|XP_016962479.1|DBIA
OG0001376	LOC119552021|XP_037717686.1|DSUP	LOC108022765|XP_016947359.1|DBIA
OG0001377	LOC119546178|XP_037708229.1|DSUP	LOC108036743|XP_016968541.1|DBIA
OG0001378	LOC119546918|XP_037709475.1|DSUP	LOC108034355|XP_016964730.1|DBIA
OG0001380	LOC119559143|XP_037728133.1|DSUP	LOC108021916|XP_016946230.1|DBIA
OG0001381	LOC119549051|XP_037712673.1|DSUP	LOC108036409|XP_016968017.1|DBIA
OG0001382	LOC119548673|XP_037712040.1|DSUP	LOC108027664|XP_016954692.1|DBIA
OG0001383	LOC119550522|XP_037715160.1|DSUP	LOC108029956|XP_016957948.1|DBIA
OG0001384	LOC119548597|XP_037711881.1|DSUP	LOC108034260|XP_016964606.1|DBIA
OG0001385	LOC119546162|XP_037708209.1|DSUP	LOC108032601|XP_016962017.1|DBIA
OG0001387	LOC119548180|XP_037711222.1|DSUP	LOC108033768|XP_016963853.1|DBIA
OG0001388	LOC119548680|XP_037712052.1|DSUP	LOC108034870|XP_016965552.1|DBIA
OG0001389	LOC119563272|XP_037732522.1|DSUP	LOC108024847|XP_016950474.1|DBIA
OG0001391	LOC119547480|XP_037710293.1|DSUP	LOC108034060|XP_016964304.1|DBIA
OG0001392	LOC119556605|XP_037724846.1|DSUP	LOC108025824|XP_016951965.1|DBIA
OG0001393	LOC119546571|XP_037708892.1|DSUP	LOC108033877|XP_016964009.1|DBIA
OG0001394	LOC119547700|XP_037710602.1|DSUP	LOC108034091|XP_016964347.1|DBIA
OG0001395	LOC119560179|XP_037729471.1|DSUP	LOC108031900|XP_016961156.1|DBIA
OG0001396	LOC119556634|XP_037724888.1|DSUP	LOC108033160|XP_016962878.1|DBIA
OG0001397	LOC119563138|XP_037732323.1|DSUP	LOC108024805|XP_016950416.1|DBIA
OG0001398	LOC119558395|XP_037727850.1|DSUP	LOC108025878|XP_016952041.1|DBIA
OG0001399	LOC119559607|XP_037728548.1|DSUP	LOC108036172|XP_016967651.1|DBIA, LOC108031518|XP_016960529.1|DBIA, LOC108023802|XP_016948932.1|DBIA
OG0001400	LOC119562986|XP_037732092.1|DSUP	LOC108025330|XP_016951250.1|DBIA
OG0001401	LOC119553731|XP_037720247.1|DSUP	LOC108028071|XP_016955201.1|DBIA
OG0001402	LOC119555472|XP_037722806.1|DSUP	LOC108030562|XP_016958948.1|DBIA
OG0001402	LOC119555462|XP_037722796.1|DSUP	LOC108030557|XP_016958941.1|DBIA
OG0001403	LOC119554938|XP_037721975.1|DSUP	LOC108030889|XP_016959549.1|DBIA
OG0001404	LOC119549017|XP_037712589.1|DSUP	LOC108029630|XP_016957513.1|DBIA
OG0001405	LOC119551134|XP_037716252.1|DSUP	LOC108036246|XP_016967744.1|DBIA
OG0001406	LOC119556079|XP_037723859.1|DSUP	LOC108023250|XP_016948019.1|DBIA
OG0001407	LOC119555297|XP_037722541.1|DSUP	LOC108034567|XP_016964987.1|DBIA
OG0001408	LOC119550043|XP_037714424.1|DSUP	LOC108029903|XP_016957882.1|DBIA
OG0001411	LOC119560586|XP_037730040.1|DSUP	LOC108032231|XP_016961583.1|DBIA
OG0001412	LOC119546053|XP_037708045.1|DSUP	LOC108033670|XP_016963605.1|DBIA
OG0001413	LOC119551129|XP_037716241.1|DSUP	LOC108022102|XP_016946433.1|DBIA
OG0001413	LOC119550766|XP_037715619.1|DSUP	LOC108022249|XP_016946597.1|DBIA
OG0001414	LOC119551623|XP_037716974.1|DSUP	LOC108022230|XP_016946577.1|DBIA
OG0001414	LOC119551624|XP_037716975.1|DSUP	LOC108022066|XP_016946400.1|DBIA
OG0001415	LOC119549650|XP_037713763.1|DSUP	LOC108026500|XP_016952936.1|DBIA
OG0001416	LOC119548431|XP_037711603.1|DSUP	LOC108033426|XP_016963237.1|DBIA
OG0001416	LOC119555347|XP_037722613.1|DSUP	LOC108028384|XP_016955677.1|DBIA
OG0001417	LOC119557879|XP_037726808.1|DSUP	LOC108021877|XP_016946160.1|DBIA
OG0001417	LOC119557141|XP_037725651.1|DSUP	LOC108021902|XP_016946209.1|DBIA
OG0001418	LOC119553899|XP_037720497.1|DSUP	LOC108028447|XP_016955777.1|DBIA
OG0001418	LOC119553289|XP_037719528.1|DSUP	LOC108028149|XP_016955299.1|DBIA
OG0001419	LOC119546375|XP_037708535.1|DSUP	LOC108036044|XP_016967474.1|DBIA
OG0001419	LOC119547515|XP_037710336.1|DSUP	LOC108036135|XP_016967609.1|DBIA
OG0001420	LOC119563108|XP_037732279.1|DSUP	LOC108031787|XP_016960989.1|DBIA
OG0001421	LOC119548585|XP_037711846.1|DSUP	LOC108025306|XP_016951193.1|DBIA
OG0001421	LOC119546058|XP_037708054.1|DSUP	LOC108033245|XP_016963000.1|DBIA
OG0001421	LOC119546425|XP_037708621.1|DSUP	LOC108027822|XP_016954892.1|DBIA
OG0001422	LOC119555349|XP_037722615.1|DSUP	LOC108029138|XP_016956755.1|DBIA
OG0001422	LOC119555345|XP_037722611.1|DSUP	LOC108029113|XP_016956718.1|DBIA
OG0001423	LOC119554548|XP_037721442.1|DSUP	LOC108026059|XP_016952242.1|DBIA
OG0001425	LOC119551553|XP_037716876.1|DSUP	LOC108029872|XP_016957851.1|DBIA, LOC108030235|XP_016958516.1|DBIA
OG0001426	LOC119548530|XP_037711752.1|DSUP	LOC108032819|XP_016962322.1|DBIA
OG0001426	LOC119555812|XP_037723358.1|DSUP	LOC108032968|XP_016962528.1|DBIA
OG0001427	LOC119551811|XP_037717300.1|DSUP	LOC108029586|XP_016957440.1|DBIA
OG0001427	LOC119547357|XP_037710102.1|DSUP	LOC108028997|XP_016956529.1|DBIA
OG0001428	LOC119552039|XP_037717708.1|DSUP	LOC108022521|XP_016946983.1|DBIA
OG0001428	LOC119552040|XP_037717710.1|DSUP	LOC108022520|XP_016946980.1|DBIA
OG0001429	LOC119559983|XP_037729169.1|DSUP	LOC108031807|XP_016961018.1|DBIA
OG0001430	LOC119559866|XP_037728902.1|DSUP	LOC108031463|XP_016960391.1|DBIA
OG0001431	LOC119556661|XP_037724937.1|DSUP, LOC119556061|XP_037723796.1|DSUP	LOC108023671|XP_016948782.1|DBIA, LOC108023178|XP_016947909.1|DBIA
OG0001432	LOC119558189|XP_037727396.1|DSUP	LOC108033178|XP_016962905.1|DBIA
OG0001433	LOC119549033|XP_037712648.1|DSUP	LOC108031974|XP_016961257.1|DBIA
OG0001434	LOC119557942|XP_037726888.1|DSUP	LOC108025717|XP_016951762.1|DBIA
OG0001435	LOC119549241|XP_037713067.1|DSUP	LOC108029506|XP_016957279.1|DBIA
OG0001436	LOC119557524|XP_037726225.1|DSUP	LOC108023619|XP_016948719.1|DBIA
OG0001437	LOC119546569|XP_037708889.1|DSUP	LOC108036048|XP_016967479.1|DBIA
OG0001438	LOC119548441|XP_037711632.1|DSUP	LOC108024655|XP_016950203.1|DBIA
OG0001439	LOC119563005|XP_037732122.1|DSUP	LOC108031854|XP_016961096.1|DBIA
OG0001440	LOC119557887|XP_037726818.1|DSUP	LOC108023931|XP_016949105.1|DBIA
OG0001441	LOC119557700|XP_037726502.1|DSUP	LOC108025901|XP_016952073.1|DBIA
OG0001442	LOC119546787|XP_037709272.1|DSUP	LOC108033311|XP_016963075.1|DBIA
OG0001443	LOC119550919|XP_037715863.1|DSUP	LOC108025295|XP_016951173.1|DBIA
OG0001444	LOC119560748|XP_037730293.1|DSUP, LOC119559263|XP_037728262.1|DSUP	LOC108031884|XP_016961137.1|DBIA
OG0001445	LOC119560809|XP_037730370.1|DSUP	LOC108024980|XP_016950716.1|DBIA
OG0001446	LOC119557719|XP_037726532.1|DSUP	LOC108031838|XP_016961077.1|DBIA
OG0001447	LOC119555489|XP_037722830.1|DSUP	LOC108025313|XP_016951202.1|DBIA
OG0001448	LOC119549123|XP_037712818.1|DSUP	LOC108025424|XP_016951397.1|DBIA
OG0001449	LOC119548997|XP_037712531.1|DSUP	LOC108036630|XP_016968393.1|DBIA
OG0001450	LOC119561544|XP_037731121.1|DSUP	LOC108021912|XP_016946221.1|DBIA
OG0001451	LOC119551046|XP_037716084.1|DSUP	LOC108029946|XP_016957938.1|DBIA
OG0001452	LOC119549876|XP_037714105.1|DSUP	LOC108026714|XP_016953306.1|DBIA
OG0001453	LOC119554241|XP_037721004.1|DSUP	LOC108028668|XP_016956090.1|DBIA
OG0001454	LOC119559279|XP_037728274.1|DSUP, LOC119556014|XP_037723714.1|DSUP	LOC108031776|XP_016960974.1|DBIA
OG0001455	LOC119555325|XP_037722580.1|DSUP	LOC108035096|XP_016966006.1|DBIA
OG0001456	LOC119551941|XP_037717560.1|DSUP	LOC108022438|XP_016946812.1|DBIA
OG0001457	LOC119549335|XP_037713244.1|DSUP	LOC108030014|XP_016958018.1|DBIA
OG0001458	LOC119551741|XP_037717170.1|DSUP	LOC108022164|XP_016946497.1|DBIA
OG0001459	LOC119554998|XP_037722065.1|DSUP	LOC108028823|XP_016956298.1|DBIA
OG0001460	LOC119551473|XP_037716760.1|DSUP	LOC108030078|XP_016958180.1|DBIA
OG0001461	LOC119556094|XP_037723878.1|DSUP	LOC108024220|XP_016949575.1|DBIA
OG0001462	LOC119552693|XP_037718348.1|DSUP	LOC108035050|XP_016965918.1|DBIA
OG0001463	LOC119562355|XP_037731450.1|DSUP	LOC108026326|XP_016952706.1|DBIA
OG0001464	LOC119556024|XP_037723732.1|DSUP	LOC108023425|XP_016948400.1|DBIA
OG0001465	LOC119551797|XP_037717272.1|DSUP	LOC108036666|XP_016968436.1|DBIA
OG0001466	LOC119546850|XP_037709376.1|DSUP	LOC108033928|XP_016964095.1|DBIA
OG0001467	LOC119548553|XP_037711778.1|DSUP	LOC108033604|XP_016963446.1|DBIA
OG0001468	LOC119552636|XP_037718253.1|DSUP	LOC108031320|XP_016960060.1|DBIA
OG0001469	LOC119551513|XP_037716822.1|DSUP	LOC108036908|XP_016968801.1|DBIA
OG0001470	LOC119554630|XP_037721553.1|DSUP	LOC108028829|XP_016956307.1|DBIA
OG0001471	LOC119555410|XP_037722696.1|DSUP	LOC108029439|XP_016957180.1|DBIA
OG0001472	LOC119552932|XP_037718804.1|DSUP	LOC108035009|XP_016965841.1|DBIA
OG0001473	LOC119560640|XP_037730120.1|DSUP	LOC108024939|XP_016950629.1|DBIA
OG0001474	LOC119557077|XP_037725558.1|DSUP	LOC108033156|XP_016962872.1|DBIA
OG0001475	LOC119551606|XP_037716940.1|DSUP, LOC119562712|XP_037731828.1|DSUP	LOC108022679|XP_016947239.1|DBIA
OG0001476	LOC119556085|XP_037723864.1|DSUP	LOC108035801|XP_016967031.1|DBIA
OG0001477	LOC119545640|XP_037707280.1|DSUP	LOC108025514|XP_016951524.1|DBIA
OG0001478	LOC119548528|XP_037711749.1|DSUP	LOC108029083|XP_016956659.1|DBIA
OG0001479	LOC119556707|XP_037725031.1|DSUP	LOC108023741|XP_016948867.1|DBIA
OG0001480	LOC119546946|XP_037709514.1|DSUP	LOC108029168|XP_016956802.1|DBIA
OG0001481	LOC119548729|XP_037712161.1|DSUP	LOC108033701|XP_016963696.1|DBIA
OG0001482	LOC119551711|XP_037717113.1|DSUP	LOC108036298|XP_016967798.1|DBIA
OG0001483	LOC119559697|XP_037728683.1|DSUP	LOC108031570|XP_016960619.1|DBIA, LOC108031583|XP_016960644.1|DBIA, LOC108027554|XP_016954512.1|DBIA, LOC108033085|XP_016962770.1|DBIA, LOC108027559|XP_016954526.1|DBIA
OG0001484	LOC119547061|XP_037709671.1|DSUP	LOC108033537|XP_016963374.1|DBIA
OG0001485	LOC119554455|XP_037721295.1|DSUP	LOC108035951|XP_016967243.1|DBIA
OG0001486	LOC119546089|XP_037708097.1|DSUP	LOC108036694|XP_016968472.1|DBIA
OG0001486	LOC119547719|XP_037710621.1|DSUP	LOC108036783|XP_016968614.1|DBIA
OG0001487	LOC119562550|XP_037731680.1|DSUP	LOC108023841|XP_016948974.1|DBIA
OG0001488	LOC119550471|XP_037715088.1|DSUP	LOC108029373|XP_016957090.1|DBIA
OG0001489	LOC119547588|XP_037710424.1|DSUP	LOC108032523|XP_016961851.1|DBIA
OG0001490	LOC119546873|XP_037709407.1|DSUP	LOC108027796|XP_016954856.1|DBIA
OG0001491	LOC119548384|XP_037711533.1|DSUP	LOC108029078|XP_016956649.1|DBIA
OG0001492	LOC119547200|XP_037709872.1|DSUP	LOC108033598|XP_016963439.1|DBIA
OG0001493	LOC119550107|XP_037714516.1|DSUP, LOC119556109|XP_037723908.1|DSUP	LOC108024242|XP_016949612.1|DBIA
OG0001494	LOC119557372|XP_037726044.1|DSUP	LOC108021998|XP_016946327.1|DBIA
OG0001495	LOC119549245|XP_037713072.1|DSUP	LOC108029687|XP_016957632.1|DBIA
OG0001496	LOC119553385|XP_037719670.1|DSUP	LOC108030389|XP_016958764.1|DBIA
OG0001496	LOC119557683|XP_037726482.1|DSUP	LOC108023796|XP_016948925.1|DBIA
OG0001497	LOC119551570|XP_037716898.1|DSUP	LOC108036650|XP_016968419.1|DBIA
OG0001498	LOC119560430|XP_037729795.1|DSUP	LOC108027377|XP_016954295.1|DBIA
OG0001500	LOC119549409|XP_037713399.1|DSUP	LOC108030174|XP_016958403.1|DBIA
OG0001501	LOC119552623|XP_037718222.1|DSUP	LOC108031179|XP_016959888.1|DBIA
OG0001502	LOC119549856|XP_037714080.1|DSUP	LOC108030213|XP_016958469.1|DBIA
OG0001503	LOC119549552|XP_037713630.1|DSUP	LOC108030330|XP_016958677.1|DBIA
OG0001504	LOC119558184|XP_037727379.1|DSUP	LOC108023402|XP_016948341.1|DBIA
OG0001505	LOC119549356|XP_037713273.1|DSUP	LOC108022350|XP_016946701.1|DBIA
OG0001506	LOC119550212|XP_037714695.1|DSUP	LOC108029642|XP_016957540.1|DBIA
OG0001507	LOC119549000|XP_037712535.1|DSUP	LOC108022676|XP_016947236.1|DBIA
OG0001508	LOC119550713|XP_037715520.1|DSUP	LOC108029690|XP_016957639.1|DBIA
OG0001509	LOC119550199|XP_037714671.1|DSUP	LOC108022225|XP_016946571.1|DBIA
OG0001510	LOC119562476|XP_037731599.1|DSUP	LOC108027428|XP_016954367.1|DBIA
