Orthogroup	DSUP.longest_only	DERE.longest_only
OG0001563	LOC119560136|XP_037729415.1|DSUP	LOC6544512|XP_001973796.1|DERE
OG0001564	LOC119560709|XP_037730234.1|DSUP	LOC6552960|XP_026832137.1|DERE
OG0001565	LOC119560023|XP_037729241.1|DSUP	LOC6552927|XP_026839509.1|DERE
OG0001566	LOC119563053|XP_037732189.1|DSUP	LOC6551943|XP_001980631.1|DERE
OG0001567	LOC119549912|XP_037714160.1|DSUP, LOC119552118|XP_037717832.1|DSUP	LOC6547178|XP_001976076.1|DERE
OG0001568	LOC119545840|XP_037707730.1|DSUP	LOC6552626|XP_015010203.1|DERE
OG0001569	LOC119560676|XP_037730176.1|DSUP	LOC6553502|XP_001980229.1|DERE
OG0001570	LOC119554596|XP_037721511.1|DSUP	LOC6553588|XP_001980284.1|DERE
OG0001571	LOC119546662|XP_037709048.1|DSUP	LOC6541476|XP_026835060.1|DERE
OG0001572	LOC119557746|XP_037726561.1|DSUP	LOC6550559|XP_001977959.1|DERE
OG0001573	LOC119552851|XP_037718653.1|DSUP	LOC6544082|XP_001971939.1|DERE
OG0001574	LOC119557457|XP_037726150.1|DSUP	LOC6555805|XP_001982379.1|DERE
OG0001575	LOC119562867|XP_037731909.1|DSUP	LOC6555108|XP_001982024.1|DERE
OG0001576	LOC119563371|XP_037732650.1|DSUP	LOC6551778|XP_001980591.3|DERE
OG0001577	LOC119548644|XP_037711980.1|DSUP	LOC6554334|XP_026831720.1|DERE
OG0001578	LOC119550118|XP_037714528.1|DSUP	LOC6546929|XP_001974690.1|DERE
OG0001579	LOC119558041|XP_037727116.1|DSUP	LOC6550448|XP_026838209.1|DERE
OG0001580	LOC119549867|XP_037714091.1|DSUP	LOC6547552|XP_026836095.1|DERE
OG0001581	LOC119558108|XP_037727261.1|DSUP	LOC6549792|XP_001977315.2|DERE
OG0001582	LOC119551060|XP_037716109.1|DSUP, LOC119551255|XP_037716431.1|DSUP	LOC6546803|XP_001975897.3|DERE
OG0001583	LOC119550251|XP_037714754.1|DSUP	LOC6541034|XP_001970560.1|DERE
OG0001584	LOC119553345|XP_037719609.1|DSUP	LOC6545203|XP_001971064.1|DERE
OG0001585	LOC119558363|XP_037727795.1|DSUP	LOC6551327|XP_015010906.1|DERE
OG0001586	LOC119552878|XP_037718706.1|DSUP	LOC6544578|XP_001971457.1|DERE
OG0001587	LOC119561865|XP_037731273.1|DSUP	LOC6542066|XP_001970845.1|DERE
OG0001588	LOC119551562|XP_037716888.1|DSUP	LOC6542666|XP_026834902.1|DERE
OG0001589	LOC119562466|XP_037731581.1|DSUP	LOC6543033|XP_001970884.1|DERE
OG0001590	LOC119551897|XP_037717437.1|DSUP	LOC6547424|XP_026835999.1|DERE
OG0001591	LOC119561055|XP_037730821.1|DSUP	LOC6554774|XP_015009196.1|DERE
OG0001592	LOC119546495|XP_037708723.1|DSUP	LOC6541198|XP_001969725.2|DERE
OG0001593	LOC119548476|XP_037711672.1|DSUP	LOC6542752|XP_001969735.1|DERE
OG0001594	LOC119546348|XP_037708487.1|DSUP	LOC6543522|XP_026835252.1|DERE
OG0001595	LOC119550621|XP_037715379.1|DSUP	LOC6546864|XP_001976060.1|DERE
OG0001596	LOC119546956|XP_037709529.1|DSUP	LOC6549312|XP_001974234.1|DERE
OG0001597	LOC119562367|XP_037731459.1|DSUP	LOC26526449|XP_015012804.1|DERE
OG0001598	LOC119546396|XP_037708569.1|DSUP	LOC6543430|XP_026833997.1|DERE
OG0001599	LOC119546301|XP_037708420.1|DSUP	LOC6542962|XP_001970072.1|DERE
OG0001600	LOC119547092|XP_037709719.1|DSUP	LOC6541124|XP_001968921.2|DERE
OG0001601	LOC119562630|XP_037731785.1|DSUP	LOC6543528|XP_001969494.1|DERE
OG0001602	LOC119547523|XP_037710345.1|DSUP	LOC6541349|XP_001969299.2|DERE
OG0001603	LOC119547916|XP_037710884.1|DSUP	LOC6541741|XP_001969320.2|DERE
OG0001604	LOC119556047|XP_037723768.1|DSUP	LOC6551380|XP_026838202.1|DERE
OG0001605	LOC119550882|XP_037715797.1|DSUP	LOC6541962|XP_001970442.1|DERE
OG0001606	LOC119562732|XP_037731862.1|DSUP	LOC26526125|XP_015015454.1|DERE
OG0001607	LOC119547350|XP_037710093.1|DSUP	LOC6547612|XP_001976249.1|DERE
OG0001608	LOC119547001|XP_037709595.1|DSUP	LOC6548733|XP_001973984.1|DERE
OG0001609	LOC119550665|XP_037715439.1|DSUP	LOC6548348|XP_001975519.2|DERE
OG0001610	LOC119547635|XP_037710501.1|DSUP	LOC6549115|XP_001974187.1|DERE
OG0001611	LOC119547077|XP_037709697.1|DSUP	LOC6548268|XP_001974114.1|DERE
OG0001612	LOC119547263|XP_037709972.1|DSUP	LOC6543536|XP_001970266.1|DERE
OG0001613	LOC119547340|XP_037710079.1|DSUP	LOC6543298|XP_001969486.1|DERE
OG0001614	LOC119550819|XP_037715689.1|DSUP	LOC6543169|XP_026835190.1|DERE
OG0001616	LOC119546403|XP_037708589.1|DSUP	LOC6541538|XP_001969786.1|DERE
OG0001617	LOC119546042|XP_037707990.1|DSUP	LOC6549098|XP_001974210.1|DERE
OG0001618	LOC119547284|XP_037709996.1|DSUP	LOC6542940|XP_001969459.2|DERE
OG0001619	LOC119548510|XP_037711725.1|DSUP	LOC6541411|XP_001969266.1|DERE
OG0001620	LOC119551598|XP_037716928.1|DSUP	LOC6548386|XP_001976467.1|DERE
OG0001621	LOC119550978|XP_037715941.1|DSUP	LOC6548774|XP_001975429.1|DERE
OG0001622	LOC119556117|XP_037723920.1|DSUP	LOC6549894|XP_001977371.1|DERE
OG0001623	LOC119546563|XP_037708861.1|DSUP	LOC6540782|XP_001968178.1|DERE
OG0001624	LOC119546154|XP_037708191.1|DSUP	LOC6540930|XP_026835251.1|DERE
OG0001625	LOC119546437|XP_037708635.1|DSUP	LOC6548879|XP_001973975.1|DERE
OG0001626	LOC119548356|XP_037711499.1|DSUP	LOC6542166|XP_001970232.1|DERE
OG0001627	LOC119551705|XP_037717109.1|DSUP	LOC6553164|XP_026831472.1|DERE
OG0001628	LOC119553927|XP_037720547.1|DSUP	LOC6554261|XP_001981682.2|DERE
OG0001629	LOC119553225|XP_037719413.1|DSUP	LOC26526708|XP_026832188.1|DERE
OG0001630	LOC119563069|XP_037732212.1|DSUP	LOC6555109|XP_026832741.1|DERE
OG0001631	LOC119559927|XP_037729059.1|DSUP	LOC6552286|XP_001978841.3|DERE
OG0001632	LOC119547856|XP_037710815.1|DSUP	LOC6542621|XP_001969358.1|DERE
OG0001633	LOC119548253|XP_037711328.1|DSUP	LOC6554061|XP_001980550.1|DERE
OG0001634	LOC119559042|XP_037728097.1|DSUP	LOC6553930|XP_026834447.1|DERE
OG0001635	LOC119553322|XP_037719583.1|DSUP	LOC6554529|XP_026835736.1|DERE
OG0001636	LOC119559951|XP_037729109.1|DSUP	LOC6553006|XP_001979149.1|DERE
OG0001637	LOC119548411|XP_037711582.1|DSUP	LOC6552544|XP_001980840.1|DERE
OG0001638	LOC119556278|XP_037724256.1|DSUP	LOC6555527|XP_001982636.1|DERE
OG0001639	LOC119559407|XP_037728404.1|DSUP	LOC6541774|XP_001970795.2|DERE
OG0001640	LOC119560088|XP_037729334.1|DSUP	LOC6553193|XP_001979137.1|DERE
OG0001641	LOC119555584|XP_037722990.1|DSUP	LOC6553989|XP_026832136.1|DERE
OG0001642	LOC119558273|XP_037727574.1|DSUP	LOC6550308|XP_001977896.1|DERE
OG0001643	LOC119548432|XP_037711606.1|DSUP	LOC6543075|XP_026834815.1|DERE
OG0001644	LOC119555107|XP_037722259.1|DSUP	LOC6544930|XP_001972644.1|DERE
OG0001645	LOC119550463|XP_037715076.1|DSUP	LOC6548108|XP_001975149.1|DERE
OG0001646	LOC119552188|XP_037717963.1|DSUP	LOC6548275|XP_001975257.1|DERE
OG0001647	LOC119550551|XP_037715210.1|DSUP	LOC6543211|XP_026835356.1|DERE
OG0001648	LOC119554758|XP_037721713.1|DSUP	LOC6545876|XP_026833666.1|DERE
OG0001649	LOC119549800|XP_037713994.1|DSUP	LOC6549618|XP_001975655.1|DERE
OG0001650	LOC119550313|XP_037714845.1|DSUP	LOC6547204|XP_015012183.1|DERE
OG0001651	LOC119550210|XP_037714690.1|DSUP	LOC6547480|XP_026836888.1|DERE
OG0001652	LOC119555519|XP_037722872.1|DSUP	LOC6546360|XP_001972892.2|DERE
OG0001653	LOC119552993|XP_037718939.1|DSUP	LOC6543990|XP_001973669.1|DERE
OG0001654	LOC119550233|XP_037714729.1|DSUP	LOC6546745|XP_001974538.1|DERE
OG0001655	LOC119551574|XP_037716902.1|DSUP	LOC6541640|XP_001969177.1|DERE
OG0001656	LOC119548305|XP_037711405.1|DSUP	LOC6541227|XP_001968477.1|DERE
OG0001657	LOC119554770|XP_037721739.1|DSUP	LOC6544341|XP_001973084.1|DERE
OG0001658	LOC119554092|XP_037720768.1|DSUP	LOC6544613|XP_001972447.1|DERE
OG0001659	LOC119553117|XP_037719227.1|DSUP	LOC6545441|XP_026832461.1|DERE
OG0001660	LOC119555184|XP_037722364.1|DSUP	LOC6545606|XP_001971158.1|DERE
OG0001661	LOC119563340|XP_037732616.1|DSUP, LOC119559287|XP_037728292.1|DSUP	LOC6551944|XP_001980632.1|DERE
OG0001662	LOC119553240|XP_037719438.1|DSUP	LOC6543742|XP_001971701.1|DERE
OG0001663	LOC119562987|XP_037732094.1|DSUP	LOC6553733|XP_026832084.1|DERE
OG0001664	LOC119550567|XP_037715284.1|DSUP	LOC6547423|XP_001974805.1|DERE
OG0001666	LOC119547432|XP_037710220.1|DSUP	LOC6541012|XP_001968540.1|DERE
OG0001667	LOC119551676|XP_037717059.1|DSUP	LOC6546718|XP_001974590.1|DERE
OG0001668	LOC119555626|XP_037723075.1|DSUP	LOC6545276|XP_001972065.1|DERE
OG0001669	LOC119555256|XP_037722482.1|DSUP	LOC6546451|XP_001971820.1|DERE
OG0001670	LOC119557073|XP_037725553.1|DSUP, LOC119557180|XP_037725722.1|DSUP	LOC6551732|XP_001977218.3|DERE
OG0001670	LOC119559458|XP_037728492.1|DSUP	LOC6541459|XP_015014697.2|DERE
OG0001671	LOC119558301|XP_037727627.1|DSUP, LOC119557507|XP_037726208.1|DSUP	LOC26526739|XP_015015557.2|DERE, LOC6549839|XP_001978736.1|DERE
OG0001672	LOC119550084|XP_037714487.1|DSUP	LOC6547050|XP_001974639.1|DERE, LOC6547049|XP_001974638.1|DERE
OG0001673	LOC119549347|XP_037713261.1|DSUP	LOC113563692|XP_026836820.1|DERE
OG0001673	LOC119549348|XP_037713262.1|DSUP	LOC26527098|XP_026836818.1|DERE
OG0001674	LOC119559838|XP_037728863.1|DSUP	LOC6553978|XP_001980435.1|DERE
OG0001675	LOC119551974|XP_037717620.1|DSUP	LOC6554317|XP_026837424.1|DERE
OG0001675	LOC119561602|XP_037731130.1|DSUP	LOC6554281|XP_001981749.1|DERE
OG0001677	LOC119546900|XP_037709450.1|DSUP	LOC6541931|XP_026834592.1|DERE
OG0001677	LOC119547966|XP_037710944.1|DSUP	LOC6542819|XP_001968382.1|DERE
OG0001678	LOC119555920|XP_037723546.1|DSUP	LOC6550071|XP_001977568.2|DERE
OG0001679	LOC119557428|XP_037726108.1|DSUP	LOC6550428|XP_001977042.1|DERE
OG0001680	LOC119556628|XP_037724879.1|DSUP	LOC6551629|XP_001978559.2|DERE
OG0001681	LOC119556546|XP_037724757.1|DSUP	LOC6551726|XP_001977305.1|DERE
OG0001682	LOC119556526|XP_037724731.1|DSUP	LOC6550268|XP_001977627.3|DERE
OG0001683	LOC119547693|XP_037710589.1|DSUP	LOC6540992|XP_026835224.1|DERE
OG0001684	LOC119563147|XP_037732374.1|DSUP	LOC6555810|XP_026839034.1|DERE
OG0001685	LOC119547107|XP_037709745.1|DSUP	LOC6541297|XP_001969035.1|DERE
OG0001686	LOC119557139|XP_037725649.1|DSUP	LOC6550125|XP_001977706.1|DERE
OG0001687	LOC119557302|XP_037725940.1|DSUP	LOC6555646|XP_001982387.1|DERE
OG0001688	LOC119557396|XP_037726068.1|DSUP	LOC113564629|XP_026838767.1|DERE
OG0001689	LOC119555866|XP_037723447.1|DSUP	LOC6551347|XP_001977081.2|DERE
OG0001690	LOC119555090|XP_037722236.1|DSUP	LOC6544400|XP_001972030.1|DERE
OG0001691	LOC119547299|XP_037710017.1|DSUP	LOC6542969|XP_001970209.1|DERE
OG0001692	LOC119561065|XP_037730834.1|DSUP	LOC6554088|XP_001979600.3|DERE
OG0001693	LOC119557591|XP_037726321.1|DSUP	LOC6551137|XP_001978283.1|DERE
OG0001694	LOC119563294|XP_037732554.1|DSUP	LOC6551818|XP_001979625.2|DERE
OG0001695	LOC119549491|XP_037713522.1|DSUP	LOC6546638|XP_001974710.1|DERE
OG0001696	LOC119545814|XP_037707637.1|DSUP	LOC6552102|XP_015010043.1|DERE
OG0001697	LOC119551256|XP_037716441.1|DSUP	LOC6555323|XP_001981884.1|DERE
OG0001698	LOC119556003|XP_037723665.1|DSUP	LOC6550363|XP_026837355.1|DERE
OG0001699	LOC119562407|XP_037731532.1|DSUP	LOC6552022|XP_001980668.1|DERE
OG0001700	LOC119548716|XP_037712121.1|DSUP	LOC6552128|XP_015009992.1|DERE
OG0001701	LOC119560486|XP_037729877.1|DSUP	LOC6552572|XP_026831962.1|DERE
OG0001702	LOC119548141|XP_037711167.1|DSUP	LOC6541812|XP_001969378.1|DERE
OG0001703	LOC119554970|XP_037722030.1|DSUP	LOC6554764|XP_026831652.1|DERE
OG0001704	LOC119553572|XP_037719951.1|DSUP	LOC6554763|XP_001982199.1|DERE
OG0001705	LOC119561105|XP_037730931.1|DSUP	LOC6554466|XP_015009189.1|DERE
OG0001706	LOC119562209|XP_037731333.1|DSUP	LOC6542047|XP_001970822.1|DERE
OG0001707	LOC119545771|XP_037707546.1|DSUP	LOC6554523|XP_026835453.1|DERE
OG0001708	LOC119560679|XP_037730181.1|DSUP	LOC6553500|XP_001980227.1|DERE
OG0001709	LOC119554541|XP_037721427.1|DSUP	LOC6543891|XP_001971886.1|DERE
OG0001710	LOC119560683|XP_037730185.1|DSUP	LOC6554372|XP_001982355.1|DERE
OG0001711	LOC119560973|XP_037730672.1|DSUP	LOC6555211|XP_026831902.1|DERE
OG0001712	LOC119549228|XP_037713045.1|DSUP	LOC6555071|XP_026831786.1|DERE
OG0001713	LOC119562032|XP_037731319.1|DSUP	LOC6551808|XP_001980577.1|DERE
OG0001714	LOC119560966|XP_037730647.1|DSUP	LOC6552377|XP_001978888.2|DERE
OG0001715	LOC119556064|XP_037723802.1|DSUP	LOC6550038|XP_001977504.2|DERE
OG0001716	LOC119557777|XP_037726605.1|DSUP	LOC6550312|XP_001977900.1|DERE
OG0001717	LOC119563428|XP_037732741.1|DSUP	LOC6554120|XP_026831726.1|DERE
OG0001718	LOC119545836|XP_037707717.1|DSUP	LOC6554887|XP_001982242.2|DERE
OG0001719	LOC119554866|XP_037721879.1|DSUP	LOC6554517|XP_015009322.1|DERE
OG0001720	LOC119559272|XP_037728269.1|DSUP, LOC119549852|XP_037714079.1|DSUP	LOC6551770|XP_026839523.1|DERE
OG0001721	LOC119560706|XP_037730227.1|DSUP	LOC6552921|XP_001980994.1|DERE
OG0001722	LOC119552857|XP_037718661.1|DSUP	LOC6544871|XP_026833874.1|DERE
OG0001723	LOC119550005|XP_037714355.1|DSUP, LOC119559155|XP_037728152.1|DSUP	LOC6541545|XP_001970814.1|DERE, LOC6542112|XP_001970815.1|DERE
OG0001724	LOC119548992|XP_037712519.1|DSUP	LOC6547973|XP_015011808.1|DERE
OG0001725	LOC119550401|XP_037714982.1|DSUP	LOC6543331|XP_015015049.1|DERE
OG0001726	LOC119552584|XP_037718146.1|DSUP	LOC6546157|XP_026832555.1|DERE
OG0001727	LOC119563111|XP_037732282.1|DSUP	LOC6555115|XP_001982257.1|DERE
OG0001728	LOC119549196|XP_037712953.1|DSUP	LOC6547058|XP_001976016.1|DERE
OG0001729	LOC119551450|XP_037716721.1|DSUP	LOC6548454|XP_026836239.1|DERE
OG0001730	LOC119547038|XP_037709640.1|DSUP	LOC6543159|XP_001969775.1|DERE
OG0001731	LOC119549334|XP_037713242.1|DSUP	LOC6549524|XP_026835828.1|DERE
OG0001732	LOC119561855|XP_037731263.1|DSUP	LOC26526926|XP_015015576.1|DERE
OG0001733	LOC119549988|XP_037714322.1|DSUP	LOC6547856|XP_001975039.1|DERE
OG0001734	LOC119550634|XP_037715398.1|DSUP	LOC6541069|XP_001970371.1|DERE
OG0001735	LOC119552904|XP_037718757.1|DSUP	LOC6543540|XP_001973624.3|DERE
OG0001736	LOC119551747|XP_037717196.1|DSUP	LOC6547189|XP_026836842.1|DERE
OG0001737	LOC119558805|XP_037727997.1|DSUP, LOC119549189|XP_037712945.1|DSUP	LOC6547889|XP_001976448.1|DERE
OG0001738	LOC119554971|XP_037722027.1|DSUP	LOC6543659|XP_001972958.1|DERE
OG0001739	LOC119561846|XP_037731254.1|DSUP	LOC26526943|XP_015012884.1|DERE
OG0001740	LOC119552170|XP_037717922.1|DSUP	LOC6547768|XP_026835815.1|DERE
OG0001741	LOC119563275|XP_037732525.1|DSUP	LOC6554566|XP_001981055.1|DERE
OG0001742	LOC119550885|XP_037715801.1|DSUP	LOC6543026|XP_001969090.2|DERE
OG0001743	LOC119555242|XP_037722453.1|DSUP	LOC6543767|XP_015013635.1|DERE
OG0001744	LOC119551339|XP_037716569.1|DSUP	LOC113563695|XP_026834339.1|DERE
OG0001745	LOC119549385|XP_037713353.1|DSUP	LOC6547364|XP_026836567.1|DERE
OG0001746	LOC119553700|XP_037720188.1|DSUP	LOC6543583|XP_001972296.1|DERE
OG0001747	LOC119549312|XP_037713215.1|DSUP	LOC6546829|XP_026837149.1|DERE
OG0001748	LOC119553149|XP_037719292.1|DSUP	LOC6545480|XP_015013763.1|DERE
OG0001749	LOC119548989|XP_037712517.1|DSUP	LOC6548642|XP_001976630.1|DERE
OG0001750	LOC119548987|XP_037712515.1|DSUP	LOC6548641|XP_001976629.1|DERE
OG0001751	LOC119555294|XP_037722538.1|DSUP	LOC6543618|XP_026832342.1|DERE
OG0001752	LOC119553726|XP_037720240.1|DSUP	LOC6545196|XP_001972042.1|DERE
OG0001753	LOC119552813|XP_037718583.1|DSUP	LOC6546254|XP_015013806.2|DERE
OG0001754	LOC119549084|XP_037712728.1|DSUP	LOC6546728|XP_026836558.1|DERE
OG0001755	LOC119554433|XP_037721255.1|DSUP	LOC6546210|XP_015013342.1|DERE
OG0001756	LOC119552058|XP_037717747.1|DSUP	LOC6548768|XP_001975423.1|DERE
OG0001757	LOC119551939|XP_037717527.1|DSUP	LOC6546582|XP_001974681.1|DERE
OG0001758	LOC119553043|XP_037719036.1|DSUP	LOC6545567|XP_026833748.1|DERE
OG0001759	LOC119552047|XP_037717718.1|DSUP	LOC6548151|XP_001975225.3|DERE
OG0001760	LOC119550058|XP_037714445.1|DSUP	LOC6541584|XP_001970345.1|DERE
OG0001761	LOC119549987|XP_037714318.1|DSUP	LOC6547930|XP_026835843.1|DERE
OG0001762	LOC119547761|XP_037710695.1|DSUP	LOC6543015|XP_026835149.1|DERE
OG0001763	LOC119546045|XP_037707997.1|DSUP	LOC6542692|XP_001970082.2|DERE
OG0001764	LOC119555211|XP_037722403.1|DSUP	LOC6553240|XP_001980195.2|DERE
OG0001765	LOC119550916|XP_037715858.1|DSUP	LOC6542673|XP_026835300.1|DERE
OG0001766	LOC119546369|XP_037708525.1|DSUP	LOC6542157|XP_001969221.1|DERE
OG0001767	LOC119548359|XP_037711502.1|DSUP	LOC6542220|XP_001968535.2|DERE
OG0001768	LOC119548211|XP_037711273.1|DSUP	LOC6540814|XP_001968169.1|DERE
OG0001769	LOC119547446|XP_037710234.1|DSUP	LOC6542916|XP_001968860.1|DERE
OG0001770	LOC119547021|XP_037709619.1|DSUP	LOC6543132|XP_001969906.1|DERE
OG0001771	LOC119548393|XP_037711547.1|DSUP	LOC6541155|XP_001968570.1|DERE
OG0001772	LOC119547575|XP_037710404.1|DSUP	LOC6541743|XP_001969450.1|DERE
OG0001773	LOC119547619|XP_037710473.1|DSUP	LOC6542834|XP_001969385.3|DERE
OG0001774	LOC119550767|XP_037715621.1|DSUP	LOC6548401|XP_001976667.2|DERE
OG0001775	LOC119558065|XP_037727162.1|DSUP	LOC6551095|XP_001977109.1|DERE
OG0001776	LOC119548709|XP_037712102.1|DSUP	LOC6540894|XP_001970029.1|DERE
OG0001777	LOC119548064|XP_037711078.1|DSUP	LOC6541371|XP_001970155.1|DERE
OG0001778	LOC119548799|XP_037712305.1|DSUP	LOC6542552|XP_001969041.1|DERE
OG0001779	LOC119548666|XP_037712023.1|DSUP	LOC6542676|XP_001969396.2|DERE
OG0001780	LOC119559145|XP_037728141.1|DSUP	LOC6542071|XP_001970812.1|DERE
OG0001781	LOC119547634|XP_037710499.1|DSUP	LOC6549116|XP_015011973.1|DERE
OG0001782	LOC119546679|XP_037709071.1|DSUP	LOC6542033|XP_015014952.1|DERE
OG0001783	LOC119548479|XP_037711678.1|DSUP	LOC6542058|XP_026834983.1|DERE
OG0001784	LOC119545999|XP_037707925.1|DSUP	LOC6541877|XP_001968301.1|DERE
OG0001785	LOC119549766|XP_037713950.1|DSUP	LOC6541287|XP_001969182.1|DERE
OG0001786	LOC119546511|XP_037708762.1|DSUP	LOC6543340|XP_001970129.1|DERE
OG0001787	LOC119546412|XP_037708599.1|DSUP	LOC6542003|XP_001970132.2|DERE
OG0001788	LOC119559449|XP_037728480.1|DSUP	LOC6549272|XP_001975714.1|DERE
OG0001789	LOC119550869|XP_037715777.1|DSUP	LOC6547318|XP_001976342.1|DERE
OG0001790	LOC119548481|XP_037711682.1|DSUP	LOC6543267|XP_026834061.1|DERE
OG0001791	LOC119552052|XP_037717723.1|DSUP	LOC6546860|XP_001976056.1|DERE
OG0001792	LOC119546001|XP_037707929.1|DSUP	LOC6549240|XP_026836485.1|DERE
OG0001793	LOC119549620|XP_037713721.1|DSUP	LOC6549416|XP_026835784.1|DERE
OG0001794	LOC119548801|XP_037712306.1|DSUP	LOC6541508|XP_001969042.1|DERE
OG0001795	LOC119546709|XP_037709118.1|DSUP	LOC6547499|XP_026836864.1|DERE
OG0001796	LOC119557056|XP_037725532.1|DSUP	LOC6550035|XP_026838226.1|DERE
OG0001797	LOC119558948|XP_037728075.1|DSUP	LOC6555824|XP_026839263.1|DERE
OG0001798	LOC119550358|XP_037714910.1|DSUP	LOC6548144|XP_001975218.2|DERE
OG0001799	LOC119556580|XP_037724807.1|DSUP	LOC26526250|XP_015011445.1|DERE
OG0001800	LOC119546379|XP_037708541.1|DSUP	LOC6541412|XP_026834716.1|DERE
OG0001801	LOC119553095|XP_037719179.1|DSUP	LOC6543969|XP_001972219.2|DERE
OG0001802	LOC119560821|XP_037730394.1|DSUP, LOC119563193|XP_037732408.1|DSUP	LOC6552446|XP_001980935.1|DERE
OG0001803	LOC119560001|XP_037729201.1|DSUP	LOC6553409|XP_026839543.1|DERE
OG0001804	LOC119560989|XP_037730695.1|DSUP	LOC6552681|XP_015009470.1|DERE
OG0001805	LOC119552829|XP_037718612.1|DSUP	LOC6544772|XP_001971678.1|DERE
OG0001806	LOC119545785|XP_037707585.1|DSUP	LOC6554680|XP_026831948.1|DERE
OG0001807	LOC119549840|XP_037714067.1|DSUP	LOC6553042|XP_001980030.1|DERE
OG0001808	LOC119563002|XP_037732117.1|DSUP	LOC6553855|XP_001980559.2|DERE
OG0001809	LOC119560601|XP_037730057.1|DSUP	LOC6552290|XP_001978845.2|DERE
OG0001810	LOC119554847|XP_037721856.1|DSUP	LOC6554620|XP_001982178.1|DERE
OG0001811	LOC119551713|XP_037717115.1|DSUP	LOC6541200|XP_001970528.1|DERE
OG0001812	LOC119557714|XP_037726524.1|DSUP	LOC6550394|XP_001977776.2|DERE
OG0001813	LOC119559918|XP_037729048.1|DSUP	LOC6553906|XP_026834532.1|DERE
OG0001814	LOC119561062|XP_037730826.1|DSUP	LOC6553608|XP_026839004.1|DERE
OG0001815	LOC119560618|XP_037730084.1|DSUP	LOC6552551|XP_001978961.1|DERE
OG0001816	LOC119551877|XP_037717400.1|DSUP	LOC6549183|XP_001975743.1|DERE
OG0001817	LOC119551152|XP_037716273.1|DSUP	LOC6541305|XP_026834271.1|DERE
OG0001818	LOC119556912|XP_037725327.1|DSUP	LOC6551515|XP_001977183.2|DERE
OG0001819	LOC119551135|XP_037716253.1|DSUP	LOC6548328|XP_001975163.1|DERE
OG0001820	LOC119556573|XP_037724800.1|DSUP	LOC6551437|XP_001978535.1|DERE
OG0001821	LOC119550267|XP_037714773.1|DSUP	LOC6548373|XP_001976648.1|DERE
OG0001822	LOC119550155|XP_037714594.1|DSUP	LOC6547403|XP_001976311.1|DERE
OG0001823	LOC119553527|XP_037719880.1|DSUP	LOC6543848|XP_001972349.1|DERE
OG0001824	LOC119548175|XP_037711216.1|DSUP	LOC6541589|XP_001968314.1|DERE
OG0001825	LOC119549532|XP_037713580.1|DSUP	LOC6547488|XP_026836490.1|DERE
OG0001826	LOC119551314|XP_037716537.1|DSUP	LOC6547165|XP_001976166.1|DERE
OG0001827	LOC119551400|XP_037716663.1|DSUP	LOC6548235|XP_001975267.1|DERE
OG0001828	LOC119555924|XP_037723551.1|DSUP	LOC6551019|XP_026837511.1|DERE
OG0001829	LOC119551793|XP_037717268.1|DSUP	LOC6546911|XP_001975990.1|DERE
OG0001830	LOC119551153|XP_037716275.1|DSUP	LOC6547311|XP_001976338.1|DERE
OG0001831	LOC119553523|XP_037719874.1|DSUP	LOC6546392|XP_001972882.1|DERE
OG0001832	LOC119556871|XP_037725273.1|DSUP	LOC6551342|XP_026837782.1|DERE
OG0001833	LOC119550194|XP_037714666.1|DSUP	LOC6548005|XP_001976500.2|DERE
OG0001834	LOC119560916|XP_037730546.1|DSUP	LOC6552870|XP_001979978.1|DERE
OG0001837	LOC119553483|XP_037719821.1|DSUP	LOC6544897|XP_001971050.2|DERE
OG0001838	LOC119550985|XP_037715947.1|DSUP	LOC6549462|XP_001975769.1|DERE
OG0001839	LOC119547566|XP_037710395.1|DSUP	LOC6542934|XP_001968212.1|DERE
OG0001839	LOC119550968|XP_037715931.1|DSUP	LOC6547396|XP_001974927.1|DERE
OG0001840	LOC119548025|XP_037711027.1|DSUP	LOC6549580|XP_001974465.1|DERE
OG0001841	LOC119553974|XP_037720606.1|DSUP	LOC6545124|XP_001971070.1|DERE
OG0001841	LOC119553715|XP_037720223.1|DSUP	LOC6545123|XP_001971069.1|DERE
OG0001842	LOC119554217|XP_037720971.1|DSUP	LOC6546496|XP_026833883.1|DERE
OG0001842	LOC119546707|XP_037709115.1|DSUP, LOC119546920|XP_037709479.1|DSUP	LOC6541472|XP_001970172.1|DERE
OG0001843	LOC119555133|XP_037722287.1|DSUP, LOC119555135|XP_037722290.1|DSUP, LOC119555134|XP_037722288.1|DSUP, LOC119555137|XP_037722292.1|DSUP	LOC6545502|XP_001973342.1|DERE
OG0001844	LOC119554121|XP_037720819.1|DSUP, LOC119554398|XP_037721211.1|DSUP	LOC6543961|XP_001972767.1|DERE
OG0001845	LOC119547511|XP_037710332.1|DSUP	LOC6549276|XP_001974418.2|DERE
OG0001845	LOC119550639|XP_037715405.1|DSUP	LOC6547437|XP_026836340.1|DERE
OG0001846	LOC119561869|XP_037731276.1|DSUP	LOC6552077|XP_001979777.2|DERE
OG0001846	LOC119561728|XP_037731141.1|DSUP	LOC6552078|XP_001979778.1|DERE
OG0001848	LOC119562301|XP_037731387.1|DSUP	LOC26526554|XP_026832531.1|DERE
