Orthogroup	DSUP.longest_only	DHYD.longest_only
OG0000670	LOC119557868|XP_037726796.1|DSUP	LOC111604066|XP_023177700.1|DHYD
OG0000671	LOC119560551|XP_037729985.1|DSUP	LOC111598756|XP_023169935.2|DHYD
OG0000671	LOC119561542|XP_037731123.1|DSUP	LOC111601493|XP_023173848.2|DHYD
OG0000672	LOC119556868|XP_037725270.1|DSUP	LOC111592356|XP_023160280.1|DHYD
OG0000672	LOC119556099|XP_037723890.1|DSUP	LOC111596738|XP_023166837.1|DHYD
OG0000673	LOC119557650|XP_037726430.1|DSUP	LOC111597231|XP_023167631.1|DHYD
OG0000673	LOC119553626|XP_037720024.1|DSUP	LOC111604509|XP_023178372.1|DHYD
OG0000675	LOC119547910|XP_037710876.1|DSUP, LOC119547909|XP_037710875.1|DSUP	LOC111591969|XP_023159683.1|DHYD
OG0000677	LOC119554842|XP_037721846.1|DSUP	LOC111599803|XP_023171352.1|DHYD
OG0000677	LOC119557134|XP_037725645.1|DSUP	LOC111600224|XP_023172018.1|DHYD
OG0000678	LOC119545843|XP_037707736.1|DSUP	LOC111602520|XP_023175375.2|DHYD
OG0000679	LOC119557776|XP_037726604.1|DSUP	LOC111595374|XP_023164838.2|DHYD
OG0000680	LOC119556824|XP_037725205.1|DSUP	LOC111595942|XP_023165676.1|DHYD
OG0000680	LOC119557055|XP_037725531.1|DSUP	LOC111595941|XP_023165673.2|DHYD
OG0000681	LOC119560348|XP_037729674.1|DSUP	LOC111594580|XP_023163705.1|DHYD
OG0000681	LOC119557347|XP_037726012.1|DSUP	LOC111598183|XP_023169049.1|DHYD
OG0000683	LOC119563455|XP_037732790.1|DSUP	LOC111596499|XP_023166528.2|DHYD
OG0000684	LOC119557284|XP_037725906.1|DSUP	LOC111604568|XP_023178437.1|DHYD
OG0000684	LOC119563031|XP_037732159.1|DSUP	LOC111601528|XP_023173925.1|DHYD
OG0000685	LOC119559803|XP_037728813.1|DSUP	LOC111602608|XP_023175536.1|DHYD
OG0000686	LOC119551344|XP_037716588.1|DSUP	LOC111601542|XP_023173984.2|DHYD
OG0000686	LOC119556738|XP_037725075.1|DSUP	LOC111600187|XP_023171963.2|DHYD
OG0000687	LOC119550783|XP_037715643.1|DSUP	LOC111593265|XP_023161704.1|DHYD
OG0000687	LOC119553129|XP_037719250.1|DSUP	LOC111599286|XP_023170653.1|DHYD
OG0000688	LOC119551677|XP_037717060.1|DSUP	LOC111605369|XP_023179617.1|DHYD
OG0000689	LOC119551614|XP_037716954.1|DSUP	LOC111597704|XP_023168310.1|DHYD
OG0000689	LOC119551613|XP_037716951.1|DSUP	LOC111597687|XP_023168287.1|DHYD
OG0000690	LOC119557520|XP_037726222.1|DSUP	LOC111593629|XP_023162267.2|DHYD
OG0000691	LOC119548792|XP_037712296.1|DSUP	LOC111600350|XP_023172189.1|DHYD, LOC115483408|XP_030081060.1|DHYD
OG0000691	LOC119553581|XP_037719958.1|DSUP	LOC111592340|XP_023160236.1|DHYD
OG0000692	LOC119555317|XP_037722569.1|DSUP	LOC111604703|XP_023178644.2|DHYD
OG0000693	LOC119557022|XP_037725487.1|DSUP	LOC111596581|XP_023166623.1|DHYD
OG0000693	LOC119560705|XP_037730224.1|DSUP	LOC111602074|XP_023174767.1|DHYD
OG0000694	LOC119558396|XP_037727851.1|DSUP	LOC111604055|XP_023177683.2|DHYD
OG0000694	LOC119553869|XP_037720449.1|DSUP	LOC111592784|XP_023160955.1|DHYD
OG0000695	LOC119562399|XP_037731519.1|DSUP	LOC111602263|XP_023175026.1|DHYD
OG0000696	LOC119545979|XP_037707884.1|DSUP	LOC111595766|XP_023165416.1|DHYD
OG0000697	LOC119557436|XP_037726124.1|DSUP	LOC111593002|XP_023161295.1|DHYD
OG0000697	LOC119562576|XP_037731719.1|DSUP	LOC111596362|XP_023166327.1|DHYD
OG0000698	LOC119546872|XP_037709406.1|DSUP	LOC111605526|XP_023179855.2|DHYD
OG0000698	LOC119546672|XP_037709059.1|DSUP	LOC111605545|XP_023179875.2|DHYD
OG0000699	LOC119547751|XP_037710675.1|DSUP	LOC111600984|XP_023173147.1|DHYD
OG0000699	LOC119559154|XP_037728154.1|DSUP	LOC111600074|XP_023171782.2|DHYD
OG0000700	LOC119547709|XP_037710612.1|DSUP	LOC111599175|XP_023170526.2|DHYD
OG0000700	LOC119547977|XP_037710957.1|DSUP	LOC111596079|XP_023165904.2|DHYD
OG0000701	LOC119550067|XP_037714459.1|DSUP	LOC111595753|XP_023165383.1|DHYD
OG0000701	LOC119556451|XP_037724617.1|DSUP	LOC111600219|XP_023172009.2|DHYD
OG0000702	LOC119552826|XP_037718700.1|DSUP	LOC111604979|XP_023179045.2|DHYD
OG0000702	LOC119552880|XP_037718803.1|DSUP	LOC111604983|XP_030078632.1|DHYD
OG0000703	LOC119546014|XP_037707947.1|DSUP	LOC111600361|XP_023172203.2|DHYD
OG0000703	LOC119552097|XP_037717807.1|DSUP	LOC111595619|XP_023165193.2|DHYD
OG0000704	LOC119555853|XP_037723412.1|DSUP	LOC111594254|XP_030081774.1|DHYD
OG0000704	LOC119546404|XP_037708593.1|DSUP	LOC111597912|XP_023168621.2|DHYD
OG0000705	LOC119553360|XP_037719633.1|DSUP	LOC111603688|XP_023177138.1|DHYD
OG0000706	LOC119546976|XP_037709552.1|DSUP	LOC111600594|XP_023172555.2|DHYD
OG0000706	LOC119557575|XP_037726299.1|DSUP	LOC111597324|XP_030080082.1|DHYD
OG0000707	LOC119550688|XP_037715481.1|DSUP	LOC111593471|XP_023162004.1|DHYD
OG0000707	LOC119556089|XP_037723870.1|DSUP	LOC111594052|XP_023162935.1|DHYD
OG0000708	LOC119557318|XP_037725957.1|DSUP	LOC111594167|XP_023163121.2|DHYD
OG0000708	LOC119558211|XP_037727442.1|DSUP	LOC111605158|XP_030079396.1|DHYD
OG0000709	LOC119556093|XP_037723880.1|DSUP	LOC111601979|XP_023174628.2|DHYD
OG0000709	LOC119556357|XP_037724446.1|DSUP	LOC111596813|XP_023166947.1|DHYD
OG0000710	LOC119559795|XP_037728804.1|DSUP	LOC111602767|XP_023175798.1|DHYD
OG0000710	LOC119550977|XP_037715940.1|DSUP	LOC111605361|XP_023179608.1|DHYD
OG0000711	LOC119553656|XP_037720070.1|DSUP	LOC111597480|XP_023167999.1|DHYD
OG0000711	LOC119556629|XP_037724880.1|DSUP	LOC111602032|XP_023174699.1|DHYD
OG0000712	LOC119559971|XP_037729135.1|DSUP	LOC111602079|XP_023174779.1|DHYD
OG0000712	LOC119560644|XP_037730126.1|DSUP	LOC111602078|XP_023174777.1|DHYD
OG0000713	LOC119560831|XP_037730406.1|DSUP	LOC111594533|XP_023163638.2|DHYD
OG0000713	LOC119549997|XP_037714338.1|DSUP	LOC111598556|XP_023169618.1|DHYD
OG0000714	LOC119555888|XP_037723481.1|DSUP	LOC111603141|XP_023176384.2|DHYD
OG0000714	LOC119555598|XP_037723022.1|DSUP	LOC111599537|XP_023170964.2|DHYD
OG0000715	LOC119554412|XP_037721230.1|DSUP	LOC111603330|XP_023176632.2|DHYD
OG0000716	LOC119556945|XP_037725366.1|DSUP	LOC111591885|XP_023159557.1|DHYD
OG0000716	LOC119553497|XP_037719837.1|DSUP	LOC111604303|XP_023178102.1|DHYD
OG0000717	LOC119554879|XP_037721893.1|DSUP	LOC111597527|XP_023168071.2|DHYD
OG0000718	LOC119550917|XP_037715884.1|DSUP	LOC111597716|XP_023168327.1|DHYD
OG0000718	LOC119556025|XP_037723775.1|DSUP	LOC111594402|XP_023163442.1|DHYD
OG0000719	LOC119554108|XP_037720802.1|DSUP	LOC111598676|XP_023169803.2|DHYD
OG0000719	LOC119554476|XP_037721320.1|DSUP	LOC111597606|XP_023168175.2|DHYD
OG0000720	LOC119557676|XP_037726476.1|DSUP, LOC119560839|XP_037730418.1|DSUP, LOC119560283|XP_037729582.1|DSUP, LOC119560285|XP_037729584.1|DSUP, LOC119554260|XP_037721034.1|DSUP	LOC111603291|XP_023176579.2|DHYD
OG0000721	LOC119546993|XP_037709585.1|DSUP	LOC111602251|XP_023175010.2|DHYD, LOC111602250|XP_023175009.2|DHYD
OG0000722	LOC119550165|XP_037714628.1|DSUP, LOC119550329|XP_037714863.1|DSUP, LOC119549850|XP_037714074.1|DSUP	LOC111594330|XP_023163343.2|DHYD
OG0000723	LOC119551691|XP_037717088.1|DSUP	LOC111595726|XP_023165345.1|DHYD
OG0000724	LOC119556956|XP_037725391.1|DSUP	LOC111598361|XP_023169342.1|DHYD
OG0000724	LOC119562734|XP_037731865.1|DSUP	LOC111597395|XP_023167839.1|DHYD
OG0000726	LOC119555093|XP_037722240.1|DSUP	LOC111603439|XP_023176791.2|DHYD
OG0000726	LOC119555100|XP_037722250.1|DSUP	LOC111603423|XP_023176776.2|DHYD
OG0000727	LOC119560649|XP_037730134.1|DSUP	LOC111596208|XP_023166089.2|DHYD, LOC111596201|XP_030080823.1|DHYD
OG0000728	LOC119558141|XP_037727301.1|DSUP	LOC111603192|XP_023176446.1|DHYD
OG0000729	LOC119562955|XP_037732056.1|DSUP	LOC111598295|XP_023169251.1|DHYD
OG0000729	LOC119563441|XP_037732760.1|DSUP	LOC111598296|XP_023169252.1|DHYD
OG0000730	LOC119556899|XP_037725311.1|DSUP	LOC111603318|XP_030079654.1|DHYD
OG0000730	LOC119546491|XP_037708716.1|DSUP	LOC111596307|XP_030080540.1|DHYD
OG0000731	LOC119554839|XP_037721841.1|DSUP	LOC111599468|XP_023170909.2|DHYD
OG0000731	LOC119551725|XP_037717155.1|DSUP	LOC111597709|XP_023168317.2|DHYD
OG0000732	LOC119554153|XP_037720869.1|DSUP	LOC111594874|XP_023164122.1|DHYD
OG0000732	LOC119554152|XP_037720868.1|DSUP	LOC111594873|XP_023164119.1|DHYD
OG0000733	LOC119557492|XP_037726194.1|DSUP	LOC111595239|XP_023164645.2|DHYD
OG0000733	LOC119552874|XP_037718702.1|DSUP	LOC111601687|XP_023174161.1|DHYD
OG0000734	LOC119552949|XP_037718853.1|DSUP	LOC111597535|XP_023168081.2|DHYD
OG0000735	LOC119556841|XP_037725240.1|DSUP	LOC111593485|XP_023162014.1|DHYD
OG0000735	LOC119548147|XP_037711175.1|DSUP	LOC111603872|XP_023177447.2|DHYD
OG0000736	LOC119547917|XP_037710885.1|DSUP	LOC111603989|XP_030079038.1|DHYD
OG0000736	LOC119548672|XP_037712039.1|DSUP	LOC111604008|XP_023177632.2|DHYD
OG0000737	LOC119549271|XP_037713110.1|DSUP	LOC111597693|XP_023168296.1|DHYD
OG0000738	LOC119547765|XP_037710701.1|DSUP	LOC111599329|XP_023170718.1|DHYD
OG0000738	LOC119547185|XP_037709848.1|DSUP	LOC111603947|XP_023177545.2|DHYD
OG0000739	LOC119560301|XP_037729600.1|DSUP	LOC111599568|XP_023171008.1|DHYD
OG0000739	LOC119560781|XP_037730335.1|DSUP	LOC111599567|XP_023171005.1|DHYD
OG0000740	LOC119560320|XP_037729629.1|DSUP	LOC111592038|XP_030081565.1|DHYD
OG0000741	LOC119555838|XP_037723394.1|DSUP, LOC119559213|XP_037728215.1|DSUP	LOC111594076|XP_030080042.1|DHYD
OG0000742	LOC119557057|XP_037725533.1|DSUP	LOC111593044|XP_023161381.2|DHYD
OG0000742	LOC119557278|XP_037725891.1|DSUP	LOC111593026|XP_023161346.2|DHYD
OG0000743	LOC119554683|XP_037721613.1|DSUP	LOC111595385|XP_023164852.2|DHYD
OG0000743	LOC119551431|XP_037716701.1|DSUP, LOC119550561|XP_037715277.1|DSUP	LOC111594398|XP_023163437.2|DHYD
OG0000744	LOC119550507|XP_037715139.1|DSUP	LOC111600028|XP_023171711.2|DHYD, LOC115483369|XP_030080936.1|DHYD, LOC111596984|XP_023167236.2|DHYD
OG0000745	LOC119550952|XP_037715906.1|DSUP	LOC111602121|XP_023174838.2|DHYD
OG0000745	LOC119550455|XP_037715063.1|DSUP	LOC111593300|XP_023161750.2|DHYD
OG0000746	LOC119550651|XP_037715420.1|DSUP, LOC119549955|XP_037714266.1|DSUP	LOC111604126|XP_023177811.1|DHYD
OG0000747	LOC119554430|XP_037721250.1|DSUP	LOC111592869|XP_023161084.2|DHYD
OG0000747	LOC119554982|XP_037722043.1|DSUP	LOC111592871|XP_023161088.2|DHYD
OG0000748	LOC119547354|XP_037710096.1|DSUP	LOC111596108|XP_023165938.2|DHYD
OG0000748	LOC119557235|XP_037725847.1|DSUP	LOC111602043|XP_023174760.1|DHYD
OG0000750	LOC119562920|XP_037731997.1|DSUP	LOC111595704|XP_023165317.2|DHYD
OG0000751	LOC119551885|XP_037717409.1|DSUP	LOC111605228|XP_023179423.2|DHYD
OG0000751	LOC119551722|XP_037717151.1|DSUP	LOC111605245|XP_023179449.2|DHYD, LOC111605225|XP_023179421.2|DHYD
OG0000753	LOC119560347|XP_037729671.1|DSUP	LOC111601406|XP_023173732.2|DHYD
OG0000753	LOC119553970|XP_037720602.1|DSUP	LOC111600487|XP_023172382.2|DHYD
OG0000754	LOC119556179|XP_037724046.1|DSUP	LOC111598326|XP_023169292.2|DHYD
OG0000754	LOC119557663|XP_037726450.1|DSUP	LOC111600192|XP_023171969.2|DHYD
OG0000755	LOC119550523|XP_037715165.1|DSUP	LOC111605480|XP_023179783.2|DHYD
OG0000755	LOC119551647|XP_037717014.1|DSUP	LOC111605577|XP_023179949.2|DHYD
OG0000756	LOC119559442|XP_037728473.1|DSUP	LOC111600842|XP_023172915.1|DHYD
OG0000757	LOC119555074|XP_037722211.1|DSUP	LOC111604493|XP_023178352.1|DHYD
OG0000758	LOC119553353|XP_037719623.1|DSUP	LOC111604669|XP_023178599.2|DHYD
OG0000758	LOC119553352|XP_037719618.1|DSUP	LOC111604667|XP_023178596.1|DHYD
OG0000759	LOC119554831|XP_037721833.1|DSUP	LOC111596610|XP_023166657.2|DHYD
OG0000759	LOC119554508|XP_037721374.1|DSUP	LOC111596613|XP_023166664.1|DHYD
OG0000760	LOC119551249|XP_037716421.1|DSUP	LOC111604005|XP_023177633.2|DHYD
OG0000761	LOC119547483|XP_037710297.1|DSUP	LOC111592650|XP_023160762.2|DHYD
OG0000761	LOC119548303|XP_037711399.1|DSUP	LOC111592651|XP_023160767.2|DHYD
OG0000762	LOC119548193|XP_037711248.1|DSUP	LOC111598979|XP_023170247.1|DHYD
OG0000762	LOC119547513|XP_037710334.1|DSUP	LOC111599345|XP_023170743.2|DHYD
OG0000763	LOC119548184|XP_037711227.1|DSUP	LOC111601599|XP_023174035.2|DHYD
OG0000763	LOC119548185|XP_037711228.1|DSUP	LOC111601574|XP_023173998.2|DHYD
OG0000764	LOC119558353|XP_037727780.1|DSUP	LOC111605326|XP_030080107.1|DHYD
OG0000765	LOC119554622|XP_037721544.1|DSUP	LOC111592450|XP_023160403.1|DHYD
OG0000765	LOC119557365|XP_037726034.1|DSUP	LOC111601888|XP_023174498.2|DHYD
OG0000766	LOC119547617|XP_037710470.1|DSUP	LOC111593770|XP_023162558.2|DHYD
OG0000766	LOC119557788|XP_037726616.1|DSUP	LOC111598124|XP_023168951.1|DHYD
OG0000767	LOC119560339|XP_037729659.1|DSUP	LOC111603555|XP_023176956.2|DHYD
OG0000767	LOC119553433|XP_037719750.1|DSUP	LOC111605085|XP_023179189.2|DHYD
OG0000768	LOC119554688|XP_037721618.1|DSUP	LOC111592326|XP_023160219.1|DHYD
OG0000769	LOC119556301|XP_037724309.1|DSUP	LOC111602937|XP_030080831.1|DHYD
OG0000769	LOC119557315|XP_037725955.1|DSUP	LOC111596866|XP_023167077.1|DHYD
OG0000770	LOC119551612|XP_037716950.1|DSUP	LOC111595314|XP_023164737.2|DHYD
OG0000771	LOC119554420|XP_037721237.1|DSUP	LOC111601570|XP_023173987.1|DHYD
OG0000772	LOC119551455|XP_037716731.1|DSUP, LOC119552098|XP_037717810.1|DSUP	LOC111595620|XP_023165195.2|DHYD, LOC111601518|XP_023173892.1|DHYD
OG0000773	LOC119550290|XP_037714809.1|DSUP, LOC119559957|XP_037729118.1|DSUP	LOC111593167|XP_023161540.2|DHYD
OG0000774	LOC119552087|XP_037717792.1|DSUP, LOC119552085|XP_037717790.1|DSUP, LOC119552086|XP_037717791.1|DSUP	LOC111600768|XP_023172815.2|DHYD, LOC111600749|XP_023172796.2|DHYD
OG0000775	LOC119549842|XP_037714062.1|DSUP	LOC111592126|XP_023159929.1|DHYD
OG0000775	LOC119549108|XP_037712777.1|DSUP	LOC111604797|XP_023178785.1|DHYD, LOC115483368|XP_030080935.1|DHYD
OG0000778	LOC119554281|XP_037721063.1|DSUP	LOC111598269|XP_023169214.2|DHYD, LOC111598537|XP_023169593.2|DHYD
OG0000779	LOC119556439|XP_037724600.1|DSUP	LOC111603369|XP_023176688.1|DHYD
OG0000780	LOC119550420|XP_037715011.1|DSUP	LOC115483424|XP_030081224.1|DHYD, LOC111600027|XP_030081223.1|DHYD
OG0000781	LOC119558190|XP_037727397.1|DSUP	LOC111605606|XP_023179989.1|DHYD
OG0000781	LOC119552605|XP_037718195.1|DSUP	LOC111597617|XP_023168184.2|DHYD
OG0000782	LOC119552799|XP_037718559.1|DSUP	LOC111599810|XP_023171364.1|DHYD
OG0000782	LOC119556575|XP_037724802.1|DSUP	LOC111596880|XP_023167097.1|DHYD
OG0000783	LOC119554729|XP_037721676.1|DSUP	LOC111597765|XP_023168390.1|DHYD
OG0000783	LOC119557271|XP_037725886.1|DSUP	LOC111603539|XP_023176981.1|DHYD
OG0000784	LOC119554322|XP_037721111.1|DSUP	LOC111605186|XP_023179351.2|DHYD
OG0000784	LOC119556313|XP_037724326.1|DSUP	LOC111601828|XP_023174422.1|DHYD
OG0000785	LOC119551175|XP_037716306.1|DSUP, LOC119551164|XP_037716293.1|DSUP, LOC119547124|XP_037709767.1|DSUP	LOC111599617|XP_023171077.2|DHYD
OG0000786	LOC119559749|XP_037728742.1|DSUP	LOC111603492|XP_023176864.1|DHYD
OG0000787	LOC119555711|XP_037723317.1|DSUP	LOC111605676|XP_023180110.2|DHYD
OG0000788	LOC119547460|XP_037710267.1|DSUP, LOC119552879|XP_037718707.1|DSUP	LOC111602901|XP_023176006.1|DHYD
OG0000789	LOC119548569|XP_037711815.1|DSUP	LOC111602289|XP_023175057.2|DHYD
OG0000790	LOC119548080|XP_037711093.1|DSUP	LOC111595996|XP_023165763.1|DHYD
OG0000790	LOC119548078|XP_037711092.1|DSUP	LOC111595995|XP_023165760.1|DHYD
OG0000791	LOC119563058|XP_037732201.1|DSUP	LOC111604253|XP_023178009.1|DHYD
OG0000792	LOC119546677|XP_037709067.1|DSUP, LOC119546676|XP_037709066.1|DSUP	LOC111595832|XP_023165507.2|DHYD
OG0000793	LOC119561096|XP_037730917.1|DSUP, LOC119558110|XP_037727263.1|DSUP	LOC111596696|XP_023166780.1|DHYD
OG0000794	LOC119548660|XP_037712007.1|DSUP, LOC119558029|XP_037727091.1|DSUP	LOC111593988|XP_023162847.2|DHYD
OG0000795	LOC119556113|XP_037723913.1|DSUP	LOC111604041|XP_023177664.1|DHYD
OG0000795	LOC119557314|XP_037725956.1|DSUP	LOC111598502|XP_023169536.2|DHYD
OG0000796	LOC119560254|XP_037729546.1|DSUP	LOC111602793|XP_023175834.1|DHYD
OG0000796	LOC119557864|XP_037726790.1|DSUP	LOC111598156|XP_023169009.1|DHYD
OG0000797	LOC119563396|XP_037732683.1|DSUP	LOC111603429|XP_023176782.1|DHYD
OG0000798	LOC119551274|XP_037716465.1|DSUP	LOC111599738|XP_023171266.1|DHYD
OG0000798	LOC119549207|XP_037712977.1|DSUP	LOC111599668|XP_023171141.2|DHYD
OG0000799	LOC119556044|XP_037723766.1|DSUP	LOC111602034|XP_023174701.1|DHYD
OG0000800	LOC119554919|XP_037721951.1|DSUP	LOC111592310|XP_023160185.1|DHYD, LOC111592307|XP_023160183.1|DHYD, LOC111592306|XP_023160181.2|DHYD
OG0000801	LOC119551654|XP_037717018.1|DSUP	LOC111593229|XP_023161653.1|DHYD
OG0000802	LOC119556672|XP_037724963.1|DSUP, LOC119557697|XP_037726498.1|DSUP	LOC111605690|XP_030079411.1|DHYD, LOC111602509|XP_023175400.2|DHYD, LOC111603624|XP_023177102.2|DHYD
OG0000803	LOC119547648|XP_037710517.1|DSUP	LOC111601618|XP_023174056.2|DHYD
OG0000803	LOC119554271|XP_037721050.1|DSUP	LOC111597531|XP_023168076.1|DHYD
OG0000804	LOC119550585|XP_037715307.1|DSUP	LOC111597973|XP_023168715.1|DHYD
OG0000804	LOC119560083|XP_037729328.1|DSUP	LOC111592397|XP_023160341.1|DHYD, LOC111592396|XP_023160340.2|DHYD
OG0000805	LOC119550356|XP_037714908.1|DSUP	LOC111593850|XP_023162664.1|DHYD, LOC111593851|XP_023162665.1|DHYD
OG0000805	LOC119550492|XP_037715112.1|DSUP	LOC111599324|XP_023170709.1|DHYD
OG0000806	LOC119548551|XP_037711775.1|DSUP	LOC115482948|XP_030079241.1|DHYD
OG0000807	LOC119555082|XP_037722224.1|DSUP, LOC119546365|XP_037708522.1|DSUP, LOC119553671|XP_037720112.1|DSUP, LOC119547847|XP_037710805.1|DSUP, LOC119546013|XP_037707945.1|DSUP	LOC111596264|XP_023166168.1|DHYD, LOC111601765|XP_023174273.2|DHYD
OG0000808	LOC119554177|XP_037720898.1|DSUP, LOC119554166|XP_037720887.1|DSUP	LOC111597397|XP_023167842.2|DHYD
OG0000810	LOC119551246|XP_037716417.1|DSUP	LOC111593812|XP_023162609.2|DHYD, LOC115483386|XP_030080990.1|DHYD
OG0000811	LOC119560021|XP_037729237.1|DSUP	LOC111598739|XP_023169906.2|DHYD
OG0000811	LOC119550597|XP_037715335.1|DSUP	LOC111605280|XP_023179492.2|DHYD
OG0000812	LOC119557281|XP_037725896.1|DSUP	LOC111600182|XP_023171953.1|DHYD
OG0000813	LOC119552075|XP_037717778.1|DSUP	LOC111605203|XP_023179383.1|DHYD
OG0000814	LOC119546553|XP_037708840.1|DSUP	LOC111594183|XP_023163134.1|DHYD
OG0000815	LOC119547747|XP_037710671.1|DSUP	LOC111599074|XP_023170372.2|DHYD
OG0000816	LOC119559793|XP_037728801.1|DSUP	LOC111602802|XP_023175862.2|DHYD
OG0000817	LOC119563282|XP_037732534.1|DSUP	LOC111600289|XP_023172109.1|DHYD
OG0000817	LOC119563283|XP_037732536.1|DSUP	LOC111600290|XP_023172110.2|DHYD
OG0000818	LOC119556705|XP_037725030.1|DSUP	LOC111593432|XP_023161946.2|DHYD
OG0000818	LOC119548649|XP_037711992.1|DSUP	LOC111594237|XP_023163213.1|DHYD, LOC111594241|XP_030080265.1|DHYD
OG0000819	LOC119557002|XP_037725461.1|DSUP	LOC111602423|XP_030079873.1|DHYD
OG0000819	LOC119556436|XP_037724597.1|DSUP	LOC111602412|XP_023175211.1|DHYD
OG0000820	LOC119556108|XP_037723907.1|DSUP	LOC111601041|XP_023173262.1|DHYD
OG0000820	LOC119550974|XP_037715936.1|DSUP	LOC111600099|XP_023171828.1|DHYD
OG0000821	LOC119560947|XP_037730617.1|DSUP	LOC111596653|XP_023166726.2|DHYD
OG0000821	LOC119551770|XP_037717225.1|DSUP	LOC111595515|XP_023165063.1|DHYD
OG0000822	LOC119548798|XP_037712301.1|DSUP	LOC111599008|XP_023170290.1|DHYD
OG0000824	LOC119546742|XP_037709168.1|DSUP	LOC111599066|XP_023170355.1|DHYD
OG0000825	LOC119552532|XP_037718079.1|DSUP	LOC111605187|XP_023179353.2|DHYD
OG0000825	LOC119547412|XP_037710189.1|DSUP	LOC111601197|XP_023173452.2|DHYD
OG0000826	LOC119552046|XP_037717717.1|DSUP	LOC115482816|XP_030078840.1|DHYD, LOC111600577|XP_030082032.1|DHYD
OG0000828	LOC119562972|XP_037732076.1|DSUP	LOC111601490|XP_023173845.2|DHYD
OG0000830	LOC119556322|XP_037724337.1|DSUP	LOC111593439|XP_023161958.2|DHYD
OG0000831	LOC119553781|XP_037720316.1|DSUP	LOC111594304|XP_023163310.2|DHYD
OG0000832	LOC119551843|XP_037717344.1|DSUP	LOC111594011|XP_023162876.1|DHYD
OG0000832	LOC119546226|XP_037708293.1|DSUP	LOC111603652|XP_023177103.2|DHYD
OG0000833	LOC119555527|XP_037722880.1|DSUP	LOC111592289|XP_023160160.2|DHYD
OG0000834	LOC119556825|XP_037725212.1|DSUP	LOC111597802|XP_023168455.1|DHYD
OG0000835	LOC119555686|XP_037723248.1|DSUP	LOC111597622|XP_030081813.1|DHYD
OG0000836	LOC119546921|XP_037709480.1|DSUP, LOC119546215|XP_037708280.1|DSUP	LOC111603869|XP_023177444.1|DHYD
OG0000837	LOC119557450|XP_037726143.1|DSUP	LOC111604060|XP_023177694.1|DHYD
OG0000838	LOC119546558|XP_037708850.1|DSUP	LOC111605537|XP_023179868.1|DHYD
OG0000839	LOC119560707|XP_037730228.1|DSUP	LOC111604820|XP_023178810.2|DHYD
OG0000839	LOC119560326|XP_037729636.1|DSUP	LOC111601448|XP_023173792.2|DHYD
OG0000840	LOC119559469|XP_037728507.1|DSUP, LOC119557438|XP_037726128.1|DSUP	LOC111593987|XP_023162845.1|DHYD
OG0000841	LOC119562331|XP_037731418.1|DSUP, LOC119562338|XP_037731433.1|DSUP	LOC111598873|XP_023170097.2|DHYD
OG0000842	LOC119547884|XP_037710853.1|DSUP	LOC111600736|XP_023172780.1|DHYD
OG0000843	LOC119551213|XP_037716376.1|DSUP	LOC111600100|XP_030081241.1|DHYD
OG0000844	LOC119559947|XP_037729102.1|DSUP	LOC111603601|XP_023177028.1|DHYD
OG0000845	LOC119557928|XP_037726865.1|DSUP, LOC119557304|XP_037725942.1|DSUP	LOC111602427|XP_023175234.2|DHYD
OG0000846	LOC119556817|XP_037725199.1|DSUP	LOC111599445|XP_023170868.2|DHYD
OG0000847	LOC119549781|XP_037713971.1|DSUP, LOC119552009|XP_037717667.1|DSUP	LOC111605732|XP_030080949.1|DHYD, LOC111593852|XP_023162666.2|DHYD
OG0000848	LOC119546388|XP_037708556.1|DSUP, LOC119548331|XP_037711449.1|DSUP	LOC111595439|XP_023164932.2|DHYD
OG0000848	LOC119547075|XP_037709690.1|DSUP	LOC111603729|XP_023177211.2|DHYD
OG0000849	LOC119547068|XP_037709681.1|DSUP	LOC111599451|XP_023170876.2|DHYD
OG0000849	LOC119546972|XP_037709548.1|DSUP	LOC111599050|XP_023170336.1|DHYD
OG0000850	LOC119551003|XP_037715985.1|DSUP	LOC111604169|XP_023177878.2|DHYD
OG0000850	LOC119551002|XP_037715983.1|DSUP	LOC111600157|XP_030080976.1|DHYD
OG0000851	LOC119550811|XP_037715679.1|DSUP	LOC111601248|XP_023173515.2|DHYD, LOC111601226|XP_023173491.2|DHYD, LOC111601278|XP_023173563.2|DHYD
OG0000852	LOC119551582|XP_037716912.1|DSUP	LOC111604168|XP_023177874.2|DHYD
OG0000854	LOC119556126|XP_037723941.1|DSUP	LOC111596711|XP_023166799.1|DHYD
OG0000855	LOC119556918|XP_037725333.1|DSUP	LOC111596692|XP_023167190.1|DHYD
OG0000856	LOC119553907|XP_037720506.1|DSUP	LOC111605741|XP_030078605.1|DHYD
OG0000857	LOC119556007|XP_037723699.1|DSUP	LOC111600183|XP_023171956.2|DHYD
OG0000858	LOC119546751|XP_037709186.1|DSUP, LOC119546743|XP_037709172.1|DSUP	LOC111594489|XP_023163566.2|DHYD
OG0000860	LOC119552622|XP_037718216.1|DSUP	LOC111591932|XP_023159631.2|DHYD
OG0000861	LOC119551190|XP_037716320.1|DSUP, LOC119550584|XP_037715306.1|DSUP, LOC119558812|XP_037728006.1|DSUP	LOC111593891|XP_023162726.2|DHYD
