Orthogroup	DSUP.longest_only	DPER.longest_only
OG0001478	LOC119548528|XP_037711749.1|DSUP	LOC6589868|XP_026844573.1|DPER
OG0001479	LOC119556707|XP_037725031.1|DSUP	LOC6596720|XP_002022043.1|DPER
OG0001480	LOC119546946|XP_037709514.1|DSUP	LOC6589498|XP_002014588.1|DPER
OG0001481	LOC119548729|XP_037712161.1|DSUP	LOC6596450|XP_026843324.1|DPER
OG0001482	LOC119551711|XP_037717113.1|DSUP	LOC6590734|XP_002015997.2|DPER
OG0001483	LOC119559697|XP_037728683.1|DSUP	LOC6597932|XP_026843794.1|DPER
OG0001484	LOC119547061|XP_037709671.1|DSUP	LOC6589548|XP_002015076.1|DPER
OG0001485	LOC119554455|XP_037721295.1|DSUP	LOC6595812|XP_002021290.1|DPER
OG0001486	LOC119546089|XP_037708097.1|DSUP, LOC119548517|XP_037711735.1|DSUP, LOC119547719|XP_037710621.1|DSUP	LOC6589116|XP_002015272.1|DPER
OG0001487	LOC119562550|XP_037731680.1|DSUP	LOC113565507|XP_026843542.1|DPER, LOC113565502|XP_026843514.1|DPER, LOC113565497|XP_026843498.1|DPER, LOC113565474|XP_026843399.1|DPER
OG0001488	LOC119550471|XP_037715088.1|DSUP	LOC6590271|XP_002015474.1|DPER
OG0001489	LOC119547588|XP_037710424.1|DSUP	LOC6596472|XP_026843559.1|DPER
OG0001490	LOC119546873|XP_037709407.1|DSUP	LOC6596426|XP_002021824.1|DPER
OG0001491	LOC119548384|XP_037711533.1|DSUP	LOC6589437|XP_026844235.1|DPER
OG0001492	LOC119547200|XP_037709872.1|DSUP	LOC6595463|XP_002020896.1|DPER
OG0001493	LOC119550107|XP_037714516.1|DSUP, LOC119556109|XP_037723908.1|DSUP	LOC6602899|XP_002027922.2|DPER
OG0001494	LOC119557372|XP_037726044.1|DSUP	LOC6604521|XP_026849312.1|DPER
OG0001495	LOC119549245|XP_037713072.1|DSUP	LOC113565143|XP_026841991.1|DPER, LOC6596188|XP_002021117.1|DPER
OG0001496	LOC119553385|XP_037719670.1|DSUP	LOC6603310|XP_026849883.1|DPER
OG0001496	LOC119557683|XP_037726482.1|DSUP	LOC6600777|XP_026845161.1|DPER
OG0001497	LOC119551570|XP_037716898.1|DSUP	LOC6593271|XP_002018189.1|DPER
OG0001498	LOC119560430|XP_037729795.1|DSUP	LOC6594201|XP_026850736.1|DPER
OG0001500	LOC119549409|XP_037713399.1|DSUP	LOC6601546|XP_026841468.1|DPER, LOC6601544|XP_002026691.2|DPER
OG0001501	LOC119552623|XP_037718222.1|DSUP	LOC6591872|XP_026851158.1|DPER
OG0001502	LOC119549856|XP_037714080.1|DSUP	LOC6590545|XP_002016226.1|DPER
OG0001503	LOC119549552|XP_037713630.1|DSUP	LOC6589993|XP_002015598.1|DPER
OG0001504	LOC119558184|XP_037727379.1|DSUP	LOC6600118|XP_026846712.1|DPER
OG0001505	LOC119549356|XP_037713273.1|DSUP	LOC6604707|XP_026841497.1|DPER
OG0001506	LOC119550212|XP_037714695.1|DSUP	LOC6590798|XP_026840770.1|DPER
OG0001507	LOC119549000|XP_037712535.1|DSUP	LOC6592587|XP_002018069.2|DPER
OG0001508	LOC119550713|XP_037715520.1|DSUP	LOC6593269|XP_026841226.1|DPER
OG0001509	LOC119550199|XP_037714671.1|DSUP	LOC6590359|XP_026842350.1|DPER
OG0001510	LOC119562476|XP_037731599.1|DSUP	LOC6588729|XP_026844043.1|DPER
OG0001511	LOC119551616|XP_037716957.1|DSUP	LOC6592510|XP_026842156.1|DPER
OG0001512	LOC119553430|XP_037719741.1|DSUP	LOC6597194|XP_026845575.1|DPER
OG0001513	LOC119552963|XP_037718876.1|DSUP	LOC6596201|XP_026845230.1|DPER
OG0001515	LOC119546397|XP_037708573.1|DSUP, LOC119557919|XP_037726855.1|DSUP	LOC6596839|XP_002022020.1|DPER, LOC6587967|XP_002013325.1|DPER
OG0001516	LOC119554029|XP_037720677.1|DSUP, LOC119554915|XP_037721950.1|DSUP, LOC119554037|XP_037720692.1|DSUP	LOC6594829|XP_026850692.1|DPER
OG0001517	LOC119562901|XP_037731954.1|DSUP	LOC6595188|XP_002020044.2|DPER
OG0001518	LOC119557552|XP_037726262.1|DSUP	LOC6597501|XP_026849291.1|DPER
OG0001519	LOC119560180|XP_037729467.1|DSUP, LOC119560894|XP_037730515.1|DSUP	LOC6594442|XP_002019554.1|DPER
OG0001520	LOC119560563|XP_037730008.1|DSUP, LOC119561041|XP_037730798.1|DSUP	LOC6587459|XP_002013262.1|DPER
OG0001521	LOC119546214|XP_037708278.1|DSUP	LOC6593968|XP_026843715.1|DPER
OG0001522	LOC119546158|XP_037708196.1|DSUP, LOC119547084|XP_037709711.1|DSUP, LOC119556569|XP_037724795.1|DSUP, LOC119556639|XP_037724896.1|DSUP, LOC119556638|XP_037724895.1|DSUP	LOC113565748|XP_026844604.1|DPER
OG0001523	LOC119550388|XP_037714967.1|DSUP, LOC119551682|XP_037717070.1|DSUP	LOC6593176|XP_002018110.1|DPER
OG0001524	LOC119549756|XP_037713928.1|DSUP	LOC6600940|XP_026842228.1|DPER
OG0001525	LOC119556966|XP_037725403.1|DSUP	LOC6599234|XP_026848307.1|DPER
OG0001525	LOC119557397|XP_037726069.1|DSUP	LOC6599235|XP_002024292.1|DPER
OG0001526	LOC119557948|XP_037726896.1|DSUP, LOC119556780|XP_037725142.1|DSUP	LOC6598305|XP_002023507.2|DPER
OG0001527	LOC119557043|XP_037725517.1|DSUP	LOC6597861|XP_002023054.1|DPER, LOC6597862|XP_026846985.1|DPER
OG0001528	LOC119562180|XP_037731330.1|DSUP	LOC6588172|XP_002012870.1|DPER
OG0001529	LOC119557408|XP_037726084.1|DSUP	LOC6596820|XP_002022056.1|DPER
OG0001530	LOC119548443|XP_037711630.1|DSUP	LOC6603967|XP_026847704.1|DPER, LOC6603966|XP_026847700.1|DPER, LOC113566429|XP_026847711.1|DPER, LOC113566426|XP_026847702.1|DPER, LOC113566433|XP_026847718.1|DPER, LOC113566427|XP_026847706.1|DPER, LOC113566428|XP_026847709.1|DPER, LOC6598127|XP_002023283.2|DPER
OG0001531	LOC119550581|XP_037715303.1|DSUP	LOC6596697|XP_026845900.1|DPER, LOC6590334|XP_026841897.1|DPER, LOC6593110|XP_002018339.1|DPER
OG0001534	LOC119558159|XP_037727349.1|DSUP	LOC6596893|XP_026845535.1|DPER
OG0001535	LOC119556008|XP_037723701.1|DSUP	LOC6597894|XP_002023021.1|DPER
OG0001536	LOC119557785|XP_037726612.1|DSUP	LOC6599292|XP_002024257.1|DPER
OG0001537	LOC119548457|XP_037711651.1|DSUP	LOC6589668|XP_002014575.1|DPER
OG0001538	LOC119556416|XP_037724539.1|DSUP	LOC6604509|XP_026845126.1|DPER
OG0001539	LOC119550793|XP_037715653.1|DSUP	LOC6590295|XP_026840955.1|DPER
OG0001540	LOC119546071|XP_037708070.1|DSUP	LOC6601046|XP_002026134.1|DPER, LOC6587642|XP_002013250.2|DPER, LOC6589062|XP_002014550.1|DPER
OG0001541	LOC119554256|XP_037721022.1|DSUP	LOC113566501|XP_026848196.1|DPER
OG0001542	LOC119559282|XP_037728279.1|DSUP, LOC119558402|XP_037727864.1|DSUP	LOC6591611|XP_026848213.1|DPER
OG0001543	LOC119558171|XP_037727364.1|DSUP	LOC6598264|XP_026846200.1|DPER
OG0001544	LOC119557293|XP_037725923.1|DSUP	LOC6597604|XP_026848894.1|DPER
OG0001545	LOC119556683|XP_037724983.1|DSUP	LOC6600109|XP_026846678.1|DPER
OG0001546	LOC119556827|XP_037725211.1|DSUP	LOC6600111|XP_026846651.1|DPER
OG0001547	LOC119556407|XP_037724520.1|DSUP	LOC6598557|XP_026846268.1|DPER
OG0001548	LOC119556739|XP_037725076.1|DSUP	LOC113566133|XP_026846224.1|DPER
OG0001549	LOC119546049|XP_037708026.1|DSUP	LOC6589460|XP_026844808.1|DPER
OG0001550	LOC119545815|XP_037707638.1|DSUP	LOC6587657|XP_002012887.1|DPER
OG0001551	LOC119550944|XP_037715900.1|DSUP	LOC6598831|XP_026849416.1|DPER
OG0001552	LOC119555610|XP_037723041.1|DSUP	LOC6595038|XP_002020365.1|DPER
OG0001553	LOC119557826|XP_037726712.1|DSUP	LOC6599327|XP_026847156.1|DPER
OG0001554	LOC119553707|XP_037720216.1|DSUP	LOC6588050|XP_026840195.1|DPER
OG0001555	LOC119546186|XP_037708240.1|DSUP	LOC6589404|XP_002015293.1|DPER
OG0001556	LOC119551171|XP_037716297.1|DSUP	LOC6593149|XP_002018526.1|DPER
OG0001557	LOC119556652|XP_037724915.1|DSUP	LOC6600353|XP_026848391.1|DPER
OG0001558	LOC119556758|XP_037725107.1|DSUP	LOC6604350|XP_026847468.1|DPER, LOC113566717|XP_026849391.1|DPER
OG0001559	LOC119562489|XP_037731625.1|DSUP	LOC6587199|XP_002013514.1|DPER
OG0001560	LOC119560312|XP_037729614.1|DSUP	LOC6588536|XP_026839942.1|DPER
OG0001561	LOC119546430|XP_037708630.1|DSUP	LOC6587571|XP_002013102.1|DPER
OG0001562	LOC119548055|XP_037711065.1|DSUP	LOC6593543|XP_002019133.1|DPER
OG0001563	LOC119560136|XP_037729415.1|DSUP	LOC6591732|XP_026846045.1|DPER
OG0001564	LOC119560709|XP_037730234.1|DSUP	LOC6587895|XP_026840532.1|DPER
OG0001565	LOC119560023|XP_037729241.1|DSUP	LOC6587242|XP_002013663.1|DPER
OG0001566	LOC119563053|XP_037732189.1|DSUP	LOC6597541|XP_002022671.2|DPER
OG0001567	LOC119549912|XP_037714160.1|DSUP, LOC119552118|XP_037717832.1|DSUP	LOC6592575|XP_002017740.1|DPER
OG0001568	LOC119545840|XP_037707730.1|DSUP	LOC6587323|XP_026851232.1|DPER
OG0001569	LOC119560676|XP_037730176.1|DSUP	LOC6587430|XP_026846398.1|DPER
OG0001570	LOC119551498|XP_037716795.1|DSUP, LOC119554596|XP_037721511.1|DSUP	LOC6587663|XP_002014044.2|DPER
OG0001571	LOC119546662|XP_037709048.1|DSUP	LOC6589199|XP_002014361.1|DPER
OG0001572	LOC119557746|XP_037726561.1|DSUP	LOC6603095|XP_002028105.2|DPER
OG0001573	LOC119552851|XP_037718653.1|DSUP	LOC6599687|XP_026847409.1|DPER
OG0001574	LOC119557457|XP_037726150.1|DSUP	LOC6598333|XP_002023461.2|DPER
OG0001575	LOC119562867|XP_037731909.1|DSUP	LOC6588336|XP_002013422.1|DPER
OG0001576	LOC119563371|XP_037732650.1|DSUP	LOC6594426|XP_002019758.1|DPER
OG0001577	LOC119548644|XP_037711980.1|DSUP	LOC6598751|XP_002023785.2|DPER, LOC6594906|XP_002020506.1|DPER
OG0001578	LOC119550118|XP_037714528.1|DSUP	LOC6592259|XP_002018568.1|DPER
OG0001579	LOC119558041|XP_037727116.1|DSUP	LOC6599107|XP_026849263.1|DPER
OG0001580	LOC119549867|XP_037714091.1|DSUP	LOC6592516|XP_002017674.2|DPER
OG0001581	LOC119558108|XP_037727261.1|DSUP, LOC119559340|XP_037728316.1|DSUP, LOC119546092|XP_037708100.1|DSUP	LOC6597379|XP_002022582.2|DPER
OG0001582	LOC119551060|XP_037716109.1|DSUP, LOC119551255|XP_037716431.1|DSUP	LOC6600800|XP_002025971.1|DPER
OG0001583	LOC119550251|XP_037714754.1|DSUP	LOC6591029|XP_026840702.1|DPER
OG0001584	LOC119553345|XP_037719609.1|DSUP	LOC6603278|XP_002028265.2|DPER, LOC6603277|XP_002028264.1|DPER
OG0001585	LOC119558363|XP_037727795.1|DSUP	LOC6599387|XP_026847077.1|DPER
OG0001586	LOC119552878|XP_037718706.1|DSUP	LOC6597136|XP_002022324.1|DPER
OG0001587	LOC119561865|XP_037731273.1|DSUP	LOC6590580|XP_002015385.2|DPER
OG0001588	LOC119551562|XP_037716888.1|DSUP	LOC6591019|XP_002016371.2|DPER
OG0001589	LOC119562466|XP_037731581.1|DSUP	LOC6597986|XP_026843199.1|DPER
OG0001591	LOC119561055|XP_037730821.1|DSUP	LOC6595240|XP_026843959.1|DPER
OG0001592	LOC119546495|XP_037708723.1|DSUP	LOC6589612|XP_026844374.1|DPER
OG0001593	LOC119548476|XP_037711672.1|DSUP	LOC113565703|XP_026844377.1|DPER, LOC113565918|XP_026845088.1|DPER, LOC6589685|XP_026844376.1|DPER
OG0001594	LOC119546348|XP_037708487.1|DSUP	LOC6604447|XP_026848044.1|DPER, LOC6604583|XP_026844747.1|DPER
OG0001595	LOC119550621|XP_037715379.1|DSUP	LOC6590508|XP_026841884.1|DPER
OG0001596	LOC119546956|XP_037709529.1|DSUP	LOC6593966|XP_002018951.1|DPER
OG0001597	LOC119562367|XP_037731459.1|DSUP	LOC113565458|XP_026843295.1|DPER
OG0001598	LOC119546396|XP_037708569.1|DSUP	LOC6598088|XP_026843264.1|DPER
OG0001599	LOC119546301|XP_037708420.1|DSUP	LOC6593337|XP_002018739.1|DPER
OG0001600	LOC119547092|XP_037709719.1|DSUP	LOC6593664|XP_026843142.1|DPER
OG0001601	LOC119562630|XP_037731785.1|DSUP	LOC6589225|XP_002014214.1|DPER
OG0001602	LOC119547523|XP_037710345.1|DSUP	LOC6593379|XP_026843340.1|DPER, LOC6593378|XP_026843844.1|DPER, LOC113565472|XP_026843386.1|DPER
OG0001603	LOC119547916|XP_037710884.1|DSUP	LOC6589535|XP_002014501.1|DPER
OG0001604	LOC119556047|XP_037723768.1|DSUP	LOC6600035|XP_002025082.1|DPER
OG0001605	LOC119550882|XP_037715797.1|DSUP	LOC6591194|XP_002015443.1|DPER
OG0001606	LOC119562732|XP_037731862.1|DSUP	LOC113565187|XP_026842330.1|DPER, LOC6602983|XP_002027994.1|DPER
OG0001607	LOC119547350|XP_037710093.1|DSUP	LOC6589130|XP_026844094.1|DPER
OG0001608	LOC119547001|XP_037709595.1|DSUP	LOC6596526|XP_002021723.1|DPER
OG0001609	LOC119550665|XP_037715439.1|DSUP, LOC119550668|XP_037715441.1|DSUP, LOC119549602|XP_037713693.1|DSUP	LOC6593146|XP_026842077.1|DPER
OG0001610	LOC119547635|XP_037710501.1|DSUP	LOC6601736|XP_002026794.2|DPER, LOC6596560|XP_002021741.1|DPER
OG0001611	LOC119547077|XP_037709697.1|DSUP	LOC6589480|XP_002015236.1|DPER
OG0001612	LOC119547263|XP_037709972.1|DSUP	LOC6589574|XP_002014845.1|DPER
OG0001613	LOC119547340|XP_037710079.1|DSUP	LOC6588959|XP_002014342.1|DPER
OG0001614	LOC119550819|XP_037715689.1|DSUP	LOC6592602|XP_026840760.1|DPER
OG0001616	LOC119546403|XP_037708589.1|DSUP	LOC6595436|XP_002020857.1|DPER
OG0001617	LOC119546042|XP_037707990.1|DSUP	LOC6593387|XP_026842930.1|DPER
OG0001618	LOC119547284|XP_037709996.1|DSUP	LOC6588955|XP_002014338.1|DPER
OG0001619	LOC119548510|XP_037711725.1|DSUP	LOC6593516|XP_026843011.1|DPER
OG0001620	LOC119551598|XP_037716928.1|DSUP	LOC6590673|XP_002015414.1|DPER
OG0001621	LOC119550978|XP_037715941.1|DSUP	LOC6592295|XP_026842140.1|DPER
OG0001622	LOC119556117|XP_037723920.1|DSUP	LOC6597342|XP_002022544.1|DPER
OG0001623	LOC119546563|XP_037708861.1|DSUP	LOC113565660|XP_026844129.1|DPER
OG0001624	LOC119546154|XP_037708191.1|DSUP	LOC6593556|XP_026843003.1|DPER
OG0001625	LOC119546437|XP_037708635.1|DSUP	LOC6593632|XP_002019098.1|DPER
OG0001626	LOC119548356|XP_037711499.1|DSUP	LOC6589594|XP_002014829.2|DPER
OG0001627	LOC119551705|XP_037717109.1|DSUP	LOC6594505|XP_002019704.2|DPER
OG0001628	LOC119553927|XP_037720547.1|DSUP	LOC6591909|XP_002016866.1|DPER
OG0001629	LOC119553225|XP_037719413.1|DSUP	LOC6594376|XP_026850752.1|DPER
OG0001630	LOC119563069|XP_037732212.1|DSUP	LOC6588324|XP_026840522.1|DPER
OG0001631	LOC119559927|XP_037729059.1|DSUP	LOC6591979|XP_026851098.1|DPER
OG0001632	LOC119547856|XP_037710815.1|DSUP	LOC6589797|XP_002014464.1|DPER
OG0001633	LOC119548253|XP_037711328.1|DSUP	LOC6594596|XP_002019386.1|DPER
OG0001634	LOC119559042|XP_037728097.1|DSUP	LOC6594370|XP_026843781.1|DPER
OG0001635	LOC119553322|XP_037719583.1|DSUP	LOC6591898|XP_002016916.1|DPER
OG0001636	LOC119559951|XP_037729109.1|DSUP	LOC6594391|XP_026846623.1|DPER
OG0001637	LOC119548411|XP_037711582.1|DSUP	LOC6594912|XP_002020120.2|DPER
OG0001638	LOC119556278|XP_037724256.1|DSUP	LOC6600134|XP_002025251.2|DPER
OG0001639	LOC119559407|XP_037728404.1|DSUP	LOC6592913|XP_002018581.1|DPER
OG0001640	LOC119560088|XP_037729334.1|DSUP	LOC6594293|XP_002019941.1|DPER
OG0001641	LOC119555584|XP_037722990.1|DSUP	LOC6594316|XP_002019359.1|DPER
OG0001642	LOC119558273|XP_037727574.1|DSUP	LOC6598359|XP_026846315.1|DPER
OG0001643	LOC119548432|XP_037711606.1|DSUP	LOC6589430|XP_002015007.1|DPER
OG0001644	LOC119555107|XP_037722259.1|DSUP	LOC6603722|XP_002028688.2|DPER, LOC6604180|XP_002029112.2|DPER, LOC6604253|XP_002029170.2|DPER, LOC113567234|XP_026850204.1|DPER, LOC113566943|XP_026849979.1|DPER, LOC6603721|XP_002028687.2|DPER, LOC6591483|XP_002017377.2|DPER, LOC6602267|XP_002027316.1|DPER
OG0001645	LOC119550463|XP_037715076.1|DSUP	LOC6593212|XP_026840799.1|DPER
OG0001646	LOC119552188|XP_037717963.1|DSUP	LOC6592395|XP_026840935.1|DPER
OG0001647	LOC119550551|XP_037715210.1|DSUP	LOC6591219|XP_026842600.1|DPER
OG0001648	LOC119554758|XP_037721713.1|DSUP	LOC6601960|XP_026849610.1|DPER
OG0001649	LOC119549800|XP_037713994.1|DSUP	LOC6600887|XP_026840831.1|DPER
OG0001650	LOC119550313|XP_037714845.1|DSUP	LOC6601630|XP_002026633.2|DPER
OG0001651	LOC119550210|XP_037714690.1|DSUP	LOC6590952|XP_002016022.2|DPER
OG0001652	LOC119555519|XP_037722872.1|DSUP	LOC6598888|XP_002024093.1|DPER
OG0001653	LOC119552993|XP_037718939.1|DSUP	LOC6603848|XP_026845347.1|DPER, LOC6603850|XP_026845337.1|DPER, LOC6604003|XP_026845727.1|DPER, LOC6595768|XP_026845725.1|DPER
OG0001654	LOC119550233|XP_037714729.1|DSUP	LOC6590323|XP_002016212.2|DPER
OG0001655	LOC119551574|XP_037716902.1|DSUP	LOC6592696|XP_002017733.1|DPER
OG0001656	LOC119548305|XP_037711405.1|DSUP	LOC6603393|XP_026843244.1|DPER
OG0001657	LOC119554770|XP_037721739.1|DSUP	LOC6602393|XP_002027445.1|DPER, LOC6588061|XP_002013771.1|DPER, LOC6597040|XP_002022200.1|DPER
OG0001658	LOC119554092|XP_037720768.1|DSUP	LOC6600590|XP_026847490.1|DPER
OG0001659	LOC119553117|XP_037719227.1|DSUP	LOC6600613|XP_026847623.1|DPER
OG0001660	LOC119555184|XP_037722364.1|DSUP	LOC6600627|XP_002025621.1|DPER
OG0001661	LOC119563340|XP_037732616.1|DSUP, LOC119559287|XP_037728292.1|DSUP	LOC6591434|XP_002016729.2|DPER
OG0001662	LOC119553240|XP_037719438.1|DSUP	LOC6595202|XP_002020237.1|DPER, LOC6599483|XP_002024603.2|DPER
OG0001663	LOC119562987|XP_037732094.1|DSUP	LOC6587567|XP_026840483.1|DPER
OG0001664	LOC119550567|XP_037715284.1|DSUP	LOC6591265|XP_002015798.1|DPER
OG0001666	LOC119547432|XP_037710220.1|DSUP	LOC6588933|XP_002015095.1|DPER
OG0001667	LOC119551676|XP_037717059.1|DSUP	LOC6592399|XP_002017584.2|DPER
OG0001668	LOC119555626|XP_037723075.1|DSUP	LOC6601464|XP_002026431.1|DPER
OG0001669	LOC119555256|XP_037722482.1|DSUP	LOC113566896|XP_026849861.1|DPER
OG0001670	LOC119557073|XP_037725553.1|DSUP, LOC119557180|XP_037725722.1|DSUP, LOC119559458|XP_037728492.1|DSUP	LOC6603153|XP_026841980.1|DPER
OG0001671	LOC119558301|XP_037727627.1|DSUP, LOC119557507|XP_037726208.1|DSUP	LOC6597810|XP_002022942.1|DPER
OG0001672	LOC119550084|XP_037714487.1|DSUP	LOC6593152|XP_002018529.1|DPER
OG0001673	LOC119549347|XP_037713261.1|DSUP, LOC119549348|XP_037713262.1|DSUP	LOC113565210|XP_026842508.1|DPER
OG0001674	LOC119559838|XP_037728863.1|DSUP, LOC119560928|XP_037730591.1|DSUP	LOC6591809|XP_002017230.1|DPER, LOC6599142|XP_002024376.1|DPER
OG0001675	LOC119551974|XP_037717620.1|DSUP, LOC119561602|XP_037731130.1|DSUP	LOC6591759|XP_002017420.1|DPER
OG0001678	LOC119555920|XP_037723546.1|DSUP	LOC6597782|XP_026846908.1|DPER
OG0001679	LOC119557428|XP_037726108.1|DSUP	LOC6599257|XP_002024283.1|DPER
OG0001680	LOC119556628|XP_037724879.1|DSUP	LOC6597487|XP_002022723.1|DPER
OG0001681	LOC119556546|XP_037724757.1|DSUP	LOC6597875|XP_026847015.1|DPER
OG0001682	LOC119556526|XP_037724731.1|DSUP	LOC6597152|XP_002022310.1|DPER
OG0001683	LOC119547693|XP_037710589.1|DSUP	LOC6593843|XP_026843153.1|DPER
OG0001684	LOC119563147|XP_037732374.1|DSUP	LOC6601984|XP_026846855.1|DPER
OG0001685	LOC119547107|XP_037709745.1|DSUP	LOC6595558|XP_002020906.1|DPER
OG0001686	LOC119557139|XP_037725649.1|DSUP	LOC6601717|XP_002026775.1|DPER
OG0001687	LOC119557302|XP_037725940.1|DSUP	LOC6598349|XP_002023475.1|DPER
OG0001688	LOC119557396|XP_037726068.1|DSUP	LOC6601622|XP_002026658.2|DPER
OG0001689	LOC119555866|XP_037723447.1|DSUP	LOC6600345|XP_002025504.2|DPER
OG0001690	LOC119555090|XP_037722236.1|DSUP	LOC6602938|XP_002027989.1|DPER
OG0001691	LOC119547299|XP_037710017.1|DSUP	LOC6589187|XP_002015011.1|DPER
OG0001692	LOC119561065|XP_037730834.1|DSUP	LOC6588162|XP_026840048.1|DPER
OG0001693	LOC119557591|XP_037726321.1|DSUP	LOC6600064|XP_002025188.1|DPER
OG0001694	LOC119563294|XP_037732554.1|DSUP	LOC6588598|XP_026842840.1|DPER
OG0001695	LOC119549491|XP_037713522.1|DSUP	LOC6603118|XP_002028136.2|DPER
OG0001696	LOC119545814|XP_037707637.1|DSUP	LOC6588017|XP_026840316.1|DPER
OG0001697	LOC119551256|XP_037716441.1|DSUP	LOC6591419|XP_002016776.1|DPER
OG0001698	LOC119556003|XP_037723665.1|DSUP	LOC6597232|XP_026846386.1|DPER
OG0001699	LOC119562407|XP_037731532.1|DSUP	LOC6588098|XP_026846538.1|DPER
OG0001700	LOC119548716|XP_037712121.1|DSUP	LOC6591545|XP_002017189.1|DPER
OG0001701	LOC119560486|XP_037729877.1|DSUP	LOC6587254|XP_026850573.1|DPER
OG0001702	LOC119548141|XP_037711167.1|DSUP	LOC6589219|XP_002014444.1|DPER
OG0001703	LOC119554970|XP_037722030.1|DSUP	LOC6598814|XP_002023986.2|DPER
OG0001704	LOC119553572|XP_037719951.1|DSUP	LOC6598812|XP_002023984.1|DPER
OG0001705	LOC119561105|XP_037730931.1|DSUP	LOC6588080|XP_026842541.1|DPER
OG0001706	LOC119562209|XP_037731333.1|DSUP	LOC6597990|XP_002023086.1|DPER
OG0001707	LOC119545771|XP_037707546.1|DSUP	LOC6587964|XP_026843872.1|DPER
OG0001708	LOC119560679|XP_037730181.1|DSUP	LOC6587265|XP_026848807.1|DPER
OG0001709	LOC119554541|XP_037721427.1|DSUP	LOC6602784|XP_026847833.1|DPER
OG0001710	LOC119560683|XP_037730185.1|DSUP	LOC6587912|XP_002012804.1|DPER
OG0001711	LOC119560973|XP_037730672.1|DSUP	LOC6587905|XP_026840232.1|DPER
OG0001712	LOC119549228|XP_037713045.1|DSUP	LOC6588593|XP_002013467.1|DPER, LOC6587262|XP_026841201.1|DPER
OG0001713	LOC119562032|XP_037731319.1|DSUP	LOC6594612|XP_026850246.1|DPER
OG0001714	LOC119560966|XP_037730647.1|DSUP	LOC6591374|XP_002017239.1|DPER
OG0001715	LOC119556064|XP_037723802.1|DSUP	LOC6602697|XP_026845826.1|DPER
OG0001716	LOC119557777|XP_037726605.1|DSUP	LOC6598363|XP_002023438.2|DPER
OG0001717	LOC119563428|XP_037732741.1|DSUP	LOC6594792|XP_026840240.1|DPER
OG0001718	LOC119545836|XP_037707717.1|DSUP	LOC6588012|XP_026844478.1|DPER
OG0001719	LOC119554866|XP_037721879.1|DSUP	LOC6588216|XP_026849772.1|DPER
OG0001720	LOC119559272|XP_037728269.1|DSUP, LOC119549852|XP_037714079.1|DSUP	LOC6591889|XP_002016735.2|DPER
OG0001721	LOC119560706|XP_037730227.1|DSUP	LOC6588272|XP_002013413.1|DPER
OG0001722	LOC119552857|XP_037718661.1|DSUP	LOC6595928|XP_026845748.1|DPER, LOC113566047|XP_026845749.1|DPER
OG0001723	LOC119550005|XP_037714355.1|DSUP, LOC119559155|XP_037728152.1|DSUP	LOC6590913|XP_002015404.1|DPER
OG0001724	LOC119548992|XP_037712519.1|DSUP	LOC6593211|XP_026842639.1|DPER
OG0001725	LOC119550401|XP_037714982.1|DSUP	LOC6593013|XP_026842728.1|DPER
OG0001726	LOC119552584|XP_037718146.1|DSUP	LOC6597151|XP_026845469.1|DPER
OG0001727	LOC119563111|XP_037732282.1|DSUP	LOC6594871|XP_002020110.1|DPER
OG0001728	LOC119549196|XP_037712953.1|DSUP	LOC6600957|XP_002026027.2|DPER
OG0001729	LOC119551450|XP_037716721.1|DSUP	LOC6591164|XP_026842174.1|DPER
OG0001730	LOC119547038|XP_037709640.1|DSUP	LOC6595398|XP_002020871.1|DPER
OG0001731	LOC119549334|XP_037713242.1|DSUP	LOC6590899|XP_026840767.1|DPER
OG0001732	LOC119561855|XP_037731263.1|DSUP	LOC6589253|XP_026844429.1|DPER
OG0001733	LOC119549988|XP_037714322.1|DSUP	LOC6590667|XP_002015942.1|DPER
OG0001734	LOC119550634|XP_037715398.1|DSUP	LOC6592545|XP_026842033.1|DPER
OG0001735	LOC119552904|XP_037718757.1|DSUP	LOC6595174|XP_002020429.1|DPER, LOC6601238|XP_002026296.1|DPER
OG0001736	LOC119551747|XP_037717196.1|DSUP	LOC6591227|XP_002015897.1|DPER
OG0001737	LOC119558805|XP_037727997.1|DSUP, LOC119549189|XP_037712945.1|DSUP	LOC6593029|XP_026840892.1|DPER
OG0001738	LOC119554971|XP_037722027.1|DSUP	LOC6588792|XP_026844691.1|DPER, LOC6601418|XP_002026487.1|DPER
OG0001739	LOC119561846|XP_037731254.1|DSUP	LOC113565136|XP_026841868.1|DPER
OG0001740	LOC119552170|XP_037717922.1|DSUP	LOC6593141|XP_002018173.2|DPER
OG0001741	LOC119563275|XP_037732525.1|DSUP	LOC6588256|XP_002013194.2|DPER
OG0001742	LOC119550885|XP_037715801.1|DSUP	LOC6602090|XP_002027135.1|DPER
OG0001743	LOC119555242|XP_037722453.1|DSUP, LOC119553458|XP_037719788.1|DSUP, LOC119555523|XP_037722875.1|DSUP, LOC119557109|XP_037725616.1|DSUP	LOC6601122|XP_026849687.1|DPER
OG0001744	LOC119551339|XP_037716569.1|DSUP	LOC6590308|XP_026842382.1|DPER
OG0001745	LOC119549385|XP_037713353.1|DSUP	LOC6590118|XP_026841999.1|DPER
