Orthogroup	DSUP.longest_only	SLEB.longest_only
OG0000887	LOC119556695|XP_037725020.1|DSUP	LOC115626660|XP_030377932.1|SLEB
OG0000888	LOC119553388|XP_037719673.1|DSUP	LOC115632606|XP_030385693.1|SLEB
OG0000889	LOC119554130|XP_037720832.1|DSUP	LOC115632962|XP_030386122.1|SLEB
OG0000890	LOC119562479|XP_037731601.1|DSUP, LOC119551169|XP_037716295.1|DSUP	LOC115620765|XP_030370030.1|SLEB
OG0000891	LOC119546926|XP_037709489.1|DSUP	LOC115631029|XP_030383507.1|SLEB
OG0000891	LOC119547849|XP_037710807.1|DSUP	LOC115631138|XP_030383667.1|SLEB
OG0000892	LOC119555231|XP_037722439.1|DSUP	LOC115623089|XP_030373155.1|SLEB
OG0000892	LOC119555435|XP_037722732.1|DSUP	LOC115630075|XP_030382571.1|SLEB
OG0000893	LOC119560177|XP_037729465.1|DSUP	LOC115623838|XP_030374239.1|SLEB
OG0000894	LOC119560741|XP_037730283.1|DSUP, LOC119559946|XP_037729100.1|DSUP	LOC115625115|XP_030375881.1|SLEB
OG0000895	LOC119551844|XP_037717345.1|DSUP	LOC115633662|XP_030386967.1|SLEB
OG0000896	LOC119556046|XP_037723767.1|DSUP	LOC115629791|XP_030382210.1|SLEB
OG0000897	LOC119562942|XP_037732026.1|DSUP	LOC115625529|XP_030376463.1|SLEB
OG0000897	LOC119562927|XP_037732006.1|DSUP	LOC115625442|XP_030376350.1|SLEB
OG0000898	LOC119550049|XP_037714431.1|DSUP, LOC119549937|XP_037714243.1|DSUP	LOC115626286|XP_030377474.1|SLEB, LOC115629699|XP_030382081.1|SLEB
OG0000899	LOC119560139|XP_037729419.1|DSUP, LOC119560680|XP_037730182.1|DSUP	LOC115620964|XP_030370345.1|SLEB
OG0000900	LOC119551005|XP_037715987.1|DSUP	LOC115634772|XP_030388527.1|SLEB
OG0000900	LOC119551871|XP_037717393.1|DSUP	LOC115634771|XP_030388526.1|SLEB
OG0000901	LOC119551893|XP_037717423.1|DSUP	LOC115624900|XP_030375609.1|SLEB
OG0000902	LOC119555822|XP_037723368.1|DSUP	LOC115627660|XP_030379261.1|SLEB
OG0000902	LOC119555821|XP_037723367.1|DSUP	LOC115627661|XP_030379263.1|SLEB
OG0000903	LOC119554788|XP_037721763.1|DSUP, LOC119553462|XP_037719793.1|DSUP	LOC115632649|XP_030385739.1|SLEB, LOC115632862|XP_030385986.1|SLEB
OG0000906	LOC119551615|XP_037716956.1|DSUP, LOC119550784|XP_037715644.1|DSUP	LOC115634598|XP_030388307.1|SLEB, LOC115634386|XP_030387931.1|SLEB
OG0000907	LOC119551214|XP_037716378.1|DSUP	LOC115623688|XP_030374022.1|SLEB
OG0000909	LOC119547375|XP_037710127.1|DSUP	LOC115629921|XP_030382386.1|SLEB
OG0000909	LOC119563414|XP_037732710.1|DSUP	LOC115629451|XP_030381776.1|SLEB
OG0000911	LOC119551874|XP_037717396.1|DSUP	LOC115628689|XP_030380728.1|SLEB
OG0000912	LOC119555476|XP_037722812.1|DSUP, LOC119555477|XP_037722813.1|DSUP	LOC115633636|XP_030386934.1|SLEB
OG0000913	LOC119552939|XP_037718820.1|DSUP	LOC115624512|XP_030375084.1|SLEB
OG0000914	LOC119550754|XP_037715605.1|DSUP	LOC115634220|XP_030387671.1|SLEB
OG0000915	LOC119551017|XP_037715999.1|DSUP	LOC115634001|XP_030387386.1|SLEB
OG0000916	LOC119546262|XP_037708351.1|DSUP	LOC115631986|XP_030384763.1|SLEB
OG0000917	LOC119560884|XP_037730489.1|DSUP	LOC115632603|XP_030385688.1|SLEB
OG0000917	LOC119548724|XP_037712157.1|DSUP	LOC115632019|XP_030384822.1|SLEB
OG0000918	LOC119562707|XP_037731821.1|DSUP, LOC119548676|XP_037712047.1|DSUP	LOC115625872|XP_030376943.1|SLEB
OG0000920	LOC119558006|XP_037727041.1|DSUP	LOC115633279|XP_030386550.1|SLEB
OG0000921	LOC119556415|XP_037724538.1|DSUP, LOC119556149|XP_037723974.1|DSUP	LOC115630018|XP_030382512.1|SLEB
OG0000922	LOC119553367|XP_037719640.1|DSUP, LOC119553366|XP_037719639.1|DSUP	LOC115628430|XP_030380378.1|SLEB
OG0000923	LOC119553619|XP_037720012.1|DSUP, LOC119559886|XP_037728951.1|DSUP, LOC119558281|XP_037727587.1|DSUP	LOC115623827|XP_030374230.1|SLEB
OG0000924	LOC119556173|XP_037724021.1|DSUP	LOC115629931|XP_030382395.1|SLEB
OG0000925	LOC119554725|XP_037721672.1|DSUP, LOC119553857|XP_037720439.1|DSUP	LOC115621220|XP_030370664.1|SLEB
OG0000926	LOC119560986|XP_037730691.1|DSUP	LOC115623884|XP_030374296.1|SLEB
OG0000926	LOC119562864|XP_037731906.1|DSUP	LOC115624201|XP_030374664.1|SLEB
OG0000927	LOC119558541|XP_037727947.1|DSUP	LOC115621447|XP_030370961.1|SLEB
OG0000927	LOC119556073|XP_037723823.1|DSUP	LOC115620365|XP_030369430.1|SLEB
OG0000928	LOC119548511|XP_037711726.1|DSUP, LOC119547287|XP_037710000.1|DSUP	LOC115626331|XP_030377534.1|SLEB
OG0000929	LOC119547660|XP_037710537.1|DSUP	LOC115631368|XP_030383946.1|SLEB, LOC115631284|XP_030383857.1|SLEB
OG0000929	LOC119547661|XP_037710539.1|DSUP	LOC115631556|XP_030384203.1|SLEB
OG0000930	LOC119555637|XP_037723087.1|DSUP, LOC119555633|XP_037723081.1|DSUP	LOC115622376|XP_030372159.1|SLEB
OG0000931	LOC119550696|XP_037715489.1|DSUP	LOC115624492|XP_030375055.1|SLEB
OG0000931	LOC119547303|XP_037710023.1|DSUP	LOC115634172|XP_030387617.1|SLEB
OG0000932	LOC119555507|XP_037722854.1|DSUP	LOC115622269|XP_030372031.1|SLEB, LOC115629206|XP_030381465.1|SLEB
OG0000932	LOC119555508|XP_037722856.1|DSUP	LOC115622267|XP_030372029.1|SLEB
OG0000933	LOC119551148|XP_037716267.1|DSUP	LOC115634678|XP_030388396.1|SLEB
OG0000933	LOC119551149|XP_037716268.1|DSUP	LOC115634677|XP_030388395.1|SLEB
OG0000934	LOC119551378|XP_037716628.1|DSUP, LOC119551334|XP_037716562.1|DSUP	LOC115634663|XP_030388383.1|SLEB
OG0000935	LOC119556611|XP_037724919.1|DSUP	LOC115620735|XP_030369981.1|SLEB
OG0000936	LOC119559037|XP_037728092.1|DSUP	LOC115630040|XP_030382533.1|SLEB
OG0000937	LOC119561248|XP_037730977.1|DSUP	LOC115621318|XP_030370797.1|SLEB
OG0000938	LOC119556470|XP_037724646.1|DSUP	LOC115629870|XP_030382325.1|SLEB
OG0000939	LOC119548744|XP_037712187.1|DSUP	LOC115631095|XP_030383606.1|SLEB
OG0000940	LOC119556967|XP_037725405.1|DSUP	LOC115629373|XP_030381691.1|SLEB
OG0000940	LOC119554614|XP_037721536.1|DSUP	LOC115628257|XP_030380135.1|SLEB
OG0000941	LOC119560101|XP_037729372.1|DSUP	LOC115626463|XP_030377705.1|SLEB
OG0000941	LOC119557678|XP_037726475.1|DSUP	LOC115630089|XP_030382576.1|SLEB
OG0000942	LOC119552580|XP_037718139.1|DSUP	LOC115623244|XP_030373364.1|SLEB
OG0000943	LOC119549167|XP_037712888.1|DSUP	LOC115620354|XP_030369421.1|SLEB
OG0000944	LOC119557307|XP_037725947.1|DSUP	LOC115627130|XP_030378563.1|SLEB
OG0000945	LOC119555578|XP_037722977.1|DSUP, LOC119555579|XP_037722979.1|DSUP	LOC115624796|XP_030375500.1|SLEB
OG0000946	LOC119547898|XP_037710862.1|DSUP	LOC115630459|XP_030382884.1|SLEB
OG0000947	LOC119549382|XP_037713350.1|DSUP	LOC115634584|XP_030388277.1|SLEB
OG0000948	LOC119553954|XP_037720576.1|DSUP	LOC115632809|XP_030385921.1|SLEB
OG0000949	LOC119558032|XP_037727093.1|DSUP	LOC115629933|XP_030382398.1|SLEB, LOC115629932|XP_030382397.1|SLEB
OG0000950	LOC119560419|XP_037729784.1|DSUP	LOC115624154|XP_030374611.1|SLEB
OG0000951	LOC119560429|XP_037729793.1|DSUP	LOC115620607|XP_030369781.1|SLEB
OG0000952	LOC119546764|XP_037709239.1|DSUP	LOC115631113|XP_030383633.1|SLEB
OG0000954	LOC119559396|XP_037728385.1|DSUP	LOC115624830|XP_030375537.1|SLEB
OG0000955	LOC119545672|XP_037707327.1|DSUP	LOC115620968|XP_030370348.1|SLEB
OG0000956	LOC119560908|XP_037730536.1|DSUP, LOC119560361|XP_037729693.1|DSUP	LOC115623812|XP_030374216.1|SLEB
OG0000957	LOC119549860|XP_037714084.1|DSUP	LOC115632493|XP_030385572.1|SLEB
OG0000957	LOC119549859|XP_037714083.1|DSUP	LOC115632571|XP_030385690.1|SLEB
OG0000958	LOC119563534|XP_037732939.1|DSUP, LOC119550645|XP_037715413.1|DSUP	LOC115621983|XP_030371695.1|SLEB
OG0000959	LOC119553624|XP_037720022.1|DSUP, LOC119560159|XP_037729448.1|DSUP	LOC115622295|XP_030372058.1|SLEB, LOC115622622|XP_030372489.1|SLEB
OG0000960	LOC119556989|XP_037725448.1|DSUP	LOC115626902|XP_030378272.1|SLEB
OG0000961	LOC119555468|XP_037722802.1|DSUP	LOC115633964|XP_030387344.1|SLEB
OG0000961	LOC119555470|XP_037722804.1|DSUP	LOC115633962|XP_030387342.1|SLEB
OG0000963	LOC119556831|XP_037725217.1|DSUP	LOC115627565|XP_030379148.1|SLEB
OG0000964	LOC119557012|XP_037725474.1|DSUP, LOC119551585|XP_037716913.1|DSUP	LOC115629928|XP_030382396.1|SLEB
OG0000965	LOC119558131|XP_037727291.1|DSUP	LOC115633244|XP_030386499.1|SLEB
OG0000966	LOC119559404|XP_037728400.1|DSUP, LOC119548757|XP_037712216.1|DSUP	LOC115633760|XP_030387095.1|SLEB
OG0000968	LOC119553492|XP_037719828.1|DSUP	LOC115628295|XP_030380202.1|SLEB
OG0000969	LOC119549956|XP_037714267.1|DSUP	LOC115629995|XP_030382487.1|SLEB
OG0000969	LOC119557232|XP_037725846.1|DSUP	LOC115633028|XP_030386225.1|SLEB, LOC115621359|XP_030370843.1|SLEB
OG0000970	LOC119562064|XP_037731321.1|DSUP	LOC115620768|XP_030370032.1|SLEB
OG0000971	LOC119548340|XP_037711475.1|DSUP, LOC119548170|XP_037711210.1|DSUP	LOC115631506|XP_030384125.1|SLEB
OG0000972	LOC119555624|XP_037723072.1|DSUP	LOC115632559|XP_030385633.1|SLEB
OG0000972	LOC119557926|XP_037726862.1|DSUP	LOC115633225|XP_030386479.1|SLEB
OG0000973	LOC119557255|XP_037725867.1|DSUP	LOC115633334|XP_030386626.1|SLEB
OG0000974	LOC119553488|XP_037719825.1|DSUP	LOC115622410|XP_030372203.1|SLEB
OG0000975	LOC119548237|XP_037711307.1|DSUP	LOC115621202|XP_030370641.1|SLEB, LOC115623709|XP_030374048.1|SLEB
OG0000976	LOC119560845|XP_037730427.1|DSUP, LOC119562645|XP_037731798.1|DSUP	LOC115625075|XP_030375823.1|SLEB
OG0000977	LOC119562210|XP_037731338.1|DSUP, LOC119562196|XP_037731331.1|DSUP	LOC115625370|XP_030376266.1|SLEB
OG0000978	LOC119549669|XP_037713802.1|DSUP, LOC119550444|XP_037715050.1|DSUP	LOC115623541|XP_030373784.1|SLEB
OG0000979	LOC119550096|XP_037714504.1|DSUP	LOC115628156|XP_030379990.1|SLEB
OG0000980	LOC119563369|XP_037732647.1|DSUP	LOC115621034|XP_030370416.1|SLEB
OG0000980	LOC119551410|XP_037716681.1|DSUP	LOC115621874|XP_030371560.1|SLEB
OG0000981	LOC119546845|XP_037709367.1|DSUP	LOC115632018|XP_030384815.1|SLEB
OG0000982	LOC119562519|XP_037731644.1|DSUP, LOC119560321|XP_037729630.1|DSUP, LOC119560695|XP_037730205.1|DSUP	LOC115624236|XP_030374717.1|SLEB, LOC115624076|XP_030374526.1|SLEB
OG0000984	LOC119550071|XP_037714470.1|DSUP	LOC115623773|XP_030374169.1|SLEB
OG0000984	LOC119559169|XP_037728159.1|DSUP	LOC115626561|XP_030377800.1|SLEB
OG0000985	LOC119552201|XP_037717987.1|DSUP, LOC119552203|XP_037717988.1|DSUP, LOC119549857|XP_037714081.1|DSUP	LOC115633230|XP_030386484.1|SLEB
OG0000986	LOC119546712|XP_037709126.1|DSUP	LOC115631939|XP_030384651.1|SLEB
OG0000986	LOC119547085|XP_037709713.1|DSUP	LOC115632119|XP_030384984.1|SLEB
OG0000987	LOC119548242|XP_037711310.1|DSUP, LOC119563041|XP_037732173.1|DSUP	LOC115621692|XP_030371261.1|SLEB
OG0000988	LOC119547538|XP_037710363.1|DSUP	LOC115631590|XP_030384251.1|SLEB, LOC115629834|XP_030382271.1|SLEB
OG0000990	LOC119556106|XP_037723904.1|DSUP	LOC115626648|XP_030377913.1|SLEB
OG0000991	LOC119558339|XP_037727736.1|DSUP	LOC115629805|XP_030382228.1|SLEB
OG0000992	LOC119549663|XP_037713795.1|DSUP, LOC119545774|XP_037707552.1|DSUP	LOC115621203|XP_030370644.1|SLEB
OG0000993	LOC119554359|XP_037721157.1|DSUP, LOC119554348|XP_037721146.1|DSUP	LOC115621783|XP_030371401.1|SLEB
OG0000994	LOC119557994|XP_037727025.1|DSUP	LOC115628886|XP_030381003.1|SLEB
OG0000995	LOC119557430|XP_037726110.1|DSUP, LOC119547817|XP_037710768.1|DSUP	LOC115625662|XP_030376654.1|SLEB
OG0000996	LOC119549374|XP_037713339.1|DSUP	LOC115631694|XP_030384380.1|SLEB
OG0000997	LOC119551566|XP_037716892.1|DSUP	LOC115626266|XP_030377478.1|SLEB
OG0000998	LOC119552704|XP_037718373.1|DSUP	LOC115624642|XP_030375270.1|SLEB
OG0000999	LOC119550660|XP_037715434.1|DSUP	LOC115634097|XP_030387514.1|SLEB
OG0000999	LOC119556084|XP_037723863.1|DSUP	LOC115626649|XP_030377914.1|SLEB
OG0001000	LOC119559635|XP_037728606.1|DSUP	LOC115620263|XP_030369285.1|SLEB
OG0001001	LOC119549775|XP_037713962.1|DSUP	LOC115632602|XP_030385691.1|SLEB
OG0001002	LOC119548230|XP_037711297.1|DSUP	LOC115631311|XP_030383885.1|SLEB
OG0001003	LOC119559049|XP_037728103.1|DSUP, LOC119552167|XP_037717918.1|DSUP	LOC115621145|XP_030370561.1|SLEB
OG0001004	LOC119560807|XP_037730368.1|DSUP, LOC119560570|XP_037730017.1|DSUP	LOC115623593|XP_030373853.1|SLEB
OG0001005	LOC119546353|XP_037708509.1|DSUP, LOC119555975|XP_037723630.1|DSUP	LOC115633224|XP_030386476.1|SLEB
OG0001006	LOC119556886|XP_037725296.1|DSUP, LOC119554336|XP_037721129.1|DSUP	LOC115632081|XP_030384901.1|SLEB
OG0001007	LOC119552714|XP_037718391.1|DSUP	LOC115628319|XP_030380235.1|SLEB
OG0001008	LOC119556484|XP_037724667.1|DSUP	LOC115627803|XP_030379493.1|SLEB
OG0001009	LOC119562921|XP_037731998.1|DSUP, LOC119562911|XP_037731982.1|DSUP	LOC115625207|XP_030376036.1|SLEB
OG0001010	LOC119557808|XP_037726666.1|DSUP, LOC119548577|XP_037711823.1|DSUP	LOC115633402|XP_030386704.1|SLEB
OG0001011	LOC119556839|XP_037725236.1|DSUP	LOC115633326|XP_030386618.1|SLEB
OG0001011	LOC119547965|XP_037710943.1|DSUP	LOC115630723|XP_030383239.1|SLEB
OG0001012	LOC119557789|XP_037726617.1|DSUP, LOC119557739|XP_037726552.1|DSUP	LOC115629567|XP_030381919.1|SLEB, LOC115629568|XP_030381920.1|SLEB
OG0001013	LOC119554379|XP_037721188.1|DSUP	LOC115622265|XP_030372026.1|SLEB
OG0001014	LOC119553332|XP_037719591.1|DSUP	LOC115622694|XP_030372582.1|SLEB
OG0001014	LOC119554682|XP_037721612.1|DSUP	LOC115622870|XP_030372817.1|SLEB
OG0001015	LOC119557704|XP_037726506.1|DSUP	LOC115627832|XP_030379534.1|SLEB
OG0001015	LOC119557501|XP_037726201.1|DSUP	LOC115627898|XP_030379652.1|SLEB
OG0001017	LOC119552139|XP_037717863.1|DSUP	LOC115625904|XP_030376994.1|SLEB
OG0001017	LOC119554164|XP_037720881.1|DSUP	LOC115634369|XP_030387893.1|SLEB
OG0001018	LOC119563413|XP_037732709.1|DSUP	LOC115628898|XP_030381017.1|SLEB, LOC115628901|XP_030381020.1|SLEB, LOC115621330|XP_030370811.1|SLEB, LOC115628942|XP_030381075.1|SLEB, LOC115628926|XP_030381048.1|SLEB
OG0001019	LOC119545695|XP_037707375.1|DSUP	LOC115621697|XP_030371263.1|SLEB
OG0001020	LOC119558186|XP_037727393.1|DSUP	LOC115627705|XP_030379308.1|SLEB
OG0001021	LOC119547178|XP_037709839.1|DSUP, LOC119547177|XP_037709838.1|DSUP	LOC115628996|XP_030381140.1|SLEB
OG0001022	LOC119557296|XP_037725931.1|DSUP	LOC115629232|XP_030381503.1|SLEB
OG0001024	LOC119553813|XP_037720364.1|DSUP	LOC115621057|XP_030370438.1|SLEB
OG0001025	LOC119554755|XP_037721711.1|DSUP, LOC119554632|XP_037721557.1|DSUP	LOC115632296|XP_030385249.1|SLEB
OG0001026	LOC119549014|XP_037712584.1|DSUP	LOC115634218|XP_030387668.1|SLEB
OG0001027	LOC119554074|XP_037720745.1|DSUP	LOC115634679|XP_030388398.1|SLEB
OG0001028	LOC119546935|XP_037709500.1|DSUP	LOC115631799|XP_030384497.1|SLEB
OG0001031	LOC119558475|XP_037727916.1|DSUP, LOC119562801|XP_037731895.1|DSUP, LOC119562800|XP_037731894.1|DSUP	LOC115626140|XP_030377262.1|SLEB
OG0001032	LOC119562522|XP_037731642.1|DSUP, LOC119562525|XP_037731646.1|DSUP	LOC115626259|XP_030377427.1|SLEB
OG0001033	LOC119555217|XP_037722408.1|DSUP, LOC119558066|XP_037727163.1|DSUP	LOC115626759|XP_030378075.1|SLEB
OG0001034	LOC119555373|XP_037722642.1|DSUP	LOC115624857|XP_030375562.1|SLEB
OG0001035	LOC119556584|XP_037724812.1|DSUP	LOC115628902|XP_030381021.1|SLEB
OG0001035	LOC119557772|XP_037726598.1|DSUP	LOC115628904|XP_030381022.1|SLEB
OG0001036	LOC119547323|XP_037710049.1|DSUP	LOC115628688|XP_030380723.1|SLEB
OG0001036	LOC119559851|XP_037728888.1|DSUP	LOC115624002|XP_030374434.1|SLEB
OG0001037	LOC119553784|XP_037720320.1|DSUP, LOC119553802|XP_037720345.1|DSUP	LOC115622928|XP_030372913.1|SLEB, LOC115622927|XP_030372912.1|SLEB, LOC115622432|XP_030372233.1|SLEB
OG0001038	LOC119560704|XP_037730223.1|DSUP	LOC115623628|XP_030373929.1|SLEB, LOC115623629|XP_030373931.1|SLEB
OG0001038	LOC119560703|XP_037730219.1|DSUP	LOC115631328|XP_030383908.1|SLEB
OG0001042	LOC119549879|XP_037714115.1|DSUP	LOC115620583|XP_030369748.1|SLEB
OG0001043	LOC119556843|XP_037725242.1|DSUP	LOC115628817|XP_030380904.1|SLEB
OG0001044	LOC119551817|XP_037717306.1|DSUP	LOC115626205|XP_030377352.1|SLEB, LOC115631350|XP_030383926.1|SLEB
OG0001045	LOC119551240|XP_037716409.1|DSUP	LOC115623369|XP_030373520.1|SLEB
OG0001046	LOC119550093|XP_037714500.1|DSUP, LOC119550091|XP_037714499.1|DSUP	LOC115634073|XP_030387480.1|SLEB
OG0001047	LOC119549018|XP_037712590.1|DSUP	LOC115634088|XP_030387503.1|SLEB
OG0001048	LOC119550268|XP_037714775.1|DSUP	LOC115624518|XP_030375094.1|SLEB
OG0001049	LOC119554088|XP_037720760.1|DSUP	LOC115622282|XP_030372044.1|SLEB
OG0001050	LOC119555681|XP_037723232.1|DSUP	LOC115633103|XP_030386344.1|SLEB
OG0001051	LOC119548578|XP_037711824.1|DSUP	LOC115626170|XP_030377305.1|SLEB
OG0001052	LOC119548448|XP_037711639.1|DSUP	LOC115625856|XP_030376924.1|SLEB
OG0001053	LOC119557250|XP_037725863.1|DSUP	LOC115629515|XP_030381856.1|SLEB
OG0001054	LOC119549047|XP_037712674.1|DSUP	LOC115621268|XP_030370728.1|SLEB
OG0001054	LOC119549062|XP_037712699.1|DSUP	LOC115621267|XP_030370726.1|SLEB
OG0001055	LOC119553797|XP_037720341.1|DSUP	LOC115623459|XP_030373676.1|SLEB
OG0001056	LOC119547384|XP_037710148.1|DSUP, LOC119557142|XP_037725653.1|DSUP	LOC115629116|XP_030381305.1|SLEB
OG0001057	LOC119548755|XP_037712207.1|DSUP	LOC115626571|XP_030377810.1|SLEB
OG0001058	LOC119557790|XP_037726618.1|DSUP	LOC115626762|XP_030378079.1|SLEB
OG0001059	LOC119554607|XP_037721527.1|DSUP	LOC115622578|XP_030372421.1|SLEB
OG0001060	LOC119563004|XP_037732121.1|DSUP	LOC115623379|XP_030373534.1|SLEB
OG0001061	LOC119560300|XP_037729599.1|DSUP, LOC119561020|XP_037730771.1|DSUP	LOC115625474|XP_030376384.1|SLEB
OG0001062	LOC119560437|XP_037729807.1|DSUP	LOC115634278|XP_030387771.1|SLEB
OG0001062	LOC119560549|XP_037729982.1|DSUP	LOC115625502|XP_030376423.1|SLEB
OG0001063	LOC119558347|XP_037727756.1|DSUP	LOC115629311|XP_030381617.1|SLEB
OG0001063	LOC119556757|XP_037725106.1|DSUP	LOC115629300|XP_030381607.1|SLEB
OG0001064	LOC119558390|XP_037727846.1|DSUP	LOC115629334|XP_030381642.1|SLEB
OG0001064	LOC119558208|XP_037727434.1|DSUP	LOC115627654|XP_030379254.1|SLEB
OG0001065	LOC119559945|XP_037729103.1|DSUP	LOC115630545|XP_030383014.1|SLEB, LOC115630679|XP_030383182.1|SLEB, LOC115630771|XP_030383285.1|SLEB, LOC115629745|XP_030382140.1|SLEB
OG0001066	LOC119550363|XP_037714929.1|DSUP, LOC119549510|XP_037713550.1|DSUP, LOC119547571|XP_037710399.1|DSUP, LOC119558077|XP_037727184.1|DSUP	LOC115627362|XP_030378872.1|SLEB
OG0001067	LOC119547814|XP_037710764.1|DSUP, LOC119547816|XP_037710767.1|DSUP	LOC115624484|XP_030375047.1|SLEB
OG0001068	LOC119552549|XP_037718097.1|DSUP, LOC119555379|XP_037722650.1|DSUP	LOC115622349|XP_030372123.1|SLEB
OG0001071	LOC119554428|XP_037721248.1|DSUP, LOC119546151|XP_037708188.1|DSUP	LOC115630740|XP_030383254.1|SLEB, LOC115630742|XP_030383255.1|SLEB, LOC115630697|XP_030383210.1|SLEB, LOC115630727|XP_030383242.1|SLEB, LOC115631854|XP_030384560.1|SLEB, LOC115631909|XP_030384620.1|SLEB, LOC115631900|XP_030384609.1|SLEB, LOC115631321|XP_030383900.1|SLEB
OG0001072	LOC119553609|XP_037719995.1|DSUP	LOC115623188|XP_030373271.1|SLEB
OG0001073	LOC119549234|XP_037713058.1|DSUP	LOC115620613|XP_030369790.1|SLEB
OG0001074	LOC119549333|XP_037713241.1|DSUP	LOC115629282|XP_030381580.1|SLEB
OG0001075	LOC119555054|XP_037722176.1|DSUP	LOC115622509|XP_030372321.1|SLEB
OG0001076	LOC119557799|XP_037726630.1|DSUP, LOC119557279|XP_037725892.1|DSUP, LOC119556795|XP_037725159.1|DSUP, LOC119558375|XP_037727820.1|DSUP, LOC119560160|XP_037729444.1|DSUP, LOC119562579|XP_037731724.1|DSUP	LOC115634059|XP_030387463.1|SLEB
OG0001077	LOC119561876|XP_037731279.1|DSUP	LOC115628105|XP_030379946.1|SLEB
OG0001078	LOC119556798|XP_037725164.1|DSUP	LOC115629550|XP_030381894.1|SLEB
OG0001079	LOC119554807|XP_037721786.1|DSUP	LOC115628277|XP_030380166.1|SLEB, LOC115625668|XP_030376663.1|SLEB
OG0001080	LOC119555342|XP_037722606.1|DSUP	LOC115624602|XP_030375207.1|SLEB
OG0001081	LOC119561093|XP_037730914.1|DSUP	LOC115623563|XP_030373819.1|SLEB
OG0001082	LOC119549994|XP_037714332.1|DSUP	LOC115633819|XP_030387165.1|SLEB
OG0001083	LOC119556924|XP_037725338.1|DSUP, LOC119552780|XP_037718525.1|DSUP	LOC115622457|XP_030372260.1|SLEB
OG0001084	LOC119551413|XP_037716680.1|DSUP	LOC115634450|XP_030388021.1|SLEB
OG0001085	LOC119562453|XP_037731568.1|DSUP	LOC115620042|XP_030369021.1|SLEB
OG0001086	LOC119560274|XP_037729569.1|DSUP, LOC119550273|XP_037714780.1|DSUP	LOC115633783|XP_030387120.1|SLEB
OG0001087	LOC119547288|XP_037710001.1|DSUP, LOC119546319|XP_037708445.1|DSUP	LOC115631479|XP_030384095.1|SLEB
OG0001088	LOC119553071|XP_037719125.1|DSUP	LOC115632153|XP_030385030.1|SLEB
OG0001089	LOC119555712|XP_037723318.1|DSUP, LOC119555713|XP_037723322.1|DSUP, LOC119555714|XP_037723324.1|DSUP, LOC119553088|XP_037719168.1|DSUP, LOC119553089|XP_037719170.1|DSUP	LOC115624666|XP_030375317.1|SLEB
OG0001090	LOC119553264|XP_037719481.1|DSUP	LOC115632913|XP_030386063.1|SLEB
OG0001092	LOC119548458|XP_037711653.1|DSUP	LOC115626353|XP_030377564.1|SLEB
OG0001093	LOC119548450|XP_037711640.1|DSUP	LOC115625952|XP_030377051.1|SLEB
OG0001094	LOC119546686|XP_037709090.1|DSUP	LOC115626021|XP_030377129.1|SLEB
OG0001095	LOC119550387|XP_037714966.1|DSUP	LOC115631077|XP_030383583.1|SLEB
OG0001096	LOC119557461|XP_037726154.1|DSUP, LOC119546004|XP_037707933.1|DSUP	LOC115630418|XP_030382814.1|SLEB
OG0001097	LOC119562554|XP_037731687.1|DSUP, LOC119562216|XP_037731346.1|DSUP	LOC115631632|XP_030384301.1|SLEB
OG0001098	LOC119553616|XP_037720009.1|DSUP	LOC115623029|XP_030373068.1|SLEB
OG0001099	LOC119554645|XP_037721573.1|DSUP	LOC115622780|XP_030372698.1|SLEB, LOC115622709|XP_030372600.1|SLEB
OG0001100	LOC119562334|XP_037731425.1|DSUP	LOC115620897|XP_030370246.1|SLEB
OG0001101	LOC119552181|XP_037717954.1|DSUP	LOC115620481|XP_030369577.1|SLEB
OG0001102	LOC119554024|XP_037720668.1|DSUP	LOC115632575|XP_030385656.1|SLEB
OG0001103	LOC119555175|XP_037722356.1|DSUP	LOC115621774|XP_030371386.1|SLEB
OG0001104	LOC119550030|XP_037714385.1|DSUP	LOC115624069|XP_030374515.1|SLEB
OG0001106	LOC119547349|XP_037710130.1|DSUP	LOC115627975|XP_030379731.1|SLEB
OG0001108	LOC119563469|XP_037732809.1|DSUP, LOC119556971|XP_037725413.1|DSUP	LOC115625420|XP_030376320.1|SLEB, LOC115625426|XP_030376325.1|SLEB
OG0001109	LOC119550305|XP_037714832.1|DSUP, LOC119550302|XP_037714830.1|DSUP	LOC115634740|XP_030388488.1|SLEB
OG0001110	LOC119557207|XP_037725791.1|DSUP, LOC119554083|XP_037720755.1|DSUP	LOC115633968|XP_030387349.1|SLEB
OG0001111	LOC119549681|XP_037713818.1|DSUP, LOC119549693|XP_037713844.1|DSUP, LOC119550702|XP_037715505.1|DSUP	LOC115634763|XP_030388518.1|SLEB
OG0001112	LOC119550545|XP_037715203.1|DSUP	LOC115634184|XP_030387630.1|SLEB
OG0001113	LOC119547813|XP_037710763.1|DSUP, LOC119547815|XP_037710765.1|DSUP	LOC115624483|XP_030375046.1|SLEB
OG0001114	LOC119546265|XP_037708366.1|DSUP, LOC119546264|XP_037708365.1|DSUP	LOC115631463|XP_030384073.1|SLEB
OG0001116	LOC119549670|XP_037713803.1|DSUP	LOC115620151|XP_030369140.1|SLEB
OG0001116	LOC119549668|XP_037713799.1|DSUP	LOC115620150|XP_030369139.1|SLEB
