Orthogroup	DSUP.longest_only	AALB.longest_only
OG0002005	LOC119546450|XP_037708652.1|DSUP	LOC118460927|XP_035781580.1|AALB
OG0002006	LOC119548719|XP_037712123.1|DSUP	LOC118457699|XP_035775369.1|AALB
OG0002008	LOC119562929|XP_037732011.1|DSUP	LOC118458715|XP_035777351.1|AALB
OG0002009	LOC119550296|XP_037714818.1|DSUP	LOC118459020|XP_035777917.1|AALB
OG0002010	LOC119546081|XP_037708085.1|DSUP	LOC118461945|XP_035783720.1|AALB
OG0002011	LOC119547527|XP_037710348.1|DSUP	LOC118459834|XP_035779492.1|AALB
OG0002012	LOC119546039|XP_037707988.1|DSUP	LOC118458497|XP_035776943.1|AALB
OG0002013	LOC119546540|XP_037708810.1|DSUP	LOC118457373|XP_035774795.1|AALB
OG0002014	LOC119551081|XP_037716172.1|DSUP	LOC118456393|XP_035772978.1|AALB, LOC118456381|XP_035772961.1|AALB
OG0002015	LOC119548287|XP_037711381.1|DSUP	LOC118458177|XP_035776278.1|AALB
OG0002016	LOC119549417|XP_037713416.1|DSUP	LOC118458665|XP_035777255.1|AALB
OG0002017	LOC119546895|XP_037709446.1|DSUP	LOC118456466|XP_035773138.1|AALB
OG0002018	LOC119546152|XP_037708189.1|DSUP	LOC118459393|XP_035778589.1|AALB
OG0002019	LOC119546402|XP_037708588.1|DSUP	LOC118466846|XP_035792570.1|AALB
OG0002020	LOC119546101|XP_037708112.1|DSUP	LOC118458077|XP_035776125.1|AALB
OG0002021	LOC119552020|XP_037717685.1|DSUP	LOC118458073|XP_035776119.1|AALB
OG0002022	LOC119546272|XP_037708372.1|DSUP	LOC118460165|XP_035780165.1|AALB
OG0002023	LOC119556335|XP_037724357.1|DSUP	LOC118456887|XP_035773901.1|AALB
OG0002024	LOC119546878|XP_037709414.1|DSUP	LOC118456171|XP_035772608.1|AALB
OG0002025	LOC119547298|XP_037710015.1|DSUP	LOC118468434|XP_035795090.1|AALB
OG0002026	LOC119553321|XP_037719579.1|DSUP	LOC118460286|XP_035780368.1|AALB
OG0002027	LOC119550996|XP_037715969.1|DSUP	LOC118461419|XP_035782605.1|AALB
OG0002028	LOC119549075|XP_037712712.1|DSUP	LOC118456713|XP_035773641.1|AALB
OG0002029	LOC119555574|XP_037722971.1|DSUP	LOC118468842|XP_035795977.1|AALB
OG0002030	LOC119550110|XP_037714519.1|DSUP	LOC118466200|XP_035791111.1|AALB
OG0002031	LOC119559403|XP_037728397.1|DSUP	LOC118465852|XP_035790373.1|AALB
OG0002032	LOC119559908|XP_037729013.1|DSUP	LOC118457242|XP_035774516.1|AALB
OG0002033	LOC119558037|XP_037727113.1|DSUP	LOC118461912|XP_035783662.1|AALB
OG0002034	LOC119558097|XP_037727236.1|DSUP	LOC118456634|XP_035773454.1|AALB
OG0002035	LOC119560532|XP_037729948.1|DSUP	LOC118461229|XP_035782215.1|AALB
OG0002036	LOC119559901|XP_037728994.1|DSUP	LOC118459892|XP_035779585.1|AALB
OG0002037	LOC119553628|XP_037720025.1|DSUP	LOC118461057|XP_035781841.1|AALB
OG0002038	LOC119560182|XP_037729469.1|DSUP	LOC118460995|XP_035781711.1|AALB
OG0002039	LOC119561800|XP_037731210.1|DSUP	LOC118457858|XP_035775644.1|AALB
OG0002040	LOC119562335|XP_037731430.1|DSUP	LOC118469046|XP_035796405.1|AALB
OG0002041	LOC119552164|XP_037717912.1|DSUP	LOC118459543|XP_035778907.1|AALB
OG0002042	LOC119560904|XP_037730531.1|DSUP	LOC118469056|XP_035796416.1|AALB
OG0002043	LOC119560739|XP_037730281.1|DSUP	LOC118456987|XP_035774090.1|AALB
OG0002044	LOC119563397|XP_037732688.1|DSUP	LOC118459967|XP_035779748.1|AALB
OG0002045	LOC119560823|XP_037730396.1|DSUP	LOC118458619|XP_035777195.1|AALB
OG0002046	LOC119557288|XP_037725907.1|DSUP, LOC119557960|XP_037726930.1|DSUP	LOC118468859|XP_035796010.1|AALB
OG0002047	LOC119556072|XP_037723817.1|DSUP	LOC118461300|XP_035782374.1|AALB
OG0002048	LOC119563334|XP_037732607.1|DSUP	LOC118460868|XP_035781492.1|AALB
OG0002049	LOC119562999|XP_037732108.1|DSUP	LOC118458503|XP_035776956.1|AALB
OG0002050	LOC119563186|XP_037732387.1|DSUP	LOC118456163|XP_035772581.1|AALB
OG0002051	LOC119552025|XP_037717691.1|DSUP	LOC118460329|XP_035780436.1|AALB
OG0002053	LOC119552259|XP_037717994.1|DSUP	LOC118468798|XP_035795901.1|AALB
OG0002054	LOC119560769|XP_037730321.1|DSUP	LOC118460093|XP_035780011.1|AALB
OG0002055	LOC119551537|XP_037716858.1|DSUP	LOC118461506|XP_035782828.1|AALB
OG0002056	LOC119554889|XP_037721908.1|DSUP	LOC118459349|XP_035778524.1|AALB
OG0002057	LOC119547098|XP_037709729.1|DSUP	LOC118458329|XP_035776573.1|AALB
OG0002058	LOC119552674|XP_037718312.1|DSUP	LOC118458327|XP_035776571.1|AALB
OG0002059	LOC119549985|XP_037714321.1|DSUP	LOC118458326|XP_035776569.1|AALB
OG0002060	LOC119550291|XP_037714811.1|DSUP	LOC118456869|XP_035773867.1|AALB
OG0002061	LOC119550141|XP_037714576.1|DSUP	LOC118461257|XP_035782269.1|AALB
OG0002062	LOC119557842|XP_037726748.1|DSUP	LOC118456401|XP_035772994.1|AALB
OG0002063	LOC119556570|XP_037724796.1|DSUP	LOC118457322|XP_035774707.1|AALB
OG0002064	LOC119552747|XP_037718463.1|DSUP	LOC118458187|XP_035776324.1|AALB
OG0002065	LOC119552595|XP_037718178.1|DSUP	LOC118458136|XP_035776215.1|AALB
OG0002066	LOC119559273|XP_037728273.1|DSUP	LOC118466598|XP_035792058.1|AALB
OG0002067	LOC119549076|XP_037712714.1|DSUP, LOC119549079|XP_037712716.1|DSUP	LOC118464495|XP_035787816.1|AALB
OG0002068	LOC119551103|XP_037716210.1|DSUP	LOC118456927|XP_035773950.1|AALB
OG0002069	LOC119559634|XP_037728605.1|DSUP	LOC118466559|XP_035791994.1|AALB
OG0002070	LOC119545769|XP_037707549.1|DSUP	LOC118466564|XP_035792000.1|AALB
OG0002071	LOC119546897|XP_037709451.1|DSUP	LOC118465704|XP_035790025.1|AALB
OG0002072	LOC119551842|XP_037717343.1|DSUP	LOC118467214|XP_035793336.1|AALB
OG0002073	LOC119553159|XP_037719310.1|DSUP	LOC118463045|XP_035785181.1|AALB
OG0002074	LOC119549401|XP_037713384.1|DSUP	LOC118462756|XP_035784613.1|AALB
OG0002075	LOC119548433|XP_037711608.1|DSUP	LOC118465358|XP_035789423.1|AALB
OG0002076	LOC119551784|XP_037717241.1|DSUP	LOC118464639|XP_035787988.1|AALB
OG0002077	LOC119555577|XP_037722974.1|DSUP	LOC118465848|XP_035790353.1|AALB
OG0002078	LOC119559452|XP_037728482.1|DSUP	LOC118466738|XP_035792314.1|AALB
OG0002079	LOC119555589|XP_037723001.1|DSUP	LOC118465889|XP_035790433.1|AALB
OG0002080	LOC119551215|XP_037716379.1|DSUP	LOC118463231|XP_035785576.1|AALB
OG0002081	LOC119551796|XP_037717271.1|DSUP	LOC118465508|XP_035789719.1|AALB
OG0002082	LOC119552136|XP_037717854.1|DSUP	LOC118466054|XP_035790786.1|AALB
OG0002083	LOC119556364|XP_037724457.1|DSUP, LOC119555919|XP_037723544.1|DSUP	LOC118467123|XP_035793087.1|AALB
OG0002084	LOC119551524|XP_037716839.1|DSUP	LOC118467827|XP_035794610.1|AALB
OG0002085	LOC119549225|XP_037713035.1|DSUP	LOC118467889|XP_035794695.1|AALB
OG0002086	LOC119551655|XP_037717019.1|DSUP	LOC118463200|XP_035785527.1|AALB
OG0002087	LOC119554610|XP_037721530.1|DSUP	LOC118465455|XP_035789629.1|AALB
OG0002088	LOC119552491|XP_037718019.1|DSUP	LOC118466797|XP_035792441.1|AALB
OG0002089	LOC119549229|XP_037713041.1|DSUP, LOC119551960|XP_037717584.1|DSUP	LOC118467537|XP_035794023.1|AALB
OG0002090	LOC119554062|XP_037720732.1|DSUP	LOC118464893|XP_035788535.1|AALB, LOC118464894|XP_035788537.1|AALB
OG0002091	LOC119551235|XP_037716402.1|DSUP	LOC118467907|XP_035794728.1|AALB
OG0002092	LOC119553003|XP_037718952.1|DSUP	LOC118462883|XP_035784849.1|AALB
OG0002093	LOC119551088|XP_037716190.1|DSUP	LOC118466773|XP_035792391.1|AALB
OG0002094	LOC119551186|XP_037716315.1|DSUP	LOC118467612|XP_035794207.1|AALB
OG0002095	LOC119556104|XP_037723901.1|DSUP	LOC118465265|XP_035789186.1|AALB
OG0002096	LOC119549141|XP_037712844.1|DSUP	LOC118465431|XP_035789558.1|AALB
OG0002097	LOC119551572|XP_037716900.1|DSUP	LOC118462715|XP_035784547.1|AALB
OG0002098	LOC119554939|XP_037721976.1|DSUP	LOC118464480|XP_035787789.1|AALB, LOC118464242|XP_035787333.1|AALB
OG0002099	LOC119560092|XP_037729339.1|DSUP, LOC119560497|XP_037729896.1|DSUP	LOC118463902|XP_035786726.1|AALB
OG0002100	LOC119554600|XP_037721512.1|DSUP	LOC118465683|XP_035790006.1|AALB
OG0002101	LOC119551803|XP_037717284.1|DSUP	LOC118463109|XP_035785324.1|AALB
OG0002102	LOC119549246|XP_037713073.1|DSUP	LOC118465981|XP_035790650.1|AALB
OG0002103	LOC119560510|XP_037729912.1|DSUP	LOC118461459|XP_035782689.1|AALB
OG0002117	LOC119551482|XP_037716773.1|DSUP	LOC118461032|XP_035781806.1|AALB
OG0002118	LOC119561878|XP_037731281.1|DSUP	LOC118459676|XP_035779182.1|AALB
OG0002119	LOC119562777|XP_037731892.1|DSUP	LOC118456356|XP_035772923.1|AALB
OG0002120	LOC119554677|XP_037721644.1|DSUP	LOC118462942|XP_035784978.1|AALB
OG0002121	LOC119548048|XP_037711059.1|DSUP	LOC118466477|XP_035791755.1|AALB
OG0002123	LOC119548741|XP_037712183.1|DSUP	LOC118462819|XP_035784733.1|AALB
OG0002124	LOC119557846|XP_037726757.1|DSUP	LOC118460312|XP_035780418.1|AALB
OG0002125	LOC119549455|XP_037713480.1|DSUP	LOC118466010|XP_035790707.1|AALB
OG0002126	LOC119555064|XP_037722195.1|DSUP	LOC118465209|XP_035789092.1|AALB
OG0002127	LOC119556678|XP_037724971.1|DSUP	LOC118466628|XP_035792109.1|AALB, LOC118464457|XP_035787741.1|AALB
OG0002128	LOC119557010|XP_037725470.1|DSUP	LOC118464930|XP_035788599.1|AALB, LOC118469041|XP_035796399.1|AALB
OG0002129	LOC119561085|XP_037730884.1|DSUP	LOC118468698|XP_035795711.1|AALB
OG0002131	LOC119563073|XP_037732216.1|DSUP	LOC118460675|XP_035781045.1|AALB
OG0002132	LOC119547131|XP_037709772.1|DSUP	LOC118460632|XP_035780979.1|AALB
OG0002133	LOC119555875|XP_037723457.1|DSUP	LOC118463640|XP_035786273.1|AALB
OG0002135	LOC119558170|XP_037727363.1|DSUP	LOC118466191|XP_035791107.1|AALB
OG0002136	LOC119546610|XP_037708978.1|DSUP	LOC118465182|XP_035789043.1|AALB
OG0002137	LOC119549206|XP_037712978.1|DSUP	LOC118456285|XP_035772793.1|AALB, LOC118457628|XP_035775240.1|AALB
OG0002138	LOC119557570|XP_037726293.1|DSUP	LOC118465484|XP_035789681.1|AALB, LOC118465810|XP_035790273.1|AALB
OG0002139	LOC119557061|XP_037725541.1|DSUP	LOC118465622|XP_035789916.1|AALB
OG0002140	LOC119557102|XP_037725607.1|DSUP	LOC118457360|XP_035774772.1|AALB
OG0002141	LOC119553480|XP_037719817.1|DSUP	LOC118460121|XP_035780053.1|AALB
OG0002142	LOC119560948|XP_037730614.1|DSUP	LOC118463855|XP_035786659.1|AALB
OG0002143	LOC119547356|XP_037710099.1|DSUP	LOC118462514|XP_035784139.1|AALB
OG0002144	LOC119556329|XP_037724388.1|DSUP	LOC118462711|XP_035784545.1|AALB
OG0002145	LOC119560453|XP_037729830.1|DSUP	LOC118461456|XP_035782684.1|AALB
OG0002146	LOC119559923|XP_037729054.1|DSUP	LOC118462566|XP_035784260.1|AALB
OG0002148	LOC119553343|XP_037719607.1|DSUP	LOC118468438|XP_035795098.1|AALB
OG0002149	LOC119563071|XP_037732255.1|DSUP	LOC118464173|XP_035787210.1|AALB
OG0002150	LOC119556468|XP_037724644.1|DSUP	LOC118462183|XP_035784003.1|AALB
OG0002151	LOC119548195|XP_037711253.1|DSUP	LOC118457299|XP_035774662.1|AALB
OG0002152	LOC119549402|XP_037713388.1|DSUP	LOC118465022|XP_035788779.1|AALB
OG0002153	LOC119558160|XP_037727344.1|DSUP	LOC118460743|XP_035781208.1|AALB
OG0002154	LOC119557244|XP_037725857.1|DSUP	LOC118466594|XP_035792054.1|AALB
OG0002155	LOC119562885|XP_037731929.1|DSUP	LOC118459105|XP_035778065.1|AALB
OG0002156	LOC119555675|XP_037723222.1|DSUP	LOC118466522|XP_035791910.1|AALB
OG0002157	LOC119547514|XP_037710339.1|DSUP	LOC118457151|XP_035774369.1|AALB
OG0002158	LOC119551106|XP_037716212.1|DSUP	LOC118464702|XP_035788123.1|AALB
OG0002159	LOC119549039|XP_037712654.1|DSUP	LOC118466271|XP_035791236.1|AALB, LOC118456853|XP_035773845.1|AALB
OG0002160	LOC119560210|XP_037729496.1|DSUP	LOC118460351|XP_035780487.1|AALB
OG0002161	LOC119560242|XP_037729533.1|DSUP	LOC118461084|XP_035781873.1|AALB
OG0002162	LOC119555741|XP_037723349.1|DSUP	LOC118460197|XP_035780196.1|AALB
OG0002163	LOC119558166|XP_037727357.1|DSUP	LOC118461470|XP_035782709.1|AALB
OG0002164	LOC119563148|XP_037732334.1|DSUP	LOC118461637|XP_035783100.1|AALB
OG0002165	LOC119546345|XP_037708483.1|DSUP	LOC118460366|XP_035780509.1|AALB
OG0002166	LOC119548341|XP_037711476.1|DSUP	LOC118459445|XP_035778716.1|AALB
OG0002167	LOC119551886|XP_037717411.1|DSUP	LOC118459446|XP_035778731.1|AALB
OG0002168	LOC119551564|XP_037716890.1|DSUP	LOC118463178|XP_035785478.1|AALB, LOC118463133|XP_035785389.1|AALB
OG0002169	LOC119553094|XP_037719177.1|DSUP	LOC118462753|XP_035784609.1|AALB
OG0002170	LOC119551583|XP_037716952.1|DSUP	LOC118456418|XP_035773044.1|AALB
OG0002171	LOC119547352|XP_037710098.1|DSUP	LOC118460200|XP_035780201.1|AALB
OG0002172	LOC119552307|XP_037717997.1|DSUP	LOC118457818|XP_035775584.1|AALB
OG0002173	LOC119546866|XP_037709398.1|DSUP	LOC118468576|XP_035795401.1|AALB
OG0002174	LOC119546164|XP_037708215.1|DSUP	LOC118458978|XP_035777866.1|AALB
OG0002175	LOC119546173|XP_037708227.1|DSUP	LOC118458979|XP_035777867.1|AALB
OG0002176	LOC119560742|XP_037730284.1|DSUP	LOC118459501|XP_035778819.1|AALB
OG0002177	LOC119555202|XP_037722389.1|DSUP	LOC118457936|XP_035775841.1|AALB
OG0002178	LOC119549004|XP_037712547.1|DSUP	LOC118460922|XP_035781569.1|AALB
OG0002179	LOC119551949|XP_037717570.1|DSUP	LOC118456513|XP_035773241.1|AALB
OG0002180	LOC119545838|XP_037707724.1|DSUP	LOC118460315|XP_035780417.1|AALB
OG0002181	LOC119557452|XP_037726145.1|DSUP	LOC118457098|XP_035774278.1|AALB
OG0002182	LOC119559965|XP_037729126.1|DSUP	LOC118457816|XP_035775571.1|AALB
OG0002183	LOC119550127|XP_037714551.1|DSUP	LOC118457826|XP_035775593.1|AALB
OG0002184	LOC119560062|XP_037729296.1|DSUP	LOC118458249|XP_035776422.1|AALB
OG0002185	LOC119556680|XP_037724982.1|DSUP	LOC118462036|XP_035783903.1|AALB
OG0002186	LOC119561831|XP_037731236.1|DSUP, LOC119561832|XP_037731240.1|DSUP	LOC118461639|XP_035783102.1|AALB
OG0002187	LOC119563104|XP_037732273.1|DSUP	LOC118461517|XP_035782842.1|AALB
OG0002188	LOC119551051|XP_037716097.1|DSUP	LOC118464488|XP_035787808.1|AALB
OG0002189	LOC119561793|XP_037731206.1|DSUP	LOC118457718|XP_035775401.1|AALB
OG0002190	LOC119545847|XP_037707743.1|DSUP	LOC118468668|XP_035795615.1|AALB
OG0002191	LOC119554057|XP_037720727.1|DSUP	LOC118461342|XP_035782447.1|AALB
OG0002192	LOC119555022|XP_037722094.1|DSUP	LOC118463197|XP_035785524.1|AALB
OG0002193	LOC119562384|XP_037731498.1|DSUP	LOC118461675|XP_035783159.1|AALB
OG0002194	LOC119552527|XP_037718077.1|DSUP	LOC118457721|XP_035775405.1|AALB
OG0002195	LOC119562614|XP_037731770.1|DSUP	LOC118456905|XP_035773923.1|AALB
OG0002196	LOC119563034|XP_037732163.1|DSUP	LOC118458158|XP_035776248.1|AALB
OG0002197	LOC119554917|XP_037721948.1|DSUP, LOC119555551|XP_037722924.1|DSUP	LOC118459491|XP_035778803.1|AALB
OG0002198	LOC119560100|XP_037729360.1|DSUP	LOC118456733|XP_035773672.1|AALB
OG0002199	LOC119560787|XP_037730344.1|DSUP	LOC118459620|XP_035779088.1|AALB
OG0002200	LOC119557000|XP_037725459.1|DSUP	LOC118458709|XP_035777342.1|AALB
OG0002202	LOC119559846|XP_037728873.1|DSUP	LOC118461486|XP_035782755.1|AALB
OG0002203	LOC119546153|XP_037708193.1|DSUP	LOC118468834|XP_035795967.1|AALB
OG0002204	LOC119561426|XP_037731012.1|DSUP	LOC118457345|XP_035774735.1|AALB
OG0002205	LOC119562958|XP_037732061.1|DSUP	LOC118457621|XP_035775230.1|AALB
OG0002206	LOC119551430|XP_037716704.1|DSUP	LOC118459116|XP_035778074.1|AALB
OG0002207	LOC119559970|XP_037729138.1|DSUP	LOC118457570|XP_035775138.1|AALB
OG0002208	LOC119563422|XP_037732723.1|DSUP	LOC118458446|XP_035776821.1|AALB
OG0002209	LOC119557722|XP_037726531.1|DSUP	LOC118459810|XP_035779445.1|AALB
OG0002210	LOC119560436|XP_037729805.1|DSUP	LOC118459808|XP_035779442.1|AALB
OG0002211	LOC119551469|XP_037716757.1|DSUP	LOC118457884|XP_035775706.1|AALB, LOC118457882|XP_035775704.1|AALB
OG0002212	LOC119560553|XP_037729993.1|DSUP	LOC118459829|XP_035779485.1|AALB
OG0002213	LOC119560911|XP_037730540.1|DSUP	LOC118461266|XP_035782292.1|AALB
OG0002214	LOC119559262|XP_037728261.1|DSUP, LOC119560388|XP_037729741.1|DSUP	LOC118456662|XP_035773509.1|AALB
OG0002215	LOC119559976|XP_037729142.1|DSUP	LOC118466705|XP_035792244.1|AALB
OG0002216	LOC119562382|XP_037731483.1|DSUP	LOC118458540|XP_035777015.1|AALB
OG0002217	LOC119563007|XP_037732124.1|DSUP	LOC118459559|XP_035778951.1|AALB
OG0002218	LOC119557455|XP_037726148.1|DSUP	LOC118456590|XP_035773381.1|AALB
OG0002219	LOC119560645|XP_037730127.1|DSUP	LOC118458854|XP_035777668.1|AALB, LOC118456583|XP_035773367.1|AALB
OG0002220	LOC119560251|XP_037729544.1|DSUP	LOC118460354|XP_035780489.1|AALB
OG0002221	LOC119554527|XP_037721401.1|DSUP	LOC118466122|XP_035790961.1|AALB
OG0002222	LOC119548985|XP_037712512.1|DSUP	LOC118465306|XP_035789299.1|AALB
OG0002223	LOC119550596|XP_037715332.1|DSUP	LOC118466451|XP_035791683.1|AALB
OG0002224	LOC119549282|XP_037713143.1|DSUP	LOC118466447|XP_035791661.1|AALB
OG0002225	LOC119553717|XP_037720226.1|DSUP	LOC118464801|XP_035788354.1|AALB
OG0002226	LOC119551637|XP_037716995.1|DSUP	LOC118464919|XP_035788585.1|AALB
OG0002227	LOC119549658|XP_037713771.1|DSUP	LOC118466510|XP_035791849.1|AALB
OG0002228	LOC119550709|XP_037715516.1|DSUP	LOC118466654|XP_035792134.1|AALB
OG0002229	LOC119552012|XP_037717670.1|DSUP	LOC118466657|XP_035792146.1|AALB
OG0002230	LOC119551290|XP_037716492.1|DSUP	LOC118466664|XP_035792156.1|AALB
OG0002231	LOC119550253|XP_037714758.1|DSUP	LOC118465942|XP_035790558.1|AALB
OG0002233	LOC119554892|XP_037721922.1|DSUP	LOC118464923|XP_035788589.1|AALB, LOC118464291|XP_035787466.1|AALB
OG0002234	LOC119551386|XP_037716636.1|DSUP	LOC118458706|XP_035777340.1|AALB, LOC118463578|XP_035786111.1|AALB, LOC118463534|XP_035786044.1|AALB
OG0002235	LOC119549040|XP_037712655.1|DSUP	LOC118467551|XP_035794042.1|AALB
OG0002236	LOC119549046|XP_037712669.1|DSUP, LOC119549045|XP_037712668.1|DSUP	LOC118467329|XP_035793559.1|AALB
OG0002237	LOC119551050|XP_037716094.1|DSUP	LOC118467325|XP_035793555.1|AALB
OG0002238	LOC119550232|XP_037714727.1|DSUP	LOC118466106|XP_035790918.1|AALB
OG0002239	LOC119550222|XP_037714714.1|DSUP	LOC118466786|XP_035792416.1|AALB
OG0002240	LOC119549140|XP_037712842.1|DSUP	LOC118467051|XP_035792940.1|AALB
OG0002241	LOC119552510|XP_037718056.1|DSUP	LOC118462990|XP_035785096.1|AALB
OG0002243	LOC119545749|XP_037707511.1|DSUP	LOC118466547|XP_035791953.1|AALB
OG0002244	LOC119555483|XP_037722817.1|DSUP	LOC118464377|XP_035787612.1|AALB
OG0002245	LOC119552652|XP_037718277.1|DSUP	LOC118463123|XP_035785367.1|AALB
OG0002246	LOC119550763|XP_037715615.1|DSUP	LOC118467806|XP_035794573.1|AALB
OG0002247	LOC119551496|XP_037716790.1|DSUP	LOC118467478|XP_035793912.1|AALB
OG0002248	LOC119552988|XP_037718933.1|DSUP	LOC118465040|XP_035788799.1|AALB, LOC118464290|XP_035787462.1|AALB
OG0002249	LOC119553779|XP_037720314.1|DSUP	LOC118467855|XP_035794651.1|AALB, LOC118465592|XP_035789851.1|AALB
OG0002250	LOC119550249|XP_037714752.1|DSUP	LOC118465351|XP_035789406.1|AALB
OG0002251	LOC119550032|XP_037714387.1|DSUP	LOC118464478|XP_035787784.1|AALB
OG0002252	LOC119550912|XP_037715832.1|DSUP	LOC118464998|XP_035788732.1|AALB
OG0002253	LOC119550716|XP_037715539.1|DSUP	LOC118467285|XP_035793488.1|AALB
OG0002254	LOC119550701|XP_037715508.1|DSUP	LOC118464907|XP_035788563.1|AALB
OG0002255	LOC119557713|XP_037726523.1|DSUP	LOC118467349|XP_035793625.1|AALB
OG0002256	LOC119549308|XP_037713193.1|DSUP	LOC118464864|XP_035788473.1|AALB
OG0002257	LOC119551525|XP_037716840.1|DSUP	LOC118463114|XP_035785332.1|AALB
OG0002258	LOC119553098|XP_037719183.1|DSUP	LOC118463220|XP_035785558.1|AALB
OG0002259	LOC119557987|XP_037727006.1|DSUP	LOC118464525|XP_035787855.1|AALB, LOC118463221|XP_035785559.1|AALB
OG0002260	LOC119552602|XP_037718193.1|DSUP	LOC118465240|XP_035789152.1|AALB
OG0002261	LOC119555080|XP_037722221.1|DSUP	LOC118464846|XP_035788434.1|AALB
OG0002263	LOC119554849|XP_037721857.1|DSUP	LOC118467095|XP_035793034.1|AALB
OG0002264	LOC119548984|XP_037712510.1|DSUP	LOC118466285|XP_035791263.1|AALB
OG0002265	LOC119553712|XP_037720220.1|DSUP	LOC118467337|XP_035793588.1|AALB
OG0002266	LOC119553230|XP_037719427.1|DSUP	LOC118465839|XP_035790340.1|AALB
OG0002267	LOC119553069|XP_037719122.1|DSUP	LOC118463242|XP_035785602.1|AALB
OG0002268	LOC119553034|XP_037719024.1|DSUP	LOC118463126|XP_035785376.1|AALB
OG0002269	LOC119549006|XP_037712567.1|DSUP	LOC118464520|XP_035787849.1|AALB
OG0002270	LOC119550384|XP_037714961.1|DSUP	LOC118467183|XP_035793264.1|AALB
OG0002271	LOC119553932|XP_037720549.1|DSUP	LOC118464879|XP_035788514.1|AALB
OG0002272	LOC119554170|XP_037720888.1|DSUP	LOC118463255|XP_035785617.1|AALB
OG0002273	LOC119555452|XP_037722756.1|DSUP	LOC118467338|XP_035793589.1|AALB
OG0002274	LOC119553705|XP_037720194.1|DSUP	LOC118467061|XP_035792956.1|AALB
OG0002275	LOC119553822|XP_037720380.1|DSUP	LOC118467896|XP_035794708.1|AALB
OG0002276	LOC119553500|XP_037719839.1|DSUP	LOC118462934|XP_035784938.1|AALB
OG0002277	LOC119554127|XP_037720827.1|DSUP	LOC118463957|XP_035786833.1|AALB
OG0002278	LOC119552548|XP_037718095.1|DSUP	LOC118464557|XP_035787889.1|AALB
OG0002279	LOC119554980|XP_037722040.1|DSUP	LOC118463351|XP_035785757.1|AALB
OG0002280	LOC119552928|XP_037718799.1|DSUP	LOC118466262|XP_035791217.1|AALB
OG0002281	LOC119552841|XP_037718631.1|DSUP	LOC118462558|XP_035784237.1|AALB
OG0002282	LOC119555319|XP_037722572.1|DSUP	LOC118466665|XP_035792161.1|AALB
OG0002283	LOC119549836|XP_037714043.1|DSUP	LOC118464587|XP_035787924.1|AALB
OG0002284	LOC119549996|XP_037714337.1|DSUP	LOC118465383|XP_035789470.1|AALB
OG0002285	LOC119557878|XP_037726807.1|DSUP	LOC118465615|XP_035789889.1|AALB
OG0002286	LOC119550868|XP_037715775.1|DSUP	LOC118466211|XP_035791126.1|AALB
OG0002287	LOC119550610|XP_037715362.1|DSUP	LOC118467184|XP_035793272.1|AALB
OG0002288	LOC119555533|XP_037722890.1|DSUP	LOC118463340|XP_035785748.1|AALB
OG0002289	LOC119554401|XP_037721216.1|DSUP	LOC118463546|XP_035786061.1|AALB
OG0002291	LOC119549253|XP_037713086.1|DSUP	LOC118465044|XP_035788809.1|AALB
OG0002292	LOC119549926|XP_037714191.1|DSUP	LOC118467303|XP_035793516.1|AALB
OG0002293	LOC119562741|XP_037731873.1|DSUP, LOC119562735|XP_037731863.1|DSUP, LOC119562742|XP_037731875.1|DSUP	LOC118466943|XP_035792737.1|AALB
OG0002294	LOC119560076|XP_037729312.1|DSUP	LOC118466144|XP_035790989.1|AALB
OG0002295	LOC119548655|XP_037711995.1|DSUP	LOC118457932|XP_035775836.1|AALB
OG0002296	LOC119548826|XP_037712368.1|DSUP	LOC118456875|XP_035773881.1|AALB
OG0002297	LOC119563542|XP_037732954.1|DSUP	LOC118469081|XP_035796478.1|AALB
OG0002298	LOC119550012|XP_037714364.1|DSUP	LOC118457113|XP_035774306.1|AALB
OG0002299	LOC119550266|XP_037714772.1|DSUP	LOC118457111|XP_035774303.1|AALB
OG0002300	LOC119548459|XP_037711654.1|DSUP	LOC118456309|XP_035772839.1|AALB
OG0002301	LOC119547149|XP_037709793.1|DSUP	LOC118457041|XP_035774177.1|AALB
OG0002302	LOC119546438|XP_037708636.1|DSUP	LOC118459785|XP_035779394.1|AALB
OG0002303	LOC119556556|XP_037724775.1|DSUP	LOC118459800|XP_035779430.1|AALB
OG0002304	LOC119547827|XP_037710778.1|DSUP	LOC118460844|XP_035781427.1|AALB
OG0002305	LOC119553889|XP_037720482.1|DSUP	LOC118468932|XP_035796148.1|AALB
OG0002306	LOC119548477|XP_037711674.1|DSUP	LOC118468367|XP_035795019.1|AALB, LOC118457509|XP_035775043.1|AALB
OG0002307	LOC119548853|XP_037712402.1|DSUP	LOC118468763|XP_035795830.1|AALB
OG0002308	LOC119546462|XP_037708671.1|DSUP	LOC118456776|XP_035773744.1|AALB
OG0002309	LOC119547165|XP_037709819.1|DSUP	LOC118468743|XP_035795794.1|AALB
OG0002310	LOC119547373|XP_037710122.1|DSUP	LOC118457960|XP_035775879.1|AALB
OG0002311	LOC119548636|XP_037711954.1|DSUP	LOC118468467|XP_035795154.1|AALB
OG0002312	LOC119548057|XP_037711068.1|DSUP	LOC118468469|XP_035795180.1|AALB
