Orthogroup	DSUP.longest_only	DSER.longest_only
OG0001607	LOC119547350|XP_037710093.1|DSUP	LOC110184865|XP_020809169.1|DSER
OG0001608	LOC119547001|XP_037709595.1|DSUP	LOC110185092|XP_020809442.1|DSER
OG0001609	LOC119550665|XP_037715439.1|DSUP	LOC110177790|XP_020800318.1|DSER
OG0001610	LOC119547635|XP_037710501.1|DSUP	LOC110185752|XP_020810410.1|DSER
OG0001611	LOC119547077|XP_037709697.1|DSUP	LOC110184973|XP_020809283.1|DSER
OG0001612	LOC119547263|XP_037709972.1|DSUP	LOC110177030|XP_020799206.1|DSER
OG0001613	LOC119547340|XP_037710079.1|DSUP	LOC110183325|XP_020807231.1|DSER
OG0001614	LOC119550819|XP_037715689.1|DSUP	LOC110188952|XP_020814551.1|DSER
OG0001616	LOC119546403|XP_037708589.1|DSUP	LOC110184944|XP_020809249.1|DSER
OG0001617	LOC119546042|XP_037707990.1|DSUP	LOC110181353|XP_020804732.1|DSER
OG0001618	LOC119547284|XP_037709996.1|DSUP	LOC110183368|XP_020807289.1|DSER
OG0001619	LOC119548510|XP_037711725.1|DSUP	LOC110179866|XP_020803125.1|DSER, LOC110181417|XP_020804817.1|DSER
OG0001620	LOC119551598|XP_037716928.1|DSUP	LOC110180997|XP_020804335.1|DSER
OG0001621	LOC119550978|XP_037715941.1|DSUP	LOC110188940|XP_020814538.1|DSER
OG0001622	LOC119556117|XP_037723920.1|DSUP	LOC110179079|XP_020802118.1|DSER
OG0001623	LOC119546563|XP_037708861.1|DSUP	LOC110178195|XP_020800888.1|DSER
OG0001624	LOC119546154|XP_037708191.1|DSUP	LOC110180584|XP_020803935.1|DSER
OG0001625	LOC119546437|XP_037708635.1|DSUP	LOC110185136|XP_020809495.1|DSER
OG0001626	LOC119548356|XP_037711499.1|DSUP	LOC110176832|XP_020798943.1|DSER
OG0001627	LOC119551705|XP_037717109.1|DSUP	LOC110188305|XP_020813671.1|DSER
OG0001628	LOC119553927|XP_037720547.1|DSUP	LOC110186154|XP_020810863.1|DSER
OG0001629	LOC119553225|XP_037719413.1|DSUP	LOC110182511|XP_020806219.1|DSER
OG0001630	LOC119563069|XP_037732212.1|DSUP	LOC110188658|XP_020814103.1|DSER
OG0001631	LOC119559927|XP_037729059.1|DSUP	LOC110187837|XP_020812975.1|DSER
OG0001632	LOC119547856|XP_037710815.1|DSUP	LOC110183479|XP_020807418.1|DSER
OG0001633	LOC119548253|XP_037711328.1|DSUP	LOC110186992|XP_020812008.1|DSER
OG0001634	LOC119559042|XP_037728097.1|DSUP	LOC110184526|XP_020808760.1|DSER
OG0001635	LOC119553322|XP_037719583.1|DSUP	LOC110176436|XP_020798445.1|DSER
OG0001636	LOC119559951|XP_037729109.1|DSUP	LOC110183894|XP_020807899.1|DSER, LOC110188003|XP_020813184.1|DSER
OG0001637	LOC119548411|XP_037711582.1|DSUP	LOC110188002|XP_020813187.1|DSER
OG0001638	LOC119556278|XP_037724256.1|DSUP	LOC110183246|XP_020807126.1|DSER, LOC110183253|XP_020807137.1|DSER
OG0001639	LOC119559407|XP_037728404.1|DSUP	LOC110189588|XP_020815379.1|DSER
OG0001640	LOC119560088|XP_037729334.1|DSUP	LOC110177161|XP_020799405.1|DSER
OG0001641	LOC119555584|XP_037722990.1|DSUP	LOC110188231|XP_020813543.1|DSER
OG0001642	LOC119558273|XP_037727574.1|DSUP	LOC110179721|XP_020802999.1|DSER, LOC110185296|XP_020809703.1|DSER
OG0001643	LOC119548432|XP_037711606.1|DSUP	LOC110176906|XP_020799054.1|DSER
OG0001644	LOC119555107|XP_037722259.1|DSUP	LOC110190968|XP_020817317.1|DSER
OG0001645	LOC119550463|XP_037715076.1|DSUP	LOC110177791|XP_020800319.1|DSER
OG0001646	LOC119552188|XP_037717963.1|DSUP	LOC110182597|XP_020806315.1|DSER
OG0001647	LOC119550551|XP_037715210.1|DSUP	LOC110189703|XP_020815538.1|DSER
OG0001648	LOC119554758|XP_037721713.1|DSUP	LOC110185328|XP_020809759.1|DSER
OG0001649	LOC119549800|XP_037713994.1|DSUP	LOC110176775|XP_020798872.1|DSER, LOC110189607|XP_020815401.1|DSER
OG0001650	LOC119550313|XP_037714845.1|DSUP	LOC110177865|XP_020800470.1|DSER
OG0001651	LOC119550210|XP_037714690.1|DSUP	LOC110177581|XP_020800026.1|DSER
OG0001652	LOC119555519|XP_037722872.1|DSUP	LOC110178956|XP_020801917.1|DSER
OG0001653	LOC119552993|XP_037718939.1|DSUP	LOC110179817|XP_020803082.1|DSER
OG0001654	LOC119550233|XP_037714729.1|DSUP	LOC110184242|XP_020808394.1|DSER
OG0001655	LOC119551574|XP_037716902.1|DSUP	LOC110191811|XP_020818427.1|DSER
OG0001656	LOC119548305|XP_037711405.1|DSUP	LOC110185925|XP_020810596.1|DSER
OG0001657	LOC119554770|XP_037721739.1|DSUP	LOC110176149|XP_020798045.1|DSER
OG0001658	LOC119554092|XP_037720768.1|DSUP	LOC110179017|XP_020802018.1|DSER
OG0001659	LOC119553117|XP_037719227.1|DSUP	LOC110189966|XP_020815914.1|DSER
OG0001660	LOC119555184|XP_037722364.1|DSUP	LOC110191317|XP_020817797.1|DSER
OG0001661	LOC119563340|XP_037732616.1|DSUP, LOC119559287|XP_037728292.1|DSUP	LOC110191057|XP_020817445.1|DSER
OG0001662	LOC119553240|XP_037719438.1|DSUP	LOC110183630|XP_020807607.1|DSER
OG0001664	LOC119550567|XP_037715284.1|DSUP	LOC110179607|XP_020802866.1|DSER
OG0001666	LOC119547432|XP_037710220.1|DSUP	LOC110183749|XP_020807764.1|DSER
OG0001667	LOC119551676|XP_037717059.1|DSUP	LOC110177912|XP_020800543.1|DSER
OG0001668	LOC119555626|XP_037723075.1|DSUP	LOC110184697|XP_020808968.1|DSER, LOC110184724|XP_020809009.1|DSER
OG0001669	LOC119555256|XP_037722482.1|DSUP	LOC110178642|XP_020801493.1|DSER
OG0001670	LOC119557073|XP_037725553.1|DSUP, LOC119557180|XP_037725722.1|DSUP	LOC110180115|XP_020803413.1|DSER
OG0001670	LOC119559458|XP_037728492.1|DSUP	LOC110189311|XP_020815012.1|DSER
OG0001671	LOC119558301|XP_037727627.1|DSUP, LOC119557507|XP_037726208.1|DSUP	LOC110180370|XP_020803697.1|DSER
OG0001672	LOC119550084|XP_037714487.1|DSUP	LOC110191651|XP_020818208.1|DSER, LOC110191650|XP_020818206.1|DSER
OG0001673	LOC119549347|XP_037713261.1|DSUP	LOC110177699|XP_020800184.1|DSER
OG0001674	LOC119559838|XP_037728863.1|DSUP, LOC119560928|XP_037730591.1|DSUP	LOC110177141|XP_020799374.1|DSER, LOC110180286|XP_020803601.1|DSER, LOC110180287|XP_020803602.1|DSER
OG0001675	LOC119551974|XP_037717620.1|DSUP	LOC110186902|XP_020811879.1|DSER
OG0001675	LOC119561602|XP_037731130.1|DSUP	LOC110186901|XP_020811878.1|DSER
OG0001677	LOC119546900|XP_037709450.1|DSUP, LOC119546389|XP_037708557.1|DSUP, LOC119547093|XP_037709720.1|DSUP, LOC119547966|XP_037710944.1|DSUP	LOC110182276|XP_020805953.1|DSER
OG0001678	LOC119555920|XP_037723546.1|DSUP	LOC110184410|XP_020808603.1|DSER
OG0001679	LOC119557428|XP_037726108.1|DSUP	LOC110181508|XP_020804936.1|DSER
OG0001680	LOC119556628|XP_037724879.1|DSUP	LOC110184253|XP_020808373.1|DSER
OG0001681	LOC119556546|XP_037724757.1|DSUP	LOC110175960|XP_020797808.1|DSER
OG0001682	LOC119556526|XP_037724731.1|DSUP	LOC110187775|XP_020812898.1|DSER
OG0001683	LOC119547693|XP_037710589.1|DSUP	LOC110183824|XP_020807835.1|DSER
OG0001684	LOC119563147|XP_037732374.1|DSUP	LOC110185402|XP_020809861.1|DSER
OG0001685	LOC119547107|XP_037709745.1|DSUP	LOC110181199|XP_020804539.1|DSER
OG0001686	LOC119557139|XP_037725649.1|DSUP	LOC110182030|XP_020805619.1|DSER
OG0001687	LOC119557302|XP_037725940.1|DSUP	LOC110185531|XP_020810098.1|DSER
OG0001688	LOC119557396|XP_037726068.1|DSUP	LOC110181533|XP_020804972.1|DSER
OG0001689	LOC119555866|XP_037723447.1|DSUP	LOC110179493|XP_020802726.1|DSER
OG0001690	LOC119555090|XP_037722236.1|DSUP	LOC110190827|XP_020817145.1|DSER
OG0001691	LOC119547299|XP_037710017.1|DSUP	LOC110177061|XP_020799236.1|DSER
OG0001692	LOC119561065|XP_037730834.1|DSUP	LOC110186780|XP_020811711.1|DSER
OG0001693	LOC119557591|XP_037726321.1|DSUP	LOC110184239|XP_020808354.1|DSER
OG0001694	LOC119563294|XP_037732554.1|DSUP	LOC110183673|XP_020807671.1|DSER, LOC110187998|XP_020813180.1|DSER
OG0001695	LOC119549491|XP_037713522.1|DSUP	LOC110189435|XP_020815165.1|DSER
OG0001696	LOC119545814|XP_037707637.1|DSUP	LOC110186234|XP_020810957.1|DSER
OG0001697	LOC119551256|XP_037716441.1|DSUP	LOC110191120|XP_020817528.1|DSER
OG0001698	LOC119556003|XP_037723665.1|DSUP	LOC110184187|XP_020808257.1|DSER
OG0001699	LOC119562407|XP_037731532.1|DSUP	LOC110189749|XP_020815619.1|DSER
OG0001700	LOC119548716|XP_037712121.1|DSUP	LOC110184928|XP_020809234.1|DSER
OG0001701	LOC119560486|XP_037729877.1|DSUP	LOC110191392|XP_020817907.1|DSER
OG0001702	LOC119548141|XP_037711167.1|DSUP	LOC110183213|XP_020807085.1|DSER
OG0001703	LOC119554970|XP_037722030.1|DSUP	LOC110191141|XP_020817554.1|DSER
OG0001704	LOC119553572|XP_037719951.1|DSUP	LOC110191123|XP_020817534.1|DSER
OG0001705	LOC119561105|XP_037730931.1|DSUP	LOC110176417|XP_020798418.1|DSER
OG0001706	LOC119562209|XP_037731333.1|DSUP	LOC110188790|XP_020814302.1|DSER, LOC110188787|XP_020814293.1|DSER
OG0001707	LOC119545771|XP_037707546.1|DSUP	LOC110191323|XP_020817805.1|DSER
OG0001708	LOC119560679|XP_037730181.1|DSUP	LOC110191291|XP_020817759.1|DSER
OG0001709	LOC119554541|XP_037721427.1|DSUP	LOC110183571|XP_020807538.1|DSER
OG0001710	LOC119560683|XP_037730185.1|DSUP	LOC110191114|XP_020817518.1|DSER
OG0001711	LOC119560973|XP_037730672.1|DSUP	LOC110188278|XP_020813631.1|DSER
OG0001712	LOC119549228|XP_037713045.1|DSUP	LOC110191382|XP_020817896.1|DSER
OG0001713	LOC119562032|XP_037731319.1|DSUP	LOC110177416|XP_020799792.1|DSER
OG0001714	LOC119560966|XP_037730647.1|DSUP	LOC110188055|XP_020813264.1|DSER
OG0001715	LOC119556064|XP_037723802.1|DSUP	LOC110179103|XP_020802150.1|DSER
OG0001716	LOC119557777|XP_037726605.1|DSUP	LOC110179735|XP_020803011.1|DSER
OG0001717	LOC119563428|XP_037732741.1|DSUP	LOC110191276|XP_020817731.1|DSER
OG0001718	LOC119545836|XP_037707717.1|DSUP	LOC110177371|XP_020799727.1|DSER
OG0001719	LOC119554866|XP_037721879.1|DSUP	LOC110190942|XP_020817276.1|DSER
OG0001720	LOC119559272|XP_037728269.1|DSUP, LOC119549852|XP_037714079.1|DSUP	LOC110191107|XP_020817511.1|DSER
OG0001721	LOC119560706|XP_037730227.1|DSUP	LOC110186912|XP_020811891.1|DSER
OG0001722	LOC119552857|XP_037718661.1|DSUP	LOC110190597|XP_020816849.1|DSER
OG0001723	LOC119550005|XP_037714355.1|DSUP, LOC119559155|XP_037728152.1|DSUP	LOC110189385|XP_020815094.1|DSER
OG0001724	LOC119548992|XP_037712519.1|DSUP	LOC110176796|XP_020798891.1|DSER, LOC110189504|XP_020815271.1|DSER
OG0001725	LOC119550401|XP_037714982.1|DSUP	LOC110178005|XP_020800666.1|DSER
OG0001726	LOC119552584|XP_037718146.1|DSUP	LOC110190130|XP_020816113.1|DSER
OG0001727	LOC119563111|XP_037732282.1|DSUP	LOC110188409|XP_020813793.1|DSER
OG0001728	LOC119549196|XP_037712953.1|DSUP	LOC110178286|XP_020801016.1|DSER
OG0001729	LOC119551450|XP_037716721.1|DSUP	LOC110180250|XP_020803566.1|DSER
OG0001730	LOC119547038|XP_037709640.1|DSUP	LOC110184955|XP_020809261.1|DSER
OG0001731	LOC119549334|XP_037713242.1|DSUP	LOC110189248|XP_020814911.1|DSER
OG0001732	LOC119561855|XP_037731263.1|DSUP	LOC110185791|XP_020810454.1|DSER
OG0001733	LOC119549988|XP_037714322.1|DSUP	LOC110179330|XP_020802482.1|DSER
OG0001734	LOC119550634|XP_037715398.1|DSUP	LOC110188963|XP_020814565.1|DSER
OG0001735	LOC119552904|XP_037718757.1|DSUP	LOC110190783|XP_020817079.1|DSER, LOC110190784|XP_020817080.1|DSER
OG0001736	LOC119551747|XP_037717196.1|DSUP	LOC110178492|XP_020801299.1|DSER
OG0001737	LOC119558805|XP_037727997.1|DSUP, LOC119549189|XP_037712945.1|DSUP	LOC110177053|XP_020799230.1|DSER
OG0001738	LOC119554971|XP_037722027.1|DSUP	LOC110190299|XP_020816343.1|DSER
OG0001739	LOC119561846|XP_037731254.1|DSUP	LOC110182624|XP_020806346.1|DSER, LOC110184026|XP_020808050.1|DSER
OG0001740	LOC119552170|XP_037717922.1|DSUP	LOC110178533|XP_020801350.1|DSER
OG0001741	LOC119563275|XP_037732525.1|DSUP	LOC110186261|XP_020811027.1|DSER
OG0001742	LOC119550885|XP_037715801.1|DSUP	LOC110178302|XP_020801050.1|DSER
OG0001743	LOC119555242|XP_037722453.1|DSUP	LOC110177583|XP_020800023.1|DSER
OG0001744	LOC119551339|XP_037716569.1|DSUP	LOC110189667|XP_020815470.1|DSER
OG0001745	LOC119549385|XP_037713353.1|DSUP	LOC110181156|XP_020804493.1|DSER
OG0001746	LOC119553700|XP_037720188.1|DSUP	LOC110185160|XP_020809524.1|DSER
OG0001747	LOC119549312|XP_037713215.1|DSUP	LOC110177915|XP_020800551.1|DSER
OG0001748	LOC119553149|XP_037719292.1|DSUP	LOC110190693|XP_020816965.1|DSER
OG0001749	LOC119548989|XP_037712517.1|DSUP	LOC110178200|XP_020800897.1|DSER
OG0001750	LOC119548987|XP_037712515.1|DSUP	LOC110178180|XP_020800875.1|DSER
OG0001751	LOC119555294|XP_037722538.1|DSUP	LOC110189902|XP_020815824.1|DSER
OG0001752	LOC119553726|XP_037720240.1|DSUP	LOC110190701|XP_020816972.1|DSER
OG0001753	LOC119552813|XP_037718583.1|DSUP	LOC110177580|XP_020800020.1|DSER
OG0001754	LOC119549084|XP_037712728.1|DSUP	LOC110190951|XP_020817294.1|DSER
OG0001755	LOC119554433|XP_037721255.1|DSUP	LOC110177593|XP_020800036.1|DSER
OG0001756	LOC119552058|XP_037717747.1|DSUP	LOC110188948|XP_020814547.1|DSER
OG0001757	LOC119551939|XP_037717527.1|DSUP	LOC110189713|XP_020815561.1|DSER
OG0001758	LOC119553043|XP_037719036.1|DSUP	LOC110189895|XP_020815807.1|DSER
OG0001759	LOC119552047|XP_037717718.1|DSUP	LOC110176785|XP_020798880.1|DSER, LOC110189489|XP_020815238.1|DSER
OG0001760	LOC119550058|XP_037714445.1|DSUP	LOC110188979|XP_020814587.1|DSER
OG0001761	LOC119549987|XP_037714318.1|DSUP	LOC110179315|XP_020802462.1|DSER
OG0001762	LOC119547761|XP_037710695.1|DSUP	LOC110185565|XP_020810144.1|DSER
OG0001763	LOC119546045|XP_037707997.1|DSUP	LOC110185560|XP_020810138.1|DSER
OG0001764	LOC119555211|XP_037722403.1|DSUP	LOC110177353|XP_020799704.1|DSER
OG0001765	LOC119550916|XP_037715858.1|DSUP	LOC110189309|XP_020815042.1|DSER
OG0001766	LOC119546369|XP_037708525.1|DSUP	LOC110183867|XP_020807879.1|DSER
OG0001767	LOC119548359|XP_037711502.1|DSUP	LOC110187214|XP_020812272.1|DSER
OG0001768	LOC119548211|XP_037711273.1|DSUP	LOC110187558|XP_020812606.1|DSER
OG0001769	LOC119547446|XP_037710234.1|DSUP	LOC110183086|XP_020806935.1|DSER
OG0001770	LOC119547021|XP_037709619.1|DSUP	LOC110183453|XP_020807391.1|DSER
OG0001771	LOC119548393|XP_037711547.1|DSUP	LOC110176931|XP_020799087.1|DSER
OG0001772	LOC119547575|XP_037710404.1|DSUP	LOC110183356|XP_020807276.1|DSER
OG0001773	LOC119547619|XP_037710473.1|DSUP	LOC110187362|XP_020812412.1|DSER
OG0001774	LOC119550767|XP_037715621.1|DSUP	LOC110189614|XP_020815409.1|DSER
OG0001775	LOC119558065|XP_037727162.1|DSUP	LOC110180408|XP_020803723.1|DSER
OG0001776	LOC119548709|XP_037712102.1|DSUP	LOC110180587|XP_020803938.1|DSER
OG0001777	LOC119548064|XP_037711078.1|DSUP	LOC110182656|XP_020806387.1|DSER
OG0001778	LOC119548799|XP_037712305.1|DSUP	LOC110181205|XP_020804545.1|DSER
OG0001779	LOC119548666|XP_037712023.1|DSUP	LOC110187369|XP_020812419.1|DSER
OG0001780	LOC119559145|XP_037728141.1|DSUP	LOC110189579|XP_020815371.1|DSER
OG0001781	LOC119547634|XP_037710499.1|DSUP	LOC110185643|XP_020810260.1|DSER
OG0001782	LOC119546679|XP_037709071.1|DSUP	LOC110185134|XP_020809490.1|DSER
OG0001783	LOC119548479|XP_037711678.1|DSUP	LOC110183017|XP_020806864.1|DSER, LOC110183032|XP_020806877.1|DSER, LOC110180605|XP_020803949.1|DSER
OG0001784	LOC119545999|XP_037707925.1|DSUP	LOC110179930|XP_020803187.1|DSER
OG0001785	LOC119549766|XP_037713950.1|DSUP	LOC110177048|XP_020799227.1|DSER
OG0001786	LOC119546511|XP_037708762.1|DSUP	LOC110180228|XP_020803537.1|DSER, LOC110182659|XP_020806393.1|DSER
OG0001787	LOC119546412|XP_037708599.1|DSUP	LOC110182677|XP_020806423.1|DSER
OG0001788	LOC119559449|XP_037728480.1|DSUP	LOC110189786|XP_020815677.1|DSER
OG0001789	LOC119550869|XP_037715777.1|DSUP	LOC110184064|XP_020808101.1|DSER
OG0001790	LOC119548481|XP_037711682.1|DSUP	LOC110182675|XP_020806419.1|DSER, LOC110180302|XP_020803615.1|DSER
OG0001791	LOC119552052|XP_037717723.1|DSUP	LOC110179372|XP_020802549.1|DSER
OG0001792	LOC119546001|XP_037707929.1|DSUP	LOC110176918|XP_020799069.1|DSER
OG0001793	LOC119549620|XP_037713721.1|DSUP	LOC110189201|XP_020814830.1|DSER
OG0001794	LOC119548801|XP_037712306.1|DSUP	LOC110181207|XP_020804546.1|DSER
OG0001795	LOC119546709|XP_037709118.1|DSUP	LOC110181163|XP_020804497.1|DSER, LOC110181155|XP_020804490.1|DSER
OG0001796	LOC119557056|XP_037725532.1|DSUP	LOC110180642|XP_020803995.1|DSER
OG0001797	LOC119558948|XP_037728075.1|DSUP	LOC110185486|XP_020810018.1|DSER
OG0001798	LOC119550358|XP_037714910.1|DSUP	LOC110189592|XP_020815383.1|DSER
OG0001799	LOC119556580|XP_037724807.1|DSUP	LOC110176010|XP_020797874.1|DSER
OG0001800	LOC119546379|XP_037708541.1|DSUP	LOC110182665|XP_020806402.1|DSER
OG0001801	LOC119553095|XP_037719179.1|DSUP	LOC110190517|XP_020816709.1|DSER
OG0001802	LOC119560821|XP_037730394.1|DSUP, LOC119563193|XP_037732408.1|DSUP	LOC110188484|XP_020813873.1|DSER
OG0001803	LOC119560001|XP_037729201.1|DSUP	LOC110188467|XP_020813855.1|DSER
OG0001804	LOC119560989|XP_037730695.1|DSUP	LOC110177266|XP_020799576.1|DSER
OG0001805	LOC119552829|XP_037718612.1|DSUP	LOC110191301|XP_020817771.1|DSER
OG0001806	LOC119545785|XP_037707585.1|DSUP	LOC110186238|XP_020810967.1|DSER
OG0001807	LOC119549840|XP_037714067.1|DSUP	LOC110188329|XP_020813695.1|DSER
OG0001808	LOC119563002|XP_037732117.1|DSUP	LOC110186492|XP_020811344.1|DSER
OG0001809	LOC119560601|XP_037730057.1|DSUP	LOC110187669|XP_020812748.1|DSER
OG0001810	LOC119554847|XP_037721856.1|DSUP	LOC110191045|XP_020817428.1|DSER
OG0001811	LOC119551713|XP_037717115.1|DSUP	LOC110182922|XP_020806745.1|DSER
OG0001812	LOC119557714|XP_037726524.1|DSUP	LOC110180134|XP_020803436.1|DSER
OG0001813	LOC119559918|XP_037729048.1|DSUP	LOC110188541|XP_020813956.1|DSER
OG0001814	LOC119561062|XP_037730826.1|DSUP	LOC110186621|XP_020811530.1|DSER
OG0001815	LOC119560618|XP_037730084.1|DSUP	LOC110187651|XP_020812719.1|DSER
OG0001816	LOC119551877|XP_037717400.1|DSUP	LOC110189460|XP_020815194.1|DSER
OG0001817	LOC119551152|XP_037716273.1|DSUP	LOC110189251|XP_020814915.1|DSER
OG0001818	LOC119556912|XP_037725327.1|DSUP	LOC110181517|XP_020804949.1|DSER
OG0001819	LOC119551135|XP_037716253.1|DSUP	LOC110177726|XP_020800230.1|DSER
OG0001820	LOC119556573|XP_037724800.1|DSUP	LOC110183531|XP_020807487.1|DSER
OG0001821	LOC119550267|XP_037714773.1|DSUP	LOC110178279|XP_020801011.1|DSER
OG0001822	LOC119550155|XP_037714594.1|DSUP	LOC110179618|XP_020802886.1|DSER
OG0001823	LOC119553527|XP_037719880.1|DSUP	LOC110190064|XP_020816029.1|DSER
OG0001824	LOC119548175|XP_037711216.1|DSUP	LOC110181151|XP_020804484.1|DSER
OG0001825	LOC119549532|XP_037713580.1|DSUP	LOC110178948|XP_020801909.1|DSER
OG0001826	LOC119551314|XP_037716537.1|DSUP	LOC110189294|XP_020814984.1|DSER
OG0001827	LOC119551400|XP_037716663.1|DSUP	LOC110179183|XP_020802253.1|DSER
OG0001828	LOC119555924|XP_037723551.1|DSUP	LOC110182093|XP_020805734.1|DSER
OG0001829	LOC119551793|XP_037717268.1|DSUP	LOC110176332|XP_020798313.1|DSER
OG0001830	LOC119551153|XP_037716275.1|DSUP	LOC110177331|XP_020799672.1|DSER
OG0001831	LOC119553523|XP_037719874.1|DSUP	LOC110178876|XP_020801808.1|DSER
OG0001832	LOC119556871|XP_037725273.1|DSUP	LOC110181867|XP_020805448.1|DSER
OG0001833	LOC119550194|XP_037714666.1|DSUP	LOC110191505|XP_020818032.1|DSER
OG0001834	LOC119560916|XP_037730546.1|DSUP	LOC110188089|XP_020813304.1|DSER
OG0001837	LOC119553483|XP_037719821.1|DSUP	LOC110190036|XP_020815999.1|DSER, LOC110183680|XP_020807676.1|DSER
OG0001838	LOC119550985|XP_037715947.1|DSUP	LOC110180776|XP_020804118.1|DSER, LOC110179197|XP_020802277.1|DSER, LOC110180771|XP_020804113.1|DSER
OG0001839	LOC119547566|XP_037710395.1|DSUP, LOC119550968|XP_037715931.1|DSUP	LOC110182930|XP_020806767.1|DSER
OG0001840	LOC119548025|XP_037711027.1|DSUP	LOC110184931|XP_020809235.1|DSER
OG0001840	LOC119548018|XP_037711018.1|DSUP, LOC119548019|XP_037711019.1|DSUP	LOC110184930|XP_020809233.1|DSER
OG0001841	LOC119553715|XP_037720223.1|DSUP	LOC110178622|XP_020801465.1|DSER, LOC110178623|XP_020801466.1|DSER
OG0001842	LOC119554217|XP_037720971.1|DSUP, LOC119546707|XP_037709115.1|DSUP, LOC119546920|XP_037709479.1|DSUP	LOC110188843|XP_020814405.1|DSER, LOC110188845|XP_020814408.1|DSER, LOC110188844|XP_020814406.1|DSER
OG0001843	LOC119555133|XP_037722287.1|DSUP, LOC119555135|XP_037722290.1|DSUP, LOC119555134|XP_037722288.1|DSUP, LOC119555137|XP_037722292.1|DSUP	LOC110190397|XP_020816509.1|DSER, LOC110187811|XP_020812948.1|DSER
OG0001844	LOC119554121|XP_037720819.1|DSUP, LOC119554398|XP_037721211.1|DSUP	LOC110176295|XP_020798275.1|DSER
OG0001845	LOC119550639|XP_037715405.1|DSUP	LOC110177959|XP_020800610.1|DSER
OG0001846	LOC119561869|XP_037731276.1|DSUP, LOC119561728|XP_037731141.1|DSUP	LOC110183699|XP_020807700.1|DSER
OG0001849	LOC119562886|XP_037731930.1|DSUP	LOC110191339|XP_020817842.1|DSER
OG0001850	LOC119549524|XP_037713612.1|DSUP	LOC110185429|XP_020809903.1|DSER
OG0001851	LOC119548726|XP_037712201.1|DSUP	LOC110185451|XP_020809948.1|DSER
OG0001852	LOC119552698|XP_037718362.1|DSUP	LOC110184504|XP_020808726.1|DSER
OG0001853	LOC119545835|XP_037707692.1|DSUP	LOC110186255|XP_020810996.1|DSER
OG0001854	LOC119555885|XP_037723475.1|DSUP	LOC110187024|XP_020812048.1|DSER
OG0001855	LOC119549686|XP_037713829.1|DSUP, LOC119551311|XP_037716534.1|DSUP	LOC110180445|XP_020803777.1|DSER
OG0001856	LOC119557162|XP_037725690.1|DSUP	LOC110181854|XP_020805427.1|DSER
OG0001857	LOC119556188|XP_037724059.1|DSUP	LOC110175938|XP_020797778.1|DSER
OG0001858	LOC119557658|XP_037726441.1|DSUP	LOC110181670|XP_020805155.1|DSER
OG0001859	LOC119557815|XP_037726681.1|DSUP	LOC110181866|XP_020805447.1|DSER
OG0001860	LOC119554752|XP_037721708.1|DSUP	LOC110178975|XP_020801945.1|DSER
OG0001861	LOC119562215|XP_037731347.1|DSUP	LOC110186497|XP_020811350.1|DSER
OG0001862	LOC119557696|XP_037726497.1|DSUP	LOC110175927|XP_020797765.1|DSER
OG0001863	LOC119553176|XP_037719344.1|DSUP, LOC119556297|XP_037724299.1|DSUP	LOC110175928|XP_020797766.1|DSER
OG0001864	LOC119560954|XP_037730625.1|DSUP	LOC110187716|XP_020812813.1|DSER
OG0001865	LOC119556160|XP_037723990.1|DSUP	LOC110179096|XP_020802140.1|DSER
OG0001866	LOC119563300|XP_037732557.1|DSUP	LOC110187760|XP_020812883.1|DSER, LOC110183815|XP_020807829.1|DSER
OG0001867	LOC119555648|XP_037723134.1|DSUP	LOC110185263|XP_020809661.1|DSER
OG0001868	LOC119547928|XP_037710901.1|DSUP	LOC110182727|XP_020806487.1|DSER
OG0001869	LOC119562962|XP_037732065.1|DSUP	LOC110177144|XP_020799380.1|DSER
OG0001870	LOC119556443|XP_037724605.1|DSUP	LOC110181521|XP_020804955.1|DSER
OG0001871	LOC119557400|XP_037726073.1|DSUP	LOC110180412|XP_020803736.1|DSER
OG0001872	LOC119555255|XP_037722485.1|DSUP	LOC110186402|XP_020811225.1|DSER
OG0001873	LOC119560474|XP_037729862.1|DSUP	LOC110187805|XP_020812939.1|DSER
OG0001874	LOC119546958|XP_037709533.1|DSUP	LOC110190988|XP_020817358.1|DSER
OG0001875	LOC119563503|XP_037732874.1|DSUP	LOC110186420|XP_020811259.1|DSER
OG0001876	LOC119556543|XP_037724754.1|DSUP	LOC110184487|XP_020808701.1|DSER
OG0001877	LOC119557052|XP_037725526.1|DSUP	LOC110179107|XP_020802154.1|DSER
OG0001878	LOC119557578|XP_037726308.1|DSUP	LOC110185097|XP_020809450.1|DSER
OG0001879	LOC119563248|XP_037732487.1|DSUP	LOC110191311|XP_020817783.1|DSER
OG0001880	LOC119560743|XP_037730285.1|DSUP	LOC110191177|XP_020817601.1|DSER
OG0001881	LOC119560628|XP_037730099.1|DSUP	LOC110188648|XP_020814085.1|DSER
OG0001882	LOC119549008|XP_037712578.1|DSUP	LOC110186888|XP_020811847.1|DSER
OG0001883	LOC119563018|XP_037732140.1|DSUP	LOC110191241|XP_020817678.1|DSER
OG0001884	LOC119563524|XP_037732922.1|DSUP, LOC119561850|XP_037731260.1|DSUP	LOC110177223|XP_020799503.1|DSER
OG0001885	LOC119548485|XP_037711686.1|DSUP	LOC110180503|XP_020803839.1|DSER, LOC110184956|XP_020809262.1|DSER
