Orthogroup	DSUP.longest_only	DFIC.longest_only
OG0001182	LOC119559020|XP_037728080.1|DSUP	LOC108091686|XP_017046499.1|DFIC
OG0001183	LOC119559053|XP_037728117.1|DSUP	LOC108102031|XP_017062124.1|DFIC
OG0001184	LOC119557015|XP_037725480.1|DSUP	LOC108087309|XP_017040116.1|DFIC
OG0001185	LOC119546047|XP_037708134.1|DSUP	LOC108096513|XP_017053625.1|DFIC
OG0001186	LOC119560046|XP_037729280.1|DSUP	LOC108098616|XP_017057171.1|DFIC
OG0001187	LOC119549027|XP_037712638.1|DSUP	LOC108086705|XP_017039199.1|DFIC
OG0001188	LOC119550216|XP_037714705.1|DSUP	LOC108096787|XP_017054151.1|DFIC
OG0001189	LOC119562276|XP_037731377.1|DSUP, LOC119551390|XP_037716643.1|DSUP, LOC119562257|XP_037731358.1|DSUP	LOC108096896|XP_017054330.1|DFIC
OG0001190	LOC119558911|XP_037728035.1|DSUP	LOC108102159|XP_017062340.1|DFIC
OG0001191	LOC119548442|XP_037711629.1|DSUP	LOC108100574|XP_017060045.1|DFIC, LOC108091274|XP_017045877.1|DFIC
OG0001192	LOC119546142|XP_037708180.1|DSUP	LOC108088227|XP_017041425.1|DFIC
OG0001193	LOC119563355|XP_037732633.1|DSUP	LOC108093327|XP_017048807.1|DFIC
OG0001194	LOC119557092|XP_037725579.1|DSUP	LOC108092928|XP_017048280.1|DFIC
OG0001195	LOC119550056|XP_037714443.1|DSUP	LOC108101449|XP_017061276.1|DFIC
OG0001196	LOC119560606|XP_037730065.1|DSUP, LOC119556736|XP_037725070.1|DSUP	LOC108097276|XP_017054963.1|DFIC
OG0001197	LOC119555480|XP_037722818.1|DSUP	LOC108088531|XP_017041863.1|DFIC, LOC108088532|XP_017041864.1|DFIC
OG0001197	LOC119547311|XP_037710040.1|DSUP	LOC108095809|XP_017052570.1|DFIC
OG0001198	LOC119559880|XP_037728944.1|DSUP	LOC108099498|XP_017058548.1|DFIC, LOC108099500|XP_017058549.1|DFIC
OG0001200	LOC119546344|XP_037708482.1|DSUP	LOC108098214|XP_017056477.1|DFIC
OG0001201	LOC119550092|XP_037714503.1|DSUP	LOC108095740|XP_017052410.1|DFIC
OG0001202	LOC119556539|XP_037724751.1|DSUP	LOC108102179|XP_017062371.1|DFIC
OG0001203	LOC119545759|XP_037707576.1|DSUP	LOC108095029|XP_017051387.1|DFIC
OG0001204	LOC119546870|XP_037709404.1|DSUP	LOC108098362|XP_017056697.1|DFIC
OG0001205	LOC119560988|XP_037730694.1|DSUP	LOC108090178|XP_017044250.1|DFIC
OG0001206	LOC119563474|XP_037732813.1|DSUP	LOC108093333|XP_017048818.1|DFIC
OG0001207	LOC119555914|XP_037723535.1|DSUP	LOC108097942|XP_017056022.1|DFIC
OG0001208	LOC119557619|XP_037726366.1|DSUP	LOC108097624|XP_017055536.1|DFIC
OG0001209	LOC119552935|XP_037718817.1|DSUP	LOC108087385|XP_017040217.1|DFIC
OG0001210	LOC119557774|XP_037726600.1|DSUP	LOC108097665|XP_017055601.1|DFIC
OG0001211	LOC119560832|XP_037730407.1|DSUP	LOC108098547|XP_017057033.1|DFIC
OG0001211	LOC119560215|XP_037729502.1|DSUP	LOC108098459|XP_017056853.1|DFIC
OG0001212	LOC119558023|XP_037727078.1|DSUP	LOC108097746|XP_017055744.1|DFIC
OG0001213	LOC119563120|XP_037732293.1|DSUP	LOC108092155|XP_017047162.1|DFIC
OG0001214	LOC119551352|XP_037716604.1|DSUP	LOC108095931|XP_017052757.1|DFIC
OG0001215	LOC119560409|XP_037729770.1|DSUP	LOC108094778|XP_017051044.1|DFIC, LOC108090230|XP_017044314.1|DFIC
OG0001216	LOC119545805|XP_037707617.1|DSUP	LOC108091995|XP_017046909.1|DFIC, LOC108091907|XP_017046780.1|DFIC
OG0001217	LOC119559122|XP_037728127.1|DSUP	LOC108098875|XP_017057553.1|DFIC
OG0001217	LOC119562328|XP_037731414.1|DSUP	LOC108096983|XP_017054456.1|DFIC
OG0001218	LOC119554891|XP_037721918.1|DSUP	LOC108091637|XP_017046427.1|DFIC
OG0001220	LOC119549950|XP_037714262.1|DSUP	LOC108094233|XP_017050181.1|DFIC
OG0001221	LOC119550158|XP_037714599.1|DSUP	LOC108094845|XP_017051137.1|DFIC
OG0001222	LOC119562932|XP_037732012.1|DSUP	LOC108097695|XP_017055655.1|DFIC
OG0001223	LOC119559609|XP_037728561.1|DSUP	LOC108101761|XP_017061715.1|DFIC
OG0001224	LOC119551707|XP_037717107.1|DSUP	LOC108090475|XP_017044660.1|DFIC
OG0001225	LOC119549056|XP_037712682.1|DSUP	LOC108093944|XP_017049819.1|DFIC
OG0001226	LOC119550442|XP_037715045.1|DSUP	LOC108086445|XP_017038852.1|DFIC
OG0001227	LOC119547158|XP_037709807.1|DSUP	LOC108100844|XP_017060411.1|DFIC
OG0001228	LOC119556908|XP_037725323.1|DSUP	LOC108094669|XP_017050871.1|DFIC
OG0001229	LOC119559702|XP_037728690.1|DSUP	LOC108101398|XP_017061207.1|DFIC
OG0001229	LOC119562379|XP_037731468.1|DSUP	LOC108101089|XP_017060785.1|DFIC
OG0001230	LOC119549514|XP_037713553.1|DSUP	LOC108090471|XP_017044658.1|DFIC
OG0001231	LOC119561872|XP_037731277.1|DSUP, LOC119562502|XP_037731640.1|DSUP, LOC119562573|XP_037731714.1|DSUP, LOC119562497|XP_037731633.1|DSUP, LOC119562496|XP_037731631.1|DSUP, LOC119562499|XP_037731635.1|DSUP, LOC119562495|XP_037731629.1|DSUP, LOC119561858|XP_037731267.1|DSUP	LOC108100860|XP_017060432.1|DFIC
OG0001232	LOC119546722|XP_037709139.1|DSUP	LOC108101826|XP_017061818.1|DFIC, LOC108100837|XP_017060398.1|DFIC
OG0001233	LOC119547015|XP_037709612.1|DSUP	LOC108100803|XP_017060355.1|DFIC
OG0001234	LOC119550863|XP_037715770.1|DSUP	LOC108093923|XP_017049781.1|DFIC
OG0001235	LOC119547903|XP_037710869.1|DSUP	LOC108091548|XP_017046308.1|DFIC
OG0001236	LOC119553005|XP_037718956.1|DSUP	LOC108100559|XP_017060022.1|DFIC
OG0001236	LOC119553147|XP_037719290.1|DSUP	LOC108100406|XP_017059781.1|DFIC
OG0001237	LOC119554521|XP_037721394.1|DSUP	LOC108086916|XP_017039481.1|DFIC
OG0001237	LOC119561033|XP_037730788.1|DSUP	LOC108101050|XP_017060723.1|DFIC
OG0001238	LOC119546860|XP_037709393.1|DSUP	LOC108095819|XP_017052581.1|DFIC
OG0001240	LOC119563461|XP_037732798.1|DSUP	LOC108095700|XP_017052360.1|DFIC
OG0001241	LOC119549832|XP_037714039.1|DSUP	LOC108086647|XP_017039114.1|DFIC
OG0001242	LOC119556422|XP_037724566.1|DSUP	LOC108095596|XP_017052250.1|DFIC
OG0001243	LOC119553073|XP_037719130.1|DSUP	LOC108088882|XP_017042366.1|DFIC
OG0001244	LOC119562918|XP_037731994.1|DSUP	LOC108091983|XP_017046882.1|DFIC
OG0001245	LOC119558556|XP_037727949.1|DSUP	LOC108093303|XP_017048767.1|DFIC
OG0001246	LOC119549519|XP_037713560.1|DSUP	LOC108090941|XP_017045366.1|DFIC
OG0001247	LOC119562619|XP_037731772.1|DSUP	LOC108098771|XP_017057396.1|DFIC
OG0001248	LOC119553839|XP_037720407.1|DSUP	LOC108093908|XP_017049766.1|DFIC
OG0001249	LOC119557215|XP_037725801.1|DSUP	LOC108092880|XP_017048211.1|DFIC
OG0001251	LOC119559789|XP_037728798.1|DSUP	LOC108096121|XP_017052986.1|DFIC
OG0001251	LOC119559787|XP_037728796.1|DSUP	LOC108096130|XP_017052996.1|DFIC
OG0001252	LOC119556560|XP_037724786.1|DSUP, LOC119545761|XP_037707534.1|DSUP, LOC119556553|XP_037724774.1|DSUP	LOC108097605|XP_017055502.1|DFIC
OG0001253	LOC119550120|XP_037714531.1|DSUP	LOC108086638|XP_017039104.1|DFIC
OG0001254	LOC119551947|XP_037717565.1|DSUP	LOC108094801|XP_017051061.1|DFIC
OG0001255	LOC119549301|XP_037713188.1|DSUP	LOC108094034|XP_017049955.1|DFIC
OG0001256	LOC119551954|XP_037717577.1|DSUP	LOC108090710|XP_017044992.1|DFIC
OG0001257	LOC119546202|XP_037708383.1|DSUP	LOC108095004|XP_017051328.1|DFIC
OG0001258	LOC119560373|XP_037729707.1|DSUP	LOC108097742|XP_017055738.1|DFIC
OG0001259	LOC119557181|XP_037725723.1|DSUP	LOC108092903|XP_017048243.1|DFIC
OG0001260	LOC119560515|XP_037729918.1|DSUP	LOC108098965|XP_017057668.1|DFIC
OG0001261	LOC119556009|XP_037723704.1|DSUP	LOC108098119|XP_017056328.1|DFIC, LOC108093442|XP_017048994.1|DFIC
OG0001262	LOC119552656|XP_037718288.1|DSUP	LOC108099826|XP_017058945.1|DFIC
OG0001263	LOC119562902|XP_037731956.1|DSUP	LOC108099578|XP_017058671.1|DFIC
OG0001264	LOC119547259|XP_037709966.1|DSUP	LOC108092540|XP_017047657.1|DFIC
OG0001265	LOC119556657|XP_037724927.1|DSUP	LOC108097223|XP_017054867.1|DFIC
OG0001266	LOC119551094|XP_037716201.1|DSUP	LOC108096907|XP_017054346.1|DFIC
OG0001267	LOC119560443|XP_037729815.1|DSUP	LOC108099590|XP_017058687.1|DFIC
OG0001268	LOC119552175|XP_037717938.1|DSUP	LOC108087103|XP_017039774.1|DFIC
OG0001269	LOC119549170|XP_037712897.1|DSUP	LOC108093776|XP_017049536.1|DFIC
OG0001270	LOC119560691|XP_037730197.1|DSUP	LOC108090133|XP_017044158.1|DFIC
OG0001271	LOC119550516|XP_037715153.1|DSUP	LOC108093967|XP_017049862.1|DFIC
OG0001272	LOC119553294|XP_037719537.1|DSUP	LOC108100611|XP_017060089.1|DFIC
OG0001273	LOC119559845|XP_037728877.1|DSUP	LOC108091920|XP_017046795.1|DFIC
OG0001274	LOC119553327|XP_037719586.1|DSUP	LOC108100517|XP_017059963.1|DFIC
OG0001275	LOC119556566|XP_037724790.1|DSUP	LOC108097678|XP_017055629.1|DFIC
OG0001276	LOC119553759|XP_037720292.1|DSUP	LOC108099901|XP_017059053.1|DFIC
OG0001276	LOC119554393|XP_037721202.1|DSUP	LOC108099192|XP_017058053.1|DFIC
OG0001277	LOC119553677|XP_037720149.1|DSUP	LOC108099032|XP_017057777.1|DFIC
OG0001278	LOC119555287|XP_037722524.1|DSUP	LOC108087423|XP_017040259.1|DFIC
OG0001279	LOC119554312|XP_037721100.1|DSUP	LOC108087578|XP_017040499.1|DFIC
OG0001280	LOC119555277|XP_037722509.1|DSUP	LOC108099119|XP_017057940.1|DFIC
OG0001281	LOC119553741|XP_037720266.1|DSUP	LOC108100655|XP_017060155.1|DFIC
OG0001282	LOC119546363|XP_037708520.1|DSUP	LOC108092459|XP_017047537.1|DFIC
OG0001283	LOC119552056|XP_037717743.1|DSUP	LOC108093722|XP_017049421.1|DFIC
OG0001284	LOC119561887|XP_037731285.1|DSUP	LOC108086362|XP_017038751.1|DFIC, LOC108096102|XP_017052968.1|DFIC
OG0001284	LOC119562446|XP_037731559.1|DSUP	LOC108101730|XP_017061671.1|DFIC
OG0001285	LOC119554067|XP_037720737.1|DSUP	LOC108099616|XP_017058731.1|DFIC
OG0001286	LOC119547974|XP_037710953.1|DSUP	LOC108089976|XP_017043966.1|DFIC
OG0001287	LOC119563345|XP_037732620.1|DSUP	LOC108098972|XP_017057677.1|DFIC
OG0001288	LOC119547333|XP_037710071.1|DSUP	LOC108091443|XP_017046126.1|DFIC
OG0001289	LOC119547687|XP_037710579.1|DSUP	LOC108089962|XP_017043944.1|DFIC
OG0001290	LOC119548883|XP_037712443.1|DSUP	LOC108090142|XP_017044219.1|DFIC
OG0001291	LOC119549961|XP_037714280.1|DSUP	LOC108090965|XP_017045400.1|DFIC
OG0001292	LOC119549082|XP_037712724.1|DSUP	LOC108090377|XP_017044496.1|DFIC
OG0001293	LOC119557253|XP_037725865.1|DSUP	LOC108091355|XP_017045996.1|DFIC
OG0001294	LOC119553883|XP_037720470.1|DSUP	LOC108089690|XP_017043526.1|DFIC
OG0001294	LOC119563394|XP_037732680.1|DSUP	LOC108098793|XP_017057422.1|DFIC
OG0001295	LOC119557546|XP_037726248.1|DSUP	LOC108094703|XP_017050928.1|DFIC
OG0001296	LOC119559695|XP_037728681.1|DSUP, LOC119559694|XP_037728680.1|DSUP, LOC119559699|XP_037728688.1|DSUP	LOC108101523|XP_017061386.1|DFIC
OG0001297	LOC119550693|XP_037715490.1|DSUP	LOC108099338|XP_017058302.1|DFIC
OG0001298	LOC119560877|XP_037730480.1|DSUP	LOC108098657|XP_017057221.1|DFIC
OG0001299	LOC119553235|XP_037719431.1|DSUP	LOC108096318|XP_017053311.1|DFIC
OG0001300	LOC119563143|XP_037732328.1|DSUP	LOC108087203|XP_017039958.1|DFIC
OG0001301	LOC119546140|XP_037708174.1|DSUP	LOC108088140|XP_017041293.1|DFIC
OG0001302	LOC119551265|XP_037716451.1|DSUP	LOC108094946|XP_017051296.1|DFIC
OG0001303	LOC119545844|XP_037707738.1|DSUP	LOC108097875|XP_017055903.1|DFIC
OG0001304	LOC119549848|XP_037714069.1|DSUP	LOC108096813|XP_017054193.1|DFIC
OG0001305	LOC119560692|XP_037730198.1|DSUP	LOC108090134|XP_017044159.1|DFIC
OG0001306	LOC119563155|XP_037732342.1|DSUP	LOC108087001|XP_017039627.1|DFIC
OG0001307	LOC119555377|XP_037722648.1|DSUP	LOC108093114|XP_017048544.1|DFIC
OG0001308	LOC119556279|XP_037724257.1|DSUP	LOC108091347|XP_017045987.1|DFIC
OG0001309	LOC119563087|XP_037732245.1|DSUP	LOC108087016|XP_017039672.1|DFIC
OG0001310	LOC119557283|XP_037725899.1|DSUP	LOC108088726|XP_017042162.1|DFIC
OG0001311	LOC119557011|XP_037725473.1|DSUP	LOC108088611|XP_017041988.1|DFIC
OG0001313	LOC119550037|XP_037714401.1|DSUP	LOC108086759|XP_017039287.1|DFIC
OG0001314	LOC119546871|XP_037709405.1|DSUP	LOC108098363|XP_017056698.1|DFIC
OG0001315	LOC119556977|XP_037725423.1|DSUP	LOC108097095|XP_017054641.1|DFIC
OG0001316	LOC119549929|XP_037714199.1|DSUP	LOC108090458|XP_017044639.1|DFIC
OG0001316	LOC119549883|XP_037714116.1|DSUP	LOC108090251|XP_017044335.1|DFIC
OG0001317	LOC119546577|XP_037708901.1|DSUP	LOC108098441|XP_017056827.1|DFIC, LOC108098656|XP_017057224.1|DFIC
OG0001318	LOC119546361|XP_037708516.1|DSUP	LOC108092457|XP_017047533.1|DFIC
OG0001319	LOC119546688|XP_037709093.1|DSUP	LOC108090060|XP_017044057.1|DFIC
OG0001320	LOC119549119|XP_037712801.1|DSUP	LOC108086767|XP_017039301.1|DFIC
OG0001321	LOC119551692|XP_037717089.1|DSUP	LOC108095245|XP_017051760.1|DFIC
OG0001322	LOC119563238|XP_037732472.1|DSUP	LOC108102073|XP_017062203.1|DFIC
OG0001322	LOC119560752|XP_037730297.1|DSUP	LOC108090150|XP_017044195.1|DFIC
OG0001323	LOC119547934|XP_037710909.1|DSUP	LOC108091433|XP_017046113.1|DFIC
OG0001323	LOC119547598|XP_037710446.1|DSUP	LOC108091419|XP_017046100.1|DFIC, LOC108091420|XP_017046101.1|DFIC
OG0001324	LOC119547465|XP_037710278.1|DSUP	LOC108090594|XP_017044835.1|DFIC
OG0001325	LOC119561099|XP_037730921.1|DSUP, LOC119559575|XP_037728523.1|DSUP	LOC108099503|XP_017058554.1|DFIC
OG0001325	LOC119559576|XP_037728524.1|DSUP, LOC119561098|XP_037730920.1|DSUP	LOC108099502|XP_017058552.1|DFIC
OG0001326	LOC119549110|XP_037712789.1|DSUP	LOC108099489|XP_017058538.1|DFIC
OG0001328	LOC119557638|XP_037726400.1|DSUP	LOC108094616|XP_017050787.1|DFIC
OG0001329	LOC119557309|XP_037725949.1|DSUP	LOC108097925|XP_017055967.1|DFIC
OG0001330	LOC119558313|XP_037727646.1|DSUP	LOC108097565|XP_017055435.1|DFIC
OG0001331	LOC119557248|XP_037725862.1|DSUP	LOC108097345|XP_017055070.1|DFIC
OG0001332	LOC119557604|XP_037726335.1|DSUP	LOC108098047|XP_017056208.1|DFIC
OG0001333	LOC119548480|XP_037711679.1|DSUP	LOC108092555|XP_017047678.1|DFIC
OG0001334	LOC119556508|XP_037724703.1|DSUP	LOC108099594|XP_017058692.1|DFIC
OG0001335	LOC119558505|XP_037727940.1|DSUP	LOC108088046|XP_017041170.1|DFIC
OG0001337	LOC119557147|XP_037725659.1|DSUP	LOC108098033|XP_017056177.1|DFIC
OG0001338	LOC119552185|XP_037717958.1|DSUP	LOC108093804|XP_017049601.1|DFIC
OG0001339	LOC119549735|XP_037713905.1|DSUP, LOC119551318|XP_037716542.1|DSUP	LOC108086719|XP_017039228.1|DFIC
OG0001340	LOC119561792|XP_037731199.1|DSUP	LOC108086354|XP_017038744.1|DFIC
OG0001341	LOC119563288|XP_037732543.1|DSUP	LOC108099633|XP_017058751.1|DFIC
OG0001342	LOC119563418|XP_037732716.1|DSUP	LOC108088525|XP_017041855.1|DFIC
OG0001343	LOC119560938|XP_037730602.1|DSUP	LOC108091763|XP_017046597.1|DFIC
OG0001344	LOC119562448|XP_037731564.1|DSUP	LOC108086785|XP_017039314.1|DFIC
OG0001345	LOC119560465|XP_037729853.1|DSUP	LOC108098818|XP_017057461.1|DFIC
OG0001346	LOC119563230|XP_037732463.1|DSUP	LOC108099586|XP_017058681.1|DFIC
OG0001347	LOC119557743|XP_037726557.1|DSUP	LOC108100927|XP_017060556.1|DFIC
OG0001348	LOC119555807|XP_037723354.1|DSUP	LOC108098040|XP_017056194.1|DFIC
OG0001349	LOC119552779|XP_037718518.1|DSUP	LOC108089006|XP_017042568.1|DFIC
OG0001350	LOC119555171|XP_037722350.1|DSUP	LOC108100715|XP_017060236.1|DFIC
OG0001351	LOC119550066|XP_037714458.1|DSUP	LOC108093699|XP_017049378.1|DFIC
OG0001352	LOC119559373|XP_037728341.1|DSUP, LOC119559440|XP_037728468.1|DSUP	LOC108091132|XP_017045651.1|DFIC
OG0001353	LOC119554207|XP_037720937.1|DSUP	LOC108096326|XP_017053347.1|DFIC
OG0001354	LOC119558813|XP_037728007.1|DSUP, LOC119550630|XP_037715390.1|DSUP	LOC108087693|XP_017040691.1|DFIC
OG0001355	LOC119549953|XP_037714265.1|DSUP	LOC108096872|XP_017054290.1|DFIC
OG0001356	LOC119545786|XP_037707590.1|DSUP	LOC108092118|XP_017047107.1|DFIC
OG0001357	LOC119553082|XP_037719159.1|DSUP	LOC108096226|XP_017053109.1|DFIC
OG0001358	LOC119555505|XP_037722851.1|DSUP	LOC108088284|XP_017041494.1|DFIC
OG0001359	LOC119548053|XP_037711063.1|DSUP	LOC108088158|XP_017041311.1|DFIC
OG0001360	LOC119550027|XP_037714378.1|DSUP	LOC108090733|XP_017045045.1|DFIC
OG0001361	LOC119553103|XP_037719200.1|DSUP	LOC108087421|XP_017040257.1|DFIC
OG0001362	LOC119555291|XP_037722535.1|DSUP	LOC108087431|XP_017040274.1|DFIC
OG0001363	LOC119560945|XP_037730611.1|DSUP	LOC108101018|XP_017060672.1|DFIC
OG0001364	LOC119550703|XP_037715506.1|DSUP	LOC108086608|XP_017039072.1|DFIC
OG0001365	LOC119552832|XP_037718615.1|DSUP	LOC108093107|XP_017048537.1|DFIC, LOC108089004|XP_017042565.1|DFIC
OG0001366	LOC119552893|XP_037718736.1|DSUP	LOC108096355|XP_017053393.1|DFIC
OG0001367	LOC119549182|XP_037712920.1|DSUP	LOC108096795|XP_017054163.1|DFIC
OG0001368	LOC119550161|XP_037714620.1|DSUP	LOC108090480|XP_017044668.1|DFIC
OG0001369	LOC119557448|XP_037726141.1|DSUP, LOC119556755|XP_037725105.1|DSUP	LOC108097650|XP_017055570.1|DFIC
OG0001370	LOC119549036|XP_037712647.1|DSUP	LOC108087732|XP_017040742.1|DFIC
OG0001372	LOC119549941|XP_037714251.1|DSUP	LOC108101854|XP_017061863.1|DFIC
OG0001373	LOC119548312|XP_037711416.1|DSUP	LOC108093443|XP_017048996.1|DFIC
OG0001374	LOC119551721|XP_037717150.1|DSUP	LOC108101528|XP_017061389.1|DFIC
OG0001375	LOC119560413|XP_037729776.1|DSUP	LOC108091390|XP_017046060.1|DFIC
OG0001376	LOC119552021|XP_037717686.1|DSUP	LOC108086400|XP_017038791.1|DFIC
OG0001377	LOC119546178|XP_037708229.1|DSUP	LOC108100852|XP_017060420.1|DFIC
OG0001378	LOC119546918|XP_037709475.1|DSUP	LOC108088219|XP_017041414.1|DFIC
OG0001379	LOC119548001|XP_037710988.1|DSUP	LOC108092522|XP_017047633.1|DFIC
OG0001380	LOC119559143|XP_037728133.1|DSUP, LOC119559153|XP_037728151.1|DSUP	LOC108101343|XP_017061138.1|DFIC
OG0001381	LOC119549051|XP_037712673.1|DSUP	LOC108090430|XP_017044590.1|DFIC
OG0001382	LOC119548673|XP_037712040.1|DSUP	LOC108092364|XP_017047390.1|DFIC
OG0001383	LOC119550522|XP_037715160.1|DSUP	LOC108090520|XP_017044728.1|DFIC
OG0001384	LOC119548597|XP_037711881.1|DSUP	LOC108101177|XP_017060897.1|DFIC
OG0001385	LOC119546162|XP_037708209.1|DSUP	LOC108101194|XP_017060926.1|DFIC
OG0001387	LOC119548180|XP_037711222.1|DSUP	LOC108100877|XP_017060460.1|DFIC
OG0001388	LOC119548680|XP_037712052.1|DSUP	LOC108089206|XP_017042845.1|DFIC
OG0001389	LOC119563272|XP_037732522.1|DSUP	LOC108091710|XP_017046537.1|DFIC
OG0001390	LOC119548425|XP_037711593.1|DSUP	LOC108101278|XP_017061060.1|DFIC
OG0001391	LOC119547480|XP_037710293.1|DSUP	LOC108101169|XP_017060886.1|DFIC
OG0001392	LOC119556605|XP_037724846.1|DSUP	LOC108092972|XP_017048349.1|DFIC
OG0001393	LOC119546571|XP_037708892.1|DSUP	LOC108101219|XP_017060956.1|DFIC
OG0001394	LOC119547700|XP_037710602.1|DSUP	LOC108089179|XP_017042803.1|DFIC
OG0001395	LOC119560179|XP_037729471.1|DSUP	LOC108098936|XP_017057630.1|DFIC
OG0001396	LOC119556634|XP_037724888.1|DSUP	LOC108095368|XP_017051938.1|DFIC
OG0001397	LOC119563138|XP_037732323.1|DSUP	LOC108102077|XP_017062209.1|DFIC
OG0001398	LOC119558395|XP_037727850.1|DSUP	LOC108091240|XP_017045840.1|DFIC
OG0001399	LOC119559607|XP_037728548.1|DSUP	LOC108086330|XP_017038720.1|DFIC
OG0001400	LOC119562986|XP_037732092.1|DSUP	LOC108087120|XP_017039791.1|DFIC
OG0001401	LOC119553731|XP_037720247.1|DSUP	LOC108100215|XP_017059481.1|DFIC
OG0001402	LOC119555472|XP_037722806.1|DSUP	LOC108096292|XP_017053254.1|DFIC
OG0001402	LOC119555462|XP_037722796.1|DSUP	LOC108096459|XP_017053555.1|DFIC
OG0001403	LOC119554938|XP_037721975.1|DSUP	LOC108088928|XP_017042439.1|DFIC
OG0001404	LOC119549017|XP_037712589.1|DSUP	LOC108094886|XP_017051212.1|DFIC
OG0001405	LOC119551134|XP_037716252.1|DSUP	LOC108090766|XP_017045094.1|DFIC
OG0001406	LOC119556079|XP_037723859.1|DSUP	LOC108091032|XP_017045472.1|DFIC
OG0001407	LOC119555297|XP_037722541.1|DSUP	LOC108099890|XP_017059035.1|DFIC
OG0001408	LOC119550043|XP_037714424.1|DSUP	LOC108093661|XP_017049330.1|DFIC
OG0001411	LOC119560586|XP_037730040.1|DSUP	LOC108091902|XP_017046774.1|DFIC
OG0001412	LOC119546053|XP_037708045.1|DSUP	LOC108098225|XP_017056496.1|DFIC
OG0001412	LOC119547293|XP_037710009.1|DSUP	LOC108092268|XP_017047290.1|DFIC
OG0001413	LOC119551129|XP_037716241.1|DSUP	LOC108093973|XP_017049869.1|DFIC
OG0001413	LOC119550766|XP_037715619.1|DSUP	LOC108093977|XP_017049873.1|DFIC
OG0001414	LOC119551623|XP_037716974.1|DSUP	LOC108096553|XP_017053731.1|DFIC
OG0001414	LOC119551624|XP_037716975.1|DSUP	LOC108096554|XP_017053732.1|DFIC
OG0001415	LOC119549650|XP_037713763.1|DSUP	LOC108101798|XP_017061763.1|DFIC
OG0001416	LOC119548431|XP_037711603.1|DSUP	LOC108088170|XP_017041332.1|DFIC
OG0001416	LOC119555347|XP_037722613.1|DSUP	LOC108100298|XP_017059585.1|DFIC
OG0001417	LOC119557141|XP_037725651.1|DSUP	LOC108098069|XP_017056250.1|DFIC, LOC108098067|XP_017056247.1|DFIC, LOC108098068|XP_017056249.1|DFIC
OG0001418	LOC119553899|XP_037720497.1|DSUP	LOC108096002|XP_017052841.1|DFIC
OG0001418	LOC119553289|XP_037719528.1|DSUP	LOC108095971|XP_017052806.1|DFIC
OG0001419	LOC119547515|XP_037710336.1|DSUP	LOC108100943|XP_017060578.1|DFIC
OG0001420	LOC119563108|XP_037732279.1|DSUP	LOC108099561|XP_017058638.1|DFIC
OG0001421	LOC119548585|XP_037711846.1|DSUP	LOC108102026|XP_017062118.1|DFIC
OG0001421	LOC119546058|XP_037708054.1|DSUP, LOC119546425|XP_037708621.1|DSUP	LOC108092406|XP_017047460.1|DFIC
OG0001422	LOC119555345|XP_037722611.1|DSUP	LOC108100673|XP_017060178.1|DFIC
OG0001423	LOC119554548|XP_037721442.1|DSUP	LOC108097991|XP_017056118.1|DFIC
OG0001425	LOC119551553|XP_037716876.1|DSUP, LOC119551552|XP_037716875.1|DSUP	LOC108086297|XP_017038678.1|DFIC
OG0001426	LOC119548530|XP_037711752.1|DSUP	LOC108092425|XP_017047483.1|DFIC
OG0001427	LOC119551811|XP_037717300.1|DSUP	LOC108090374|XP_017044493.1|DFIC
OG0001427	LOC119547357|XP_037710102.1|DSUP	LOC108101031|XP_017060692.1|DFIC
OG0001428	LOC119554421|XP_037721238.1|DSUP	LOC108086889|XP_017039439.1|DFIC
OG0001428	LOC119552040|XP_037717710.1|DSUP, LOC119552042|XP_037717712.1|DSUP	LOC108086686|XP_017039168.1|DFIC
OG0001429	LOC119559983|XP_037729169.1|DSUP	LOC108091857|XP_017046726.1|DFIC
OG0001430	LOC119559866|XP_037728902.1|DSUP	LOC108091624|XP_017046409.1|DFIC
OG0001431	LOC119556661|XP_037724937.1|DSUP, LOC119556061|XP_037723796.1|DSUP	LOC108088574|XP_017041912.1|DFIC
OG0001432	LOC119558189|XP_037727396.1|DSUP	LOC108098110|XP_017056313.1|DFIC
OG0001433	LOC119549033|XP_037712648.1|DSUP	LOC108095972|XP_017052803.1|DFIC
OG0001434	LOC119557942|XP_037726888.1|DSUP	LOC108091337|XP_017045969.1|DFIC
OG0001435	LOC119549241|XP_037713067.1|DSUP	LOC108101488|XP_017061328.1|DFIC
OG0001436	LOC119557524|XP_037726225.1|DSUP	LOC108092893|XP_017048230.1|DFIC
OG0001437	LOC119546569|XP_037708889.1|DSUP	LOC108100978|XP_017060621.1|DFIC
OG0001438	LOC119548441|XP_037711632.1|DSUP	LOC108097493|XP_017055285.1|DFIC
OG0001439	LOC119563005|XP_037732122.1|DSUP	LOC108093349|XP_017048846.1|DFIC
OG0001440	LOC119557887|XP_037726818.1|DSUP	LOC108097449|XP_017055210.1|DFIC
OG0001441	LOC119557700|XP_037726502.1|DSUP	LOC108088688|XP_017042117.1|DFIC
OG0001442	LOC119546787|XP_037709272.1|DSUP	LOC108088206|XP_017041396.1|DFIC
OG0001443	LOC119550919|XP_037715863.1|DSUP	LOC108099432|XP_017058455.1|DFIC
OG0001444	LOC119560748|XP_037730293.1|DSUP, LOC119559263|XP_037728262.1|DSUP	LOC108099544|XP_017058608.1|DFIC
