Orthogroup	DSUP.longest_only	DALB.longest_only
OG0000464	LOC119547646|XP_037710515.1|DSUP	LOC117563862|XP_034098309.1|DALB
OG0000464	LOC119548375|XP_037711521.1|DSUP	LOC117566161|XP_034101552.1|DALB
OG0000465	LOC119553937|XP_037720558.1|DSUP	LOC117576223|XP_034116725.1|DALB
OG0000465	LOC119551019|XP_037716006.1|DSUP	LOC117576222|XP_034116722.1|DALB
OG0000466	LOC119556223|XP_037724135.1|DSUP	LOC117570655|XP_034108330.1|DALB
OG0000466	LOC119547429|XP_037710216.1|DSUP	LOC117564787|XP_034099588.1|DALB
OG0000467	LOC119549785|XP_037713975.1|DSUP	LOC117571055|XP_034108913.1|DALB
OG0000467	LOC119551145|XP_037716264.1|DSUP	LOC117568018|XP_034104237.1|DALB
OG0000468	LOC119549197|XP_037712954.1|DSUP	LOC117571922|XP_034110294.1|DALB
OG0000469	LOC119548647|XP_037711978.1|DSUP	LOC117565858|XP_034101077.1|DALB
OG0000469	LOC119548833|XP_037712378.1|DSUP	LOC117565982|XP_034101278.1|DALB
OG0000470	LOC119553299|XP_037719544.1|DSUP	LOC117567360|XP_034103189.1|DALB
OG0000470	LOC119554542|XP_037721428.1|DSUP	LOC117570696|XP_034108390.1|DALB
OG0000471	LOC119553517|XP_037719868.1|DSUP, LOC119547807|XP_037710752.1|DSUP	LOC117571140|XP_034109033.1|DALB
OG0000471	LOC119547024|XP_037709623.1|DSUP	LOC117564774|XP_034099564.1|DALB
OG0000473	LOC119558127|XP_037727287.1|DSUP	LOC117578220|XP_034119485.1|DALB
OG0000473	LOC119556920|XP_037725334.1|DSUP	LOC117573572|XP_034112789.1|DALB
OG0000474	LOC119556157|XP_037723986.1|DSUP	LOC117567868|XP_034104029.1|DALB
OG0000474	LOC119553891|XP_037720485.1|DSUP	LOC117568378|XP_034104876.1|DALB
OG0000475	LOC119559750|XP_037728746.1|DSUP	LOC117575976|XP_034116347.1|DALB
OG0000475	LOC119560956|XP_037730632.1|DSUP, LOC119560370|XP_037729704.1|DSUP	LOC117568537|XP_034105146.1|DALB, LOC117575974|XP_034116343.1|DALB
OG0000476	LOC119562906|XP_037731975.1|DSUP, LOC119562907|XP_037731976.1|DSUP	LOC117574092|XP_034113618.1|DALB
OG0000476	LOC119562908|XP_037731977.1|DSUP	LOC117574302|XP_034113999.1|DALB
OG0000477	LOC119560825|XP_037730399.1|DSUP	LOC117576734|XP_034117651.1|DALB
OG0000477	LOC119560902|XP_037730528.1|DSUP	LOC117576735|XP_034117653.1|DALB
OG0000478	LOC119558374|XP_037727818.1|DSUP	LOC117577931|XP_034118825.1|DALB
OG0000478	LOC119548777|XP_037712256.1|DSUP	LOC117574156|XP_034113728.1|DALB
OG0000479	LOC119563043|XP_037732176.1|DSUP, LOC119551584|XP_037716916.1|DSUP	LOC117576315|XP_034116861.1|DALB
OG0000480	LOC119547784|XP_037710722.1|DSUP	LOC117564375|XP_034098985.1|DALB
OG0000480	LOC119547155|XP_037709804.1|DSUP	LOC117564374|XP_034098982.1|DALB
OG0000482	LOC119563408|XP_037732703.1|DSUP	LOC117576116|XP_034116565.1|DALB
OG0000482	LOC119560879|XP_037730484.1|DSUP	LOC117576192|XP_034116676.1|DALB
OG0000483	LOC119563480|XP_037732832.1|DSUP	LOC117574894|XP_034114822.1|DALB
OG0000483	LOC119563478|XP_037732830.1|DSUP	LOC117573301|XP_034112297.1|DALB
OG0000484	LOC119559833|XP_037728856.1|DSUP	LOC117575936|XP_034116287.1|DALB
OG0000484	LOC119559831|XP_037728852.1|DSUP	LOC117576719|XP_034117630.1|DALB
OG0000485	LOC119555018|XP_037722089.1|DSUP	LOC117568025|XP_034104248.1|DALB
OG0000485	LOC119555017|XP_037722088.1|DSUP	LOC117570784|XP_034108516.1|DALB, LOC117570783|XP_034108515.1|DALB, LOC117570785|XP_034108517.1|DALB
OG0000486	LOC119550087|XP_037714492.1|DSUP, LOC119558810|XP_037728003.1|DSUP	LOC117568199|XP_034104555.1|DALB
OG0000486	LOC119558807|XP_037728000.1|DSUP, LOC119550085|XP_037714488.1|DSUP	LOC117568193|XP_034104542.1|DALB, LOC117568197|XP_034104553.1|DALB
OG0000487	LOC119550372|XP_037714946.1|DSUP	LOC117572563|XP_034111331.1|DALB
OG0000487	LOC119550950|XP_037715904.1|DSUP	LOC117572562|XP_034111329.1|DALB, LOC117572561|XP_034111328.1|DALB, LOC117568227|XP_034104592.1|DALB
OG0000489	LOC119551509|XP_037716821.1|DSUP	LOC117576379|XP_034116968.1|DALB
OG0000489	LOC119555836|XP_037723392.1|DSUP	LOC117567573|XP_034103540.1|DALB
OG0000490	LOC119557601|XP_037726331.1|DSUP	LOC117578022|XP_034119012.1|DALB
OG0000490	LOC119557466|XP_037726156.1|DSUP	LOC117574832|XP_034114709.1|DALB
OG0000491	LOC119549546|XP_037713623.1|DSUP, LOC119549758|XP_037713930.1|DSUP, LOC119549545|XP_037713622.1|DSUP	LOC117567551|XP_034103500.1|DALB
OG0000492	LOC119550103|XP_037714511.1|DSUP	LOC117569977|XP_034107244.1|DALB
OG0000492	LOC119547796|XP_037710740.1|DSUP	LOC117564509|XP_034099216.1|DALB
OG0000493	LOC119557094|XP_037725588.1|DSUP	LOC117577907|XP_034118795.1|DALB, LOC117574440|XP_034114172.1|DALB, LOC117577876|XP_034118725.1|DALB, LOC117574451|XP_034114183.1|DALB
OG0000494	LOC119556132|XP_037723953.1|DSUP	LOC117566912|XP_034102427.1|DALB, LOC117575488|XP_034115614.1|DALB
OG0000494	LOC119546064|XP_037708061.1|DSUP	LOC117563507|XP_034097772.1|DALB
OG0000495	LOC119556486|XP_037724669.1|DSUP	LOC117570390|XP_034107900.1|DALB
OG0000495	LOC119551816|XP_037717304.1|DSUP	LOC117570750|XP_034108463.1|DALB
OG0000496	LOC119546888|XP_037709433.1|DSUP	LOC117566054|XP_034101400.1|DALB
OG0000496	LOC119547342|XP_037710082.1|DSUP	LOC117565995|XP_034101305.1|DALB
OG0000497	LOC119548544|XP_037711767.1|DSUP	LOC117565266|XP_034100182.1|DALB
OG0000497	LOC119547261|XP_037709967.1|DSUP	LOC117564629|XP_034099376.1|DALB
OG0000498	LOC119562975|XP_037732079.1|DSUP	LOC117573306|XP_034112302.1|DALB
OG0000498	LOC119563177|XP_037732377.1|DSUP	LOC117575291|XP_034115329.1|DALB
OG0000499	LOC119550018|XP_037714370.1|DSUP	LOC117566916|XP_034102428.1|DALB
OG0000499	LOC119555971|XP_037723626.1|DSUP	LOC117578361|XP_034119695.1|DALB
OG0000500	LOC119553258|XP_037719474.1|DSUP	LOC117568873|XP_034105654.1|DALB
OG0000500	LOC119554832|XP_037721834.1|DSUP	LOC117568872|XP_034105653.1|DALB
OG0000502	LOC119549426|XP_037713436.1|DSUP	LOC117570858|XP_034108629.1|DALB
OG0000503	LOC119551982|XP_037717628.1|DSUP, LOC119549899|XP_037714136.1|DSUP	LOC117566793|XP_034102227.1|DALB
OG0000504	LOC119552586|XP_037718148.1|DSUP	LOC117570036|XP_034107352.1|DALB
OG0000505	LOC119556844|XP_037725243.1|DSUP	LOC117573327|XP_034112331.1|DALB
OG0000505	LOC119557494|XP_037726193.1|DSUP	LOC117571310|XP_034109279.1|DALB
OG0000506	LOC119555341|XP_037722609.1|DSUP	LOC117573661|XP_034112880.1|DALB
OG0000506	LOC119552108|XP_037717825.1|DSUP	LOC117573805|XP_034113108.1|DALB
OG0000507	LOC119556852|XP_037725251.1|DSUP	LOC117576971|XP_034118043.1|DALB
OG0000507	LOC119556075|XP_037723826.1|DSUP	LOC117568198|XP_034104558.1|DALB
OG0000508	LOC119553979|XP_037720614.1|DSUP	LOC117571360|XP_034109359.1|DALB
OG0000508	LOC119555548|XP_037722914.1|DSUP	LOC117571471|XP_034109516.1|DALB
OG0000509	LOC119550700|XP_037715502.1|DSUP	LOC117567337|XP_034103147.1|DALB
OG0000509	LOC119550270|XP_037714777.1|DSUP	LOC117567334|XP_034103144.1|DALB
OG0000510	LOC119551511|XP_037716819.1|DSUP, LOC119551510|XP_037716818.1|DSUP	LOC117572436|XP_034111155.1|DALB
OG0000511	LOC119548081|XP_037711094.1|DSUP	LOC117564449|XP_034099117.1|DALB
OG0000511	LOC119548492|XP_037711695.1|DSUP	LOC117564447|XP_034099116.1|DALB
OG0000512	LOC119547590|XP_037710438.1|DSUP	LOC117566003|XP_034101311.1|DALB
OG0000513	LOC119551414|XP_037716682.1|DSUP	LOC117566895|XP_034102401.1|DALB
OG0000513	LOC119548877|XP_037712436.1|DSUP	LOC117565466|XP_034100463.1|DALB
OG0000514	LOC119547752|XP_037710680.1|DSUP	LOC117565332|XP_034100270.1|DALB
OG0000514	LOC119548472|XP_037711668.1|DSUP	LOC117564904|XP_034099748.1|DALB
OG0000515	LOC119555701|XP_037723330.1|DSUP	LOC117573227|XP_034112167.1|DALB
OG0000515	LOC119553084|XP_037719161.1|DSUP	LOC117570797|XP_034108543.1|DALB
OG0000516	LOC119558233|XP_037727481.1|DSUP	LOC117578001|XP_034118993.1|DALB
OG0000516	LOC119558230|XP_037727477.1|DSUP	LOC117564564|XP_034099291.1|DALB
OG0000517	LOC119555469|XP_037722803.1|DSUP	LOC117571811|XP_034110073.1|DALB, LOC117571114|XP_034109000.1|DALB
OG0000518	LOC119555110|XP_037722261.1|DSUP	LOC117572704|XP_034111651.1|DALB
OG0000519	LOC119555882|XP_037723468.1|DSUP, LOC119547567|XP_037710396.1|DSUP, LOC119555356|XP_037722622.1|DSUP, LOC119555216|XP_037722407.1|DSUP	LOC117578139|XP_034119244.1|DALB, LOC117578141|XP_034119248.1|DALB, LOC117578142|XP_034119251.1|DALB, LOC117578140|XP_034119247.1|DALB
OG0000520	LOC119555475|XP_037722811.1|DSUP	LOC117577287|XP_034118155.1|DALB
OG0000521	LOC119556751|XP_037725100.1|DSUP	LOC117577891|XP_034118760.1|DALB
OG0000521	LOC119558358|XP_037727791.1|DSUP	LOC117567494|XP_034103418.1|DALB
OG0000522	LOC119557792|XP_037726623.1|DSUP	LOC117577337|XP_034118181.1|DALB
OG0000523	LOC119563249|XP_037732490.1|DSUP	LOC117574359|XP_034114084.1|DALB
OG0000523	LOC119557999|XP_037727029.1|DSUP	LOC117569690|XP_034106838.1|DALB
OG0000524	LOC119561854|XP_037731265.1|DSUP, LOC119560389|XP_037729746.1|DSUP, LOC119560864|XP_037730465.1|DSUP	LOC117573923|XP_034113327.1|DALB
OG0000525	LOC119552131|XP_037717847.1|DSUP, LOC119552130|XP_037717846.1|DSUP	LOC117567161|XP_034102865.1|DALB
OG0000526	LOC119546880|XP_037709422.1|DSUP	LOC117564252|XP_034098847.1|DALB
OG0000526	LOC119550025|XP_037714376.1|DSUP	LOC117572745|XP_034111713.1|DALB
OG0000527	LOC119546043|XP_037707992.1|DSUP	LOC117565756|XP_034100898.1|DALB
OG0000527	LOC119548336|XP_037711466.1|DSUP	LOC117566242|XP_034101679.1|DALB
OG0000528	LOC119548148|XP_037711176.1|DSUP	LOC117578385|XP_034119712.1|DALB
OG0000529	LOC119547312|XP_037710037.1|DSUP	LOC117565740|XP_034100876.1|DALB
OG0000529	LOC119546038|XP_037707987.1|DSUP	LOC117564582|XP_034099314.1|DALB
OG0000530	LOC119554244|XP_037721007.1|DSUP	LOC117571193|XP_034109126.1|DALB
OG0000530	LOC119553729|XP_037720245.1|DSUP	LOC117571163|XP_034109065.1|DALB, LOC117571162|XP_034109063.1|DALB
OG0000531	LOC119546234|XP_037708307.1|DSUP	LOC117565556|XP_034100615.1|DALB
OG0000532	LOC119560247|XP_037729539.1|DSUP, LOC119560248|XP_037729540.1|DSUP	LOC117576083|XP_034116522.1|DALB
OG0000532	LOC119563214|XP_037732439.1|DSUP	LOC117575284|XP_034115318.1|DALB
OG0000533	LOC119556958|XP_037725394.1|DSUP	LOC117569997|XP_034107280.1|DALB
OG0000533	LOC119560535|XP_037729950.1|DSUP	LOC117573993|XP_034113432.1|DALB
OG0000534	LOC119556759|XP_037725109.1|DSUP	LOC117578034|XP_034119039.1|DALB
OG0000534	LOC119547090|XP_037709717.1|DSUP	LOC117568271|XP_034104653.1|DALB
OG0000535	LOC119549463|XP_037713493.1|DSUP	LOC117567969|XP_034104168.1|DALB
OG0000535	LOC119550511|XP_037715145.1|DSUP	LOC117570234|XP_034107629.1|DALB
OG0000536	LOC119553534|XP_037719887.1|DSUP	LOC117569953|XP_034107207.1|DALB
OG0000537	LOC119551656|XP_037717021.1|DSUP	LOC117570048|XP_034107366.1|DALB
OG0000538	LOC119550241|XP_037714739.1|DSUP	LOC117568064|XP_034104311.1|DALB
OG0000538	LOC119549074|XP_037712710.1|DSUP	LOC117568809|XP_034105561.1|DALB
OG0000539	LOC119558272|XP_037727577.1|DSUP	LOC117574978|XP_034114935.1|DALB
OG0000539	LOC119563390|XP_037732674.1|DSUP	LOC117576115|XP_034116563.1|DALB
OG0000540	LOC119548537|XP_037711758.1|DSUP	LOC117565442|XP_034100424.1|DALB
OG0000542	LOC119550102|XP_037714514.1|DSUP	LOC117574053|XP_034113556.1|DALB
OG0000542	LOC119558078|XP_037727227.1|DSUP	LOC117573207|XP_034112097.1|DALB
OG0000543	LOC119549645|XP_037713761.1|DSUP	LOC117573902|XP_034113301.1|DALB
OG0000543	LOC119551229|XP_037716396.1|DSUP	LOC117572386|XP_034111050.1|DALB
OG0000544	LOC119553676|XP_037720148.1|DSUP	LOC117568673|XP_034105370.1|DALB
OG0000544	LOC119560045|XP_037729278.1|DSUP	LOC117575460|XP_034115560.1|DALB
OG0000545	LOC119552575|XP_037718133.1|DSUP	LOC117575100|XP_034115092.1|DALB
OG0000545	LOC119563262|XP_037732504.1|DSUP	LOC117575101|XP_034115093.1|DALB
OG0000546	LOC119560671|XP_037730172.1|DSUP	LOC117573648|XP_034112859.1|DALB
OG0000546	LOC119556196|XP_037724072.1|DSUP	LOC117577896|XP_034118770.1|DALB
OG0000547	LOC119556648|XP_037724908.1|DSUP, LOC119557051|XP_037725525.1|DSUP, LOC119556772|XP_037725125.1|DSUP, LOC119556640|XP_037724897.1|DSUP, LOC119558617|XP_037727956.1|DSUP	LOC117575130|XP_034115127.1|DALB, LOC117563554|XP_034097825.1|DALB
OG0000548	LOC119555668|XP_037723203.1|DSUP	LOC117571554|XP_034109648.1|DALB
OG0000548	LOC119555109|XP_037722260.1|DSUP	LOC117570985|XP_034108822.1|DALB
OG0000549	LOC119558815|XP_037728011.1|DSUP, LOC119551191|XP_037716321.1|DSUP	LOC117569957|XP_034107218.1|DALB
OG0000550	LOC119552676|XP_037718313.1|DSUP	LOC117570320|XP_034107753.1|DALB
OG0000550	LOC119554777|XP_037721748.1|DSUP	LOC117569649|XP_034106785.1|DALB
OG0000551	LOC119550040|XP_037714421.1|DSUP	LOC117570425|XP_034107964.1|DALB
OG0000552	LOC119563510|XP_037732883.1|DSUP, LOC119554107|XP_037720794.1|DSUP	LOC117576695|XP_034117582.1|DALB
OG0000552	LOC119552699|XP_037718367.1|DSUP	LOC117576694|XP_034117581.1|DALB
OG0000553	LOC119547272|XP_037709982.1|DSUP	LOC117565414|XP_034100389.1|DALB, LOC117565415|XP_034100390.1|DALB, LOC117565417|XP_034100393.1|DALB
OG0000554	LOC119545854|XP_037707757.1|DSUP	LOC117576527|XP_034117241.1|DALB
OG0000554	LOC119555424|XP_037722723.1|DSUP	LOC117574065|XP_034113579.1|DALB
OG0000555	LOC119555182|XP_037722362.1|DSUP	LOC117570039|XP_034107354.1|DALB
OG0000555	LOC119554855|XP_037721863.1|DSUP	LOC117569697|XP_034106847.1|DALB
OG0000556	LOC119556933|XP_037725352.1|DSUP	LOC117569341|XP_034106365.1|DALB
OG0000556	LOC119563045|XP_037732178.1|DSUP	LOC117575005|XP_034114973.1|DALB
OG0000557	LOC119551964|XP_037717597.1|DSUP	LOC117575409|XP_034115480.1|DALB
OG0000557	LOC119557950|XP_037726913.1|DSUP	LOC117576870|XP_034117862.1|DALB
OG0000558	LOC119554608|XP_037721532.1|DSUP	LOC117576425|XP_034117059.1|DALB
OG0000558	LOC119557290|XP_037725909.1|DSUP	LOC117565670|XP_034100797.1|DALB
OG0000559	LOC119557176|XP_037725721.1|DSUP	LOC117575571|XP_034115725.1|DALB
OG0000559	LOC119553494|XP_037719831.1|DSUP	LOC117568325|XP_034104797.1|DALB
OG0000560	LOC119549305|XP_037713192.1|DSUP	LOC117567917|XP_034104087.1|DALB, LOC117567916|XP_034104086.1|DALB
OG0000560	LOC119549304|XP_037713191.1|DSUP	LOC117567915|XP_034104085.1|DALB
OG0000561	LOC119555023|XP_037722096.1|DSUP	LOC117570739|XP_034108452.1|DALB
OG0000561	LOC119555031|XP_037722104.1|DSUP	LOC117570772|XP_034108498.1|DALB
OG0000562	LOC119552742|XP_037718435.1|DSUP	LOC117568411|XP_034104943.1|DALB
OG0000562	LOC119553638|XP_037720040.1|DSUP	LOC117567105|XP_034102777.1|DALB
OG0000563	LOC119554008|XP_037720646.1|DSUP	LOC117571684|XP_034109815.1|DALB
OG0000563	LOC119555484|XP_037722819.1|DSUP	LOC117570842|XP_034108613.1|DALB
OG0000564	LOC119554140|XP_037720846.1|DSUP	LOC117569885|XP_034107115.1|DALB
OG0000564	LOC119553637|XP_037720039.1|DSUP	LOC117569684|XP_034106823.1|DALB
OG0000566	LOC119563384|XP_037732664.1|DSUP	LOC117575463|XP_034115566.1|DALB
OG0000566	LOC119553056|XP_037719100.1|DSUP	LOC117572277|XP_034110872.1|DALB
OG0000567	LOC119557794|XP_037726625.1|DSUP	LOC117577760|XP_034118562.1|DALB
OG0000567	LOC119557882|XP_037726810.1|DSUP	LOC117577978|XP_034118955.1|DALB
OG0000568	LOC119556926|XP_037725342.1|DSUP	LOC117567383|XP_034103226.1|DALB
OG0000568	LOC119560858|XP_037730449.1|DSUP	LOC117573488|XP_034112606.1|DALB
OG0000569	LOC119560297|XP_037729596.1|DSUP	LOC117576605|XP_034117395.1|DALB
OG0000569	LOC119558776|XP_037727992.1|DSUP	LOC117573194|XP_034112079.1|DALB
OG0000570	LOC119563330|XP_037732602.1|DSUP	LOC117576577|XP_034117342.1|DALB
OG0000570	LOC119563105|XP_037732275.1|DSUP	LOC117576578|XP_034117343.1|DALB
OG0000571	LOC119562897|XP_037731944.1|DSUP	LOC117574018|XP_034113497.1|DALB
OG0000571	LOC119548884|XP_037712461.1|DSUP	LOC117576764|XP_034117702.1|DALB
OG0000572	LOC119555588|XP_037723003.1|DSUP	LOC117574189|XP_034113773.1|DALB
OG0000572	LOC119563091|XP_037732250.1|DSUP	LOC117575540|XP_034115685.1|DALB
OG0000573	LOC119553735|XP_037720257.1|DSUP	LOC117568114|XP_034104406.1|DALB
OG0000573	LOC119552032|XP_037717699.1|DSUP	LOC117566653|XP_034102087.1|DALB
OG0000574	LOC119554151|XP_037720867.1|DSUP	LOC117567035|XP_034102632.1|DALB
OG0000574	LOC119560014|XP_037729226.1|DSUP	LOC117575445|XP_034115546.1|DALB
OG0000575	LOC119554674|XP_037721604.1|DSUP	LOC117570493|XP_034108078.1|DALB
OG0000575	LOC119553127|XP_037719247.1|DSUP	LOC117570894|XP_034108687.1|DALB
OG0000576	LOC119560366|XP_037729700.1|DSUP, LOC119560201|XP_037729492.1|DSUP	LOC117576193|XP_034116677.1|DALB
OG0000577	LOC119546576|XP_037708900.1|DSUP	LOC117563678|XP_034097996.1|DALB
OG0000577	LOC119546139|XP_037708173.1|DSUP	LOC117563369|XP_034097560.1|DALB
OG0000578	LOC119546980|XP_037709557.1|DSUP	LOC117563541|XP_034097811.1|DALB
OG0000578	LOC119551660|XP_037717026.1|DSUP	LOC117566833|XP_034102300.1|DALB
OG0000579	LOC119560442|XP_037729813.1|DSUP	LOC117574311|XP_034114011.1|DALB
OG0000579	LOC119554913|XP_037721944.1|DSUP	LOC117568033|XP_034104264.1|DALB
OG0000580	LOC119563049|XP_037732185.1|DSUP	LOC117573545|XP_034112716.1|DALB
OG0000580	LOC119563050|XP_037732186.1|DSUP	LOC117573543|XP_034112713.1|DALB
OG0000581	LOC119559900|XP_037728991.1|DSUP	LOC117574002|XP_034113459.1|DALB
OG0000581	LOC119557007|XP_037725465.1|DSUP	LOC117572373|XP_034111034.1|DALB
OG0000582	LOC119552793|XP_037718553.1|DSUP	LOC117572467|XP_034111205.1|DALB
OG0000582	LOC119549725|XP_037713891.1|DSUP	LOC117572271|XP_034110865.1|DALB
OG0000583	LOC119550799|XP_037715660.1|DSUP	LOC117569459|XP_034106516.1|DALB
OG0000583	LOC119550798|XP_037715658.1|DSUP	LOC117569458|XP_034106515.1|DALB
OG0000584	LOC119547497|XP_037710317.1|DSUP	LOC117564165|XP_034098722.1|DALB
OG0000584	LOC119547602|XP_037710451.1|DSUP	LOC117563586|XP_034097863.1|DALB, LOC117564368|XP_034098976.1|DALB
OG0000585	LOC119554390|XP_037721201.1|DSUP, LOC119554255|XP_037721020.1|DSUP	LOC117569442|XP_034106496.1|DALB, LOC117569920|XP_034107163.1|DALB
OG0000586	LOC119551847|XP_037717348.1|DSUP, LOC119551298|XP_037716505.1|DSUP	LOC117571332|XP_034109314.1|DALB
OG0000589	LOC119556116|XP_037723915.1|DSUP	LOC117570513|XP_034108145.1|DALB
OG0000590	LOC119560881|XP_037730490.1|DSUP	LOC117574715|XP_034114528.1|DALB
OG0000590	LOC119557405|XP_037726080.1|DSUP	LOC117574333|XP_034114042.1|DALB
OG0000592	LOC119549721|XP_037713887.1|DSUP	LOC117572376|XP_034111035.1|DALB
OG0000592	LOC119550800|XP_037715661.1|DSUP	LOC117571583|XP_034109690.1|DALB
OG0000593	LOC119561141|XP_037730971.1|DSUP	LOC117563424|XP_034097650.1|DALB
OG0000593	LOC119557143|XP_037725654.1|DSUP	LOC117566355|XP_034101733.1|DALB
OG0000594	LOC119557200|XP_037725786.1|DSUP	LOC117574067|XP_034113581.1|DALB
OG0000594	LOC119555682|XP_037723237.1|DSUP	LOC117576155|XP_034116619.1|DALB
OG0000595	LOC119560478|XP_037729865.1|DSUP	LOC117575204|XP_034115214.1|DALB
OG0000595	LOC119556221|XP_037724137.1|DSUP	LOC117573641|XP_034112843.1|DALB
OG0000596	LOC119557996|XP_037727027.1|DSUP	LOC117577918|XP_034118806.1|DALB
OG0000596	LOC119563033|XP_037732162.1|DSUP	LOC117573268|XP_034112239.1|DALB, LOC117573267|XP_034112238.1|DALB, LOC117563806|XP_034098230.1|DALB
OG0000597	LOC119551077|XP_037716164.1|DSUP	LOC117573713|XP_034112974.1|DALB
OG0000597	LOC119563479|XP_037732831.1|DSUP	LOC117574431|XP_034114159.1|DALB
OG0000598	LOC119563508|XP_037732885.1|DSUP	LOC117574273|XP_034113913.1|DALB
OG0000599	LOC119555413|XP_037722699.1|DSUP	LOC117566392|XP_034101791.1|DALB
OG0000600	LOC119550130|XP_037714554.1|DSUP	LOC117570761|XP_034108482.1|DALB
OG0000601	LOC119546803|XP_037709310.1|DSUP	LOC117565708|XP_034100844.1|DALB
OG0000601	LOC119547122|XP_037709760.1|DSUP	LOC117565706|XP_034100839.1|DALB
OG0000603	LOC119553292|XP_037719539.1|DSUP, LOC119546907|XP_037709460.1|DSUP, LOC119548848|XP_037712397.1|DSUP	LOC117566116|XP_034101478.1|DALB
OG0000604	LOC119547125|XP_037709763.1|DSUP	LOC117564075|XP_034098592.1|DALB
OG0000604	LOC119548324|XP_037711433.1|DSUP	LOC117564382|XP_034098992.1|DALB
OG0000605	LOC119546270|XP_037708371.1|DSUP	LOC117563778|XP_034098176.1|DALB, LOC117563777|XP_034098175.1|DALB
OG0000606	LOC119557328|XP_037725981.1|DSUP	LOC117574263|XP_034113889.1|DALB
OG0000607	LOC119553787|XP_037720329.1|DSUP, LOC119559274|XP_037728270.1|DSUP	LOC117573731|XP_034112993.1|DALB
OG0000607	LOC119559931|XP_037729066.1|DSUP	LOC117573336|XP_034112336.1|DALB
OG0000608	LOC119555935|XP_037723569.1|DSUP	LOC117575661|XP_034115840.1|DALB
OG0000609	LOC119546810|XP_037709321.1|DSUP	LOC117564820|XP_034099634.1|DALB, LOC117564819|XP_034099631.1|DALB, LOC117564818|XP_034099630.1|DALB
OG0000610	LOC119554927|XP_037721961.1|DSUP	LOC117567740|XP_034103816.1|DALB
OG0000610	LOC119550951|XP_037715905.1|DSUP	LOC117568908|XP_034105704.1|DALB
OG0000611	LOC119551644|XP_037717003.1|DSUP	LOC117572225|XP_034110794.1|DALB
OG0000611	LOC119551866|XP_037717385.1|DSUP	LOC117569955|XP_034107216.1|DALB
OG0000612	LOC119555438|XP_037722738.1|DSUP, LOC119554410|XP_037721227.1|DSUP, LOC119554409|XP_037721226.1|DSUP	LOC117571175|XP_034109093.1|DALB
OG0000614	LOC119558379|XP_037727824.1|DSUP	LOC117573517|XP_034112645.1|DALB
OG0000615	LOC119557045|XP_037725518.1|DSUP	LOC117569740|XP_034106917.1|DALB
OG0000615	LOC119560796|XP_037730356.1|DSUP	LOC117574393|XP_034114122.1|DALB
OG0000616	LOC119556396|XP_037724502.1|DSUP, LOC119558362|XP_037727793.1|DSUP, LOC119557817|XP_037726684.1|DSUP	LOC117575413|XP_034115488.1|DALB
OG0000617	LOC119546006|XP_037707940.1|DSUP	LOC117575989|XP_034116376.1|DALB
OG0000617	LOC119560427|XP_037729791.1|DSUP	LOC117575506|XP_034115640.1|DALB
OG0000618	LOC119560682|XP_037730184.1|DSUP	LOC117573703|XP_034112962.1|DALB
OG0000618	LOC119554052|XP_037720719.1|DSUP	LOC117572345|XP_034110993.1|DALB
OG0000619	LOC119549093|XP_037712752.1|DSUP	LOC117572298|XP_034110901.1|DALB
OG0000620	LOC119555388|XP_037722660.1|DSUP	LOC117567579|XP_034103547.1|DALB
OG0000621	LOC119545750|XP_037707512.1|DSUP	LOC117576522|XP_034117232.1|DALB
OG0000621	LOC119556062|XP_037723798.1|DSUP	LOC117570374|XP_034107863.1|DALB
OG0000622	LOC119554820|XP_037721822.1|DSUP	LOC117570206|XP_034107585.1|DALB
OG0000622	LOC119554213|XP_037720946.1|DSUP	LOC117569833|XP_034107049.1|DALB
OG0000623	LOC119554687|XP_037721617.1|DSUP	LOC117569825|XP_034107040.1|DALB
OG0000623	LOC119552919|XP_037718787.1|DSUP	LOC117571426|XP_034109457.1|DALB
OG0000624	LOC119551108|XP_037716216.1|DSUP	LOC117570531|XP_034108127.1|DALB
OG0000625	LOC119555376|XP_037722647.1|DSUP	LOC117572722|XP_034111677.1|DALB
OG0000625	LOC119555378|XP_037722649.1|DSUP	LOC117572724|XP_034111680.1|DALB
OG0000626	LOC119550611|XP_037715363.1|DSUP	LOC117566761|XP_034102195.1|DALB
OG0000626	LOC119550825|XP_037715697.1|DSUP	LOC117569433|XP_034106484.1|DALB
OG0000627	LOC119554654|XP_037721583.1|DSUP	LOC117572507|XP_034111252.1|DALB
OG0000627	LOC119557968|XP_037726941.1|DSUP	LOC117574429|XP_034114161.1|DALB
OG0000628	LOC119546127|XP_037708151.1|DSUP	LOC117565246|XP_034100148.1|DALB
OG0000629	LOC119555619|XP_037723070.1|DSUP	LOC117574207|XP_034113802.1|DALB, LOC117574206|XP_034113801.1|DALB
OG0000629	LOC119548807|XP_037712320.1|DSUP	LOC117565174|XP_034100057.1|DALB, LOC117564067|XP_034098584.1|DALB
OG0000630	LOC119548358|XP_037711501.1|DSUP	LOC117564045|XP_034098545.1|DALB
OG0000630	LOC119548258|XP_037711331.1|DSUP	LOC117565056|XP_034099894.1|DALB
OG0000631	LOC119546519|XP_037708777.1|DSUP	LOC117564713|XP_034099485.1|DALB
OG0000631	LOC119548347|XP_037711490.1|DSUP	LOC117565173|XP_034100055.1|DALB
