Orthogroup	DSUP.longest_only	DSIM.longest_only
OG0002624	LOC119559884|XP_037728949.1|DSUP	LOC6729027|XP_002104348.1|DSIM
OG0002625	LOC119560585|XP_037730037.1|DSUP	LOC6729034|XP_016035692.2|DSIM
OG0002626	LOC119557499|XP_037726199.1|DSUP	LOC6725396|XP_002106412.1|DSIM
OG0002627	LOC119545690|XP_037707361.1|DSUP	LOC6729109|XP_016035753.1|DSIM
OG0002628	LOC119560720|XP_037730262.1|DSUP	LOC6726889|XP_039151683.1|DSIM
OG0002629	LOC119550594|XP_037715331.1|DSUP	LOC6728529|XP_039151773.1|DSIM
OG0002630	LOC119545850|XP_037707748.1|DSUP	LOC6727913|XP_016034530.1|DSIM
OG0002631	LOC119563331|XP_037732604.1|DSUP	LOC6729501|XP_016036174.1|DSIM
OG0002632	LOC119560828|XP_037730402.1|DSUP	LOC6728137|XP_002103488.1|DSIM
OG0002633	LOC119545783|XP_037707582.1|DSUP	LOC6727562|XP_002102941.2|DSIM
OG0002634	LOC119559797|XP_037728806.1|DSUP	LOC6728111|XP_016034730.1|DSIM
OG0002635	LOC119559839|XP_037728860.1|DSUP	LOC27209030|XP_016035380.1|DSIM
OG0002636	LOC119561117|XP_037730966.1|DSUP	LOC6726648|XP_002102059.1|DSIM
OG0002637	LOC119547037|XP_037709639.1|DSUP	LOC6732050|XP_016024733.1|DSIM
OG0002638	LOC119545745|XP_037707500.1|DSUP	LOC6730149|XP_016036913.1|DSIM
OG0002639	LOC119555556|XP_037722933.1|DSUP	LOC6728464|XP_016035086.1|DSIM
OG0002640	LOC119560544|XP_037729976.1|DSUP	LOC6728175|XP_016034793.1|DSIM
OG0002641	LOC119560755|XP_037730302.1|DSUP	LOC6728174|XP_039151562.1|DSIM
OG0002642	LOC119560754|XP_037730300.1|DSUP	LOC6728173|XP_002103522.1|DSIM
OG0002643	LOC119560655|XP_037730151.1|DSUP	LOC6728172|XP_016034783.1|DSIM
OG0002644	LOC119560317|XP_037729623.1|DSUP	LOC6726936|XP_002102338.1|DSIM
OG0002645	LOC119560578|XP_037730027.1|DSUP	LOC6726929|XP_039150857.1|DSIM
OG0002646	LOC119563223|XP_037732453.1|DSUP	LOC6739769|XP_002076660.1|DSIM
OG0002647	LOC119560010|XP_037729219.1|DSUP	LOC6728986|XP_002104308.1|DSIM
OG0002648	LOC119560625|XP_037730094.1|DSUP	LOC6727152|XP_016033637.1|DSIM
OG0002649	LOC119560033|XP_037729261.1|DSUP	LOC6729002|XP_002104323.2|DSIM
OG0002650	LOC119560009|XP_037729217.1|DSUP	LOC6728987|XP_002104309.1|DSIM
OG0002651	LOC119552187|XP_037717966.1|DSUP	LOC6727855|XP_002103210.2|DSIM
OG0002652	LOC119560250|XP_037729543.1|DSUP	LOC6727256|XP_016033762.1|DSIM
OG0002653	LOC119545642|XP_037707284.1|DSUP	LOC6729929|XP_039151206.1|DSIM
OG0002654	LOC119546552|XP_037708843.1|DSUP	LOC6729927|XP_016036686.1|DSIM
OG0002655	LOC119546754|XP_037709217.1|DSUP	LOC6727355|XP_016033885.1|DSIM
OG0002656	LOC119551483|XP_037716777.1|DSUP	LOC6728232|XP_016034870.1|DSIM
OG0002657	LOC119559837|XP_037728859.1|DSUP	LOC6728727|XP_016035381.1|DSIM
OG0002658	LOC119563131|XP_037732309.1|DSUP	LOC6730315|XP_002105598.2|DSIM
OG0002659	LOC119561860|XP_037731271.1|DSUP	LOC6729956|XP_016036720.1|DSIM
OG0002660	LOC119557332|XP_037725982.1|DSUP	LOC6740116|XP_002076998.2|DSIM
OG0002661	LOC119563468|XP_037732806.1|DSUP	LOC6729921|XP_039151701.1|DSIM
OG0002662	LOC119549973|XP_037714296.1|DSUP	LOC6736133|XP_016029523.1|DSIM
OG0002663	LOC119550254|XP_037714762.1|DSUP	LOC6729376|XP_016036014.1|DSIM
OG0002664	LOC119546813|XP_037709324.1|DSUP	LOC6733135|XP_016022836.1|DSIM
OG0002665	LOC119551884|XP_037717408.1|DSUP	LOC6739329|XP_016026474.1|DSIM
OG0002666	LOC119552171|XP_037717923.1|DSUP	LOC6733503|XP_016026461.1|DSIM
OG0002667	LOC119551848|XP_037717350.1|DSUP	LOC6733816|XP_016026787.1|DSIM
OG0002668	LOC119555485|XP_037722820.1|DSUP	LOC6736393|XP_016029898.1|DSIM
OG0002669	LOC119548043|XP_037711049.1|DSUP	LOC6731532|XP_002078679.1|DSIM
OG0002670	LOC119555369|XP_037722639.1|DSUP	LOC6737178|XP_002084024.1|DSIM
OG0002671	LOC119555225|XP_037722432.1|DSUP	LOC6737174|XP_016030859.1|DSIM
OG0002672	LOC119551460|XP_037716736.1|DSUP	LOC6735511|XP_016028849.1|DSIM
OG0002673	LOC119549381|XP_037713349.1|DSUP	LOC6736002|XP_002082911.1|DSIM
OG0002674	LOC119551608|XP_037716943.1|DSUP	LOC6733813|XP_016026783.1|DSIM
OG0002675	LOC119553275|XP_037719494.1|DSUP	LOC6737112|XP_016030738.1|DSIM
OG0002676	LOC119549248|XP_037713078.1|DSUP	LOC6736121|XP_002083021.2|DSIM
OG0002677	LOC119551826|XP_037717315.1|DSUP	LOC6733349|XP_039148769.1|DSIM
OG0002678	LOC119551526|XP_037716841.1|DSUP	LOC6733968|XP_016027007.1|DSIM
OG0002679	LOC119550606|XP_037715352.1|DSUP	LOC6735991|XP_016029355.1|DSIM
OG0002680	LOC119556555|XP_037724773.1|DSUP	LOC6724792|XP_016037567.1|DSIM
OG0002681	LOC119549061|XP_037712693.1|DSUP	LOC6735503|XP_016028839.1|DSIM
OG0002682	LOC119554429|XP_037721249.1|DSUP	LOC6736804|XP_002083660.2|DSIM
OG0002683	LOC119560846|XP_037730431.1|DSUP	LOC6728937|XP_016035614.2|DSIM
OG0002684	LOC119558073|XP_037727174.1|DSUP	LOC6740159|XP_016039619.1|DSIM
OG0002685	LOC119553012|XP_037718981.1|DSUP	LOC6736283|XP_039149010.1|DSIM
OG0002686	LOC119554157|XP_037720873.1|DSUP	LOC6736488|XP_002083358.1|DSIM
OG0002687	LOC119552596|XP_037718180.1|DSUP	LOC6738670|XP_016032488.1|DSIM
OG0002688	LOC119553819|XP_037720374.1|DSUP	LOC6738426|XP_016032268.1|DSIM
OG0002689	LOC119557125|XP_037725638.1|DSUP, LOC119556921|XP_037725336.1|DSUP	LOC6725747|XP_002106747.1|DSIM
OG0002690	LOC119554920|XP_037721953.1|DSUP	LOC6737636|XP_002084468.1|DSIM
OG0002691	LOC119551253|XP_037716428.1|DSUP	LOC6735784|XP_002082697.2|DSIM
OG0002692	LOC119550142|XP_037714577.1|DSUP	LOC6736011|XP_016029387.1|DSIM
OG0002693	LOC119553515|XP_037719865.1|DSUP	LOC6736377|XP_016029880.2|DSIM
OG0002694	LOC119551945|XP_037717562.1|DSUP	LOC6733840|XP_002080884.1|DSIM
OG0002695	LOC119554147|XP_037720851.1|DSUP	LOC6736914|XP_016030559.1|DSIM
OG0002696	LOC119554227|XP_037720984.1|DSUP	LOC6738349|XP_016032194.1|DSIM
OG0002697	LOC119554921|XP_037721954.1|DSUP	LOC6737182|XP_016030883.1|DSIM
OG0002698	LOC119552678|XP_037718315.1|DSUP	LOC6736557|XP_016030135.1|DSIM
OG0002699	LOC119553276|XP_037719497.1|DSUP	LOC27206243|XP_016030742.2|DSIM
OG0002700	LOC119555038|XP_037722113.1|DSUP	LOC6738237|XP_039148944.1|DSIM
OG0002701	LOC119549038|XP_037712653.1|DSUP	LOC6735869|XP_039147824.1|DSIM
OG0002702	LOC119552029|XP_037717695.1|DSUP	LOC6735926|XP_016029283.1|DSIM
OG0002703	LOC119562649|XP_037731803.1|DSUP	LOC6733176|XP_016026055.1|DSIM
OG0002704	LOC119549959|XP_037714273.1|DSUP	LOC6734593|XP_002081601.1|DSIM
OG0002705	LOC119552971|XP_037718911.1|DSUP	LOC6737026|XP_016030648.1|DSIM
OG0002706	LOC119551527|XP_037716842.1|DSUP	LOC6739380|XP_016027009.1|DSIM
OG0002707	LOC119555546|XP_037722909.1|DSUP	LOC6736198|XP_016029629.1|DSIM
OG0002708	LOC119554383|XP_037721191.1|DSUP	LOC6738281|XP_002085092.2|DSIM
OG0002709	LOC119552133|XP_037717850.1|DSUP	LOC6733671|XP_039148251.1|DSIM
OG0002710	LOC119550859|XP_037715763.1|DSUP	LOC6735462|XP_002082401.1|DSIM
OG0002711	LOC119551409|XP_037716677.1|DSUP	LOC6735460|XP_002082399.2|DSIM
OG0002712	LOC119550465|XP_037715080.1|DSUP	LOC6735020|XP_016028295.1|DSIM
OG0002713	LOC119549431|XP_037713444.1|DSUP	LOC6734189|XP_039148073.1|DSIM
OG0002714	LOC119549183|XP_037712927.1|DSUP	LOC6733424|XP_016026366.1|DSIM
OG0002715	LOC119555894|XP_037723488.1|DSUP	LOC27206343|XP_016039730.1|DSIM
OG0002716	LOC119549411|XP_037713402.1|DSUP	LOC6736152|XP_016029543.1|DSIM
OG0002717	LOC119559574|XP_037728521.1|DSUP, LOC119561097|XP_037730918.1|DSUP	LOC6728928|XP_016035607.1|DSIM
OG0002718	LOC119553852|XP_037720427.1|DSUP	LOC6737070|XP_002083917.1|DSIM
OG0002719	LOC119563079|XP_037732232.1|DSUP	LOC6728614|XP_002103955.1|DSIM
OG0002720	LOC119553455|XP_037719785.1|DSUP	LOC27206282|XP_016030497.2|DSIM
OG0002721	LOC119548685|XP_037712062.1|DSUP	LOC6732782|XP_002079895.1|DSIM
OG0002722	LOC119550366|XP_037714935.1|DSUP	LOC6733685|XP_002080732.1|DSIM
OG0002723	LOC119550398|XP_037714977.1|DSUP	LOC6736113|XP_016029499.1|DSIM
OG0002724	LOC119551301|XP_037716522.1|DSUP	LOC6729435|XP_002104746.1|DSIM
OG0002725	LOC119553216|XP_037719402.1|DSUP	LOC6738713|XP_002085514.1|DSIM
OG0002726	LOC119555722|XP_037723344.1|DSUP	LOC6736462|XP_016030012.1|DSIM
OG0002727	LOC119555320|XP_037722573.1|DSUP	LOC6736626|XP_002083482.2|DSIM
OG0002728	LOC119550068|XP_037714460.1|DSUP	LOC6734182|XP_016027191.1|DSIM
OG0002729	LOC119552667|XP_037718303.1|DSUP	LOC6737610|XP_016031389.1|DSIM
OG0002730	LOC119559377|XP_037728349.1|DSUP	LOC6734358|XP_039148653.1|DSIM
OG0002731	LOC119552661|XP_037718295.1|DSUP	LOC6736222|XP_002083117.1|DSIM
OG0002732	LOC119550438|XP_037715040.1|DSUP	LOC27206325|XP_016027092.1|DSIM
OG0002733	LOC119550928|XP_037715873.1|DSUP	LOC6734997|XP_039147533.1|DSIM
OG0002734	LOC119559353|XP_037728323.1|DSUP	LOC6733139|XP_016026014.2|DSIM
OG0002735	LOC119550034|XP_037714389.1|DSUP	LOC6733807|XP_016026774.1|DSIM
OG0002736	LOC119549407|XP_037713392.1|DSUP	LOC6733804|XP_016026765.1|DSIM
OG0002737	LOC119554287|XP_037721072.1|DSUP	LOC6737403|XP_039149407.1|DSIM
OG0002738	LOC119552855|XP_037718659.1|DSUP	LOC6736695|XP_002083551.1|DSIM
OG0002739	LOC119554114|XP_037720809.1|DSUP	LOC6738773|XP_039149332.1|DSIM
OG0002740	LOC119554113|XP_037720808.1|DSUP	LOC6738774|XP_016032594.1|DSIM
OG0002741	LOC119549200|XP_037712958.1|DSUP	LOC6735477|XP_002082416.2|DSIM
OG0002742	LOC119551058|XP_037716107.1|DSUP	LOC6735955|XP_002082864.2|DSIM
OG0002743	LOC119552638|XP_037718257.1|DSUP	LOC6736508|XP_016030084.1|DSIM
OG0002744	LOC119552578|XP_037718136.1|DSUP	LOC6739667|XP_016032790.1|DSIM
OG0002745	LOC119553607|XP_037719993.1|DSUP	LOC6736412|XP_002083284.2|DSIM
OG0002746	LOC119549886|XP_037714119.1|DSUP	LOC6734695|XP_002081702.1|DSIM
OG0002747	LOC119563157|XP_037732344.1|DSUP	LOC6727695|XP_016034268.1|DSIM
OG0002748	LOC119550807|XP_037715672.1|DSUP	LOC6736017|XP_002082926.1|DSIM
OG0002749	LOC119549569|XP_037713649.1|DSUP	LOC6736120|XP_039148880.1|DSIM
OG0002750	LOC119549799|XP_037713993.1|DSUP	LOC6734458|XP_016027580.1|DSIM
OG0002751	LOC119550631|XP_037715392.1|DSUP	LOC27208840|XP_016026431.1|DSIM
OG0002752	LOC119550007|XP_037714358.1|DSUP	LOC6733697|XP_016026668.1|DSIM
OG0002753	LOC119551200|XP_037716330.1|DSUP	LOC6735683|XP_039147419.1|DSIM
OG0002754	LOC119555248|XP_037722460.1|DSUP	LOC6737042|XP_039150275.1|DSIM
OG0002755	LOC119549490|XP_037713521.1|DSUP	LOC6735147|XP_016028426.1|DSIM
OG0002756	LOC119552619|XP_037718212.1|DSUP	LOC6738824|XP_002085624.1|DSIM
OG0002757	LOC119553101|XP_037719186.1|DSUP	LOC6737466|XP_016031234.1|DSIM
OG0002758	LOC119550407|XP_037714993.1|DSUP	LOC6735011|XP_039148118.1|DSIM
OG0002759	LOC119549395|XP_037713375.1|DSUP	LOC6734988|XP_039147761.1|DSIM
OG0002760	LOC119550057|XP_037714444.1|DSUP	LOC27207071|XP_016029570.1|DSIM
OG0002761	LOC119550756|XP_037715606.1|DSUP	LOC6735182|XP_016028471.1|DSIM
OG0002762	LOC119550715|XP_037715524.1|DSUP	LOC6735116|XP_016028379.1|DSIM
OG0002763	LOC119554323|XP_037721113.1|DSUP	LOC6737354|XP_016031089.1|DSIM
OG0002764	LOC119554549|XP_037721439.1|DSUP	LOC6738488|XP_016032331.1|DSIM
OG0002765	LOC119549966|XP_037714286.1|DSUP	LOC6735043|XP_016028331.1|DSIM
OG0002766	LOC119549968|XP_037714291.1|DSUP	LOC6735042|XP_016028329.1|DSIM
OG0002767	LOC119552197|XP_037717981.1|DSUP	LOC6734983|XP_039147757.1|DSIM
OG0002768	LOC119550837|XP_037715731.1|DSUP	LOC6739502|XP_016029326.1|DSIM
OG0002769	LOC119550842|XP_037715737.1|DSUP	LOC6734180|XP_002081209.2|DSIM
OG0002770	LOC119547711|XP_037710614.1|DSUP	LOC6731348|XP_002078504.1|DSIM
OG0002771	LOC119552782|XP_037718534.1|DSUP	LOC6737512|XP_016031307.1|DSIM
OG0002772	LOC119553400|XP_037719700.1|DSUP	LOC6737504|XP_016031299.1|DSIM
OG0002773	LOC119551779|XP_037717236.1|DSUP	LOC6734224|XP_016027266.1|DSIM
OG0002774	LOC119549921|XP_037714177.1|DSUP	LOC6735582|XP_016028943.1|DSIM
OG0002775	LOC119554387|XP_037721195.1|DSUP	LOC6738449|XP_039149159.1|DSIM
OG0002776	LOC119554640|XP_037721564.1|DSUP	LOC6737404|XP_016031165.1|DSIM
OG0002777	LOC119554944|XP_037721981.1|DSUP	LOC6738383|XP_016032208.1|DSIM
OG0002778	LOC119552840|XP_037718630.1|DSUP	LOC6738380|XP_016032207.1|DSIM
OG0002779	LOC119553038|XP_037719029.1|DSUP	LOC6737123|XP_039148936.1|DSIM
OG0002780	LOC119560087|XP_037729332.1|DSUP	LOC6727034|XP_039150516.1|DSIM
OG0002781	LOC119551225|XP_037716390.1|DSUP	LOC6734551|XP_002081560.1|DSIM
OG0002782	LOC119555122|XP_037722274.1|DSUP	LOC6738699|XP_016032517.1|DSIM
OG0002783	LOC119554076|XP_037720747.1|DSUP	LOC6736645|XP_016030240.1|DSIM
OG0002784	LOC119550797|XP_037715657.1|DSUP	LOC27206191|XP_016029224.1|DSIM
OG0002785	LOC119553019|XP_037719003.1|DSUP	LOC6739670|XP_002076563.1|DSIM
OG0002786	LOC119553740|XP_037720264.1|DSUP	LOC6738363|XP_016032198.1|DSIM
OG0002787	LOC119553901|XP_037720499.1|DSUP	LOC6737062|XP_002083909.1|DSIM
OG0002788	LOC119553902|XP_037720500.1|DSUP	LOC6737061|XP_016030684.1|DSIM
OG0002789	LOC119553446|XP_037719764.1|DSUP	LOC6738976|XP_016032801.1|DSIM
OG0002790	LOC119552983|XP_037718928.1|DSUP	LOC6737603|XP_002084435.1|DSIM
OG0002791	LOC119555526|XP_037722879.1|DSUP	LOC6738624|XP_002085426.2|DSIM
OG0002792	LOC119549117|XP_037712799.1|DSUP	LOC27207878|XP_016027296.1|DSIM
OG0002793	LOC119555596|XP_037723014.1|DSUP	LOC6737437|XP_016031210.1|DSIM
OG0002794	LOC119555716|XP_037723326.1|DSUP	LOC6736907|XP_016030555.1|DSIM
OG0002795	LOC119554197|XP_037720923.1|DSUP	LOC6737007|XP_016030632.1|DSIM
OG0002796	LOC119554905|XP_037721935.1|DSUP	LOC6736932|XP_002083779.1|DSIM
OG0002797	LOC119552985|XP_037718930.1|DSUP	LOC6737605|XP_002084437.1|DSIM
OG0002798	LOC119546617|XP_037708982.1|DSUP	LOC6732708|XP_002079822.1|DSIM
OG0002799	LOC119553713|XP_037720221.1|DSUP	LOC6736271|XP_016029757.2|DSIM
OG0002800	LOC119552628|XP_037718228.1|DSUP	LOC6738362|XP_039149601.1|DSIM
OG0002801	LOC119549232|XP_037713048.1|DSUP	LOC6736117|XP_039148889.1|DSIM
OG0002802	LOC119552013|XP_037717672.1|DSUP	LOC6736105|XP_016029497.1|DSIM
OG0002803	LOC119546185|XP_037708238.1|DSUP	LOC6732740|XP_002079854.1|DSIM
OG0002804	LOC119550875|XP_037715789.1|DSUP	LOC6735699|XP_002082615.1|DSIM
OG0002805	LOC119550380|XP_037714958.1|DSUP	LOC6733508|XP_002080564.2|DSIM
OG0002806	LOC119555528|XP_037722882.1|DSUP	LOC6738623|XP_016032463.1|DSIM
OG0002807	LOC119550769|XP_037715627.1|DSUP	LOC6736122|XP_002083022.1|DSIM
OG0002808	LOC119552083|XP_037717786.1|DSUP	LOC27206630|XP_016029413.1|DSIM
OG0002809	LOC119553824|XP_037720383.1|DSUP	LOC6737808|XP_002084636.1|DSIM
OG0002810	LOC119554948|XP_037721986.1|DSUP	LOC6736280|XP_016029764.1|DSIM
OG0002811	LOC119554053|XP_037720721.1|DSUP	LOC6737769|XP_039149074.1|DSIM
OG0002812	LOC119549338|XP_037713246.1|DSUP	LOC6734264|XP_016027311.1|DSIM
OG0002813	LOC119549088|XP_037712746.1|DSUP	LOC6735170|XP_039148340.1|DSIM
OG0002814	LOC119550452|XP_037715056.1|DSUP	LOC6735537|XP_039147337.1|DSIM
OG0002815	LOC119550164|XP_037714627.1|DSUP	LOC6734168|XP_002081197.1|DSIM
OG0002816	LOC119551652|XP_037717016.1|DSUP	LOC6735155|XP_016028435.1|DSIM
OG0002817	LOC119559629|XP_037728594.1|DSUP	LOC6739532|XP_002076431.1|DSIM
OG0002818	LOC119550403|XP_037714987.1|DSUP	LOC6739371|XP_016026790.1|DSIM
OG0002819	LOC119552642|XP_037718259.1|DSUP	LOC6737246|XP_016030953.1|DSIM
OG0002820	LOC119554529|XP_037721407.1|DSUP	LOC6737250|XP_002084090.1|DSIM
OG0002821	LOC119554422|XP_037721240.1|DSUP	LOC6737860|XP_016031627.1|DSIM
OG0002822	LOC119550652|XP_037715421.1|DSUP	LOC6735588|XP_002082508.1|DSIM
OG0002823	LOC119549210|XP_037712990.1|DSUP	LOC6733439|XP_016026391.1|DSIM
OG0002824	LOC119551236|XP_037716403.1|DSUP	LOC6733710|XP_016026677.1|DSIM
OG0002825	LOC119552603|XP_037718194.1|DSUP	LOC27206408|XP_039149084.1|DSIM
OG0002826	LOC119549933|XP_037714238.1|DSUP	LOC6735590|XP_002082510.1|DSIM
OG0002827	LOC119562948|XP_037732041.1|DSUP	LOC6724685|XP_039152081.1|DSIM
OG0002828	LOC119549712|XP_037713872.1|DSUP	LOC6735516|XP_016028860.2|DSIM
OG0002829	LOC119551062|XP_037716113.1|DSUP	LOC6734169|XP_016027170.1|DSIM
OG0002830	LOC119552007|XP_037717663.1|DSUP	LOC6733889|XP_039147811.1|DSIM
OG0002831	LOC119545945|XP_037707822.1|DSUP	LOC6733060|XP_016025749.1|DSIM
OG0002832	LOC119546790|XP_037709276.1|DSUP	LOC6731557|XP_016024224.1|DSIM
OG0002833	LOC119550089|XP_037714495.1|DSUP	LOC6736155|XP_016029557.1|DSIM
OG0002834	LOC119549080|XP_037712720.1|DSUP	LOC6735948|XP_016029299.1|DSIM
OG0002835	LOC119550021|XP_037714373.1|DSUP	LOC6734162|XP_002081191.1|DSIM
OG0002836	LOC119550160|XP_037714610.1|DSUP	LOC6733665|XP_039148239.1|DSIM
OG0002837	LOC119551174|XP_037716300.1|DSUP	LOC6735083|XP_039148037.1|DSIM
OG0002838	LOC119551098|XP_037716205.1|DSUP	LOC6735745|XP_002082658.1|DSIM
OG0002839	LOC119549695|XP_037713846.1|DSUP	LOC6739514|XP_016029415.1|DSIM
OG0002840	LOC119546962|XP_037709534.1|DSUP	LOC6731236|XP_016023774.1|DSIM
OG0002841	LOC119548256|XP_037711327.1|DSUP	LOC6730878|XP_016023302.1|DSIM
OG0002842	LOC119546016|XP_037707952.1|DSUP	LOC6732235|XP_039152899.1|DSIM
OG0002843	LOC119549720|XP_037713882.1|DSUP	LOC6733435|XP_016026385.1|DSIM
OG0002844	LOC119554711|XP_037721650.1|DSUP	LOC6738169|XP_016032002.1|DSIM
OG0002845	LOC119546611|XP_037708975.1|DSUP	LOC6731025|XP_002078186.1|DSIM
OG0002846	LOC119549288|XP_037713165.1|DSUP	LOC6733444|XP_016026394.1|DSIM
OG0002847	LOC119546608|XP_037708973.1|DSUP	LOC6731026|XP_002078187.1|DSIM
OG0002848	LOC119546881|XP_037709423.1|DSUP	LOC6732672|XP_002079789.1|DSIM
OG0002849	LOC119562575|XP_037731716.1|DSUP	LOC6731165|XP_002078323.1|DSIM
OG0002850	LOC119547611|XP_037710463.1|DSUP	LOC6732242|XP_016024922.1|DSIM
OG0002851	LOC119547449|XP_037710238.1|DSUP	LOC6731839|XP_016024523.1|DSIM
OG0002852	LOC119552000|XP_037717652.1|DSUP	LOC6734006|XP_016027034.1|DSIM
OG0002853	LOC119546565|XP_037708866.1|DSUP	LOC6732488|XP_039154415.1|DSIM
OG0002854	LOC119546452|XP_037708655.1|DSUP	LOC6732732|XP_002079846.1|DSIM
OG0002855	LOC119545936|XP_037707804.1|DSUP	LOC6731284|XP_016023849.1|DSIM
OG0002856	LOC119548756|XP_037712208.1|DSUP	LOC6731267|XP_016023822.1|DSIM
OG0002857	LOC119546440|XP_037708643.1|DSUP	LOC27206568|XP_016025806.1|DSIM
OG0002858	LOC119548825|XP_037712366.1|DSUP	LOC6731067|XP_039146985.1|DSIM
OG0002859	LOC119547154|XP_037709800.1|DSUP	LOC6730754|XP_002077922.1|DSIM
OG0002860	LOC119561769|XP_037731183.1|DSUP, LOC119561768|XP_037731179.1|DSUP, LOC119561770|XP_037731185.1|DSUP	LOC6731133|XP_016023687.1|DSIM
OG0002861	LOC119546267|XP_037708368.1|DSUP	LOC6731896|XP_016024565.1|DSIM
OG0002862	LOC119547355|XP_037710097.1|DSUP	LOC6730541|XP_016022994.1|DSIM
OG0002863	LOC119547733|XP_037710647.1|DSUP	LOC6730870|XP_002078034.1|DSIM
OG0002864	LOC119547735|XP_037710648.1|DSUP	LOC6730869|XP_016023293.1|DSIM
OG0002865	LOC119551336|XP_037716565.1|DSUP	LOC6733347|XP_016026251.1|DSIM
OG0002866	LOC119552896|XP_037718744.1|DSUP	LOC6737218|XP_002084058.1|DSIM
OG0002867	LOC119546842|XP_037709364.1|DSUP	LOC6732179|XP_016024862.1|DSIM
OG0002868	LOC119546759|XP_037709220.1|DSUP	LOC6730672|XP_016023115.2|DSIM
OG0002869	LOC119548764|XP_037712235.1|DSUP	LOC6730671|XP_016023114.1|DSIM
OG0002871	LOC119546805|XP_037709313.1|DSUP	LOC6731697|XP_016024378.1|DSIM
OG0002872	LOC119546205|XP_037708259.1|DSUP	LOC6731663|XP_016024348.1|DSIM
OG0002873	LOC119547194|XP_037709861.1|DSUP	LOC6732861|XP_002079971.1|DSIM
OG0002874	LOC119546297|XP_037708410.1|DSUP	LOC6731156|XP_002078314.1|DSIM
OG0002875	LOC119546816|XP_037709331.1|DSUP	LOC6730774|XP_016023191.1|DSIM
OG0002876	LOC119556311|XP_037724323.1|DSUP, LOC119547594|XP_037710442.1|DSUP	LOC6726277|XP_002107238.1|DSIM
OG0002877	LOC119548165|XP_037711203.1|DSUP	LOC6732694|XP_016025428.1|DSIM
OG0002878	LOC119547579|XP_037710411.1|DSUP	LOC6732683|XP_016025415.1|DSIM
OG0002879	LOC119552750|XP_037718466.1|DSUP	LOC6736727|XP_002083583.1|DSIM
OG0002880	LOC119557158|XP_037725686.1|DSUP	LOC6724826|XP_002105867.1|DSIM
OG0002881	LOC119548190|XP_037711246.1|DSUP	LOC6730470|XP_016022928.1|DSIM
OG0002882	LOC119551712|XP_037717114.1|DSUP	LOC27206182|XP_016028621.1|DSIM
OG0002883	LOC119548752|XP_037712198.1|DSUP	LOC6730416|XP_016022881.1|DSIM
OG0002884	LOC119548323|XP_037711432.1|DSUP	LOC6730765|XP_002077933.1|DSIM
OG0002885	LOC119553178|XP_037719346.1|DSUP	LOC6737497|XP_002084333.1|DSIM
OG0002886	LOC119546488|XP_037708712.1|DSUP	LOC6730627|XP_016023071.1|DSIM
OG0002887	LOC119546489|XP_037708713.1|DSUP	LOC6730628|XP_016023072.1|DSIM
OG0002888	LOC119546057|XP_037708051.1|DSUP	LOC27206785|XP_016025783.1|DSIM
OG0002889	LOC119555499|XP_037722843.1|DSUP	LOC6737195|XP_002084041.1|DSIM
OG0002890	LOC119547193|XP_037709859.1|DSUP	LOC6732862|XP_002079972.2|DSIM
OG0002891	LOC119547739|XP_037710655.1|DSUP	LOC6731730|XP_016024401.1|DSIM
OG0002892	LOC119548732|XP_037712165.1|DSUP	LOC6732011|XP_039154387.1|DSIM
OG0002893	LOC119546447|XP_037708649.1|DSUP	LOC6730592|XP_039151303.1|DSIM
OG0002894	LOC119555394|XP_037722671.1|DSUP	LOC6737509|XP_016031305.1|DSIM
OG0002895	LOC119551456|XP_037716732.1|DSUP	LOC6736163|XP_016029572.1|DSIM
OG0002896	LOC119548610|XP_037711899.1|DSUP	LOC6732204|XP_016024878.1|DSIM
OG0002897	LOC119547963|XP_037710941.1|DSUP	LOC6731228|XP_002078387.1|DSIM
OG0002898	LOC119547164|XP_037709818.1|DSUP	LOC6730947|XP_016023407.2|DSIM
OG0002899	LOC119545984|XP_037707891.1|DSUP	LOC6730396|XP_016022858.1|DSIM
OG0002900	LOC119548810|XP_037712323.1|DSUP	LOC6730395|XP_039147112.1|DSIM
OG0002901	LOC119547715|XP_037710616.1|DSUP	LOC6731394|XP_016024012.1|DSIM
OG0002902	LOC119548743|XP_037712186.1|DSUP	LOC6731395|XP_039151787.1|DSIM
OG0002903	LOC119546283|XP_037708391.1|DSUP	LOC6731306|XP_002078462.1|DSIM
OG0002904	LOC119555335|XP_037722598.1|DSUP	LOC6737863|XP_016031634.1|DSIM
OG0002905	LOC119546869|XP_037709403.1|DSUP	LOC6732261|XP_016024931.1|DSIM
OG0002906	LOC119547731|XP_037710645.1|DSUP	LOC6733072|XP_016025777.1|DSIM
OG0002907	LOC119546494|XP_037708721.1|DSUP	LOC6733070|XP_016025776.1|DSIM
OG0002908	LOC119550428|XP_037715023.1|DSUP	LOC6735466|XP_016028772.1|DSIM
OG0002909	LOC119550201|XP_037714675.1|DSUP	LOC6739472|XP_016028468.1|DSIM
OG0002910	LOC119546975|XP_037709551.1|DSUP	LOC6732990|XP_016025672.1|DSIM
OG0002911	LOC119550727|XP_037715555.1|DSUP	LOC27208699|XP_016029560.1|DSIM
OG0002912	LOC119556048|XP_037723769.1|DSUP	LOC6739993|XP_016038295.1|DSIM
